200511070001,2005,11,7,"",0,"",89,4,East Asia,Hong Kong (Special Administrative Region),Hong Kong,22.281867,114.161326,1,0,"","11/07/2005: One woman was injured when a bomb disguised as a package was sent to the Ming Mao newspaper in Hong Kong, China. The bomb was delivered with a bouquet of flowers and a note complaining about an unspecified article published the previous month. Also in the note, the perpetrator demanded that 30 million Honk Kong dollars be transferred to the bank account of a charity.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Ming Pao Newspaper,Journalists working at Ming Pao's office in Hong Kong,44,China,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,-9,"","","","","","","","",-9,6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",The bomb was delivered with a bouquet of flowers.,0,0,0,1,0,0,-9,4,Unknown,-99,"",0,"","","","","","","","","","","","","","","","","�Honk Kong journalist groups condemn letter-bomb attack on paper,� South China Morning Post, November 8, 2005.","Michal Ng, �Freedom fears after bomb hits Ming Pao,� The Standard, November 8, 2005.","�Honk Kong police hunt flower-bomb attacker,� Agence France Presse, November 8, 2005.",CETIS,-9,-9,1,1,""
198002060001,1980,2,6,"",0,"",89,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,99,Bus (excluding tourists),"",bus,216,Great Britain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",2,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198102210002,1981,2,21,"",0,"",89,4,East Asia,"",Hong Kong,22.281867,114.161326,1,0,"","",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",1,Business,7,Retail/Grocery/Bakery,"",Tourist Shopping Arcade,216,Great Britain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",23,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198103310003,1981,3,31,"",0,"",89,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,4,Multinational Corporation,Shell Oil Company,"",142,Netherlands,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",1,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198108190002,1981,8,19,"",0,"",89,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,108,Oil,"",Shell Oil Depot,142,Netherlands,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",1,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198908070003,1989,8,7,"",0,"",89,4,East Asia,Hong Kong,"Yau Ma Tei, Kowloon",22.311183,114.169265,1,0,"","",1,1,1,-9,"","",0,0,0,3,Bombing/Explosion,"","","","",1,Business,7,Retail/Grocery/Bakery,"",yau ma tei jewelry store,89,Hong Kong,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199006040009,1990,6,4,"",0,"",89,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Xinchua Chinese News Agency,Office,44,China,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199102130003,1991,2,13,"",0,"",89,4,East Asia,Hong Kong,Tsim Sha Tsui,22.297551,114.171948,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,"",Holiday Inn Golden Mile Hotel,217,United States,1,Business,8,Hotel/Resort,"",Holiday Inn Golden Mile Hotel,89,Hong Kong,"","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",Package bomb,0,"","",2,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199201180002,1992,1,18,"",0,"",89,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Express Newspaper,Columnist Chan Kang-nan,89,Hong Kong,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199208290006,1992,8,29,"",0,"",89,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",11,Maritime,58,Commercial Maritime,"",Ship Tramy,223,Vietnam,"","","","","","","","","","","","","","","","",Chinese Pirates,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
