200111150001,2001,11,15,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","11/15/2001: A powerful bomb exploded outside a shopping center in Halandri suburb in Athens, Greece, damaging an American Express office, banks and shops. The bomb was placed on a bicycle parked at the entrance to the shopping center on the main road linking Athens to its northern suburbs. No one claimed responsibility and no one was injured in the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,74,Marketplace/Plaza/Square,Shopping Center,"Shopping center in Halandri suburb in Athens, Greece",78,Greece,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","The bomb damaged an American Express office, banks and shops.",0,"","","","","","","","","","","","","","","","","�Bomb blast damages American Express Office in Athens suburb,� Agence France Presse, November 15, 2001.","�Bomb explodes near bank in Greece,� Associated Press Online, November 15, 2001.","�Bomb explodes next to American Express Branch in Greece,� Associated Press Worldstream, November 15, 2001.",CETIS,-9,-9,0,-9,""
197001000002,1970,1,0,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",U.S. Embassy,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200112230006,2001,12,23,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"The incident occurred at a McDonald's restaurant located at Mesogheion Avenue and Dhimitsanas Street, in northern Agia Paraskevi area of Athens.","12/23/2001: An improvised explosive device detonated behind a McDonalds outlet in northern Athens, Attica periphery, Greece.  The building and a billboard were damaged in the explosion.  Authorities believe that the device likely consisted of dynamite with a slow fuse.  No group has claimed responsibility for the incident and motive is unknown.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,4,Multinational Corporation,McDonalds,A McDonalds outlet in Athens,78,Greece,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,28,Dynamite/TNT,"","","","","","","","","","","","","100 grams of explosives, likely dynamite, with a slow fuse",0,0,0,0,0,0,1,4,Unknown,"","A billboard, safety equipment, and safety glass were damaged",0,"","","","","","","","","","","","","","","",Sources state that authorities believe that organized crime is involved in the incident.,"\"\"\"McDonalds restaurant damaged in bomb attack",no one injured,"\"\" Associated Press",December 23,"2001.\"","\"\"\"Two explosions",one at a bar and another at a multinational fast food outlet,"\"\" Athens News Agency Daily News",December 23
197007220001,1970,7,22,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","",1,1,1,-9,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Olympic Airlines,passenger jet,78,Greece,"","","","","","","","","","","","","","","","",Arabs,"","","","","","",0,"","",0,6,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,7,Grenade,"","","","","","","","",Automatic firearms; Grenades,0,0,0,0,0,0,0,"","","","",1,55,0,"","","",Greece,0,"","","","","",2,Hostage(s) released by perpetrators,"","","","","",Hijacking DB,-9,-9,0,-9,""
200201150001,2002,1,15,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","01/15/2002: A homemade bomb exploded outside a bank in Athens, Greece. No one was injured in the blast, however the bank received some exterior damage.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,National Bank of Greece,"National Bank of Greece, Athens Branch",78,Greece,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","","A homemade explosive device consisting of three small propane canisters, was used in the attack",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","�Makeshift Bomb Explodes Outside Bank in Kypseli; Some Damages Reported,� Athens News Agency, January 15, 2002.","","",CETIS,-9,-9,0,-9,""
197009020001,1970,9,2,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",U.S. Chancery,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,"","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,2,"",2,0,"","",1,3,Minor (likely < $1 million),25000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200202080002,2002,2,8,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","02/08/2002: A homemade bomb containing gas canisters exploded in front of an ATM machine at the National Bank of Greece in Athens. The bomb, which authorities believe was planted by anarchists, caused damage to the ATM and the exterior of the bank. In addition to this explosion, two other explosions occurred on the same day in Athens.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,National Bank of Greece,National Bank of Greece office in Athens,78,Greece,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","\"\"\"Greek Police Seen Attributing 8 Feb Athens Bomb Explosions to Anarchists","\"\" Kathimerini",February 9,"2002.\"","","",CETIS,-9,-9
197105150001,1971,5,15,"",0,"",78,8,Western Europe,Ionian Islands,Kalamaki,37.742578,20.896502,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),"",Vehicle of U.S. Serviceman,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,3,Minor (likely < $1 million),3000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200202080006,2002,2,8,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","02/08/2002: Shortly after a device exploded outside of a bank in Athens, Greece, another explosion occurred outside of the Panhellenic Socialist Movement office, which authorities also attributed to anarchists. Casualties and the amount of damages were not mentioned in the report.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,Panhellenic Socialist Movement,"Panhellenic Socialist Movement office in Athens, Greece",78,Greece,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"\"\"Greek Police Seen Attributing 8 Feb Athens Bomb Explosions to Anarchists","\"\" Kathimerini",February 9,"2002.\"","","",CETIS,-9,-9
197208290002,1972,8,29,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",US embassy,217,United States,"","","","","","","","","","","","","","","","",Popular Revolutionary Resistance Group,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200202080007,2002,2,8,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","02/08/2002: An explosion occurred outside of a second Panhellenic Socialist Movement office in Athens, Greece, after an explosion had occurred at another office in Athens. Property damage was stated to be minimal and there were no casualties. Authorities attribute this attack to anarchists.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,Panhellenic Socialist Movement,"Panhellenic Socialist Movement office in Athens, Greece",78,Greece,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","\"\"\"Greek Police Seen Attributing 8 Feb Athens Bomb Explosions to Anarchists","\"\" Kathimerini",February 9,"2002.\"","","",CETIS,-9,-9
197212070001,1972,12,7,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),"",U.S. servicemens vehicle (2 vehicles),217,United States,"","","","","","","","","","","","","","","","","Resistance, Liberation and Independence Organization (AAA)","","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary - timed device,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200202510004,2002,1,25,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","01/25/2002: The car of a Jordanian diplomat was destroyed in an arson attack in Athens, Greece. It was not certain who was responsible for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Hashemite Kingdom of Jordan,Vehicle of Jordanian Ambassador to Greece,78,Greece,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","�Jordanian Embassy Car Torched in Athens Suburb 25 Jan,� Athens News Agency, January 25, 2002.","","",CETIS,-9,-9,0,-9,""
197301070001,1973,1,7,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","",1,1,1,-9,"","",0,0,0,2,Armed Assault,"","","","",2,Government (General),21,Government Building/Facility/Office,"","vehicle, U.S. Govt Employee",217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200206050003,2002,6,5,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"",06/05/2002: The terrorist outfit Popular Resistance (Laiki Antistasi) claimed responsibility for a bomb attack on the offices of an insurance company in Athens. No one was reported hurt.,1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,7,Retail/Grocery/Bakery,Greek Business Sector,Greek insurance company Interamerican,78,Greece,"","","","","","","","","","","","","","","","",Popular Resistance (Laiki Antistasi),"","","","","",Unknown,0,"","",0,"",0,1,2,Call (post-incident),"","","","","","",-9,6,Explosives,14,Time Fuse,"","","","","","","","","","","","","",0,0,0,0,0,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","The targeted building was home to Interamerican, Greece's largest carrier of insurance.","�Insurance company damaged in bomb attack,� Associated Press, June 5, 2002.","�A Bomb at 'Interamerican',� Elevtherotipia, June 6, 2002.","",CETIS,0,0,0,0,""
197301070002,1973,1,7,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,73,Vehicles/Transportation,"",U.S. vehicles,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200206170002,2002,6,17,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"",06/17/2002: A hand grenade attack damaged the office of a Panhellenic Socialist Party official in Athens. No one was wounded and the Popular Resistance (Laiki Antistasi) claimed responsibility for the incident.,1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Greek Government,Panhellenic Socialist Party Member of Parliament,78,Greece,"","","","","","","","","","","","","","","","",Popular Resistance (Laiki Antistasi),"","","","","",Unknown,0,"","",0,"",0,1,2,Call (post-incident),"","","","","","",-9,6,Explosives,7,Grenade,"","","","","","","","","","","","","",0,0,0,0,0,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","Thanos Lambropoulos, �Mystery Hand Grenade at Fasoulas' Office,� Elevtherotipia, June 18, 2002.","�Grenade attack reported at MP Fassoulas' office,� Athens News Agency, June 17, 2002","",CETIS,0,0,0,0,""
