200206240004,2002,6,24,"",0,"",65,11,Sub-Saharan Africa,Dire Dawa,Dire Dawa,9.603572,41.846497,1,0,"",06/24/2002: A bomb exploded in a building belonging to the Ethiopia-Djibouti railway in the town of Dire Dawa. The Oromo Liberation Front (OLF) has claimed responsibility for the attack.,1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,100,Train/Train Tracks/Trolley,Ethiopian Transportation Sector,A Building Belonging to the Ethiopia-Djibouti Railway,65,Ethiopia,"","","","","","","","","","","","","","","","",Oromo Liberation Front,"","","","","",Unknown,0,"","",0,"",0,1,2,Call (post-incident),"","","","","","",-9,6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","",Ethiopian authorities believe the Oromo Liberation Front is an anti-development terrorist organization.,"�Separatist rebels claim Ethiopia train bomb,� Agence France Presse, June 27, 2002.","�Oromo Liberation Front claims responsibility for bomb blast in east,� Nairobi Integrated Regional Information Network, June 26, 2002.","�Oromo rebel group claims responsibility for bomb explosion in east,� ENA, June 26, 2002.",CETIS,0,0,0,0,""
197001110001,1970,1,11,"",0,"",65,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",U.S. Army,Soldier,217,United States,"","","","","","","","","","","","","","","","",Eritrean Liberation Front,"","","","","","",0,"","",0,1,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200207220001,2002,7,22,"",0,"",65,11,Sub-Saharan Africa,Dire Dawa,Dire Dawa,9.600875,41.850142,1,0,"","07/22/2002: A bomb exploded next to a parked tanker in Dire Dawa, Ethiopia. No one was injured and no group claimed responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",20,Unknown,"","",Unknown,Unknown,65,Ethiopia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The explosion caused minor damage to the tanker.,0,"","","","","","","","","","","","","","","","","\"\"\"Ethiopia: Bomb Explodes in Eastern Town",No Casualty,"\"\" BBC Monitoring International Reports",July 23,"2002.\"","\"\"\"Ethiopia: Bomb Explodes in Eastern Town",No Casualty,"\"\" Radio Ethiopia",July 23
197003140001,1970,3,14,"",1,3/31/1970,65,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,National geographic society,Film crew,422,International,20,Unknown,"","","","","","","","","","","","","","",Eritrean Liberation Front,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,5,1,0,17,"",Ethiopia,1,0,"","","","",2,Hostage(s) released by perpetrators,5,"","","","",PGIS,0,1,1,1,""
200209110002,2002,9,11,"",0,"",65,11,Sub-Saharan Africa,Addis Ababa,Addis Ababa,8.977146,38.773226,1,0,"","9/11/2002: An explosion rocked the Hotel Tigray located in Addis Ababa city, Addis Ababa state, Ethiopia.  One woman was killed and another 37 people were injured in the explosion.  Authorities suspect the explosion was caused by a bomb, but are not ruling out the possibility it was caused by the accidental exploding of gas cylinders.  No group claimed responsibility for the incident.",1,1,1,1,4,Lack of Intentionality,0,1,0,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,Ethiopian Hotel and patrons,Hotel Tigray and patrons of the hotel,65,Ethiopia,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the vicinity of Hotel Tigray,65,Ethiopia,"","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",1,0,0,37,0,0,1,4,Unknown,"",An explosion occurred at a hotel,0,"","","","","","","","","","","","","","","","","\"Abebe Andualem, \"\"Explosion in Ethiopian Hotel Kills 1","\"\" Associated Press",September 12,"2002.\"","","",UMD Schmid 2012,-9,-9
197004000001,1970,4,0,"",1,4/5/1970,65,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)","Peace corps, U.S. government","Jack Fry, peace corps official",217,United States,"","","","","","","","","","","","","","","","",Eritrean Liberation Front,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,1,1,0,5,"",Ethiopia,0,"","","","","",2,Hostage(s) released by perpetrators,1,"","","","",PGIS,0,1,1,1,""
200309260002,2003,9,26,"",0,"",65,11,Sub-Saharan Africa,Asmara,Adi Quala,14.634123,38.832336,1,0,Near the city of Adi Quala,09/26/2003: Two people were killed and nine injured when a bomb exploded on a passenger train in Ethiopia. The train was bound from Djibouti to Addis Ababa when the explosion occurred in the town of Adigale. There was no claim of responsibility but the Omoro Liberation Front (OLF) has been blamed.,1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,100,Train/Train Tracks/Trolley,Ethiopian civilians,Train traveling from Djibouti to Addis Ababa,65,Ethiopia,"","","","","","","","","","","","","","","","",Oromo Liberation Front,"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",6,Explosives,14,Time Fuse,"","","","","","","","","","","","","",2,0,0,9,0,0,-9,4,Unknown,-99,"",0,"","","","","","","","","","","","","","","","The Omoro Libertion Front (OLF) is the prime suspect in this bombing.  However, the OLF itself has denied that it was responsible.","\"\"\"Two killed",nine injured in train blast in Ethiopia,"\"\" Agence France-Presse",September 26,"2003.\"","Ethiopian Television, Addis Ababa, September 29, 2003.","Integrated Regional Information Network, Nairobi, September 29, 2003.",CETIS,0
197101220003,1971,1,22,"",0,"",65,11,Sub-Saharan Africa,Amhara,Bahar Dar,11.583513,37.397019,1,0,"","",1,1,1,0,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Ethiopian Airlines,DC-3,65,Ethiopia,"","","","","","","","","","","","","","","","",Eritrean Liberation Front,Patrol Vessel,"","","","","",0,"","",0,4,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",1,-99,0,"","",Libya,Libya,0,"","","","","","","","","","","","",Hijacking DB,0,0,0,0,""
200404170005,2004,4,17,"",0,"",65,11,Sub-Saharan Africa,Oromia,Ambo,8.980629,37.865055,1,0,"",04/17/2004: Thirteen students were wounded by two bomb attacks by Ethiopian Security Forces at Ambo Secondary School in southwestern Ethiopia. Several people were also wounded by bullets fired by the same security forces. No group claimed responsibility for the attack.,1,1,1,0,"","",0,1,0,3,Bombing/Explosion,2,Armed Assault,"","",8,Educational Institution,49,School/University/Educational Building,Ambo Secondary School,Students at the Ambo Secondary School,65,Ethiopia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,5,Firearms,6,Other Gun Type,"","","","","","","","","",0,0,0,13,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Rebel Radio Blames Government Forces for Bomb Attack at Ethiopian School",� Voice of Oromo Liberation,April 17,"2004.\"","","",CETIS,-9,-9
197301230002,1973,1,23,"",1,2/4/1973,65,11,Sub-Saharan Africa,Eritrea,Unknown,15.027339,39.782691,4,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,3,Bank/Commerce,"",businessmen,98,Italy,"","","","","","","","","","","","","","","","",Eritrean Liberation Front,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,2,0,0,12,"",Ethiopia,0,"","","","","",2,Hostage(s) released by perpetrators,2,"","","","",PGIS,0,1,1,1,""
200405030003,2004,5,3,"",0,"",65,11,Sub-Saharan Africa,Oromia,Bishoftu,8.751439,38.985137,1,0,"","05/03/2004: Suspected Oromo Liberation Front members attacked students in a shop in Bishoftu, Ethiopia, with a hand grenade killing one and wounding three.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,70,Student,Civilians,"Indiscriminate students in a shop in Bishoftu, Ethiopia",65,Ethiopia,"","","","","","","","","","","","","","","","",Oromo Liberation Front,"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",A hand grenade was used in this incident.,1,0,0,3,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Oromo Liberation Front kills one and wounds three in grenade attack in Bishoftu, Ethiopia,� Ethiopian Television, May 3, 2004.","�Ethiopia: Oromo Rebel Group Condemns Grenade Attack on Students,� Voice of Oromo Liberation, May 3, 2004.","",CETIS,0,0,0,0,""
197403230001,1974,3,23,"",0,"",65,11,Sub-Saharan Africa,Maekel,Asmara,15.333513,38.933652,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,10,Mining,"","Debawa Site, Ethio-Nippon Mining",101,Japan,"","","","","","","","","","","","","","","","",Eritrean Liberation Front,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,7,Grenade,"","","","","","","","",Automatic firearms; Grenade,2,"","","","","",1,2,Major (likely >= $1 million but < $1 billion),3000000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200507250005,2005,7,25,"",0,"",65,11,Sub-Saharan Africa,Somali,Jijiga,9.360834,42.796741,1,0,"The attack occurred in the town of Jiiga, 720 km east of the capital Addis Ababa","07/25/2005: In one of three attacks, a grenade exploded at a hotel which collectively killed five people and collectively injured thirty-one in Jijiga, Ethiopia the day before voter registration opened for the upcoming election. No group has claimed responsibility.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",1,Business,"","",Civilians,"Private citizens in the town of Jiiga, Ethiopia",65,Ethiopia,1,Business,8,Hotel/Resort,Privately run businesses,"Hotel in Jiiga, Ethiopia",65,Ethiopia,"","","","","","","","",Unknown,"","","","","",It is believed the attacks were carried out to delay upcoming scheduled elections.,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","","",2,0,0,11,0,0,1,4,Unknown,-99,"",0,"","","","","","","","","","","","","","","","This is a related attack to 20050725008, 20050725009. It is suspected that the attack was carried out by a splinter group of the Ogadeni National Liberation Front as an attempt to pushback voter registration ahead of upcoming elections.","�Bomb Blasts Kills Five in Eastern Ethiopian Town,� Addis Ababa Radio Ethiopia National, July 25, 2005.","�Five Killed, 31 Wounded in Grenade Attacks in Ethiopia,� Deutsche Presse-Agentur, July 25, 2005.","�Five Killed, 31 Injured in Hand Grenade Attacks in Eastern Ethiopia,� Agence France Presse, July 25, 2005.",CETIS,-9,-9,0,-9,"200507250005, 200507250008, 200507250009"
