200206290001,2002,6,29,"",0,"",107,7,Central Asia,Bishkek (Province),Bishkek,42.870022,74.587883,1,0,"","06/29/2002: A Chinese diplomat was assassinated and his driver was killed in Bishkek, the capital city of Kyrgyzstan. The two men who were contracted for the murder were apprehended.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Chinese Diplomatic Core,A Chinese Diplomat in Kyrgyzstan,44,China,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,2,2,-9,"","","","","","","","",-9,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,0,0,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","�Chinese Diplomat Shot Dead in Kyrgyz Capital,� BBC, June 30, 2002.","�PRC Diplomat Shot Dead in Kyrgyzstan; Possibly Linked to Uyghur Separatists,� Agence France Presse, June 30, 2002.","�Kyrgyz Police Arrest Three Suspects in Chinese Diplomat Shooting,� Agence France Presse, July 2, 2002.",CETIS,-9,-9,1,1,""
199604200001,1996,4,20,"",0,"",107,7,Central Asia,Bishkek,Bishkek,42.870022,74.587883,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,"",Govt Bldgs,107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200209060003,2002,9,6,"",0,"",107,7,Central Asia,Chuy Province,Bishkek,42.870022,74.587883,1,0,Outside of the target's home in the south of Bishkek,"9/6/2002: An unidentified assailant attempted to assassinate Misir Ashirkulov, the chief of Kyrgyzstan's Security Council, as he returned home in Bishkek, Chuy Province, Kyrgyzstan.  The assailant threw at least two grenades at Ashirkulov as he was getting out of his car; his driver dragged him back into the car before Ashirkulov could suffer more than shrapnel wounds.  The assailant fled and no group claimed responsibility.  Motive is unknown; however, authorities believe the attack was of political character.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),20,Intelligence,Security Council,"Misir Ashirkulov, the chief of Kyrgyzstan's Security Council",107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","Specific motive is unknown; however, officials state that the attack was designed to threaten the stability of the country",0,"","",0,1,0,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",Two or three grenades were thrown at the victim,0,0,0,1,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","One source states there were two grenades thrown and two sources state that three grenades were thrown.  In addition, two sources state that there was only one assailant, while one source states that there was more than one assailant.","\"\"\"Chief of Kyrgyzstan's Security Council injured in apparent assassination attempt","\"\" Associated Press Newswires",September 7,"2002.\"","\"Tolkun Namatbayeva, \"\"Kyrgyz president's top aide escapes assassination attempt [Corrected 09/07/02]","\"\" Agence France-Presse",September 7,"2002.\"","\"\"\"Top Kyrgyzstan politician escapes grenade attack"
199607190001,1996,7,19,"",0,"",107,7,Central Asia,"",Bishkek,42.870022,74.587883,1,0,"","",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",3,Police,22,"Police Building (headquarters, station, school)","",Law enforcement offices,107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,"199607190001, 199607190002, 199607190003, 199607190004"
200305080001,2003,5,8,"",0,"",107,7,Central Asia,Osh (Oblast),Osh,40.53,72.8,1,0,"","05/8/2003: A home-made device was detonated in a currency exchange office in a shopping center in Osh, Kyrgyzstan. One person was killed in the incident, suspected to have been carried out by Uighur separatists. Kyrgyz law enforcement agencies detained an Uzbek citizen for suspected of involvement in the incident on May 9, 2003. The Kyrgyz Interior Ministry assessed that this attack was engineered by advocates of the radical religious groupHizb al-Tahrir al-Islami (HT).",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,"","A currency exchange office in a shopping mall in Osh, Kyrgyzstan",107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Uighur Separatists,"","","","","",Unknown,1,"","",0,"",1,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",1,0,0,0,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","",The detained was suspected to have relations with the group Hezb-e Tahrir. The East Turkestan Liberation Organization was also suspected.,"\"\"\"Kyrgyzstan Law enforcers detain suspected terrorist from Uzbekistan","\"\" Interfax",May 09,"2003.\"","\"\"\"Shopping centre blast kills one in Kyrgyzstan","\"\" Agence France Presse",May 09,"2003.\"",""
199607190002,1996,7,19,"",0,"",107,7,Central Asia,Bishkek,Bishkek,42.870022,74.587883,1,0,"","",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",3,Police,22,"Police Building (headquarters, station, school)","",Law enforcement offices,107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,"199607190002, 199607190001, 199607190003, 199607190004"
200503030004,2005,3,3,"",0,"",107,7,Central Asia,Chuy (Province),Bishkek,42.870022,74.587883,1,0,Toktogul Street,"03/03/2005: No one was hurt when a bomb exploded at the flat of the leader of the opposition Ata-Dzhurt Movement, Roza Otunbayeva. Property damage was reported at the residence and the surrounding area. Police believe a RGD-5 hand grenade to be the device used in the attack.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Roza Otunbayeva,"Opposition Leader, Property",107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Damage to the balcony where the device exploded. The windows of adjacent buildings were damaged / broken.,0,"","","","","","","","","","","","","","","","The blast occurred at a time when a civil forum, attended by representatives of the opposition press, was opened to discuss the state of freedom of speech in the country.","�Police probe explosion in Kyrgyz opposition leader's flat,� BBC Worldwide Monitoring, March 3, 2005, Thursday","\"�Blast at Kyrgyz opposition leader's home \"\"show\"\" - presidential spokesman",� BBC Worldwide Monitoring,March 3,2005,"Thursday\"","",CETIS,-9
199607190003,1996,7,19,"",0,"",107,7,Central Asia,Bishkek,Bishkek,42.870022,74.587883,1,0,"","",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",3,Police,22,"Police Building (headquarters, station, school)","",Law enforcement offices,107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,"199607190003, 199607190001, 199607190002, 199607190004"
200512240003,2005,12,24,"",0,"",107,7,Central Asia,Osh (Province),Osh,40.53,72.8,1,0,"",12/24/2005: Kyrgyzstan�s Interior Minister Murat Sutalinov blamed �international terror organizations� for the bombing of the conference hall in the city of Osh�s regional administration building. No group claimed responsibility for the bombing.,1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,Kyrgyzstan Government,"Kyrgyzstan Government in Osh, Political Education Building",107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,12,Remote Trigger,"","","","","","","","","","","","","The first source, Moscow Interfax, stated that an 'explosive device' was used.  The last source, Moscow Interfax, stated that a 'remote-control' bomb was suspected.",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The Political Education Building had all its windows broken and a fire was present in the building as of Dec. 24.,0,"","","","","","","","","","","","","","","","A Kyrgyzstan official stated that he suspected international terrorists for committing this act, but this may have been a political move to deflect the possibility that it was homegrown terrorists who opposed the government.","�Kyrgyzstan: Government Source Says Terrorism Most Likely Caused Osh Blast,� Moscow Interfax, December 24, 2005.","�Explosion Hits Regional State Office in South Kyrgyzstan,� Moscow Interfax, December 24, 2005.","�Kyrgyzstan: Minister Blames International Terrorists for Osh Explosion,� Moscow Interfax, December 26, 2005.",CETIS,-9,-9,0,-9,""
199607190004,1996,7,19,"",0,"",107,7,Central Asia,Bishkek,Bishkek,42.870022,74.587883,1,0,"","",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",3,Police,22,"Police Building (headquarters, station, school)","",Law enforcement offices,107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,"199607190004, 199607190001, 199607190002, 199607190003"
200601290002,2006,1,29,"",0,"",107,7,Central Asia,Bishkek,Bishkek,42.870022,74.587883,1,0,The city and province where the attack took place were not reported.,"01/29/2006: A newspaper in Kyrgyzstan, the Vetchernyi Bichkek, was the target of a foiled arson attack by two men. One of the men tried to break into the office of the newspaper armed with 10 liters of petrol, but was caught by a night watchman, and the other was arrested by police. The management of the newspaper accused Ryspek Akmatbayev of responsibility for the attack, but the businessman denied involvement.",1,1,1,0,"","",0,0,0,7,Facility/Infrastructure Attack,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Vetchernyi Bichkek,Vetchernyi Bichkek office,107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,2,2,0,"","","","","","","","","",8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Kyrgyzstan: Media Shaken by Threats, Watchdog,� Paris Reporters Sans Frontieres, January 31, 2006.","�Attempted Arson at Kyrgyz Opposition Paper�s Office,� AFP, January 30, 2006.","�Kyrgyz Police Detain Man for Attempted Arson Attack against Leading Newspaper,� Associated Press Worldstream, January 30, 2006.",CETIS,-9,-9,0,-9,""
199908230004,1999,8,23,"",1,10/25/1999,107,7,Central Asia,Batken (Oblast),Khodzha-Achkan,39.632764,70.973749,1,0,"","08/23/1999: Four Japanese geologists, their interpreter and two Kyrgyz military men were taken hostage by unidentified Islamic militants in Khodzha-Achkan, Kyrgyzstan. They were working for Japan's Mineral Mining Agency. The hostages were released on October 25, 1999. A Kyrgyz security official said the hostages had been exchanged for a few tons of flour and a sum of money. The ransom they demanded was $5 million, but reports did not specify whether officials paid this sum.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,10,Mining,Japan's Mineral Mining Agency,Four Japanese employees of Japan's Mineral Mining Agency,101,Japan,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Kyrgyzstan,Two Kyrgyz military men,107,Kyrgyzstan,"","","","","","","","",Muslim extremists,"","","","","",For ransom.,1,"","",0,30,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,0,0,0,-9,"","","","",1,7,0,"",64,"","",1,5000000,0,-99,0,"",2,Hostage(s) released by perpetrators,7,"","�Four Japanese geologists taken hostage in southern Kyrgyzstan,� Agence France Presse, August 23, 1999.","�7 hostages safe but whereabouts unknown: state TV,� Japan Economic Newswire, August 28, 1999.","Michael Rothbart, �Kyrgyzstan aircraft attack militants holding hostages,� Associated Press Worldstream, August 30, 1999.",CETIS,-9,-9,1,1,""
200604120014,2006,4,12,"",0,"",107,7,Central Asia,Bishkek (Province),Bishkek,42.870022,74.587883,1,0,"","04/12/2006: A leading pro-democracy activist, Edil Baisalov, leader of a coalition of civic groups called For Democracy and Civil Society, suffered a 5 cm wound in the back of the neck when unknown assailants attacked from behind as he was leaving his office at 6:00 p.m in Bishkek, Kyrgyzstan. No group claimed responsibility for the attack.",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",14,Private Citizens & Property,83,Protester,Civic Groups in Kyrgystan,"Edil Baisalov, leader For Democracy and Civil Society",107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Reprisal for Edil Baisalov's political activities,0,"","",0,1,0,-9,"","","","","","","","",-9,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Preliminary questioning of witnesses revealed that Baysalov was hit with a 50-cm-long pipe wrapped in a newspaper.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","The Coalition for Democracy and Civil Society [NGO] criticized that there was nothing more than a criminal charge filed based on Article 234 Part Three of the Criminal Code - hooliganism - as hypocrisy of the current authorities, believing instead that the attack was politically motivated so as to stop Baysalov's 'sociopolitical' involvement. --Kyrgyz President Kurmanbek Bakiyev stated the he suspected the attack may have been aimed at destabilizing the situation in Bishkek and harm peace and stability in Kyrgyzstan. --In a report with Kyrgyz Radio 1, Baysalov contended the attack was in response to his political activities. -- A press service said the next morning, that the patient was transferred from the intensive care unit to a ward of neurotraumatology department N1 of the national hospital due to a closed craniocerebral injury, brain concussion and a bruise on the right side of his occiput. --Kyrgyz businessman Rysbek Akmatbayev was accused of having involvement in the attack. It had been difficult for authorities to determine whether this and similar murders were really part of organized criminal turf-fighting.","\"�Kyrgyz NGO says \"\"political motive\"\" in attack on its leader",� Bishkek AKIpress (Internet Version-WWW) in Russian,April 15,"2006.\"","�Injured Kyrgyz NGO leader links attack to political activity,� Bishkek Kyrgyz Radio One in Kyrgyz, April 13, 2006.","�REBELS ATTACK DEEP INTO CHAD,�  Pittsburgh Post-Gazette (Pennsylvania), April 13, 2006.",CETIS,-9,-9
199909160004,1999,9,16,"",1,9/17/1999,107,7,Central Asia,Unknown,Sai,"","",5,0,This incident occurred near the Uzbek border.,"09/16/1999: Unidentified Islamic militants took ten hostages near the village of Sai, close to the Uzbek border in Kyrgyzstan. It was suspected that the assailants intended to use the hostages as shields in an advance to Uzbekistan. Kyrgyz troops chased the perpetrators, who released six villagers during their retreat. The gunmen were believed to be holding thirteen hostages, kidnapped on earlier occasion(s). The perpetrators demanded safe passage to Uzbekistan and the release of some 50,000 Islamic prisoners in exchange for the hostages. The fate of the hostages was not disclosed in reports.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,"","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians near the Uzbekistan border,107,Kyrgyzstan,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Kyrgyzstan Military,Kyrgyz troops,107,Kyrgyzstan,"","","","","","","","",Muslim extremists,"","","","","","The perpetrators demanded safe passage to Uzbekistan and the release of some 50,000 Moslem prisoners in exchange for the hostages.",1,"","",0,"",0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","","",0,0,0,5,0,0,1,4,Unknown,"","",1,10,0,"",1,"","",0,"","","","","",6,Combination,6,The fate of the four remaining hostages from this incident and the thirteen already held by the perpetrators was unknown.,"\"\"\"Islamic Extremists Take More Hostages; Kyrgyz Soldiers Wounded in Clashes","\"\" Agence France Presse",September 18,"1999.\"","","",CETIS,-9,-9
200607100008,2006,7,10,"",0,"",107,7,Central Asia,JalAl-Abad,Jalal-Abad,40.927343,72.986433,1,0,"","07/10/2006:A police officer was shot and killed and two others were injured in Dzhalal-Abad, Kyrgyzstan. The perpetrator(s) were unidentified and there were no media accounts of any group claiming responsibility for the attack. No claim of responsibility was reported.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Dzhalal-Abad Police,Mamasodiq Tursunbayev,107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,2,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,2,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Kyrgyz police officer killed, two others injured in south.� Kabar News Agency.  July 10, 2006.","","",CETIS,-9,-9,0,-9,""
199909200001,1999,9,20,"",0,"",107,7,Central Asia,Batken,Batken (District),39.759819,70.907124,3,0,"","09/20/1999: An army officer was killed and two others were wounded by a landmine that exploded in an unspecified location in Batkenskiy District, Kyrgyzstan. It was suspected that Kyrgyz rebels planted the device.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Kyrgyzstan Military,"Kyrgyz soldiers in in Batkenskiy District, Kyrgyzstan",107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","","",1,0,0,2,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","\"\"\"Kyrgyz APC Hits Rebel Landmine; One Dead",Two Injured,"\"\" ITAR-TASS",September 20,"1999.\"","","",CETIS,-9
200703190003,2007,3,19,March 19,0,"",107,7,Central Asia,Chuy (Province),Alamudun,42.699727,74.546328,1,0,"",03/19/2007: A Kyrgyz journalist was attacked and beaten on the outskirts of the Alamedin District of Kyrgyzstan.  No claim of responsibility was reported.,1,1,1,1,2,Other Crime Type,0,1,0,8,Unarmed Assault,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Kyrgyz Journalist,Kayrat Birimkulov,107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",9,Melee,21,Blunt Object,"","","","","","","","","","","","","",0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Kyrgyz Journalist Attacked Near Capital,� 24.kg News Agency, March 19, 2007.","","",CETIS,-9,-9,0,-9,""
200005250002,2000,5,25,"",0,"",107,7,Central Asia,Bishkek (Capital City),Bishkek,42.870022,74.587883,1,0,"","05/25/2000: A Chinese delegation member was killed and two others injured when their car came under automatic weapon fire from unknown attackers in Bishkek, Kyrgyzstan. The Chinese delegation was helping to investigate an arson incident that occurred earlier in the May 2000.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Xingjian Uygur Autonomous District of China Delegation,A Member of an Official Delegation from the Xingjian Uygur Autonomous District of China,44,China,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Reports of the incidents described automatic firearms being used in the attacks.,1,0,0,2,0,0,1,3,Minor (likely < $1 million),"",A Mazda was damaged in the incident.,0,"","","","","","","","","","","","","","","","In addition to the two Chinese delegates who were killed and injured, respectively, their Kyrgyz driver was also injured.","\"\"\"Chinese Delegation Member Killed in Bishkek",� Interfax,May 26,"2000.\"","\"\"\"Kyrgyz Gunmen Fire on Chinese Delegation",� The San Diego Union-Tribune,May 27,"2000.\"","\"\"\"Gunmen Kill One"
