200203220004,2002,3,22,"",0,"",195,11,Sub-Saharan Africa,Jonglei,Dakwair,8.379308,30.904167,2,1,"","03/22/2002: Eleven United Nations health workers were kidnapped by members of the Sudan People's Liberation Army (SPLA) in the Dakwair area of the southern Bahr Al-Zaraf state, approximately 500 miles south of Khartoum. The workers were administering polio vaccinations to local Sudanese children at the time of abduction. Sulaful-Deen Salih, the head of the government Humanitarian Aid Commission, stated that the workers were harassed and had their belongings stolen before they were released; the SPLA freed eight hostages on March 22, 2002, following negotiations with Sudanese authorities, and the remaining three on March 23, 2002. No casualties were reported.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",United Nations,"United Nations health workers in the Dakwair area, Bahr Al-Zaraf state, south Sudan",999,Multinational,"","","","","","","","","","","","","","","","",Sudan People's Liberation Army (SPLA),"","","","","",Unknown,0,"","",0,"",0,1,8,Personal claim,"","","","","","",-9,13,Unknown,"","","","","","","","","","","","","","",Unspecified weapons were used in the incident.,0,0,0,0,0,0,-9,4,Unknown,"","",1,11,0,"",2,"","",0,"","","","","",2,Hostage(s) released by perpetrators,11,"The Sudan People's Liberation Army (SPLA) freed eight hostages on March 22, 2002, following negotiations with Sudanese authorities, and the remaining three on March 23, 2002.","�Sudan says 11 health workers were kidnapped and later released by rebels in south,� Associated Press, March 23, 2002.","�Sudanese government accuses rebels of kidnapping UN workers,� Agence France Presse, March 23, 2002.","\"\"\"Workers Kidnapped",Released,� Associated Press,March 23,"2002.\"",CETIS,1
197303010001,1973,3,1,"",1,3/3/1973,195,11,Sub-Saharan Africa,Khartoum,Khartoum,15.500747,32.560083,1,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",7,Government (Diplomatic),46,Embassy/Consulate,Saudi Arabian Embassy,Diplomats,999,Multinational,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,8,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,3,2,0,"","","",1,"","","","",1,10,2,0,2,"","",0,"","","","","","","","","","","","",State Department 1997 Document,1,1,1,1,""
200204210004,2002,4,0,"April 15-19, 2002",0,"",195,11,Sub-Saharan Africa,Eastern Equatoria,Kor,4.865321,32.496953,2,0,The incident occurred north of Torit in Kor village.,"\"4/15/2002: Suspected members of Sudan People's Liberation Army (SPLA) attacked the Lokoro tribe in the village of Kor, Eastern Equatoria province, Sudan.  The assailants killed 24 tribes members and injured another 15 members.  The villagers were attacked after they refused to comply with the SPLA \"\"recruitment campaign\"\".  The SPLA denied responsibility for the incident.\"",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Members of the Lokoro tribe living in Kor,195,Sudan,"","","","","","","","","","","","","","","","",Sudan People's Liberation Army (SPLA),"","","","","","Specific motive is unknown; however, sources state that the attack occurred after the tribes people had refused to join the SPLA",1,"","",0,-99,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",No specific mention of weapons was made,24,0,0,15,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","",Sources state that Kor village was one of several villages to be either shelled or raided.  It is unclear whether Kor was shelled.,"\"\"\"Rebels investigate as Sudan says civilians killed","\"\" Reuters News",April 22,"2002.\"","\"\"\"Sudan accuses SPLA rebels of killing civilians","\"\" Panafrican News Agency",April 23,"2002.\"",""
198106250008,1981,6,25,"",0,"",195,11,Sub-Saharan Africa,Khartoum,Khartoum,15.587018,32.540435,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Chad Embassy Building,42,Chad,"","","","","","","","","","","","","","","","",Libyan,"","","","","","",0,"","",0,1,"","","","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",Grenade,2,"","",3,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
200204240003,2002,4,24,"",0,"",195,11,Sub-Saharan Africa,West Darfur,Um-Haraz al-Umdah,12.846356,23.001199,2,0,"","4/24/2002: Gunmen attacked the village of Um-Haraz al-Umdah in West Darfur state, Sudan.  The assailants torched the village and fired upon the villagers, killing at least eight villagers and wounding an unknown number before fleeing.  The assailants attacked and burned two more villages the same day.  No group claimed responsibility and motive is unknown.",1,1,1,0,"","",1,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,"","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians and civilian property,Villagers and homes in Um-Haraz al-Umdah,195,Sudan,"","","","","","","","","","","","","","","","",Gunmen,"","","","","",Unknown,0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,5,Firearms,5,Unknown Gun Type,"","","","","","","","","",9,0,0,"",0,0,1,4,Unknown,"",The village was set on fire,0,"","","","","","","","","","","","","","","",Doubt Terrorism Proper - one source states the attack was perpetrated by robbers.,"\"\"\"Gunmen kill 26 villagers in fiery rampage in west Sudan","\"\" Agence France Presse",April 25,"2002.\"","\"\"\"Robbers attack villages - police say","\"\" Associated Press",April 25,"2002.\"",""
198202280002,1982,2,28,"",0,"",195,11,Sub-Saharan Africa,Khartoum,Khartoum,15.500747,32.560083,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,1,Gas/Oil/Electric,"",oil depot,195,Sudan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,3,Minor (likely < $1 million),2000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200204240004,2002,4,24,"",0,"",195,11,Sub-Saharan Africa,West Darfur,Um-Haraz al-Madrasah,12.846356,23.001199,2,0,"","4/24/2002: Gunmen attacked the village of Um-Haraz al-Madrasah in West Darfur state, Sudan.  The assailants torched the village and fired upon the villagers, killing at least eight villagers and wounding an unknown number before fleeing.  The assailants attacked and burned two more villages the same day.  No group claimed responsibility and motive is unknown.",1,1,1,0,"","",1,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,"","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians and civilian property,Villagers and homes in Um-Haraz al-Madrasah,195,Sudan,"","","","","","","","","","","","","","","","",Gunmen,"","","","","",Unknown,0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,5,Firearms,5,Unknown Gun Type,"","","","","","","","","",9,0,0,"",0,0,1,4,Unknown,"",The village was set on fire,0,"","","","","","","","","","","","","","","",Doubt Terrorism Proper - one source states the attack was perpetrated by robbers.,"\"\"\"Gunmen kill 26 villagers in fiery rampage in west Sudan","\"\" Agence France Presse",April 25,"2002.\"","\"\"\"Robbers attack villages - police say","\"\" Associated Press",April 25,"2002.\"",""
198205080001,1982,5,8,"",0,"",195,11,Sub-Saharan Africa,Khartoum,Khartoum,15.587018,32.540435,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Chadian Embassy,42,Chad,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200204250006,2002,4,24,"",0,"",195,11,Sub-Saharan Africa,West Darfur,Debbah Taira,12.846356,23.001199,2,0,"","4/24/2002: Gunmen attacked the village of Debbah Taira in West Darfur state, Sudan.  The assailants torched the village and fired upon the villagers, killing at least eight villagers and wounding an unknown number before fleeing.  The assailants attacked and burned two more villages the same day.  No group claimed responsibility and motive is unknown.",1,1,1,0,"","",1,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,"","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians and civilian property,Villagers and homes in Debbah Taira,195,Sudan,"","","","","","","","","","","","","","","","",Gunmen,"","","","","",Unknown,0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,5,Firearms,5,Unknown Gun Type,"","","","","","","","","",8,0,0,"",0,0,1,4,Unknown,"",The village was set on fire,0,"","","","","","","","","","","","","","","",Doubt Terrorism Proper - one source states the attack was perpetrated by robbers.,"\"\"\"Gunmen kill 26 villagers in fiery rampage in west Sudan","\"\" Agence France Presse",April 25,"2002.\"","\"\"\"Robbers attack villages - police say","\"\" Associated Press",April 25,"2002.\"",""
198210250004,1982,10,25,"",0,"",195,11,Sub-Saharan Africa,Khartoum,Khartoum,15.500747,32.560083,1,0,"","",1,1,1,-9,"","",0,0,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,76,House/Apartment/Residence,"",Residence of Libyan nationals,113,Libya,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200204260002,2002,4,26,"",0,"",195,11,Sub-Saharan Africa,Eastern Equatoria,Unknown,5.069299,33.438353,4,0,The incident occurred in the Agoro mountain ranges.,"4/26/2002: Members of Lord's Resistance Army (LRA) attacked a funeral in the Agoro mountain ranges, Eastern Equatoria state, Sudan.  The assailants forced approximately 60 mourners to cut up, cook, and eat the dead body they were burying.   The rebels then shot all of the mourners.  Authorities believe that the attack was in response to the locals' refusal to support the rebels.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Civilians,Mourners at a funeral,195,Sudan,"","","","","","","","","","","","","","","","",Lord's Resistance Army (LRA),"","","","","","Specific motive is unknown; however, authorities believe that the attack was perpetrated in response the refusal of the local people to support the rebels.",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",60,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",One source states that the attack was led by rebel leader Joseph Kony,"\"\"\"Ugandan rebels shoot 60 mourners dead inside Sudan","\"\" Agence France Presse",April 28,"2002.\"","\"\"\"LRA killed at least 300 Sudanese villagers - says UPDF","\"\" Africa News Service",May 3,"2002.\"","\"Katy Salmon, \"\"Politics-Uganda: Desperate rebels force mourners to eat corpse"
198306000001,1983,6,0,"",0,"",195,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,68,Named Civilian,"","John Haspels, 36, Across Charity *",142,Netherlands,"","","","","","","","","","","","","","","","",Liberation Front of Southern Sudan,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","","","","","","","",0,"","","","",1,5,0,"","","",Sudan,1,60000,"","","","","","","","","","","",PGIS,0,1,1,1,""
200205020007,2002,5,2,"",0,"",195,11,Sub-Saharan Africa,Unknown,Ban Amit,"","",5,1,The incident occurred on a road between agricultural areas of Ban Amit.,"05/02/2002: A car carrying the Commissioner of Warap, Maj-Gen Kurbino Akij, struck a landmine injuring the Commissioner, killing nine passengers, and injuring eight others near the village of Ban Amit in southern Sudan. The Sudan government accused the �rebel movement� of planting the landmine and claimed that the action violated the civilian protection agreement. The mine was supposedly planted by the rebel movement on the road that links the agricultural areas at Ban Amit Village on the eastern bank of the Jor River. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Sudan Government Officials,"Commissioner of Warap, Maj-Gen Kurbino Akij",195,Sudan,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians traveling on the road along the east side of the Jor River,195,Sudan,"","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","","",9,0,0,8,0,0,1,4,Unknown,"",At least one vehicle was damaged by the land mine.,0,"","","","","","","","","","","","","","","","","�Sudan: Nine people killed, eight others injured in landmine explosion in south,� Suna News Agency, May 4, 2002.","","",CETIS,-9,-9,0,-9,""
198311150004,1983,11,15,"",1,11/17/1983,195,11,Sub-Saharan Africa,Al Wahdah,Bentiu,9.26028,29.800167,1,1,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,4,Multinational Corporation,Chevron oil company (Rub Kora Base camp),British employees,216,Great Britain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,2,0,"","","",Sudan,0,"","","","","",5,Successful Rescue,2,"","","","",PGIS,-9,-9,1,1,""
200205080007,2002,5,8,"",0,"",195,11,Sub-Saharan Africa,Eastern Equatoria,Idiefe,5.069299,33.438353,2,0,The incident occurred in the Imotong mountain range.,"5/8/2002: Members of Lord's Resistance Army (LRA) attacked Idiefe village in the Imotong mountain range, Eastern Equatoria province, Sudan.  The assailants killed at least 78 people in the attack and burned down the village.  They also sexually assaulted female villagers and abducted others.  This was one of six villages that they attacked in the same region.  Officials believe the attacks were intended as punishment of the local people for not supporting the rebels.",1,1,1,0,"","",1,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Villagers living in the Imotong mountain range,195,Sudan,"","","","","","","","","","","","","","","","",Lord's Resistance Army (LRA),"","","","","","Specific motive is unknown; however, officials believe that the attack was perpetrated in order to punish the local people for not supporting the rebels.",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,5,Firearms,5,Unknown Gun Type,12,Other,"","","","","","","Victims were sexually assaulted, shot, and their houses were burned down.",79,0,0,"",0,0,1,4,Unknown,"",The village was burned down,1,-99,0,-99,-99,"","",-9,"","","","","",7,Unknown,-99,"Multiple incidents - six villages were attacked and burnt down in the same area at the same time by the LRA.  There were 470 victims between the six villages.  Doubt Terrorism Proper - it is not clear whether the attacks occurred while the LRA were fleeing from the military (if so, it does not meet intentionality criteria) or whether it was a planned event.","\"\"\"Ugandan rebels kill 470 in brutal Sudan attacks: church","\"\" Agence France Presse",May 11,"2002.\"","\"Matthew Rosenberg, \"\"Church official says hundreds of people killed by Ugandan rebels in sourthern Sudan","\"\" Associated Press",May 12,"2002.\"","\"\"\"Ugandan army says more than 470 civilians likely killed in Sudan"
198311150005,1983,11,15,"",1,11/18/1983,195,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,0,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",20,Unknown,"","",French-run Canal projet,unks; 7 Frenchmen,69,France,12,NGO,62,International NGO,French-run Canal project,unks; 2 Pakistani employees,153,Pakistan,"","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,9,0,"","","",Sudan,0,"","","","","",2,Hostage(s) released by perpetrators,9,"","","","",PGIS,-9,-9,1,1,""
200205080010,2002,5,8,"",0,"",195,11,Sub-Saharan Africa,Eastern Equatoria,Obeyok,5.069299,33.438353,2,0,The incident occurred in the Imotong mountain range.,"5/8/2002: Members of Lord's Resistance Army (LRA) attacked Obeyok village in the Imotong mountain range, Eastern Equatoria province, Sudan.  The assailants killed at least 78 people in the attack and burned down the village.  They also sexually assaulted female villagers and abducted others.  This was one of six villages that they attacked in the same region.  Officials believe the attacks were intended as punishment of the local people for not supporting the rebels.",1,1,1,0,"","",1,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Villagers living in the Imotong mountain range,195,Sudan,"","","","","","","","","","","","","","","","",Lord's Resistance Army (LRA),"","","","","","Specific motive is unknown; however, officials believe that the attack was perpetrated in order to punish the local people for not supporting the rebels.",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,5,Firearms,5,Unknown Gun Type,12,Other,"","","","","","","Victims were sexually assaulted, shot, and their houses were burned down.",79,0,0,"",0,0,1,4,Unknown,"",The village was burned down,1,-99,0,-99,-99,"","",-9,"","","","","",7,Unknown,-99,"Multiple incidents - six villages were attacked and burnt down in the same area at the same time by the LRA.  There were 470 victims between the six villages.  Doubt Terrorism Proper - it is not clear whether the attacks occurred while the LRA were fleeing from the military (if so, it does not meet intentionality criteria) or whether it was a planned event.","\"\"\"Ugandan rebels kill 470 in brutal Sudan attacks: church","\"\" Agence France Presse",May 11,"2002.\"","\"Matthew Rosenberg, \"\"Church official says hundreds of people killed by Ugandan rebels in sourthern Sudan","\"\" Associated Press",May 12,"2002.\"","\"\"\"Ugandan army says more than 470 civilians likely killed in Sudan"
198402020008,1984,2,2,"",0,"",195,11,Sub-Saharan Africa,Al Wahdah,Rebkona,9.294802,29.789141,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",21,Utilities,108,Oil,"",Chevron Oil Co. facility (Bentiu complex),217,United States,"","","","","","","","","","","","","","","","",Separatists,Guerrillas,"","","","","",0,"","",0,20,"","","","","","","","","","","",13,Unknown,"","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","",Attacked; Automatic firearms,3,0,"",7,1,"",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200205080011,2002,5,8,"",0,"",195,11,Sub-Saharan Africa,Eastern Equatoria,Kubaya,5.069299,33.438353,2,0,The incident occurred in the Imotong mountain range.,"5/8/2002: Members of Lord's Resistance Army (LRA) attacked Kubaya village in the Imotong mountain range, Eastern Equatoria province, Sudan.  The assailants killed at least 78 people in the attack and burned down the village.  They also sexually assaulted female villagers and abducted others.  This was one of six villages that they attacked in the same region.  Officials believe the attacks were intended as punishment of the local people for not supporting the rebels.",1,1,1,0,"","",1,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Villagers living in the Imotong mountain range,195,Sudan,"","","","","","","","","","","","","","","","",Lord's Resistance Army (LRA),"","","","","","Specific motive is unknown; however, officials believe that the attack was perpetrated in order to punish the local people for not supporting the rebels.",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,5,Firearms,5,Unknown Gun Type,12,Other,"","","","","","","Victims were sexually assaulted, shot, and their houses were burned down.",78,0,0,"",0,0,1,4,Unknown,"",The village was burned down,1,-99,0,-99,-99,"","",-9,"","","","","",7,Unknown,-99,"Multiple incidents - six villages were attacked and burnt down in the same area at the same time by the LRA.  There were 470 victims between the six villages.  Doubt Terrorism Proper - it is not clear whether the attacks occurred while the LRA were fleeing from the military (if so, it does not meet intentionality criteria) or whether it was a planned event.","\"\"\"Ugandan rebels kill 470 in brutal Sudan attacks: church","\"\" Agence France Presse",May 11,"2002.\"","\"Matthew Rosenberg, \"\"Church official says hundreds of people killed by Ugandan rebels in sourthern Sudan","\"\" Associated Press",May 12,"2002.\"","\"\"\"Ugandan army says more than 470 civilians likely killed in Sudan"
