200810060009,2008,10,6,"",0,"",195,11,Sub-Saharan Africa,South Darfur,Menawashei,12.679788,24.983636,1,0,"","10/06/2008: On Monday, in Menawashei, Janub Darfur, Sudan, about sixty armed assailants fired upon a United Nations Mission in Darfur (UNAMID) peacekeeping convoy, killing one peacekeeper.  No group claimed responsibility.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",United Nations Mission in Darfur (UNAMIND),A United Nations Mission in Darfur (UNAMID) peacekeeping convoy.,147,Nigeria,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,60,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,1,0,0,0,0,0,-9,4,Unknown,"",It is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","","","\"States News Service, \"\"Secretary-General Strongly Condemns Armed Attack on Convoy of African Union-United Nations Troops in Darfur","\"\" LexisNexis Academic",States News Service,October 7,"2008.\"","\"National Counterterrorism Center, \"\"One Peacekepper Killed in Armed Attack in Menawashei",Janub,Dafur,Sudan
200810100011,2008,10,10,"",0,"",195,11,Sub-Saharan Africa,West Darfur,Al Junaynah,13.449252,22.464955,1,1,The incident occurred between Al Junayah and Kulbus.,"10/10/2008: On Friday, between Al Junaynah, Gharb Darfur, Sudan and Kulbus, Gharb Darfur, Sudan, armed assailants fired upon a government convoy, killing at least two government officials, four soldiers, nine people, and damaging several vehicles.  No group claimed responsibility, although it was widely believed that the Justice and Equality Movement (JEM) was responsible.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Sudanese Government,The government convoy was the target in the attack.,195,Sudan,"","","","","","","","","","","","","","","","",Justice and Equality Movement (JEM),"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,15,0,0,0,0,0,1,4,Unknown,"",The attack caused an unknown amount of property damage to several government vehicles.,0,"","","","","","","","","","","","","","","","","\"National Counterterrorism Center, \"\"At Least Two Government Officials",Four Sodliers,Nine People Killed in Armed Attack by Suspected JEM near Al Junaynah,Gharb Darfur,Sudan,"\"\" Worldwide Incidents Tracking System",December 2,"2009.\"","\"BBC Monitoring Middle East, \"\"Sudan: Fifteen Die in Darfur Rebel Attack"
200810180013,2008,10,18,"",1,"",195,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,0,The incident occurred in the southern part of the Kordofan province.,"10/18/2008: On Saturday, nine Chinese oil workers and two Sudanese drivers were abducted from a small oil field in an unknown location in Kordofan province, Sudan, by suspected members of the Justice and Equality Movement.  The method of attack end extraction for the incident is unknown. No claim of responsibility was made for the incident and the status of the hostages is unknown.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,"",The targets were indiscriminate oil workers.,44,China,"","","","","","","","","","","","","","","","",Justice and Equality Movement (JEM),"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",5,0,0,2,0,0,-9,"","","",There was no reported property damage.,1,11,0,"",-99,"","",-9,"","","","","",7,Unknown,0,"","\"Reuters, \"\"Nine Chinese Oil Workers Kidnapped in Sudan","\"\" Reuters",October 19th,"2008.\"","\"Agence France Presse, \"\"Nine Chinese Oil Workers Kidnapped Near Sudan Flashpoint","\"\" Agence France Presse",October 19th,"2008.\"","\"Associated Press, \"\"China Says Sudan Hostages Died in Failed Rescue"
200810290018,2008,10,29,"",0,"",195,11,Sub-Saharan Africa,Al Wahdah,Bentiu,9.260014,29.800503,1,1,"","10/29/2008: On Wednesday, unknown gunmen shot and killed two Sudanese oil workers, employed by a Yemeni oil firm, in Bentiu district in the southern Sudanese province of Al Wahdah.  According to reports, the two men were killed enroute to the oil station where they worked. No group claimed responsibility for this attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,"",Two civilian oil workers,195,Sudan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,2,0,0,0,0,0,-9,"","","",There was no reported property damage.,0,"","","","","","","","","","","","","","","","","\"Agence France Presse, \"\"Two Yemeni Oil Company Staff Killed in Sudan","\"\" Agence France Presse",October 29th,"2008.\"","\"Xinhua, \"\"Two Oil Workers Killed",Third Kidnapped in South Sudan,"\"\" Xinhua",October 29th,"2008.\""
200810290043,2008,10,29,"",0,"",195,11,Sub-Saharan Africa,North Darfur,Kutum,14.209794,24.657404,1,1,"","10/29/2008: On Wednesday in Kotum, Shamal Darfur, Sudan, unknown gunmen attacked a water well, being guarded by United Nations African Union Mission in the Democratic Republic of Congo (UNAMID) peacekeepers, killing one and seriously injuring another.  No group claimed the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",United Nations Mission in Darfur (UNAMID),Target was a force of UNAMID peacekeepers.,183,South Africa,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,1,0,0,1,0,0,-9,4,Unknown,"",It is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","","","\"Daily Times, \"\"Gunmen Kill Peacekeeper in Darfur","\"\" Daily Times",October 31,2008,"http://www.dailytimes.com.pk/default.asp?page=2008/10/31/story_31-10-2008_pg4_4.\"","\"Daily Times, \"\"Gunmen Kill Peacekeeper in Darfur","\"\"  Daily Times",October 31,2008
200810290044,2008,10,29,"",0,"",195,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,1,The incident occurred at an oil field in southern Sudan.,"10/29/2008: On Wednesday in Sudan, two oil workers were killed and a third was kidnapped by unknown militants at an oil field in south Sudan. All the three were employees of a Yemeni petroleum company. The two killed men were Sudanese while the nationality of the third person was unknown. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,"","",1,Business,1,Gas/Oil/Electric,"",Employees of a Yemeni petroleum company were targeted,195,Sudan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,2,0,0,0,0,0,0,"","","","",1,1,0,-99,"","","",0,"","","","","",7,Unknown,-99,"","\"Xinhua News Agency, \"\"Two Oil Workers Killed","Third Kidnapped in South Sudan\"\"",World News Connection,Xinhua News Agency,October 29,"2008.\"","\"Agence France Presse, \"\"Two Yemeni Oil Company Staff Killed in Sudan\"\"",Agence France Presse,October 29
200810310011,2008,10,31,"",0,"",195,11,Sub-Saharan Africa,Upper Nile,Malakal,9.549688,31.650154,1,0,"","10/31/2008: On Friday, unknown militants attack the home of a Malakal police officer's home with a grenade in Malakal, A'ali an Nil, Sudan.  According to reports, the grenade was thrown into a room where at least nine children were watching television.  The blast killed one child and injured all of the others.  No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,25,Police Security Forces/Officers,Malakal Law Enforcement,Target was the home of Malakal police officer.,195,Sudan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",The weapon was a grenade.,1,0,0,8,0,0,-9,"","","",There was no reported property damage.,0,"","","","","","","","","","","","","","","","","\"Nairobi Sudan Radio Service, \"\"Grenade Blast Kills One Child in Southern Sudan","\"\" Nairobi Sudan Radio Service",October 31st,"2008.\"","\"Miami Herald, \"\"Gunmen Kill Peacekeeper Guarding Well in Darfur","\"\" Miami Herald",October 31st,"2008.\"",""
200810310013,2008,10,31,"",0,"",195,11,Sub-Saharan Africa,South Darfur,Nyala,12.057186,24.878695,1,0,"","10/31/2008: On Friday, unknown gunmen opened fire on Abakar al-Tawm, chairman of the committee for voluntary repatriation in Nyala district, southern Darfur province, Sudan, in front of his home, in Nyala. According to reports, two gunmen shot multiple rounds at the chairman as he left his car.  The target was unharmed and one of the two gunmen was captured. No claim of responsibility was made for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)","",The target was Abaker al-Tawm.,195,Sudan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,2,1,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,0,0,0,0,0,0,-9,"","","",There was no reported property damage.,0,"","","","","","","","","","","","","","","","","\"Khartoum Akbar al-Yawm, \"\"Southern Sudanese State Official Survives Assassination Attempt By Armed Group","\"\" World News Connection",Khartoum Akbar al-Yawm,November 2,"2008.\"","\"BBC Monitoring Middle East, \"\"Southern Sudanese State Official Survives Assassination Attempt by Armed Group","\"\" Lexis Nexis",BBC Monitoring Middle East,November 2
200810310014,2008,10,31,"",0,"",195,11,Sub-Saharan Africa,South Darfur,Nyala,12.057186,24.878695,1,0,"","10/31/2008: On Friday, four unknown gunmen attempted to kill Sulayman Badi, the appointed rapporteur for the Committee for Voluntary Repatriation in Nyala district, southern Darfur province, Sudan.  According to reports, the attack came at the same time that two other gunmen attempted to kill the chairman of that committee.  Rapporteur Badi was unharmed in the attack and all four gunmen escaped. No group claimed responsibility for this incident.",1,1,1,0,"","",0,0,0,2,Armed Assault,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Committee for Voluntary Repatriation,Target was Committee Rapporteur Soloman Badi.,195,Sudan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,4,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,0,0,0,0,0,0,-9,"","","",There was no reported property damage.,0,"","","","","","","","","","","","","","","","","\"Khartoum Akbar al-Yawm in Arabic, \"\"Southern Sudanese State Official Survives Assassination Attempt By Armed Group","\"\" Khartoum Akbar al-Yawm in Arabic",November 2nd,"2008.\"","\"British Broadcasting Company, \"\"Southern Sudanese State Official Survives Assassination Attempt by Armed Group","\"\" British Broadcasting Company",November 2nd,"2008.\"",""
200811050034,2008,11,5,"",1,11/23/2008,195,11,Sub-Saharan Africa,South Darfur,Unknown,11.575898,24.578336,4,0,"","11/05/2008: On Wednesday, assailants kidnapped the chancellor of Zalingi University in his car, along with his wife and his driver in Janub Darfur, Sudan. On or before 11/23/2008, the chancellor was released but the assailants kept his car. The status of the remaining two hostages is unknown. No group claimed responsibility.",1,1,1,1,2,Other Crime Type,0,1,0,4,Hijacking,6,Hostage Taking (Kidnapping),"","",8,Educational Institution,50,Other Personnel,Zalingi University,The chancellor of Zalingi University was targeted in the hijacking.,195,Sudan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",It is unknown if weapons were used in the attack.,0,0,0,0,0,0,0,4,Unknown,"","",1,3,0,"",18,"","",0,"","","","","",6,Combination,1,The chancellor of Zalingi University was released on 11/23/2008 while the status of his wife and river who were also kidnapped is unknown.,"\"BBC Monitoring Middle East, \"\"Sudan: Kidnapped Darfur University Chancellor Freed","\"\" Lexis Nexis",BBC,November 23,"2008.\"","\"Worldwide Incidents Tracking System, \"\"One Educator",Two Civilians Kidnapped in Hijacking in Janub Darfur,Sudan,"\"\" National Counterterrorism Center (November 19"
200811090008,2008,11,9,"",0,"",195,11,Sub-Saharan Africa,West Darfur,Al Junaynah,13.447898,22.464908,1,0,"","11/09/2008: On Sunday evening at about 1745, in Junaynah, Gharb Darfur, Sudan, assailants fired small arms and rocket-propelled grenades (RPG) at a United Nations Mission in Darfur (UNAMID) camp, wounding a Nigerian peacekeeper. The assailants also stole a UNAMID vehicle. No group claimed responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,2,Armed Assault,"","",7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",United Nations,Source reported that the United Nations Mission in Darfur (UNAMID) camp was the target.,147,Nigeria,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","",The assailants fired small arms and rocket propelled grenades.,0,0,0,1,0,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"UN News Service, \"\"Gunmen Ambush Darfur Peacekeepers","\"\" Lexis Nexis",UN News Service,November 10,"2008.\"","\"Worldwide Incidents Tracking System, \"\"One Peacekeeper Wounded in Armed Attack in Junaynah",Gharb Darfur,Sudan,"\"\" National Counterterrorism Center (November 19"
200811090018,2008,11,9,"",0,"",195,11,Sub-Saharan Africa,Central Darfur,Zalingei,12.915491,23.478285,1,0,"","11/09/2008: On Sunday, in Zalingei, Gharb Darfur, Sudan, armed assailants dressed in civilian clothing fired upon a United Nations High Commission for Refugees (UNHCR) vehicle, wounding a peacekeeper. The assailants then stole the vehicle. No group claimed responsibility.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",United Nations High Commission for Refugees,Source details that the assailant fired against the United Nations High Commission for Refugees (UNHCR) vehicle.,195,Sudan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",It is unknown if weapons were used in the attack.,0,0,0,1,0,0,1,3,Minor (likely < $1 million),"",The attack caused an unknown amount of property damage.,0,"","","","","","","","","","","","","","","","","\"Worldwide Incidents Tracking System, \"\"One Peacekeeper Wounded in Armed Attack in Zalingei",Gharb Darfur,Sudan,"\"\" National Counterterrorism Center (November 19","2009).\"","\"Worldwide Incidents Tracking System, \"\"One Peacekeeper Wounded in Armed Attack in Zalingei",Gharb Darfur,Sudan,"\"\" National Counterterrorism Center (November 19"
200811270018,2008,11,27,"",1,11/30/2008,195,11,Sub-Saharan Africa,North Darfur,Unknown,15.766197,24.904221,4,0,"","11/27/2008: On Thursday, in an unspecified city in Shamal Darfur, Sudan, assailants kidnapped the head of the Wad'a area local administration. On 11/30/2008, the victim was released by his captors. No group claimed responsibility for the attack, although it was widely believed the Mani Arkoi Minawi faction of the Sudan Liberation Army/Movement (SLA/SLM) was responsible. No casualties were reported.",1,1,1,1,2,Other Crime Type,0,1,0,6,Hostage Taking (Kidnapping),"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Wad'a Government,The local leader of the Wad'a administration was kidnapped.,195,Sudan,"","","","","","","","","","","","","","","","",Sudan Liberation Movement,"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",It is unknown if weapons were used in the attack.,0,0,0,0,0,0,0,4,Unknown,"","",1,1,0,"",3,"","",-9,"","","","","",2,Hostage(s) released by perpetrators,1,"","\"BBC Monitoring Middle East, \"\"Sudan: Local Tribe Chieftain Arrested in Darfur","\"\" Lexis Nexis",BBC,November 27,"2008.\"","\"Worldwide Incidents Tracking System, \"\"One Government Official Kidnapped by Suspected SLA/SLM in Shamal Darfur",Sudan,"\"\" National Counterterrorism Center (November 18","2009).\""
200812010034,2008,12,1,"",0,"",195,11,Sub-Saharan Africa,Central Darfur,Zalingei,12.915491,23.478285,1,0,The attack occurred at the Hissa Hissa Camp near Zalingei.,"12/01/2008: On Monday, at the Hassa Hissa camp near Zalinjay, Gharb Darfur, Sudan, ten assailants attempted to damage a water pump outside of an internally displaced person (IDP) camp. The armed men opened fire on the pump and set fire to the pump and five generators. The assailants fought with occupants of the camp, wounding one of the IDPs. No group claimed responsibility, although it was widely believed the Janjaweed Militia was responsible.",1,1,1,0,"","",0,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,"","",9,Food or Water Supply,52,Water Supply,Sudan Internally Displaced Person Camp,An Internally Displaced Person Camp,195,Sudan,"","","","","","","","","","","","","","","","",Janjaweed,"","","","","",The specific motive for the attack is unknown.,1,"","",0,10,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,8,Incendiary,18,Arson/Fire,"","","","","","","","",Unknown firearms and arson were used in the attack.,0,0,0,1,0,0,1,3,Minor (likely < $1 million),"",The water pump and five generators were damaged in the attack.,0,"","","","","","",-9,"","","","","","","","","","\"United Nations News Service, \"\"Displaced Clash with Militamen in Darfur","\"\" LexisNexis Academic",United Nations News Service,December 2,"2008.\"","\"National Counterterrorism Center, \"\"One IDP Wounded in Assault by Suspected Janjaweed Militia near Zalingei",Gharb Darfur,Sudan,"\"\" Worldwide Incidents Tracking System"
