200201230001,2002,1,23,"",0,"",214,9,Eastern Europe,Odessa (Oblast),Odessa,46.484583,30.7326,1,0,"","01/23/2002: The Odessa city prosecutor, Halyna Klymovych, was the target of a car-bombing in Odessa, Ukraine. The prosecutor was unhurt in the attack, although two others were injured.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),14,Judge/Attorney/Court,Ukranian Government Official,"Odessa City Prosecutor, Halyna Klymovych",214,Ukraine,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",The car bomb was suspected to be detonated via remote control. Nails and army explosives had been placed under the car.,0,0,0,2,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","The main theory investigated in regard to the cause of the assassination attempt was that it was an attempt to frighten or kill Halyna Klymovych, who had investigated several major criminal cases in Odessa.","�Car bomb explodes in front of prosecutor�s apartment,� Novyy Kanal Television, January 23, 2002.","","",CETIS,-9,-9,0,-9,""
199111270012,1991,11,27,"",0,"",214,9,Eastern Europe,Kharkiv,Kharkiv,49.9935,36.230383,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Candidate for Presidency of Ukrain,Candidate Leonid Kravchuk,359,Soviet Union,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","",Knife,0,"","",1,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200203300003,2002,3,29,"",0,"",214,9,Eastern Europe,Kiev City Municipality,Kiev,50.4501,30.5234,1,0,A building on Chornovil Street,"3/29/2002: Mykola Shkriblyak, a candidate of the Social Democratic Party, was shot inside of his apartment building in Kiev, Kiev City Municipality, Ukraine.  He died the next day from his injuries.  No group has claimed responsibility for the attack and the motive is unknown; however, the attack occurred two days before parliamentary elections.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,Parliamentary candidate,"Mykola Shkriblyak, a candidate of the Social Democratic Party",214,Ukraine,"","","","","","","","","","","","","","","","",Gunmen,"","","","","","Specific motive is unknown; however, officials speculate that it was meant to intimidate Shkriblyak's colleagues.",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",He was shot from behind by an unknown gunman,1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Charlton, Angela, \"\"Ukrainian candidate dies in shooting","\"\" Associated Press",March 31,"2002.\"","\"\"\"Parliamentary hopeful shot dead in western Ukraine","\"\" UNIAN News Agency",March 30,"2002.\"","\"\"\"Candidate murdered days before Ukraine's parliamentary elections"
199112010015,1991,12,1,"",0,"",214,9,Eastern Europe,Kiev,Kiev,50.4501,30.5234,1,0,"","",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,86,Place of Worship,"",Main Synagogue,167,Russia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200205110006,2002,5,11,"",0,"",214,9,Eastern Europe,Zakarpattia (Oblast),Berehove,48.2,22.633333,1,0,"","05/11/2002: An unknown perpetrator threw two gasoline bombs at the house of a Ukrainian journalist who worked for Fest and for Staryy Zamok regional newspapers in Berehove, Ukraine. The bombs started a fire that was extinguished before anyone was hurt. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Fest and Staryy Zamok Regional Newspapers,A journalist's home in Berehove,214,Ukraine,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,1,0,0,"","","","","","","","","",8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","",Two gasoline bombs were thrown at the house.,0,0,0,0,0,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","�Arson attack on journalist's house reported in western Ukraine,� Interfax, May 11, 2002.","","",CETIS,-9,-9,0,-9,""
199203300016,1992,3,30,"",0,"",214,9,Eastern Europe,Dnipropetrovsk,Kryvyi Rih,47.909421,33.391969,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,100,Train/Train Tracks/Trolley,Pridneprovskaya Railway,Rivoy Rog Station,214,Ukraine,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,1,"","",1,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200311190001,2003,11,19,"",0,"",214,9,Eastern Europe,Odessa (Oblast),Odessa,46.484583,30.7326,1,0,"","11/19/2003: Five unknown attackers severely beat Oleksandr Levit, a reporter for the Ukrainian newspaper Fakty I Kommentarii, in Odessa, Ukraine.  The attackers indicated that the beating was a response to the journalist�s critical articles.  No group claimed responsibility for the assault.",0,1,1,1,2,Other Crime Type,0,1,0,8,Unarmed Assault,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Fakty I Kommentarii Newspaper,"Oleksandr Levit, a reporter working for the Fakty I Kommentarii Newspaper in Odessa",214,Ukraine,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The attack was a response to the victim's critical reporting of the perpetrator's group.,0,"","",0,5,0,0,"","","","","","","","","",9,Melee,22,"Hands, Feet, Fists","","","","","","","","","","","","","",0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",Fakty I Kommentarii did not believe that Levit's reporting had motivated the attack against him.,"�Ukraine Journalist Receives Beating in Odessa,� Interfax, November 20, 2003.","�Ukrainian Journalist Beaten in Latest Attack,� The Associated Press, November 20, 2003.","",CETIS,-9,-9,0,-9,""
199401180002,1994,1,18,"",0,"",214,9,Eastern Europe,Crimea,Simferopol,44.952117,34.102417,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Government,Tartar Parliament Member Eskander Nemetov,214,Ukraine,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,2,"","",1,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200711070014,2007,11,7,"",0,"",214,9,Eastern Europe,Roztochia Upland,Lviv,49.839683,24.029717,1,0,"","11/07/2007: Unknown attackers released tear gas into a Russian-language school in Lviv, Ukraine. The school was evacuated and no one was injured. There were no media accounts of any group claiming responsibility for the attack.",1,1,1,0,"","",0,0,0,8,Unarmed Assault,"","","","",8,Educational Institution,49,School/University/Educational Building,Lviv Middle School Number 5,Students and teachers,214,Ukraine,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Police suspected that it was a culturally-related attack - Russian symbols have been a target of vandalism.,0,"","",0,"",0,0,"","","","","","","","","",2,Chemical,"","","","","","","","","","","","","","",The agent was tear gas,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Russian-language school tear-gassed in Ukraine",hundreds evacuated,"\"\" Deutsche Presse-Agentur",November 7,"2007.\"","","",CETIS,-9
199405210002,1994,5,21,"",0,"",214,9,Eastern Europe,Sevastopol,Sevastopol,44.61665,33.525367,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Military,"Strategi Facility, Anti Aircraft Defense",214,Ukraine,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,10,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,"","",0,"","",0,1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200804210007,2008,4,21,"",0,"",214,9,Eastern Europe,Ukraine,Perechesk,50.430754,30.532801,1,0,"Shevchenko Park in Kyiv, Ukraine, Ukraine.","4/21/2008: On Monday, at 1910, an unidentified explosive device equivalent to some 100 grams of TNT went off in Shevchenko Park in Kyiv, Ukraine, Ukraine. The blast wounded two female students from the Taras Shevchenko National University, who were passing by at the moment of the explosion. The attack could have been a terrorist attack marking Adolf Hitler's birthday. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",8,Educational Institution,49,School/University/Educational Building,"",Two female students from the Taras Shevchenko National University,214,Ukraine,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The attack could have been a terrorist attack marking Adolf Hitler's birthday.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",An unidentified explosive device equivalent to some 100 grams of TNT.,0,0,0,2,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","","\"World News Connection, \"\"Blast in Kyiv Park Could Have Been Committed to Mark Hitler's Birthday - Interior Minister","\"\" Interfax",April 23,"2008.\"","\"Lexis Nexis, \"\"Blast in Kyiv Park Could Have Been Committed to Mark Hitler's Birthday -  Interior Minister","\"\" Ukraine General Newswire",April 23,"2008.\"",""
199405300002,1994,5,30,"",0,"",214,9,Eastern Europe,"",Kiev,50.4501,30.5234,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Government,Parliament member Volodymyr Bortnyk,214,Ukraine,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,0,"","",1,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
