200111300003,2001,11,30,"",1,"",112,11,Sub-Saharan Africa,Gbarpolu,Belle Fassamah,7.496802,-10.080596,2,0,Belle Fassamah in Gbarbolu County,"11/30/2001: Rebels from Liberians United for Reconciliation and Democracy (LURD) took control of Belle Fassamah village, Gbarbolu County, Liberia.  They killed an unknown number of villagers and kidnapped an unknown number of women and children; they also set surrounding villagers on fire.  A military unit was established with the goal of finding the kidnapped villagers.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,"","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Villagers living in Belle Fassamah,112,Liberia,"","","","","","","","","","","","","","","","",Liberians United for Reconciliation and Democracy (LURD),"","","","","","Specific motive is unknown; however, the attack was part of an ongoing insurgency.",0,"","",0,-99,-99,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,13,Unknown,"","","","","","","","","","",No specific mention of weapons was made other than the torching of surrounding villages.,"",0,"","",0,"",1,4,Unknown,"",Surrounding villages were set on fire,1,-99,0,-99,-99,"","",-9,"","","","","",7,Unknown,-99,"","\"\"\"Liberia says rebels execute civilians",kidnap women and children,"\"\" Associated Press",December 1,"2001.\"","","",UMD Schmid 2012,0
199003240016,1990,3,24,"",0,"",112,11,Sub-Saharan Africa,Nimba,Bahn,7.021068,-8.719151,1,0,"","",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",15,Religious Figures/Institutions,85,Religious Figure,"",missionary,217,United States,"","","","","","","","","","","","","","","","",National Patriotic Front of Liberia (NPFL),"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",Rebel ambush,2,2,0,0,0,0,0,"","","","",1,-99,0,"","","",Liberia,0,"","","","","",4,Hostage(s) killed (not during rescue attempt),"","","","","",State Department 1997 Document,0,1,1,1,""
200204030003,2002,4,3,"",0,"",112,11,Sub-Saharan Africa,Margibi,Kakata,6.530155,-10.344176,1,0,"Kakata, approximately 50 km northeast of Monrovia","4/3/2002: Approximately 100 members of Liberians United for Reconciliation and Democracy (LURD) attacked the town of Kakata, Margibi County, Liberia.  They succeeded in taking temporary control of the town until Liberian soldiers beat them back.  At least three civilians were killed in the attack and hundreds of residents fled.  Buildings and vehicles were burnt in the battle between rebels and troops.  The incident was part of LURD's campaign to oust President Charles Taylor; the town is a strategic stronghold.",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians and civilian property in Kakata,112,Liberia,"","","","","","","","","","","","","","","","",Liberians United for Reconciliation and Democracy (LURD),"","","","","","Kakata was a strategic town to control, given its location on a main geographic artery in Liberia.  The attackers were on a campaign to oust the President and gaining control of Kakata was a strategic move.",0,"","",0,100,-99,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",No specific mention of weapons was made,3,0,0,"",0,0,1,4,Unknown,"",Buildings and vehicles were burnt,0,"","","","","","","","","","","","","","","",Residents reported that the assailants stole property from them,"\"Toweh, Alphonso, \"\"Liberian rebels fight loyalists north of capital","\"\" Reuters News",April 4,"2002.\"","\"Toweh, Alphonso, \"\"Liberia fights rebels on key road to capital","\"\" Reuters News",April 3,"2002.\"","\"\"\"Three dead in rebel attack in Liberian town: government"
199004060005,1990,4,6,"",0,"",112,11,Sub-Saharan Africa,Nimba,Ganta,7.235728,-8.98527,1,1,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",19,Transportation,100,Train/Train Tracks/Trolley,"",Mining Company Train,112,Liberia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",1,"","","","",1,3,0,"","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200205200006,2002,5,20,"",1,5/28/2002,112,11,Sub-Saharan Africa,Bomi,Tubmanburg,6.870152,-10.825395,1,0,"","05/20/2002: A prominent Catholic priest and 60 blind citizens in his care were kidnapped from the town of Tubmanburg, Liberia, by rebels from the Liberians United for the Reconciliation and Democracy (LURD). The priest, Garreth Jenkins, was released by the LURD into custody of the Liberian Army on May 28, 2002.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",15,Religious Figures/Institutions,85,Religious Figure,Roman Catholic Church,Father Garreth Jenkins,216,Great Britain,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,60 blind citizens in the care of Garreth Jenkins,999,Multinational,"","","","","","","","",Liberians United for Reconciliation and Democracy (LURD),"","","","","",Unknown,0,"","",0,"","",1,10,Unknown,"","","","","","",-9,12,Other,"","","","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",1,61,-99,"",8,"","",0,"","","","","",2,Hostage(s) released by perpetrators,61,"","�Catholic priest, 60 blind people reported missing in Bomi County,� Radio France Internationale, May 20, 2002.","�UK priest reportedly handed over to Guinea Army,� Agence France Presse, May 29, 2002.","�Rebels free kidnapped Catholic priest,� BBC World Service, May 30, 2002.",CETIS,0,1,1,1,""
199004120006,1990,4,12,"",1,4/21/1990,112,11,Sub-Saharan Africa,Nimba,Unknown,6.842761,-8.660059,4,0,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,5,Industrial/Textiles/Factory,Flamingo Logging Company,Workers Arnaldo Zena and Amilcare Chiarena,98,Italy,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",0,"","","","",1,2,0,0,9,"",Liberia,0,"","","","","",2,Hostage(s) released by perpetrators,2,"","","","",PGIS,-9,-9,1,1,""
200206200005,2002,6,20,"",1,"",112,11,Sub-Saharan Africa,Grand Cape Mount,Sinje,6.816467,-11.136261,1,0,"",06/20/2002: Rebels with the Liberians United for Reconciliation and Democracy (LURD) abducted 6 nurses from the town of Sinje. The UN arranged for the release of the hostages.,1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",12,NGO,61,Domestic NGO,Liberian NGO,Nurses from Merci (Medical Charity Organization),112,Liberia,"","","","","","","","","","","","","","","","",Liberians United for Reconciliation and Democracy (LURD),"","","","","",Unknown,0,"","",0,"",0,1,1,Letter,"","","","","","",-9,13,Unknown,"","","","","","","","","","","","","","","",0,0,0,0,0,0,-9,4,Unknown,"","",1,6,0,"",7,"","","","","","","","",7,Unknown,6,"","�Liberian rebels offer to release six abducted nurses: UN sources,� Agence France Presse, June 27, 2002.","�Rebels said issue statement offering to release six abducted nurses,� Agence France Presse, June 27, 2002.","Lisa Schlein, �5 Nurses to Be Released by Liberian Rebels, UN Refugee Agency Says,� State Department, June 28, 2002.",CETIS,0,0,0,0,""
199005010004,1990,5,1,"",1,5/9/1990,112,11,Sub-Saharan Africa,Nimba,Ganta,7.235728,-8.98527,1,1,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Peace Corps,David Kelley,217,United States,12,NGO,62,International NGO,Doctors Without Borders,Ludovic Pichrist,21,Belgium,12,NGO,"","",Journalist,Wemer Kiwitt,362,West Germany (FRG),Liberian Rebel Group,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",0,"","","","",1,5,1,0,8,"",Liberia,0,"","","","","",2,Hostage(s) released by perpetrators,5,"","","","",PGIS,0,1,1,1,""
200303270007,2003,3,27,"",1,"",112,11,Sub-Saharan Africa,Grand Gedeh,Zwedru,6.064944,-8.139318,1,0,"","03/27/2003: Unknown gunmen kidnapped four World Food Programme workers in Zwedru, Liberia. Three were released the following day, but it was unknown if or when the fourth was released.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",World Food Programme (WFP),"WFP employees in Zwedru, Liberia",112,Liberia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,-9,"","","","","","","","",-9,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",1,4,0,"",-99,"","","","","","","","",6,Combination,3,"","�Four WFP Workers Kidnapped in Eastern Liberia,� Agence France Presse, March 28, 2003.","�Three Kidnapped WFP Workers in Liberia Released,� Agence France Presse, March 31, 2003.","",CETIS,-9,-9,0,-9,""
199111120003,1991,11,12,"",0,"",112,11,Sub-Saharan Africa,Montserrado,Monrovia,6.290743,-10.760524,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,United Peoples Party,District Office,112,Liberia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200304090003,2003,4,9,"",0,"",112,11,Sub-Saharan Africa,Montserrado,Brewerville,6.419536,-10.78924,1,0,"","04/09/2003: Suspected Liberians United for the Reconciliation and Democracy (LURD) rebels attacked the Jartondo and �Water in the Desert� camp in Brewerville, Liberia. Several people (unspecified) were reported as killed in the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,65,Refugee (including Camps/IDP/Asylum Seekers),Civilians,"Indiscriminate civilians at internally displaced camps in Brewerville, Liberia",112,Liberia,"","","","","","","","","","","","","","","","",Liberians United for Reconciliation and Democracy (LURD),"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",The type of gun used in this incident was not reported.,2,0,0,"",0,0,0,"","","","",1,-99,0,"",-99,"","",0,"","","","","",7,Unknown,-99,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","�Attacks On Displaced Camps Again- Deaths, Injuries Reported,� Africa News, April 10, 2003.","�Gunmen attack displaced-persons camp on outskirts of Liberia's capital,� The Associated Press, April 9, 2003.","�Unidentified gunmen attack displaced camp, take some people away,� London BBC World News Service, April 10, 2003.",CETIS,0,0,0,0,""
