200110250001,2001,10,25,"",0,"",208,10,Middle East & North Africa,Kasserine,Ferinana district,35.008781,8.317676,3,0,"","10/25/2001: Three Tunisian soldiers were killed and several were injured by a homemade mine in Oum Ali, Kasserine Governorate, Tunisia. The Armed Islamic Group (GIA) was suspected of involvement in the attack.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Tunisian Army,Army border patrol in Tunisia,208,Tunisia,"","","","","","","","","","","","","","","","",Armed Islamic Group (GIA),"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","",The device was homemade.,3,0,0,"",0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Three Tunisian Soldiers Reported Killed in Cross-Border Terrorist Explosion,� El Watan, October 27, 2001.","","",CETIS,1,1,0,1,""
197901120004,1979,1,12,"",0,"",208,10,Middle East & North Africa,Tunis,Tunis,36.802778,10.179722,1,0,"","",1,1,1,-9,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Tunis Air,B-727,208,Tunisia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,3,"","","","","","","","","","","",7,Fake Weapons,"","",7,Fake Weapons,"","",7,Fake Weapons,"","","","","","",Starter pistol; Fake explosive; Fake weapon (unidentified),0,0,0,0,0,0,0,"","","","",0,"","","","",Libya,Libya,0,"","","","","",2,Hostage(s) released by perpetrators,"","","","","",Hijacking DB,-9,-9,0,-9,""
200204110003,2002,4,11,"",0,"",208,10,Middle East & North Africa,Medenine Governorate,Er Riadh,33.819136,10.855024,1,0,Attack occurred in the narrow street leading to the entrance of the historic El-Ghriba Synagogue.,"04/11/2002: At 9:35 a.m., Nizar Naouar, a Tunisian man, rammed an old Iveco tanker truck filled with 5,000 liters of liquid gas into the Ghriba synagogue on the Tunisian vacation island of Djerba. The resulting explosion killed twenty-one people, including 14 Germans, two French tourists and five Tunisians. In addition to the attacks� casualties, the suicide bomber was also killed. Al-Qaida claimed responsibility for the attack in two televised interviews to arab language media.",1,1,1,0,"","",0,1,1,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Ghriba synagogue in Tunisia,Synagogue and tourists.,208,Tunisia,18,Tourists,96,Tour Bus/Van,Bus load of tourists,Tourists unloading from bus near the Ghriba synogogue,75,Germany,18,Tourists,96,Tour Bus/Van,Bus load of tourists,Tourists unloading from bus near the Ghriba synogogue,69,France,Al-Qaida,Islamic Army for the Liberation of the Holy Sites,"","","","",Prosecutors said the April 2002 attack was carried out on the orders of Khalid Sheikh Mohammed.,0,"","",0,1,0,1,8,Personal claim,"","","","","","",0,6,Explosives,15,Vehicle,"","","","","","","","","","","","",The Iveco truck had been modified.  A gas tank was welded onto the back of the vehicle and filled with the equivalent of 40 canisters of liquid gas - thought to be propane or butane.,21,0,1,30,0,0,1,2,Major (likely >= $1 million but < $1 billion),"",A huge fire quickly destroyed the interior of the synagogue. The walls around the exterior of the building were damaged and burned in the blast.,0,"","","","","","","","","","","","","","","","\"One survivor stated: \"\"The force of the blast was so great that I couldn't hold on to my son's hand and I was hurled through the synagogue on to the floor. A huge flame flashed through the door. It flared around my son's face","burning his arms and back.\"\"  In addition",newspaper accounts linked the following members of Al-Qaida as involved with the attack: Khalid Sheikh Mohammed,Saad Bin Ladin,Christian Ganczarski,Walid Nawar and Belgacem Nawar.  In addition,"an unidentified individual was seen sprinting away from the truck before it detonated.\"","Spiegel On Line �Djerba Bombing Trail Beings in Paris�.  January 5, 2009.","Cable News Network. �2 Men Convicted in Tunisia Bombing�. May 10, 2006.","The Guardian �Deadly Attack Keeps World on Alert�. September 4, 2002."
198001270006,1980,1,27,"",0,"",208,10,Middle East & North Africa,Gafsa,Gafsa,34.429322,8.786049,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,22,"Police Building (headquarters, station, school)",Army,police barraks,208,Tunisia,"","","","","","","","","","","","","","","","",Tunisian Armed Resistance,Lybian-backed Tunisia Emigre,"","","","","",0,"","",0,200,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,4,Rifle/Shotgun (non-automatic),6,Explosives,7,Grenade,"","","","",Automatic firearm; Rifle; Grenades,41,"","",100,"","",1,"","","","",1,-99,0,"","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200701030002,2007,1,3,"",0,"",208,10,Middle East & North Africa,Nabuel (Region),Sulayman,36.698601,10.48866,1,0,"","01/03/207:  More than 25 Islamic extremists engaged in a fire fight with authorities in Soliman, Tunisia.  Twelve assailants were killed and another 15 were arrested.  Two security officers died in the fight.  Police seized blueprints of foreign embassies from the terrorists as well as hit lists for convoys and homemade explosives.  Incuded on the list were American, Italian, and British targets.  The assailants affiliation was unknown.",1,1,1,0,"","",0,0,0,2,Armed Assault,"","","","",3,Police,"","",Soliman authorities,Unknown,208,Tunisia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,25,15,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",14,0,12,"",0,"",-9,"","","","",0,"","","","","","","","","","","","","","","","","Edward F. Mickolus, Terrorism, 2005-2007: A Chronology  (Westport, CT: Praeger Security International) 2008.","","",CETIS,-9,-9,0,-9,""
198604170001,1986,4,17,"",0,"",208,10,Middle East & North Africa,"",Tunis,36.802778,10.179722,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)","",diplomat's car,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","",Damages: destroyed and gutted car (diplomat),0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200802220008,2008,2,22,"",1,10/31/2008,208,10,Middle East & North Africa,Gabes,Matmata,33.543086,9.970034,1,0,"","2/22/2008-10/31/2008: Two Austrian tourists, Wolfgang Ebner and Andrea Kloiber, were kidnapped while on vacation in Matmata, Tunisia.  Al-Qa'idah in the Islamic Maghreb (AQLIM) later claimed responsibility for the kidnapping, demanded a ransom and moved the hostages to Mali.  After many months of negotiation, the two Austrians were released unharmed and without the ransom being paid.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",18,Tourists,97,Tourist,Austrian Tourists,Wolfgand Ebner and Andrea Kloiber,15,Austria,"","","","","","","","","","","","","","","","",Al-Qaida in the Islamic Maghreb (AQIM),"","","","","",To protest the situation in Gaza and Western support of Israel,0,"","",0,-99,0,1,6,Video,"","","","","","",0,13,Unknown,"","","","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",1,2,0,"",252,"","",1,7462686,"","","","The release of certain prisoners in Algeria and Tunisia, realease of two militants in Vienna and 5 million euros.",2,Hostage(s) released by perpetrators,2,The two were eventually moved to Mali by their captors and were released in that country.,"\"\"\"Al-Queda claims Austrian hostages","\"\" BBC",March 10,"2008.\"","\"\"\"Al-Qa'idah Maghreb claims kidnapping two Austrians in Tunisia","\"\" Al-Jazera",March 10,"2008.\"","\"\"\"2 Austrian hostages kidnapped in Tunisia return home"
198609040001,1986,9,4,"",0,"",208,10,Middle East & North Africa,Tunis,Tunis,36.802778,10.179722,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",US Info. Center,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198708020012,1987,8,2,"",0,"",208,10,Middle East & North Africa,Sousse,Sousse,35.827552,10.633586,1,0,"","",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,El Hana Beach Hotel,Hotel Bar,208,Tunisia,18,Tourists,97,Tourist,Not applicable,Tourists,999,Multinational,"","","","","","","","",Hezbollah,Islamic Jihad,"","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,"198708020012,198708020013, 198708020014,198708020015"
198708020013,1987,8,2,"",0,"",208,10,Middle East & North Africa,Sousse,Port El Kantaoui,35.894,10.596,1,0,"","",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,Hannibal Hotel,Hotel Bar,208,Tunisia,18,Tourists,97,Tourist,Not applicable,Tourists,98,Italy,"","","","","","","","",Hezbollah,Islamic Jihad,"","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",7,"","",1,3,Minor (likely < $1 million),10000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,"198708020012,198708020013, 198708020014,198708020015"
