200110060001,2001,10,6,"",0,"",173,10,Middle East & North Africa,Eastern Province,Khobar,26.218399,50.195902,1,0,The incident occurred at a watch shop in Khobar.,"10/06/2001: Two people were killed and four were injured when a package bomb thrown outside a watch shop in Khobar, Eastern province, Saudi Arabia, exploded around 8:00pm.  Among the two people killed was an American, and the wounded included a Briton, an American, and two people from the Philippines.  No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,7,Retail/Grocery/Bakery,A watch shop and its patrons,"A watch shop on King Khaled Street and its patrons, as well as people in the vicinity of the shop",217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","Although the specific motive for the attack was unknown, sources note that the United States and other countries were in the process of forming a coalition to target terrorists in the Middle East who were seen as responsible for the September 11, 2001 World Trade Center attacks.  Sources also note that violence had been ongoing in the area.",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",Sources say that the package bomb was probably thrown in the area of the shop by a pedestrian and then triggered by a remote.,2,0,0,4,0,0,1,4,Unknown,"","Sources note that the watch shop was severely damaged, as were shops and vehicles in the vicinity of the explosion.",0,"","","","","","","","","","","","","","","","One of the sources said that this attack was perpetrated by a suicide bomber, but that claim was not confirmed by the other sources.  A source also mentions that the police had blocked off the area of the attack and were searching for a vehicle shortly after the explosion.  It was not clear if the person who threw the bomb was working with anyone else.","\"Abbas Salman, \"\"Bomb attack rattles Saudi Arabia: Two foreigners killed; U.S. denies link to Sept. 11 attacks","\"\" Reuters",October 7,"2001.\"","\"Neil MacFarquhar, \"\"Package bomb kills American in Saudi Arabia","\"\" New York Times",October 7,"2001.\"","\"Jeremy Watson and Francis Elliott, \"\"Two dead as bomb blast rocks Saudi"
197705110005,1977,5,11,"",0,"",173,10,Middle East & North Africa,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,108,Oil,"",Oil Field,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200206200001,2002,6,20,"",0,"",173,10,Middle East & North Africa,Riyadh,Riyadh,24.64732,46.714581,1,0,"",06/20/2002: A car bomb detonated and killed a British employee of the Saudi-French Bank in Riyadh. No group has claimed responsibility.,1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,Saudi Arabian Banking Sector,Employee of the Saudi-French Bank in Riyadh,216,Great Britain,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,-9,"","","","","","","","",-9,6,Explosives,15,Vehicle,"","","","","","","","","","","","","",1,0,0,0,0,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","�British National Killed in Riyadh Explosion 20 Jun,� Riyadh SPA, June 20, 2002.","�Saudi Opposition Chief Says 'Jihadi Current' Behind Killing British National,� Al-Jazirah, June 20, 2002.","�Briton killed in Riyadh car blast,� Agence France Presse, June 20, 2002.",CETIS,-9,-9,1,1,""
197911200002,1979,11,20,"",0,"",173,10,Middle East & North Africa,Makkah,Mecca,21.422512,39.826209,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",15,Religious Figures/Institutions,86,Place of Worship,"",Grand Mosque,173,Saudi Arabia,"","","","","","","","","","","","","","","","",Union of the Peoples of the Arabian Peninsula,"","","","","","",0,"","",0,200,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,4,Rifle/Shotgun (non-automatic),"","","","","","","","",Automatic firearm; Rifle,5,"","",10,"","",1,"","","","",1,50,0,"","","","",0,"","","","","",2,Hostage(s) released by perpetrators,"","","","","",PGIS,0,0,0,0,""
200211200002,2002,11,20,"",0,"",173,10,Middle East & North Africa,Riyadh,Kharj,24.153336,47.301217,1,0,"","11/20/2002: An unknown perpetrator set on fire to a McDonald's in Kharj, Ar Riyad province, Saudi Arabia. There was a US air base near the restaurant. There are no reports of casualties in the fire, which was set with gasoline, though damage was done to the building.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,4,Multinational Corporation,Restaurant,McDonald's restaurant in Kharj,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,1,0,0,"","","","","","","","","",8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","",Gasoline was used to burn the target in this incident.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",A McDonald's restaurant was burnt in the incident.,0,"","","","","","","","","","","","","","","","","\"Siobhan Copson, \"\"Arson Attack against Saudi McDonald's Branch",� World Markets Analysis,November 21,"2002.\"","\"Nayla Razzouk, \"\"US \"\"Terrorism\"\" Cause of Anti-American Violence: Baghdad",� Agence France Presse,November 22,"2002.\"",""
198411060003,1984,11,6,"",0,"",173,10,Middle East & North Africa,Unknown,Unknown,"","",5,0,"","",1,1,1,-9,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Saudi Airlines Tristar jet on London-Riyadh flight,"",173,Saudi Arabia,"","","","","","","","","","","","","","","","",Yemenis,"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",1,"",1,0,"","","","",1,131,0,"","",Teheran,Teheran,1,500000,"","","","",3,Hostage(s) escaped (not during rescue attempt),131,"","","","",PGIS,1,1,0,1,""
200305120006,2003,5,12,"",0,"",173,10,Middle East & North Africa,Riyadh,Riyadh,24.64732,46.714581,1,0,"","05/12/2003: In a series of nearly simultaneous attacks, suicide bombers blew themselves in a truck loaded with explosives in the compound of Al-Jadawel, one of the newest luxury estates in Riyadh, Saudi Arabia. At least two persons were killed in the incident. Al-Qaida was suspected responsible for the incident. This was one of three attacks, involving at least nine suicide bombers and suspected to have involved nineteen perpetrators overall.",1,1,1,0,"","",1,1,1,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Indiscriminate civilians at the al-Jadawel compound in Riyadh, Saudi Arabia",999,Multinational,"","","","","","","","","","","","","","","","",Al-Qaida in Saudi Arabia,"","","","","",Unknown,1,"","",0,"","",0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","","A truck loaded with explosives, most likely of the RDX type, was used in this incident.",12,0,3,"","",0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","This was one of four related attacks (cf. 200305120006-09). The total number of casualties was not clear, but there were an estimated 34 dead in the three housing complex attacks and the casualty figures have been distributed evenly across these cases in order to preserve the statistical accuracy of the database. Among the dead were at least eight Americans, seven Saudis, two Jordanians, two Filipinos, an Australian, a Swiss and one Lebanese. Nine bodies were believed to be those of terrorists, but it was feared some attackers escaped. Including the nine suicide bombers, Saudi Authorities suspected 19 individuals of organizing the attacks, citing a link between this attack and a gunfight between police and 19 al-Qa'ida operatives on May 6th.","\"George Edmonson, \"\"Saudis promise to hunt bombers","\"\" The Atlanta Constitution Journal",May 15,"2003.\"","\"\"\"Shots fired before 'massive blast",',The Australian,May 14,"2003.\""
198411060004,1984,11,6,"",0,"",173,10,Middle East & North Africa,Makkah,Jeddah,21.543155,39.174905,1,0,"","",1,1,1,-9,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Saudi Airlines lockeed L1011,"",173,Saudi Arabia,"","","","","","","","","","","","","","","","",Yemenis,"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",0,"","",0,"","","","",1,127,0,"","","Teheran, Iran","Teheran, Iran",1,500000,"","","","",5,Successful Rescue,127,"","","","",PGIS,1,1,0,1,""
200305120007,2003,5,12,"",0,"",173,10,Middle East & North Africa,Riyadh,Riyadh,24.64732,46.714581,1,1,"","05/12/2003: In a series of nearly simultaneous attacks, suicide bombers blew themselves in a truck loaded with explosives in the compound of Al-Hamra, one of newest luxury estates in Riyadh, Saudi Arabia. At least ten persons were killed in the incident. Al-Qaida was suspected responsible for the incident. This was one of three attacks, involving at least nine suicide bombers and suspected to have involved nineteen perpetrators overall.",1,1,1,0,"","",1,1,1,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Indiscriminate civilians at the al-Hamra compound in Riyadh, Saudi Arabia",999,Multinational,"","","","","","","","","","","","","","","","",Al-Qaida in Saudi Arabia,"","","","","",Unknown,1,"","",0,"","",0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","","A truck loaded with explosives, most likely of the RDX type, was used in this incident.",11,0,3,"","",0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","This was one of four related attacks (cf. 200305120006-09). The total number of casualties was not clear, but there were an estimated 34 dead in the three housing complex attacks and the casualty figures have been distributed evenly across these cases in order to preserve the statistical accuracy of the database. Among the dead were at least eight Americans, seven Saudis, two Jordanians, two Filipinos, an Australian, a Swiss and one Lebanese. Nine bodies were believed to be those of terrorists, but it was feared some attackers escaped. Including the nine suicide bombers, Saudi Authorities suspected 19 individuals of organizing the attacks, citing a link between this attack and a gunfight between police and 19 al-Qa'ida operatives on May 6th.","\"George Edmonson, \"\"Saudis promise to hunt bombers","\"\" The Atlanta Constitution Journal",May 15,"2003.\"","\"\"\"Shots fired before 'massive blast'","\"\" The Australian",May 14,"2003.\"","\"\"\"Riyadh reports 34 killed in suicide bombings"
198503180007,1985,3,18,"",0,"",173,10,Middle East & North Africa,Riyadh,Riyadh,24.64732,46.714581,1,0,"","",1,1,1,0,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Saudi Arabian Airlines,"",173,Saudi Arabia,"","","","","","","","","","","","","","","","",Ahmad Alawi al Muqbili,"","","","","","",0,"","",0,1,"","","","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",Grenade,0,"","",0,"","",0,"","","","",1,97,0,"","","",Saudi Arabia,0,"","","","","",2,Hostage(s) released by perpetrators,97,"","","","",PGIS,-9,-9,0,-9,""
200305120008,2003,5,12,"",0,"",173,10,Middle East & North Africa,Riyadh,Riyadh,24.64732,46.714581,1,0,"","05/12/2003: In a series of nearly simultaneous attacks, suicide bombers blew themselves in a truck loaded with explosives in a complex housing staff working for US defense firm Vinnell in Riyadh, Saudi Arabia. At least eight Americans were killed in the incident. Al-Qaida was suspected responsible for the incident. This was one of three attacks, involving at least nine suicide bombers and suspected to have involved nineteen perpetrators overall.",1,1,1,0,"","",1,1,1,3,Bombing/Explosion,"","","","",1,Business,"","",Civilians,"Indiscriminate civilians at a complex housing staff working for the U.S. defense firm Vinnell in Riyadh, Saudi Arabia",999,Multinational,"","","","","","","","","","","","","","","","",Al-Qaida in Saudi Arabia,"","","","","",Unknown,1,"","",0,"","",0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","","A truck loaded with explosives, most likely of the RDX type, was used in this incident.",11,8,3,"","",0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","This was one of four related attacks (cf. 200305120006-09). The total number of casualties was not clear, but there were an estimated 34 dead in the three housing complex attacks and the casualty figures have been distributed evenly across these cases in order to preserve the statistical accuracy of the database. Among the dead were at least eight Americans, seven Saudis, two Jordanians, two Filipinos, an Australian, a Swiss and one Lebanese. Nine bodies were believed to be those of terrorists, but it was feared some attackers escaped. Including the nine suicide bombers, Saudi Authorities suspected 19 individuals of organizing the attacks, citing a link between this attack and a gunfight between police and 19 al-Qa'ida operatives on May 6th.","\"George Edmonson, \"\"Saudis promise to hunt bombers","\"\" The Atlanta Constitution Journal",May 15,"2003.\"","\"\"\"Shots fired before 'massive blast'","\"\" The Australian",May 14,"2003.\"","\"\"\"Riyadh reports 34 killed in suicide bombings"
198505180010,1985,5,18,"",0,"",173,10,Middle East & North Africa,Riyadh,Riyadh,24.64732,46.714581,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",20,Unknown,"","","","",173,Saudi Arabia,"","","","","","","","","","","","","","","","",Hezbollah,Islamic Jihad,"","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,1,"","",3,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
200305120009,2003,5,12,"",0,"",173,10,Middle East & North Africa,Riyadh,Riyadh,24.64732,46.714581,1,0,The incident occurred at the Saudi Maintenance Company (Siyanco) headquarters in Riyadh.,"05/12/2003: A bomb exploded at the Saudi Maintenance Company (Siyanco) headquarters in Riyadh, Saudi Arabia. It was suspected that the blast was related to three bombings at housing complexes on this day, which were suspected to have been perpetrated by al-Qaida. No one was injured in this attack.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",1,Business,12,Construction,Saudi Maintenance Company,Saudi Maintenance Company headquarters,173,Saudi Arabia,"","","","","","","","","","","","","","","","",Al-Qaida in Saudi Arabia,"","","","","",Unknown,1,"","",0,"","",0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"George Edmonson, \"\"Saudis promise to hunt bombers","\"\" The Atlanta Constitution Journal",May 15,"2003.\"","\"\"\"8 Americans Dead in Saudi Capital; Bombings Linked to 19-Man Al-Qaeda Squad","\"\" Detroit Free Press",May 14,"2003.\"","\"Ross Kaniuk, \"\"91 Killed In Saudi Al-Qaida Outrage; Brits Bombed to Hell"
198612260007,1986,12,26,"",0,"",173,10,Middle East & North Africa,Riyadh,Riyadh,24.64732,46.714581,1,0,"","",1,1,1,0,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Jetliner,"",95,Iraq,"","","","","","","","","","","","","","","","",Hezbollah,Islamic Jihad,"","","","","",0,"","",0,5,"","","","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",Grenades,62,"","",32,"","",0,"","","","",1,-99,0,"","","",Saudi Arabia,0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
