200604090004,2006,4,9,"",0,"",15,8,Western Europe,Vienna,Vienna,48.208174,16.373819,1,0,"","\"04/09/2006: An Islamic cemetery under construction in West Vienna, Austria was hit by arson when unidentified perpetrators scrawled \"\"will be blown up\"\" on the wall of a prayer room. No group claimed responsibility for the attack.\"",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,80,Memorial/Cemetery/Monument,Islamic religion in Austria,Islamic cemetery under construction in Vienna,15,Austria,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Believed to be an action of Islamophobia,0,"","",0,"",0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","",It appeared that the incendiary material used for this attack was material available at the site.,0,0,0,0,0,0,1,4,Unknown,"","\"In the facility's prayer room, the formwork, which had been erected for concrete placement, was damaged. Several windows were smashed and the fence around. The words \"\"Will be blown up\"\" on a wall","\"\" were scrawled on the wall of the prayer room.\"",0,"","","","","","","","","","","","","","","","The anti-terrorist Office for Protection of the Constitution was making inquiries after the incident was noticed by a municipal worker in the morning. -- The attack was at the same time as a conference of European imams in the Austrian capital with about 130 delegates from 40 countries. --First investigation results on the attack were presented to Werner Autericky, head of investigations at the Federal Agency for State Protection and Counter-Terrorism (BVT). The investigation suggested that much of the damage like the graffiti, the broken panes, as well as the damage on the fence, were committed at an earlier date.","�Vienna Police Present First Investigation Results on Attack on Islamic Cemetery,� Vienna Der Standard (Internet Version-WWW) in German, April 10, 2006.","�Arson attack on Islamic cemetary in Vienna,� Deutche Presse-Agentur, April 09, 2006.","�Explosives found outside Vienna Muslim centre,� Agence France Presse -- English, April 09, 2006.",CETIS,-9,-9,0,-9
197201260001,1972,1,26,"",0,"",15,8,Western Europe,Vienna,Vienna,48.208174,16.373819,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,100,Train/Train Tracks/Trolley,"",Vienna-Zagreb Train,15,Austria,"","","","","","","","","","","","","","","","",Croatian Nationalists,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
200711040002,2007,11,4,"",0,"",15,8,Western Europe,Vienna,Vienna,48.208174,16.373819,1,0,"","11/04/2007: Unknown perpetrators committed an arson attack on the Mustafa Kemal Ataturk cultural center in Vienna, Austria. No one was injured and no one claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,81,Museum/Cultural Center/Cultural House,Mustafa Kemal Ataturk Cultural Center,Building,15,Austria,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The attack may have had something to do with the political tension around the Kurds in Turkey.,0,"","",0,"",0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","",The perpetrators threw a beer bottle through a window that caught a Turkish flag and blinds on fire.  Authorities did not think it was a Molotov cocktail.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","\"\"\"Austrian police fear escalation of incidents between Turks",Kurds,"\"\" BBC Monitoring Europe - Political",November6,"2007.\"","","",CETIS,-9
197205080001,1972,5,8,"",0,"",15,8,Western Europe,Vienna,Vienna,48.208174,16.373819,1,0,"","",1,1,1,0,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Sabena Airlines,Boeing 707 Flight 572,15,Austria,6,Airports & Aircraft,"","",Sabena Airlines,passengers,422,International,"","","","","","","","",Black September,"","","","","","",0,"","",0,4,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearms,4,1,0,5,0,0,0,"","","","",1,-99,0,"","",Lod Airport in Israel,Lod Airport in Israel,0,"","","","","",2,Hostage(s) released by perpetrators,105,"","","","",State Department 1997 Document,1,1,1,1,""
200803070003,2008,3,7,"",0,"",15,8,Western Europe,Upper Austria,Raab,48.35232,13.64625,1,0,"","03/07/2008:  Another official in western Austria received a package containing acid when he opened it in Raab, Austria.  Authorities say the administrator opened the package, but was not injured by the corrosive liquid it contained.  Three other incidents occurred around the country where officials were sent packages containing butyric acid.  One of the officials was treated for burns to both hands and thighs after he opened the package.",1,1,1,0,"","",0,1,0,8,Unarmed Assault,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Government Services,Government administrator,15,Austria,"","","","","","","","","","","","","","","","",Unknown,"","","","","",To attack Austrian officials.,0,"","",0,"",0,0,"","","","","","","","","",2,Chemical,"","","","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",This is one of four incidents.,"\"William J. Kole, \"\"Police say package containing acid mailed to 4th local official in Austria","\"\" The Associated Press",March 8,"2007.\"","","",CETIS,-9,-9
197209200015,1972,9,20,"",0,"",15,8,Western Europe,Vienna,Vienna,48.230654,16.341422,1,0,The incident occurred along Anton-Frank street.,"09/20/1972: A letter bomb addressed to an official was discovered and defused at the Israeli Embassy along Anton-Frank Street in Vienna, Austria. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,1,1,0,"","",1,0,0,1,Assassination,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,Israeli Ministry of Foreign Affairs,Embassy Official,97,Israel,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,-99,-99,1,5,Note left at scene,"","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",An explosives-laden letter was used.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","",http://news.bbc.co.uk/onthisday/hi/dates/stories/september/19/newsid_2523000/2523027.stm,"\"\"\"26 more bombs sent to Israelis here",abroad,"\"\" The Jerusalem Post",September 21,"1972.\"","\"\"\"Mail bombs turn up in 7 more cities: Letters to U.N. Israelis seized by N.Y. police","\"\" Los Angeles Times",September 21
197209200016,1972,9,20,"",0,"",15,8,Western Europe,Vienna,Vienna,48.230654,16.341422,1,0,The incident occurred along Anton-Frank street.,"09/20/1972: A letter bomb addressed to an official was discovered and defused at the Israeli Embassy along Anton-Frank Street in Vienna, Austria. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,1,1,0,"","",1,0,0,1,Assassination,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,Israeli Ministry of Foreign Affairs,Embassy Official,97,Israel,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,-99,-99,1,5,Note left at scene,"","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",An explosives-laden letter was used.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","",http://news.bbc.co.uk/onthisday/hi/dates/stories/september/19/newsid_2523000/2523027.stm,"\"\"\"26 more bombs sent to Israelis here",abroad,"\"\" The Jerusalem Post",September 21,"1972.\"","\"\"\"Mail bombs turn up in 7 more cities: Letters to U.N. Israelis seized by N.Y. police","\"\" Los Angeles Times",September 21
197209200017,1972,9,20,"",0,"",15,8,Western Europe,Vienna,Vienna,48.230654,16.341422,1,0,The incident occurred along Anton-Frank street.,"09/20/1972: A letter bomb addressed to an official was discovered and defused at the Israeli Embassy along Anton-Frank Street in Vienna, Austria. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,1,1,0,"","",1,0,0,1,Assassination,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,Israeli Ministry of Foreign Affairs,Embassy Official,97,Israel,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,-99,-99,1,5,Note left at scene,"","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",An explosives-laden letter was used.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","",http://news.bbc.co.uk/onthisday/hi/dates/stories/september/19/newsid_2523000/2523027.stm,"\"\"\"26 more bombs sent to Israelis here",abroad,"\"\" The Jerusalem Post",September 21,"1972.\"","\"\"\"Mail bombs turn up in 7 more cities: Letters to U.N. Israelis seized by N.Y. police","\"\" Los Angeles Times",September 21
197209200018,1972,9,20,"",0,"",15,8,Western Europe,Vienna,Vienna,48.230654,16.341422,1,0,The incident occurred along Anton-Frank street.,"09/20/1972: A letter bomb addressed to an official was discovered and defused at the Israeli Embassy along Anton-Frank Street in Vienna, Austria. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,1,1,0,"","",1,0,0,1,Assassination,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,Israeli Ministry of Foreign Affairs,Embassy Official,97,Israel,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,-99,-99,1,5,Note left at scene,"","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",An explosives-laden letter was used.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","",http://news.bbc.co.uk/onthisday/hi/dates/stories/september/19/newsid_2523000/2523027.stm,"\"\"\"26 more bombs sent to Israelis here",abroad,"\"\" The Jerusalem Post",September 21,"1972.\"","\"\"\"Mail bombs turn up in 7 more cities: Letters to U.N. Israelis seized by N.Y. police","\"\" Los Angeles Times",September 21
197209200019,1972,9,20,"",0,"",15,8,Western Europe,Vienna,Vienna,48.230654,16.341422,1,0,The incident occurred along Anton-Frank street.,"09/20/1972: A letter bomb addressed to an official was discovered and defused at the Israeli Embassy along Anton-Frank Street in Vienna, Austria. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,1,1,0,"","",1,0,0,1,Assassination,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,Israeli Ministry of Foreign Affairs,Embassy Official,97,Israel,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,-99,-99,1,5,Note left at scene,"","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",An explosives-laden letter was used.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","",http://news.bbc.co.uk/onthisday/hi/dates/stories/september/19/newsid_2523000/2523027.stm,"\"\"\"26 more bombs sent to Israelis here",abroad,"\"\" The Jerusalem Post",September 21,"1972.\"","\"\"\"Mail bombs turn up in 7 more cities: Letters to U.N. Israelis seized by N.Y. police","\"\" Los Angeles Times",September 21
197301140001,1973,1,14,"",0,"",15,8,Western Europe,Vienna,Vienna,48.208174,16.373819,1,0,"","",1,1,1,0,"","",0,0,0,2,Armed Assault,"","","","",13,Other,"","","",Jewish Immigration Center,15,Austria,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistols,0,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
197309280001,1973,9,28,"",1,9/29/1973,15,8,Western Europe,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,unknown,*,15,Austria,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,4,0,0,1,"",Austria,1,0,"","","","",2,Hostage(s) released by perpetrators,4,"","","","",PGIS,1,1,0,1,""
197404170002,1974,4,17,"",0,"",15,8,Western Europe,Vienna,Vienna,48.208174,16.373819,1,0,"","",1,1,1,0,"","",0,0,0,8,Unarmed Assault,"","","","",19,Transportation,102,Subway,"",Transit System,15,Austria,20,Unknown,"","","","","","","","","","","","","","",Justice Guerrillas,"","","","","","",1,"","",0,1,"","","","","","","","","","","",3,Radiological,"","","","","","","","","","","","","","",Iodine 131,0,0,0,0,0,0,1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CBRN Global Chronology,0,0,0,0,""
197510220001,1975,10,22,"",0,"",15,8,Western Europe,Vienna,Vienna,48.208174,16.373819,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Turk Govt,"Danis Tinaligil, Ambassador",209,Turkey,"","","","","","","","","","","","","","","","",Justice Commandos for the Armenian Genocide,Justice for Armenian Genocide,"","","","","",0,"","",0,3,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,"","","","","","","","",Automatic firearm; Pistols,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
