200203270002,2002,3,27,"",0,"",74,7,Central Asia,Abkhazia (Region),Ochamchira,42.711201,41.461609,1,0,The incident took place in the Abkhazia region located in northwestern Georgia.,"03/27/2002: An explosion aboard a commuter train killed one civilian and wounded fifteen more in the breakaway region of Abkhazia located in northwestern Georgia. The Abkhaz security services blamed the explosion on Georgian guerilla units, Forest Brothers and White Legion, and did not rule out the possibility that Georgian national secret services were involved. However Tamaz Nadareishvili, a member of the Georgian Security Council, denied the involvement of guerillas and security forces. Nadareishvili further stated that the bombing may have been a purely criminal act committed by Georgians, Abkhaz people or peacekeepers as part of a struggle to increase their spheres of influence. No official claim of responsibility was made.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,100,Train/Train Tracks/Trolley,Civilians,"Indiscriminate civilians aboard a commuter train in Abkhazia, Georgia",74,Georgia,19,Transportation,100,Train/Train Tracks/Trolley,Commuter Train,"A commuter train in Abkhazia, Georgia",74,Georgia,"","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",An unspecified explosive device was used in the incident.,1,0,0,15,0,0,1,2,Major (likely >= $1 million but < $1 billion),"","The explosion damaged the commuter train, however no official estimates as to the monetary value of the damage were released.",0,"","","","","","","","","","","","","","","","","�Georgian official denies involvement in Abkhaz bombings,� Ekho Moskvy, March 27, 2002.","�Commuter Train Blown Up In Abkhazia, 1 Killed, 15 Wounded,� News Bulletin, March 27, 2002.","�Georgian guerrilla leader denies responsibility for blasts in Abkhazia,� Prime-News in Georgian, March 27, 2002.",CETIS,-9,-9,0,-9,""
199108090024,1991,8,9,"",0,"",74,7,Central Asia,"",Tbilisi,41.709981,44.792998,1,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",17,Terrorists/Non-State Militia,94,Non-State Militia,Tskhinvali Militia,Chief Valery Gazzaev,359,Soviet Union,"","","","","","","","","","","","","","","","",South Ossetian Extremists,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",0,"","","","",1,1,0,"","","",Georgia,0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200206190002,2002,6,19,"",1,"",74,7,Central Asia,Tbilisi (Capital),Tbilisi,41.709981,44.792998,1,0,"","06/19/2002: The director of the Georgian Argobusinessbank, a British national, was kidnapped in Tbilisi by criminals dressed in police uniforms.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,3,Bank/Commerce,Georgian Banking Sector,Director of the Georgian Argobusinessbank,216,Great Britain,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,7,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,0,0,0,-9,4,Unknown,"","",1,1,0,"",-99,"","","","","","","","",7,Unknown,-99,"","�British banker kidnapped in Georgia,� Agence France Presse, June 19, 2002.","�Georgian minister discusses progress of investigation into UK banker's abduction,� Tbilisi Rustavi, June 25, 2002.","�Georgia: Special services offer reward for information on kidnapped Briton,� Interfax, June 20, 2002.",CETIS,-9,-9,1,1,""
199109060016,1991,9,6,"",0,"",74,7,Central Asia,Shida Kartli,Tskhinvali,42.224159,43.9632,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",17,Terrorists/Non-State Militia,94,Non-State Militia,"",South Ossetia Militia unit,359,Soviet Union,"","","","","","","","","","","","","","","","",Georgian Militants,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,2,"","",8,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200301160007,2003,1,16,"",0,"",74,7,Central Asia,Abkhazia (Autonomous Republic),Cheghali,42.666912,41.853264,1,0,"",01/16/2003: The Georgian village of Chegali was the location of a failed assault on a Russian peacekeeper checkpoint guarding the Inguri hydroelectric power station by unknown assailants. The shootout resulted in several wounded on both sides but no reported deaths.,1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Russian Peacekeeping Force,"Russian Peacekeeping Force, guarding the Inguri Hydroelectric station checkpoint",167,Russia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,"","",0,"",1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","�Russian peacekeepers reportedly attacked in Abkhazia,� Iprinda, January 17, 2003.","","",CETIS,-9,-9,1,1,""
199109290001,1991,9,29,"",0,"",74,7,Central Asia,Tbilisi,Tbilisi,41.709981,44.792998,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",10,Journalists & Media,55,Television Journalist/Staff/Facility,"",Television Center,359,Soviet Union,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200301310001,2003,1,31,"",0,"",74,7,Central Asia,Unknown,Tsalennijikha,42.60503,42.067112,1,0,"",01/31/2003: The Kavkasioni power transmission line was knocked out of service by unknown gunmen who damaged several electric insulators in the Tsalendzhikha district of Georgia.,1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",21,Utilities,107,Electricity,Georgian Electricity System,Kavkasioni power transmission line insulators,74,Georgia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","�Georgian power-supply system paralyzed by armed attack,� Interfax, January 31, 2003.","","",CETIS,-9,-9,0,-9,""
199202200007,1992,2,20,"",0,"",74,7,Central Asia,Samegrelo-Zemo Svaneti,Senaki,42.268768,42.061798,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),"",Air Force Truck carrying Troops,167,Russia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,3,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,3,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200310030002,2003,10,3,"",0,"",74,7,Central Asia,Chkhorotsku (District),Chkhorotsku,42.521911,42.127673,1,0,"","10/03/2003: A grenade was thrown at a building housing the Georgian Revival Union, an opposition political party, in the town of Chkhorotsku, Georgia.  No casualties were reported, but the building suffered damage.  Although no claim of responsibility was made, representatives of the Georgian Revival Union blamed political opponents for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Georgian Revival Union Party,Georgian Revival Union office in Chkhorotsku,74,Georgia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The blast blew out windows in the office and caused damage to the building.,0,"","","","","","","","","","","","","","","",A similar attack was carried out in Tbilisi a month prior to this incident.,"\"\"\"Grenade Thrown at Georgian Revival Union's Office",No Casualties Reported,"\"\" Moscow Interfax",October 4,"2003.\"","\"\"\"World in Brief","\"\" The Washington Post",October 5,"2003.\""
199202210006,1992,2,21,"",0,"",74,7,Central Asia,Abkhazia,Unknown,42.973782,41.44218,4,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,100,Train/Train Tracks/Trolley,Railway,Railway Bridge as train crossing,74,Georgia,"","","","","","","","","","","","","","","","",Supporters of Ex-President Gamsakhurdial,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive - defused,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200312030001,2003,12,3,"",0,"",74,7,Central Asia,Tbilisi (Capital City),Tbilisi,41.709981,44.792998,1,0,"","12/03/2003: An explosion with a charge equal to 300 grams of TNT was set off by unknown assailants between Rustavi-2 studios and the Georgian state TV building in the center of Georgian capital Tbilisi, shattering windows but resulting in no casualties.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",16,Telecommunication,89,Television,Rostavi 2 Television,Rostavi 2 studios in Tbilisi,74,Georgia,16,Telecommunication,89,Television,Georgian State Television,Georgian State Television building in Tbilisi,74,Georgia,"","","","","","","","",Unknown,"","","","","",The specific motive of the explosion was to disrupt the upcoming presidential elections.,0,"","",0,"",0,1,2,Call (post-incident),"","","","","","",-9,6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","\"The blast took place sometime between 1755 and 1900 GMT, interrupting the evening live news broadcast near a wing of the state TV headquarters housing the state radio service. The claim of responsibility stated:\"\" This is just the beginning. We are going to blow up the whole building.\"\"\"","�Blast Near Georgian TV Office Should Not Cause Panic - Acting President,� Interfax News Agency, December 4, 2003.","�Explosion Rocks State TV Company Building,� Canada News Wire, December 5, 2003.","Misha Dzhindzhikhashvili, �U.S. Delegation Discusses Ways to Help New Georgian Authorities,� Associated Press Worldstream, December 3, 2003.",CETIS,-9,-9,0,-9,""
199202230002,1992,2,23,"",0,"",74,7,Central Asia,Abkhazia,Unknown,42.973782,41.44218,4,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,100,Train/Train Tracks/Trolley,railway,bridge,74,Georgia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"",0,0,"",0,1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
