200809240002,2008,9,24,"",0,"",205,5,Southeast Asia,Narathiwat,Rusoh,6.396311,101.445272,1,0,"The bomb exploded at the Bango Buloh Elementary School in Tambon Riang of Rusoh, Narathiwat, Thailand.","09/24/2008: On Wednesday, at 0830, a bomb exploded injuring one student and three soldiers at the Bango Buloh Elementary School in Tambon Riang of Rusoh, Narathiwat, Thailand. The remote-controlled bomb was detonated by mobile phone.  No claim of responsibility has yet to be issued.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",4,Military,29,Military Unit/Patrol/Convoy,"",Soldiers from the teacher protection unit,205,Thailand,14,Private Citizens & Property,70,Student,"",A student was targeted.,205,Thailand,"","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,10,Pressure Trigger,"","","","","","","","","","","","",The remote-controlled bomb was detonated by mobile phone.,0,0,0,4,0,0,-9,"","","",Unknown damage was reported.,0,"","","","","","","","","","","","","","","","","\"Thai News Agency, \"\"Southern Violence Continues Taking Toll Of Locals","\"\" Thai News Agency","http://enews.mcot.net/view.php?id=6453.\"","\"Lexis Nexis, \"\"Blast in Thailand's Narathiwat Injures Three Soldiers",Student,"\"\" BBC Monitoring Central Asia",September 25,"2008.\"","\"Lexis Nexis, \"\"One Student"
200809250008,2008,9,25,"",0,"",205,5,Southeast Asia,Yala,Bannang Sata,6.260623,101.253677,1,0,"The attack occurred along the Yala-Betong road in Bannang Sata, Yala, Thailand.","09/25/2008: On Thursday, a rubber tapper, Asaman Sara, was seriously wounded by suspected insurgents while traveling along the Yala-Betong road in Bannang Sata, Yala, Thailand.  No claim of responsibility was issued.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,"","Asaman Sara, rubber tapper,",205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Thai News Agency, \"\"Southern Violence Continues Taking Toll Of Locals","\"\" Thai News Agency","http://enews.mcot.net/view.php?id=6453.\"","\"National Counterterrorism Center, \"\"One Civilian Wounded in Armed Attack in Bannang Sata",Yala,Thailand,"\"\" Worldwide Incidents Tracking System",August 31,"2009.\""
200809280003,2008,9,28,"",0,"",205,5,Southeast Asia,Pattani,"",6.700696,101.433915,3,0,"The attack occurred at an unknown location in Pattani, Thailand.","09/28/2008: On Sunday, a village chief was shot and killed by suspected separatists in Pattani, Thailand. The chief's motorcycle was damaged in the attack. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,"",A village chief,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,1,0,0,0,0,0,1,3,Minor (likely < $1 million),"",Damage was done to the village chief's motorcycle.,0,"","","","","","","","","","","","","","","","","\"Agence France Presse, \"\"Two Village Chiefs Shot Dead","\"\" Agence France Presse",September 29,"2008.\"","\"National Counterterrorism Center, \"\"Authorities Found Body of Government Official in Pattani",Thailand,"\"\" Worldwide Incidents Tracking System",August 31,"2009.\""
200809280006,2008,9,28,"",0,"",205,5,Southeast Asia,Narathiwat,"",6.190088,101.797961,3,0,"The attack occurred at an unknown location in Narathiwat, Thailand.","09/28/2008: On Sunday, a Muslim village chief was shot and killed during a drive-by shooting in Narathiwat, Thailand. No group claimed responsibility but separatists were allegedly involved.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,"",A village chief,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Agence France Presse, \"\"Two Village Chiefs Shot Dead","\"\" Agence France Presse",September 29,"2008.\"","","",ISVG,-9,-9
200809280011,2008,9,28,"",0,"",205,5,Southeast Asia,Yala,Raman,6.491822,101.3885,3,0,"The attack occurred along the Kotabaru-Wangpaya road in Raman, Yala, Thailand.","09/29/2008: On Sunday, a village headman, Rosa Esawmuso, was shot and killed while driving his motorcycle along the Kotabaru-Wangpaya road in Raman, Yala, Thailand. No group claimed responsibility, although police suspected Muslim separatists were responsible.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,68,Named Civilian,"","Rosa Esawmuso, the Raman district village chief,",205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Thai News Agency, \"\"Yala Village Headman Slain","\"\" Thai News Agency","http://enews.mcot.net/view.php?id=6527&t=4.\"","\"National Counterterrorism Center, \"\"One Government Official Killed in Armed Attack by Suspected Muslim Separatists in Raman",Yala,Thailand,"\"\" Worldwide Incidents Tracking System",August 31,"2009.\""
200809290009,2008,9,29,"",0,"",205,5,Southeast Asia,Pattani,Mayo,6.716867,101.416882,3,0,"The attack occurred in Ban Klong Chang village, Mayo, Pattani, Thailand.","09/28/2008: On Monday, just after midnight, Mayuso Samaedasae, a village headman from Ban Klong Chang, was shot and killed by suspected militants in Mayo, Pattani, Thailand. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,68,Named Civilian,"","Mayuso Samaedasae, Ban Klong Chang village headman,",205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Bangkok Post, \"\"Village Head Shot Dead by Militants","\"\" Bangkok Post",September 29,"2008.\"","\"National Counterterrorism Center, \"\"One Government Official Killed in Armed Attack by Suspected Muslim Separatists in Ma Yo",Pattani,Thailand,"\"\" Worldwide Incidents Tracking System",August 31
200810040001,2008,10,4,"",0,"",205,5,Southeast Asia,Tak,"",16.902153,99.012893,3,0,The incident occured at a Thai village near the Myanmar-Thailand Border.,"10/04/2008: On Saturday, a Thai man was assaulted by suspected Karen National Liberation Army (KNLA) soldiers while attempting to enter his village of an unknown city of Tak province, Thailand.  The soldiers blocked the road acessing the village. The soldiers then proceeded to enter the village head's house, and damaged his property. There were no reported casualties and no claim of responsibility was made for the incident.",1,1,1,0,"","",0,1,0,8,Unarmed Assault,7,Facility/Infrastructure Attack,"","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,"",One target was a Thai Civilian villager.,205,Thailand,14,Private Citizens & Property,76,House/Apartment/Residence,"",Another target was the house of a village headman.,92,India,"","","","","","","","",Karen National Union,Karen National Liberation Army,"","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,0,"","","","","","","","","",9,Melee,22,"Hands, Feet, Fists",11,Sabotage Equipment,"","","","","","","","","","","Hands, feet and/or fists were used in the assualt.",0,0,0,1,0,0,1,3,Minor (likely < $1 million),"",The village headman's house and vehicle were damaged.,0,"","","","","","","","","","","","","","","","","\"Straits Times, \"\"Myanmar's Militants Intrude Thai Border Village","\"\" Straits Times",October 4th,"2008.\"","\"British Broadcasting Company, \"\"Burma: Karen Rebels Attack Thai Border Village","\"\" BBC Monitoring",October 4th,"2008.\"",""
200810070001,2008,10,7,"",0,"",205,5,Southeast Asia,Bangkok,Bangkok,13.727896,101.178976,3,0,"The incident occured at Chart Thai party headquarters, parliamentary building","10/07/2008: On Tuesday, a car bomb exploded at Thailand's parliament building in Bangkok, Bangkok province, Thailand, killing one person. There were no claims of responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,"",The targets were unspecified civilian targets.,205,Thailand,14,Private Citizens & Property,84,Political Party Member/Rally,Chart Thai Political Party,"Chart Thai party headquarters, Bangkok",205,Thailand,"","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",The explosive was a vehicle based improvised explosive device.,1,0,0,0,0,0,1,4,Unknown,"",It is unknown what the property damage was.,0,"","","","","","","","","","","","","","","","","\"Agence France Presse, \"\"Police Official Says One Man Dead in Bangkok Car Bombing","\"\" Agence France Presse",October 7th,"2008.\"","","",ISVG,-9,-9
200810190049,2008,10,19,"",0,"",205,5,Southeast Asia,Yala,Yala,6.545499,101.2799,1,0,The attack took place in Yala.,"10/19/2008: On Sunday, in Yala province, Thailand, a 60-year-old rubber tapper was killed in a drive-by shooting as he returned from a local market. No damage or motive were reported. No group claimed responsibility.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,"",A rubber tapper,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Straits Times, \"\"Boy",Man Killed in Thai South,"\"\" Straits Times",October 19,2008,"http://www.straitstimes.com/Breaking%2BNews/SE%2BAsia/Story/STIStory_292386.html.\"","","",ISVG
200810300001,2008,10,30,"",0,"",205,5,Southeast Asia,Phetchabun,Unknown,15.870032,100.992541,4,0,The incident occured at Makkhawan Rungsan bridge.,"10/30/2008: On Thursday, a grenade was lobbed against security guards of the People's Alliance for Democracy at Makkhawan Rungsan Bridge in an unknown location in Thailand, injuring ten. There were no claims of responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,82,Labor Union Related,People's Alliance for Democracy,The target was People's Alliance for Democracy security guards.,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",The explosive was a grenade.,0,0,0,10,0,0,-9,"","","",There was no reported property damage.,0,"","","","","","","","","","","","","","","","","\"National Multimedia, \"\"Ten Injured in Bomb Attack Against PAD","\"\" National Multimedia",October 30th,"2008.\"","\"Cable News Network, \"\"Blast in Bangkok Wounds Ten at Protest Site","\"\" Cable News Network",October 29th,"2008.\"",""
200810300002,2008,10,30,"",0,"",205,5,Southeast Asia,Bangkok,Bangkok,13.727896,101.178976,3,0,the incident occured at the Constitutional Court Judge Jaral Phakdeethanakul's residence.,"10/30/2008: On Thursday, a bomb was lobbed into the compound of Constitutional Court judge Jaral Phakdeethanakul's residence in Klong Tan district, Bangkok, Bangkok province, Thailand.There were no reported casualties or claims of responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Klong Tan Constitutional Court,The target was Constitutional Court judge Jaral Phakdeethanakul's residence.,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Unknown explosives were used in the bombing attack.,0,0,0,0,0,0,1,4,Unknown,"",It is unknown the amount of damage inflicted.,0,"","","","","","","","","","","","","","","","","\"Bangkok Post, \"\"Ten Injured in Bomb Attack Against PAD","\"\" Bangkok Post",October 30th,"2008.\"","\"Xinhua, \"\"Six Injured in Bomb Attack Against PAD in Bangkok","\"\" Xinhua",October 30th,"2008.\"",""
200811020009,2008,11,2,"",0,"",205,5,Southeast Asia,Narathiwat,Rusoh,6.384576,101.502075,3,0,"The attack took place in Tambon Laloh village, Ruesoh district, Narathiwat, Philippines.","11/02/2008: On Sunday afternoon at about 1320, a Buddhist family at a shop in Tambon Laloh village, Ruesoh district, Narathiwat, Philippines, was attacked by suspected Muslim insurgents. The mother was shot and killed while the daughter was injured. The shop was damaged in the attack. No group has claimed responsibility, although Muslim separatists were responsible.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,69,Religion Identified,"",A Buddhist family,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,1,0,0,1,0,0,1,4,Unknown,"",The attack caused an unknown amount of property damage.,0,"","","","","","","","","","","","","","","","","\"National Counterterrorism Center, \"\"One Civilian Killed",One Other Wounded in Armed Attack by Suspected Muslim Separatists in Ruso,Narathiwat,Thailand,"\"\" Worldwide Incidents Tracking System",November 30,"2009.\"","\"Nation Multimedia, \"\"Last Buddhist Family in Narathiwat Village Attacked","\"\" http://www.nationmultimedia.com/breakingnews/read.php?newsid=30087410"
200811030005,2008,11,3,"",0,"",205,5,Southeast Asia,Narathiwat,Bacho,6.517949,101.653463,3,0,"The attack took place on a road in Bacho, Narathiwat, Thailand.","11/03/2008: On Monday, in Bacho, Narathiwat, Thailand, assailants detonated an improvised explosive device placed on a road that leads to a school as eight soldiers escorting a convoy of teachers inspected the road for safety. The explosion missed the escort convoy, causing no injuries or damage. No group claimed responsibility, although it was widely believed that Muslim separatists were responsible.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Thai Military,Military troops escorting a convoy of teachers,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",An improvised explosive device was used in the attack.,0,0,0,0,0,0,0,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"Agence France Presse, \"\"Two Killed in Thai South: Police","\"\" Lexis Nexis",Agence France Presse,November 3,"2008.\"","\"Straits Times, \"\"Two Killed in Thai South","\"\" Straits Times",November 4,2008
200811040002,2008,11,4,"",0,"",205,5,Southeast Asia,Narathiwat,Sukhirin,5.95323,101.695444,3,0,The attack took place at a fresh market near the Sukhirin district office entrance in Sukhirin.,"11/04/2008: On Tuesday, three bombs were nearly simultaneously detonated in Sukhirin district, Narathiwat province, killing one and injuring 70.  The first bomb was detonated via mobile phone at a fresh market near the Sukhirin district office entrance. A second bomb was detonated via mobile phone at a tea shop near the district office, while a third bomb, planted in a motorcycle, was detonated near the tea shop where the second explosion occurred. No damages were reported in the attack. No group claimed responsibility.",1,1,1,0,"","",1,0,0,3,Bombing/Explosion,"","","","",20,Unknown,"","",Sukhirin City government,The Sukhirin district office was targeted,153,Pakistan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",A bomb containing unknown explosives were used in the attack.,1,0,0,70,0,"",-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"Hong Kong AFP,\"\"Twin Bomb Blasts in Thai South Kill One","Injure 70\"\"",Hong Kong AFP,November 04,"2008.\"","\"Statesman,\"\"Blasts in Thailand Kill One",Injure 70,"\"\" The Statesman",November 6
200811040005,2008,11,4,"",0,"",205,5,Southeast Asia,Narathiwat,Sukhirin,5.95323,101.695444,3,0,The attack took place at a tea shop near the  Sukhirin district office in Sukhirin.,"11/04/2008: On Tuesday, three bombs were nearly simultaneously detonated in Sukhirin district, Narathiwat province, killing one and injuring 70. A bomb was detonated via mobile phone at a tea shop near the district office. The first bomb was detonated via mobile phone at a fresh market near the Sukhirin district office entrance, while a third bomb, planted in a motorcycle, was detonated near the tea shop where the second explosion occurred. No damages were reported in the attack. No group claimed responsibility.",1,1,1,0,"","",1,0,0,3,Bombing/Explosion,"","","","",20,Unknown,"","","",A tea shop,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",A mobile phone-triggered explosive device was used in the attack.,"",0,"","",0,"",-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"Hong Kong AFP,\"\"Twin Bomb Blasts in Thai South Kill One","Injure 70\"\"",Hong Kong AFP,November 04,"2008.\"","\"Statesman,\"\"Blasts in Thailand Kill One",Injure 70,"\"\" The Statesman",November 6
200811040006,2008,11,4,"",0,"",205,5,Southeast Asia,Narathiwat,Sukhirin,5.95323,101.695444,3,0,The attack took place near a tea shop in Sukhirin.,"11/04/2008: On Tuesday, three bombs were nearly simultaneously detonated in Sukhirin district, Narathiwat province, killing one and injuring 70.  A third bomb, planted in a motorcycle, was detonated near the tea shop where the second explosion occurred. The first bomb was detonated via mobile phone at a fresh market near the Sukhirin district office entrance, while the second bomb was detonated via mobile phone at a tea shop near the district office. No damages were reported in the attack. No group claimed responsibility.",1,1,1,0,"","",1,0,0,3,Bombing/Explosion,"","","","",20,Unknown,"","","",A tea shop,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",A mobile phone-triggered explosive device was used in the attack.,"",0,"","",0,"",-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"Hong Kong AFP,\"\"Twin Bomb Blasts in Thai South Kill One","Injure 70\"\"",Hong Kong AFP,November 04,"2008.\"","\"Statesman,\"\"Blasts in Thailand Kill One",Injure 70,"\"\" The Statesman",November 6
200811040008,2008,11,4,"",0,"",205,5,Southeast Asia,Bangkok,Bangkok,13.727896,101.178976,3,0,"The attack took place at the Orathai Bridge near the People's Alliance for Democracy encampment at Government House in Bangkok, Bangkok, Thailand","11/04/2008: On Tuesday night at 0200, a small bomb was detonated at the Orathai Bridge near the People's Alliance for Democracy encampment at Government House in Bangkok, Bangkok, Thailand. No casualties were reported and minimal damage was done to shrubbery, drinking water supplies and sandbags. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,103,Bridge/Car Tunnel,"",The Orathai Bridge,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Unknown explosives were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","Minimal damage was done to shrubbery, drinking water supplies and sandbags in the attack.",0,"","","","","","","","","","","","","","","","","\"Thai Press Reports, \"\"Thailand Bomb Explodes Near PAD Government House Rally Site; No Injuries","\"\" Lexis Nexis",Thai Press Reports,November 5,"2008.\"","\"Bangkok Post, \"\"Bomb Explodes Near Rally Site; No Injuries","\"\" Bangkok Post",November 4,2008
200811050001,2008,11,5,"",0,"",205,5,Southeast Asia,Narathiwat,"",6.190088,101.797961,3,0,"The attack took place in an unspecified location in Narathiwat, Thailand.","11/05/2008: On Wednesday night at 0130, suspected Muslim separatists set fire to a school in an unspecified location in Narathiwat, Thailand. No casualties were reported and no group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",8,Educational Institution,49,School/University/Educational Building,"",A school,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","",Arson was used to set the school on fire.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The school was destroyed in the attack.,0,"","","","","","","","","","","","","","","","","\"BBC Monitoring Asia Pacific, \"\"Thai Insurgents Torch School in South",Gunmen Shoot Dead Four,"\"\" Lexis Nexis",BBC Monitoring Asia Pacific,November 5,"2008.\"","\"China Daily, \"\"School Torched in Thailand's Strife-torn South","\"\" http://www.chinadaily.com.cn/world/2008-11/05/content_7177418.htm",November 5
200811080001,2008,11,8,"",0,"",205,5,Southeast Asia,Bangkok,Bangkok,13.727896,101.178976,3,0,"The attack took place in the Government House in Bangkok, Bangkok, Thailand.","11/08/2008: On Saturday night at 0420, a bomb was thrown into a tent of guards for the People's Alliance for Democracy (PAD) in the Government House in Bangkok, Bangkok, Thailand. The explosion injured one guard and caused a hole in the ground 10 centimeters deep and 20 centimeters wide. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,People's Alliance for Democracy,People's Alliance for Democracy security guards,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Unknown explosives were used in the attack.,0,0,0,1,0,0,1,3,Minor (likely < $1 million),"",The blast caused a hole in the ground 10 centimeters deep and 20 centimeters wide.,0,"","","","","","","","","","","","","","","","","\"National Counterterrorism Center, \"\"Political Party Members Targeted in Bombing in Bangkok",Krung Thep Mahanakhon,Thailand,"\"\" Worldwide Incidents Tracking System",November 17,"2009.\"","\"Xinhua News Agency, \"\"Bomb Explodes in Thai Gov't House",One Injured,"\"\" Xinhua News Agency"
