198003240021,1980,3,24,"",0,"",174,11,Sub-Saharan Africa,Dakar,Dakar,14.764504,-17.366029,1,0,"","",1,1,1,-9,"","",0,1,0,9,Unknown,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Mali Embassy,123,Mali,"","","","","","","","","","","","","","","","",Mali students,"","","","","","",0,"","",0,60,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,4,Unknown,"","",1,10,0,0,"","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200111060004,2001,11,6,"",0,"",174,11,Sub-Saharan Africa,Ziguinchor,Manjalago,12.564148,-16.263982,2,0,"","11/06/2001: Suspected rebels of the Movement of the Democratic Forces of Casamance (MFDC) attacked two vehicles in Manjalago, Ziguinchor. During the attack four people were killed and another four wounded.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,73,Vehicles/Transportation,Civilians,"Civilians driving in vehicles in Manjalago, Ziguinchor",174,Senegal,"","","","","","","","","","","","","","","","",Movement of Democratic Forces of Casamance,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",4,0,0,4,0,0,1,3,Minor (likely < $1 million),"",Two vehicles were badly damaged.,0,"","","","","","","","","","","","","","","","","�REBELS KILL 4, INJURE 4 IN CASAMANCE ATTACK,� Panafrican News Agency, November 6, 2001.","","",CETIS,0,0,0,0,""
198805080004,1988,5,8,"",0,"",174,11,Sub-Saharan Africa,Dakar,Dakar,14.764504,-17.366029,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,Govt,Govt Vehicle,174,Senegal,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),10000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200111070003,2001,11,7,"",1,11/8/2001,174,11,Sub-Saharan Africa,Ziguinchor,Bignona,12.805091,-16.234563,1,1,This attack occurred between Bignona and Dioulou.,"11/07/2001: Movement of Democratic Forces for Casamance (MFDC) fighters attacked a construction site between Bignona and Dioulou, Senegal. Twelve of the workers were kidnapped from the site. Five of the workers managed to escape the same day and the other seven were released on 11/08/2001.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,12,Construction,Construction Employees,"Construction Employees working between Bignona and Dioulou, Senegal",174,Senegal,"","","","","","","","","","","","","","","","",Movement of Democratic Forces of Casamance,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",1,12,0,"",1,Gambia,Unknown,0,"","","","","",6,Combination,12,"","�Senegal: Casamance rebels release 7 kidnapped workers, 5 others escape,� Agence France Press, November 7, 2001.","","",CETIS,0,0,0,0,""
198812080004,1988,12,8,"",0,"",174,11,Sub-Saharan Africa,Dakar,Dakar,14.764504,-17.366029,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Govt,"Vehicle, Ministry of Industrial Development",174,Senegal,"","","","","","","","","","","","","","","","",Liberation Front of the Senegalese People,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),10000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200203260002,2002,3,26,"",0,"",174,11,Sub-Saharan Africa,Ziguinchor,Kafountine,12.928336,-16.741156,1,0,"","03/26/2002: More then 200 separatist rebels from the Movement of Democratic Forces in Casamance (MFDC) attacked the coastal resort of Kafountine in the Senegalese province of Casamance. For four hours, the rebels raided and pillaged several local boutiques, stores, tourist complexes and hotels. Five civilians were killed and four others were wounded (including a French national) in the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",18,Tourists,97,Tourist,Civilians,"Indiscriminate civilians staying at the coastal resort of Kafountine, Senegal",174,Senegal,1,Business,7,Retail/Grocery/Bakery,Senegal Retail Stores,"Stores at the coastal resort of Kafountine, Senegal",174,Senegal,"","","","","","","","",Movement of Democratic Forces of Casamance,"","","","","",Unknown,0,"","",0,200,"",1,10,Unknown,"","","","","","",-9,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unspecified weapons were used in the incident.,5,0,"",4,0,"",1,3,Minor (likely < $1 million),"",Several shops were and hotels were set ablaze; No official estimate as to the value of the damage was released.,0,"","","","","","","","","","","","","","","","","�Casamance rebels kill five, injure four in attack,� Agence France Presse, March 26, 2002.","�Five killed, four wounded in attack in secessionist province,� Associated Press Worldstream, March 26, 2002.","",CETIS,0,0,0,0,""
198812220010,1988,12,22,"",0,"",174,11,Sub-Saharan Africa,Ziguinchor,Bignona,12.805092,-16.234564,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,23,Police Patrol (including vehicles and convoys),Police,Police Patrol,174,Senegal,"","","","","","","","","","","","","","","","",Movement of Democratic Forces of Casamance,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,2,"","",4,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200205120001,2002,5,12,"",0,"",174,11,Sub-Saharan Africa,Kolda,Velingara,13.144075,-14.105941,1,1,The attack occurred on a road near Velingara.,"05/12/2002: A group of gunmen attacked Aly Balde, the head of the voting office in the town of Velingara, Senegal following a recent election. The gunmen shot at Balde and a companion while they were riding on his motorbike. The group shot and injured another man who was returning from voting as well. Balde died and his passenger was injured in the attack. A bag containing voting slips was stolen during the attack as well. No group claimed responsibility for the attack.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,"","","","",2,Government (General),19,Election-related,Senegal Voting Institutions,"Voting official in Velingara, Aly Balde",174,Senegal,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,6,Other Gun Type,"","","","","","","","","","","","","",1,0,0,2,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Senegal: Voting official said shot dead, two people injured after local poll,� Agence France Presse, May 13, 2002.","","",CETIS,-9,-9,0,-9,""
199004280009,1990,4,28,"",0,"",174,11,Sub-Saharan Africa,Ziguinchor,Seleti,13.143736,-16.577559,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Govt,2 Customs Officials,174,Senegal,"","","","","","","","","","","","","","","","",Movement of Democratic Forces of Casamance,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200208010006,2002,8,1,"",0,"",174,11,Sub-Saharan Africa,Ziguinchor,Badiore,12.564148,-16.263982,2,0,"","08/01/2002: Armed men fired on four vehicles in Casamance, Senegal, to rob the travelers. They killed two people and 13 others were injured. The Movement of Casamance Democratic Forces (MFDC) was suspected in the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Travelers,174,Senegal,"","","","","","","","","","","","","","","","",Movement of Democratic Forces of Casamance,"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,13,0,"",-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","The MFDC has a tendency to degenerating into banditry. Besides, the attack could be a message to the authorities that they still possess their freedom of acting despite the Senegalese vast security operation in Casamance.","\"\"\"Senegal: Four vehicles attacked near Ziguinchor",2 passengers killed,13 injured,� Radio France Internationale,August 2,"2002.\"","�Senegal: Alleged rebels attack vehicles near Bignona; burn vehicles, kill two,� WalFadjiri FM Radio, August 1, 2002.","",CETIS
