200109100003,2001,9,10,"",0,"",98,8,Western Europe,Tuscany,Florence,43.768732,11.256901,1,0,"","09/10/2001: A letter bomb delivered to Florence Prefect, Achille Serra, with a published article inside covered with an �A� inscribed in a red circle did not go off because the letter was considered suspicious and reported before being opened. No group claimed responsibility for the attack.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Florence Government,"Florence Prefect, Achille Serra",98,Italy,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",The letter contained gunpowder.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Italy: Letter Bomb Sent to Florence Prefect",� La Republica,September 10,"2001.\"","\"\"\"No Links Between Letter Bomb and US Consulate Bomb � Florence Prosecutor",� La Republica,September 11,"2001.\"",""
197001080001,1970,1,8,"",0,"",98,8,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,"","",1,1,1,-9,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Trans World Airline,Flight 802 Boeing 707,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",5,Firearms,4,Rifle/Shotgun (non-automatic),5,Firearms,3,Handgun,"","","","","","","","",Rifle - carbine; Pistols,0,0,0,0,0,0,0,"","","","",0,"","","","",Beirut,Beirut,0,"","","","","",2,Hostage(s) released by perpetrators,"","","","","",Hijacking DB,-9,-9,1,1,""
200109130002,2001,9,13,"",0,"",98,8,Western Europe,Sicily,Palermo,38.11564,13.361406,1,0,"","09/13/2001: An arson attack with bottles of flammable liquid on two police cars in Palermo, Sicily in Italy resulted in injuries to responding policemen due to smoke inhalation. No group claimed responsibility for the attack.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,"","","","",3,Police,23,Police Patrol (including vehicles and convoys),Palermo Police,2 vehicles belonging to the police in Palermo,98,Italy,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","",A bottle with traces of flammable liquid was found not far from the scene of the fire.,0,0,0,"",0,0,1,3,Minor (likely < $1 million),"",Two police cars were set on fire.,0,"","","","","","","","","","","","","","","","","\"\"\"Italy: Arson Attack on Two Police Cars in Sicily","\"\" La Republica",September 13,"2001.\"","","",CETIS,-9,-9
197003010001,1970,3,1,"",0,"",98,8,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,"","",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),"",Ethopian Airliner,65,Ethiopia,"","","","","","","","","","","","","","","","",Eritrean Liberation Front,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
200111050003,2001,11,5,"",0,"",98,8,Western Europe,Sicily,Agrigento,37.311188,13.576956,1,0,"","11/05/2001: An explosive device was discovered and defused at the Temple of Concord at the Valley of Temples archaeological site in Agrigento, Italy. The device was connected to a slow match and could have caused serious material damage had it detonated. Police found a piece of white fabric with slogans hailing Afghanistan and Allah near the scene of the explosion, but have ruled out the possibility that the attack was perpetrated by Islamic fundamentalists",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,80,Memorial/Cemetery/Monument,Temple of Concord,"Temple of Concord at the Valley of Temples archaeological site in Agrigento, Italy",98,Italy,18,Tourists,97,Tourist,Civilians,"Tourist visiting the Temple of Concord at the Valley of Temples archaeological site in Agrigento, Italy",999,Multinational,"","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Italy: Investigators treating temple bomb as �attempted massacre�,� Rome ANSA, November 6, 2001.","","",CETIS,-9,-9,1,1,""
197010240002,1970,10,24,"",0,"",98,8,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,"","",1,1,1,0,"","",0,0,0,8,Unarmed Assault,"","","","",8,Educational Institution,49,School/University/Educational Building,"",US Education '70 Exhibit,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,25,"","","","","","","","","","","",2,Chemical,"","","","","","","","","","","","","","",Tear gas,0,0,0,0,0,0,1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CBRN Global Chronology,-9,-9,1,1,""
200203190003,2002,3,19,"",0,"",98,8,Western Europe,Emilia-Romagna,Bologna,44.49419,11.346518,1,0,"Biagi was shot outside his home in Bologna, Italy.","3/19/2002: Economist Marco Biagi was shot outside his apartment in Bologna, Italy by two members of the Red Brigades. Biagi was the author of a labor reform plan that was violently opposed by unions and leftists.   The Red Brigades Fighting Communist Party claimed responsibility in a 26-page communiqu�. The document accused Biagi of betraying the proletariat by working on controversial legislation aimed at improving flexibility within Italy�s labor market. Forensics revealed that the gun that was used to kill Biagi was the same one that had killed a government advisor, Massimo D'Antona in 1999. In addition,  Biagi's door was marked with two five pointed stars in a circle; the same symbol that was found on the door of Prime Minister Aldo Moro, when he was was murdered more than two decades earlier.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Labor Reform Economist,Marco Biagi,98,Italy,"","","","","","","","","","","","","","","","",Red Brigades Fighting Communist Union (BR-UCC),"","","","","",Biagi was working on controversial changes to loosen Italy�s labor laws. The Red Brigades classified the shooting as a success against what they saw as �imperialism� on the part of Biagi.,0,"","",0,2,15,1,7,"Posted to website, blog, etc.","","","","","","",0,5,Firearms,3,Handgun,"","","","","","","","","","","","","A 9 mm pistol, the same one that killed a government adviser, Massimo D'Antona in 1999.",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","Nadia Desdemona Lioce , the leader of the Red Brigades, was among five terrorists sentenced to life on June 1, 2005 for their role in the murder of Marco Biagi.","�Red Brigdes offshoot said it killed Italian Official,� St. Petersburg Times, March 22, 2002, NATIONAL; Pg. 18A","Agnew, Paddy. � Model Worker Was Also Dangerous Urban Terrorist,� The Irish Times,  November 12, 2003","�Suspected Red Brigades Terrorists Nabbed in Italy,� Deutsche Presse-Agentur, June 6, 2005",UMD Assassinations Project,0,0,0,0,""
197103250001,1971,3,25,"",0,"",98,8,Western Europe,Lombardy,Milan,45.469212,9.174508,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)","",Yugoslav Consulate General,235,Yugoslavia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),150,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200205110003,2002,5,11,"",0,"",98,8,Western Europe,Lombardy,Milan,45.469212,9.174508,1,0,"","05/11/2002: Unknown perpetrators attempted to bomb the Duomo Metro station in Milan, Italy. The attackers set fire to a 66 pound gas canister, but Metro employees were able to put out the blaze before any damage occurred to the facility. The perpetrators left a note written in both Italian and Arabic stating that they were fighting on behalf of Allah to convert all non-believers to Islam. No group claimed responsibility for the attack.",1,1,1,0,"","",0,0,0,7,Facility/Infrastructure Attack,"","","","",19,Transportation,102,Subway,Milan Metro System,Duomo metro station,98,Italy,"","","","","","","","","","","","","","","","",Unknown,"","","","","",A note left by the perpetrators said that the attack was on behalf of Allah to convert all non-believers to Islam.,0,"","",0,"",0,1,5,Note left at scene,"","","","","","",-9,8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","",They attempted to light and explode a 66 pound cylinder bomb.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The subway concrete floor and walls were said to slightly damaged.,0,"","","","","","","","","","","","","","","","","�Attempted bomb attack on Milan metro made: police,� Agence France Presse, May 12, 2002.","�Milan attack isolated act - Italian police,� ANSA, May 12, 2002.","�Italian Police Continue Investigation Into Milan Subway Attack,� La Repubblica, May 14, 2002.",CETIS,-9,-9,0,-9,""
197108280002,1971,8,28,"",0,"",98,8,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,"","",1,1,1,0,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),"",EL AL Aircraft,97,Israel,"","","","","","","","","","","","","","","","",Popular Front for the Liberation of Palestine (PFLP),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),5000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,1,1,""
200207050001,2002,7,5,"",0,"",98,8,Western Europe,Lombardy,Pescgiera Borromeo,45.432025,9.312296,1,0,"","07/05/2002: Three postal bombs mailed by the eco-group Sardinian Autonomy Movement exploded prematurely at a mail sorting center in Pescgiera, Italy. No one was injured. The bombs were addressed to a newspaper, but did not reach their target.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,L'Unione Sarda,"L'Unione Sarda offices in Pescgiera, Italy",98,Italy,"","","","","","","","","","","","","","","","",Sardinian Autonomy Movement,"","","","","",Unknown,0,"","",0,"",0,1,1,Letter,"","","","","","",-9,6,Explosives,9,Letter Bomb,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","\"The note in the bomb read: \"\"Sardinian and foreign masters who want to turn Sardinia into a rubbish dump","get out!\"\"\"","\"\"\"Italy Letter Bombs Work of Eco-Terrorists",Police Say,"\"\" BBC Monitoring International Reports",July 06,"2002.\"","\"\"\"Sardinian Separatists Claim Responsibility for Parcel Bombs in Milan","\"\" Agence France Presse",July 02
197109200001,1971,9,20,"",0,"",98,8,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),"",EL AL Aircraft,97,Israel,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200212130008,2002,12,13,"",0,"",98,8,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,"","12/13/2002: A parcel bomb was sent to an Iberian travel agency in Rome, Rome province, Italy.  The bomb, which was hidden in a book, was safely defused.  Authorities believe that it was sent by an Italian anarchist group known as CCCCC.  The group is fighting for the release of Italian prisoners being held in Spain and for the abolition of FIES (Ficheros Internos de Especial Seguimento), Spain's anti-terrorism legislation.  This was the second of a series of several parcel bombs sent to targets in Italy and Spain.",1,1,1,0,"","",1,0,0,3,Bombing/Explosion,"","","","",1,Business,11,Entertainment/Cultural/Stadium/Casino,A travel agency,An Iberian travel agency in Rome,98,Italy,"","","","","","","","","","","","","","","","",CCCCC,"","","","","","Specific motive is unknown; however, authorities believe that the attack was perpetrated by an Italian anarchist group known as CCCCC.  The group is fighting for the release of Italian prisoners held in Spain and for the abolition of FIES (Ficheros Internos de Especial Seguimento), Spain's anti-terrorism legislation.",1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",Shock-proof rubberized packages containing approximately 50 grams of explosives and a fuse,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Italy on Alert After Anarchist Group Sends Parcel Bombs","\"\" The New Zealand Herald",December 17,"2002\"","","",UMD Schmid 2012,-9,-9
197205050001,1972,3,15,"",0,"",98,8,Western Europe,Lombardy,Milan,45.463681,9.188171,3,1,Near Milan.  Milan is also the province name and it is in the Lombardy region.,"3/15/1972: Giangiacomo Feltrinelli, a famous Italian publisher, is suspected of detonating a bomb outside of Milan, Italy.  The bomb slightly damaged the electrical pylon that was being targeted and killed Mr. Feltinelli.  It is believed that it was not intended to be a suicide attack and that his death was due to a premature detonation.  No official claim of responsibility was reported for this attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,107,Electricity,Electrical Pylon,Electrical Pylon,98,Italy,"","","","","","","","","","","","","","","","",Unknown,"","","","","","The motive for this specific attack is unknown.  However, there were a series of similar attacks perpetrated by left wings groups around this time.",1,"","",1,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",No additional information available.,1,0,1,0,0,0,1,4,Unknown,"",The pylon was damaged,0,"","","","","","","","","","","","","","","","\"It is not clear if Giangiacomo Feltrinelli was the perpetrator or a victim.  All of the articles, except one, claim that he is \"\"suspected\"\" to have blown himself up while placing that bomb.  One article reports that friends of Feltrinelli believed that he had been lured there by right wing extremists.  This did not seem like a credible statement for two reasons: 1) There had been a recent series of pylon attacks in Italy that were all claimed by left wing activists; and 2) Feltrinelli was known to be a left wing sympathizer and had financial ties to left wing groups that had claimed similar attacks.\"","\"Carlo Feltrinelli, \"\"In March 1972",a farmer's dog came across a shattered corpse beneath an electricity pylon,"\"\" The Economist",November 3,"2001.\"","\"Paul Hofman, \"\"Feltrinelli Still a Mystery: Italian Inquiry is Unable to Fathom Death in Blast","\"\" New York Times",April 14,"1972.\""
200212140001,2002,12,14,"",0,"",98,8,Western Europe,Lombardy,Milan,45.469212,9.174508,1,0,"","12/14/2002: A parcel bomb was sent to the Malpensa airport in Milan, Milan province, Italy.  The bomb, which was hidden in a book, was safely defused.  Authorities believe that it was sent by an Italian anarchist group known as CCCCC.  The group is fighting for the release of Italian prisoners being held in Spain and for the abolition of FIES (Ficheros Internos de Especial Seguimento), Spain's anti-terrorism legislation.  This was the third of a series of several parcel bombs sent to targets in Italy and Spain.",1,1,1,0,"","",1,0,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,44,Airport,Milan airport,The Malpensa Airport in Milan,98,Italy,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the vicinity of the airport,98,Italy,"","","","","","","","",CCCCC,"","","","","","Specific motive is unknown; however, authorities believe that the attack was perpetrated by an Italian anarchist group known as CCCCC.  The group is fighting for the release of Italian prisoners held in Spain and for the abolition of FIES (Ficheros Internos de Especial Seguimento), Spain's anti-terrorism legislation.",1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",Shock-proof rubberized packages containing approximately 50 grams of explosives and a fuse,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Italy on Alert After Anarchist Group Sends Parcel Bombs","\"\" The New Zealand Herald",December 17,"2002\"","","",UMD Schmid 2012,-9,-9
197208050001,1972,8,5,"",0,"",98,8,Western Europe,Friuli-Venezia Giulia,Trieste,45.65363,13.778407,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,108,Oil,"",oil storage facility,98,Italy,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,2,Major (likely >= $1 million but < $1 billion),7000000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
200212160003,2002,12,16,"",0,"",98,8,Western Europe,Lazio,Fiumicino,41.771236,12.234998,1,0,Fiumicino post office near the main airport in Rome,"12/16/2002: A parcel bomb was sent to the Fiumicino post office near the main airport in Rome, Rome province, Italy. The bomb was safely defused.  A message that accompanied the bomb warned that travelers should not use Iberian airlines between December 25, 2002, and January 1, 2003; their flights may be disrupted by incendiary bombs.  There was also a warning to Valentino Rossi, the racer, to break his contract with a Spanish firm, Repsol.  The message was signed by an Italian anarchist group known as CCCCC.  The group is fighting for the release of Italian prisoners being held in Spain and for the abolition of FIES (Ficheros Internos de Especial Seguimento), Spain's anti-terrorism legislation.  This was the fourth of a series of several parcel bombs sent to targets in Italy and Spain.",1,1,1,0,"","",1,0,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,A post office,The Fiumicino post office,98,Italy,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the vicinity of the post office,98,Italy,"","","","","","","","",CCCCC,"","","","","","The attack was perpetrated by an Italian anarchist group known as CCCCC.  The group is fighting for the release of Italian prisoners being held in Spain and for the abolition of FIES (Ficheros Internos de Especial Seguimento), Spain's anti-terrorism legislation.",0,"","",0,-99,0,1,9,Other,"","","","","","",0,6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",A parcel bomb,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Italy on Alert After Anarchist Group Sends Parcel Bombs","\"\" The New Zealand Herald",December 17,"2002\"","\"\"\"MOTOGP: Rossi Death Threat","\"\" The Mirror",December 17,"2002\"",""
197208160001,1972,8,16,"",0,"",98,8,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),"",el al acft,97,Israel,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",4,"","",1,3,Minor (likely < $1 million),50000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
200212160004,2002,12,16,"",0,"",98,8,Western Europe,Unknown,Unknown,"","",5,0,"The head office of RIA, the Italian broadcaster","12/16/2002: A parcel bomb was sent to the head office of RIA, the national broadcaster in Italy.  The bomb exploded but failed to cause any injuries or damage.  Authorities believe that it was sent by an Italian anarchist group known as CCCCC.  The group is fighting for the release of Italian prisoners being held in Spain and for the abolition of FIES (Ficheros Internos de Especial Seguimento), Spain's anti-terrorism legislation.  This was the fifth of a series of several parcel bombs sent to targets in Italy and Spain.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,National broadcaster,"RIA, the Italian national broadcaster",98,Italy,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the vicinity of the offices of RIA,98,Italy,"","","","","","","","",CCCCC,"","","","","","Specific motive is unknown; however, authorities believe that the attack was perpetrated by an Italian anarchist group known as CCCCC.  The group is fighting for the release of Italian prisoners held in Spain and for the abolition of FIES (Ficheros Internos de Especial Seguimento), Spain's anti-terrorism legislation.",1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",A parcel bomb,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Italy on Alert After Anarchist Group Sends Parcel Bombs","\"\" The New Zealand Herald",December 17,"2002\"","","",UMD Schmid 2012,-9,-9
197212060002,1972,12,6,"",0,"",98,8,Western Europe,Lombardy,Milan,45.469212,9.174508,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",18,Tourists,95,Tourism Travel Agency,"",yugoslav tourist office,235,Yugoslavia,"","","","","","","","","","","","","","","","",Croatian Nationalists,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),600,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
200301060003,2003,1,6,"",0,"",98,8,Western Europe,Liguria,Sanremo,43.818406,7.778422,1,0,"","\"01/06/2003: The \"\"L. Hidaya\"\" Muslim cultural center in Sanremo Italy was attacked with petrol before being set on fire by unknown perpetrators. The front door was destroyed but there were no injuries reported.\"",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,87,Affiliated Institution,"\"\"\"L Hidaya\"\" Muslim cultural centre\"","\"\"\"L Hidaya\"\" Muslim cultural centre\"",98,Italy,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The attack was possibly linked to the local drug trade,0,"","",0,"",0,0,"","","","","","","","","",8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","�Petrol Bomb Attack on Italian Mosque,� ANSA, January 6, 2003.","","",CETIS,-9,-9,0,-9,""
