200501190003,2005,1,19,"",0,"",84,11,Sub-Saharan Africa,Conakry,Conakry,9.509132,-13.712144,1,0,"","01/19/2005: Unknown perpetrators fired shots at Guinea�s President, Lansana Conte in Conakry. The perpetrators failed to hit Conte�s vehicle and the President escaped unharmed. No group claimed responsibility for the attack.",1,1,1,1,2,Other Crime Type,0,0,0,1,Assassination,"","","","",2,Government (General),17,Head of State,Guinean President,"Lansana Conte, Guinea President",84,Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","Some eyewitnesses reported that the shots were fired by security personnel after Enco 5, a neighborhood in Conakry, residents pelted the Presidential convoy with stones as it wound its  way through the streets. Other eyewitnesses stated that the perpetrators firing at the President were wearing uniforms.","\"\"\"Uniformed Men Shoot at President Conte�s Car",Conte Reportedly Unhurt,� Agence France Presse,January 19,"2005.\"","","",CETIS,-9
198005140004,1980,5,14,"",0,"",84,11,Sub-Saharan Africa,Conakry,Conakry,9.509132,-13.712144,1,0,"","",1,1,1,-9,"","",0,0,0,1,Assassination,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,Guinea Government,"Ahmed Sekow Toure, President",84,Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",Grenade,0,"","",1,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198009230002,1980,9,23,"",0,"",84,11,Sub-Saharan Africa,Conakry,Unknown,9.648184,-13.550964,4,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",8,Educational Institution,48,Teacher/Professor/Instructor,Normal Institute,"Lucila Rodas de Villageran, Teacher",84,Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199202140001,1992,2,14,"",0,"",84,11,Sub-Saharan Africa,Conakry,Conakry,9.509132,-13.712144,1,1,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),17,Head of State,Govt,President Lansana Conte,84,Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,3,Minor (likely < $1 million),25000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199210140005,1992,10,14,"",0,"",84,11,Sub-Saharan Africa,Conakry,Conakry,9.509132,-13.712144,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),17,Head of State,Govt,President Lansana Conte,84,Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199401030007,1994,1,3,"",0,"",84,11,Sub-Saharan Africa,Nzerekore,Kotouzou,8.84853,-9.630092,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,government,town of Kotozou,84,Guinea,"","","","","","","","","","","","","","","","",United Liberation Movement for Democracy in Liberia (ULIMO),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
199403170004,1994,3,17,"",0,"",84,11,Sub-Saharan Africa,Labe,Labe,11.316667,-12.283333,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",4,Military,28,Military Recruiting Station/Academy,military,recruit,84,Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",2,"","",20,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199605230012,1996,5,23,"",0,"",84,11,Sub-Saharan Africa,Nzerekore,Bounama,7.638653,-8.797507,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,"",Villagers,84,Guinea,"","","","","","","","","","","","","","","","",National Patriotic Front of Liberia (NPFL),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,2,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
200009010003,2000,9,1,"",0,"",84,11,Sub-Saharan Africa,Nzerekore,Massadou,8.381439,-9.432121,1,0,"","09/01/2000: Unidentified armed men in blue uniforms attacked Massadou Village in Guinea. Forty-seven people were killed and twenty-nine injured. Three people were missing. At least ten of the dead were Guinean soldiers. A large number of guns were also robbed from a Border Post in the vicinity. The Guinean government suspects that the perpetrators attacked from nearby Liberia, possibly supported by the Liberian Government.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Guinean Military,Guinean soldiers posted at Massadou Village and nearby Border Post,84,Guinea,14,Private Citizens & Property,71,Race/Ethnicity Identified,Guinean Civilian Population,Guinean civilians at Massadou village,84,Guinea,"","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown weapons were used.,47,0,"",29,0,"",1,3,Minor (likely < $1 million),"",Guns were stolen from the Border Post.,0,"","","","","","","","","","","","","","","","Three people were reported missing as of September 8, 2000.  The incident occurred deteriorating relations between Guinea and Liberia, who accuse each other of destabilizing each other's mutual border regions.  After the incident, Guinea sent in more Military reinforcements, and the Liberian Government asked Guinea to withdraw charge d'affaires from its capital, Monrovia.","\"\"\"Guinea: 40 Reported Killed in Armed Attack in South","\"\" Agence France Presse",September 2,"2000.\"","\"\"\"Liberai asks Guinea to withdraw charge d'affaires","\"\" Agence France Presse",September 8,"2000.\"",""
200009060008,2000,9,6,"",1,12/5/2000,84,11,Sub-Saharan Africa,Kindia,Pamalap,9.180044,-12.969453,1,0,"","9/6/2000: Members of the Revolutionary United Front (RUF) kidnapped two Italian missionaries who were providing support to Sierra Leone refugees in the border town of Pamlape, Forecariah, Guinea.  The two missionaries were Franco Manganello and Vittorio Mosele; a third individual, a volunteer named Guiseppe Giacomello, was originally believed to be kidnapped but managed to elude the rebels.  The two captives escaped from the rebels on December 5th, 2000.  They were not seriously injured.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",15,Religious Figures/Institutions,85,Religious Figure,Missionaries,"Franco Manganello and Vittorio, Italian missionaries providing support in Pamlap",98,Italy,"","","","","","","","","","","","","","","","",Revolutionary United Front (RUF),"","","","","",Unknown,0,"","",0,-99,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",No mention of weapons was made,0,0,0,0,0,0,0,"","","","",1,2,0,"",90,Sierra Leone,Sierra Leone,0,"","","","","",3,Hostage(s) escaped (not during rescue attempt),2,The motive behind the kidnapping is unknown.,"\"\"\"Sierra Leone rebels take three Italian missionaries hostage","\"\" Agence France-Presse",September 7,"2000.\"","\"\"\"Sierra Leone rebels kidnap Italian missionaries in Guinea","\"\" Associated Press",September 7,"2000.\"","\"\"\"Two Italian priests escape rebels in Sierra Leone"
200009170001,2000,9,17,"",1,"",84,11,Sub-Saharan Africa,Conakry,Conakry,9.509132,-13.712144,1,0,"",09/17/2000: A Togolese employee of the UN Refugee Agency was killed and a citizen of Ivory Coast was kidnapped in an attack by unknown perpetrators.,1,1,1,0,"","",0,1,0,2,Armed Assault,6,Hostage Taking (Kidnapping),"","",7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",United Nations,UN Refugee Commission,422,International,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,United Nations,UN employee Mensah Kpognon,204,Togo,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,United Nations,UN employee Sapeu Laurence Djeya,99,Ivory Coast,Unknown,"","","","","",Unknown,0,"","",0,"","",-9,"","","","","","","","",-9,5,Firearms,2,Automatic or Semi-Automatic Rifle,8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","",1,0,"",0,0,"",1,3,Minor (likely < $1 million),"","",1,1,0,"",-99,"","",0,"","","","","",7,Unknown,-99,"","�Guinea: Togolese UN Employee Killed in Rebel Attack,� Agence France Presse (World Service), September 17, 2000.","�U.N. says one staffer killed, second missing in Guinea,� Associated Press, September 18, 2000.","�Guinea: Rebels kill UNHCR official, kidnap another close to Liberian border,�",CETIS,-9,-9,1,1,""
200009300003,2000,9,30,"",0,"",84,11,Sub-Saharan Africa,Nzerekore,Macenta,8.546324,-9.467418,1,0,"",09/30/2000: An overnight raid by rebels killed 60 people in a village near Macenta in Guinea. A military post in the village was also attacked.,1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Citizens of Macenta,84,Guinea,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Guinean Army,Soldiers,84,Guinea,"","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",60,0,"","",0,"",-9,"","","","",0,"","","","","","","","","","","","","","","","","�Guinea: Sixty Said Killed in 'Rebel' Attack in Southeast,� Agence France Presse (World Service), September 30, 2000.","","",CETIS,-9,-9,0,-9,""
