200305160003,2003,5,16,"",0,"",136,10,Middle East & North Africa,Greater Casablanca (Region),Casablanca,33.59,-7.61,1,0,"","05/16/2003: In a series of five related incidents, suicide bombers blew themselves up in a Spanish club in Casablanca, Morocco. At least 19 people died in this explosion. The attack was part of five nearly simultaneous suicide attacks in Casablanca which killed 45 people, including 12 of the bombers, and wounded 100. Hundreds of people were later arrested in connection with the string of five suicide attacks. Of those arrested, eighty-seven people later tried in court were suspected to have been members of Salafia Jihadia. It was unclear if the perpetrators responsible for the attack had links with Al-Qaida.",1,1,1,0,"","",1,1,1,3,Bombing/Explosion,"","","","",1,Business,11,Entertainment/Cultural/Stadium/Casino,Civilians,"Indiscriminate civilians at a Spanish club in Casablanca, Morocco",999,Multinational,"","","","","","","","","","","","","","","","",Salafia Jihadia,"","","","","",Unknown,1,"","",0,87,87,0,"","","","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","","",19,0,3,20,"",0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","This was one of the five related incidents (cf. 20030516003-07). The total number of casualties was cumulatively reported as 45 fatalities and 100 injuries and these figures have been distributed evenly across these cases in order to preserve the statistical accuracy of the database. Twelve of the fourteen suicide bombers died in the five attacks. The investigation attributed the attack to the Salafia Jihadia. All the suicide bombers were coming from the same shanty town near Casablanca. Links with Al-Qaida and the suicide attacks in Riyadh four days earlier were also found. On August 19, 2003, a Casablanca criminal court sentenced to death four of the perpetrators in this incident, Hassan Taousi, Mohamed El Omari, Rachid Jalil, Yassine Lahnechearly. Prison sentences ranging from 10 months to life were given to the rest of the accused, including Miloudi Zakaria, who was sentenced to life in prison, and Mohammed Fizazi, Abdelkrim Chadli, and Omar Haddouchi, who were given 30-year sentences.","\"Elaine Sciolino, \"\"Aftereffects: Casablanca",officials suspect global terror tie in Morocco blasts,"\"\" The New York Times",May 18,"2003.\"","\"Gina Dogget, \"\"Morocco grapples with first major terrorist attack","\"\" Agence France Presse",May 18,"2003.\""
197303030001,1973,3,3,"",0,"",136,10,Middle East & North Africa,Grand Casablanca,Casablanca,33.59,-7.61,1,0,"","",1,1,1,-9,"","",0,0,0,2,Armed Assault,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)","",American Consul's Vehicle,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200305160004,2003,5,16,"",0,"",136,10,Middle East & North Africa,Greater Casablanca (Region),Casablanca,33.59,-7.61,1,0,"","05/16/2003: In a series of five related incidents, suicide bombers blew themselves up in Jewish Cemetery in Casablanca, Morocco. At least 4 people died in this explosion. The attack was part of five nearly simultaneous suicide attacks in Casablanca which killed 45 people, including 12 of the bombers, and wounded 100. Hundreds of people were later arrested in connection with the string of five suicide attacks. Of those arrested, eighty-seven people later tried in court were suspected to have been members of Salafia Jihadia. It was unclear if the perpetrators responsible for the attack had links with Al-Qaida.",1,1,1,0,"","",1,1,1,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,80,Memorial/Cemetery/Monument,Civilians,"Indiscriminate civilians at a Jewish Cemetery in Casablanca, Morocco",136,Morocco,"","","","","","","","","","","","","","","","",Salafia Jihadia,"","","","","",Unknown,1,"","",0,87,87,0,"","","","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","","",6,0,3,20,"",0,-9,"","","","",0,"","","","","","","","","","","","","","","","This was one of the five related incidents (cf. 20030516003-07). The total number of casualties was cumulatively reported as 45 fatalities and 100 injuries and these figures have been distributed evenly across these cases in order to preserve the statistical accuracy of the database. Twelve of the fourteen suicide bombers died in the five attacks. The investigation attributed the attack to the Salafia Jihadia. All the suicide bombers were coming from the same shanty town near Casablanca. Links with Al-Qaida and the suicide attacks in Riyadh four days earlier were also found. On August 19, 2003, a Casablanca criminal court sentenced to death four of the perpetrators in this incident, Hassan Taousi, Mohamed El Omari, Rachid Jalil, Yassine Lahnechearly. Prison sentences ranging from 10 months to life were given to the rest of the accused, including Miloudi Zakaria, who was sentenced to life in prison, and Mohammed Fizazi, Abdelkrim Chadli, and Omar Haddouchi, who were given 30-year sentences.","\"Elaine Sciolino, \"\"Aftereffects: Casablanca",officials suspect global terror tie in Morocco blasts,"\"\" The New York Times",May 18,"2003.\"","\"Gina Dogget, \"\"Morocco grapples with first major terrorist attack","\"\" Agence France Presse",May 18,"2003.\""
197305050001,1973,5,5,"",0,"",136,10,Middle East & North Africa,"",Casablanca,33.59,-7.61,1,0,"","",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",USIS Cultural Centre,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200305160005,2003,5,16,"",0,"",136,10,Middle East & North Africa,Greater Casablanca (Region),Casablanca,33.59,-7.61,1,0,"","05/16/2003: In a series of five related incidents, suicide bombers blew themselves up in a Jewish-owned Italian restaurant in Casablanca, Morocco, located in from of the Belgian Consulate. At least 2 people died in this explosion. The attack was part of five nearly simultaneous suicide attacks in Casablanca which killed 45 people, including 12 of the bombers, and wounded 100. Hundreds of people were later arrested in connection with the string of five suicide attacks. Of those arrested, eighty-seven people later tried in court were suspected to have been members of Salafia Jihadia. It was unclear if the perpetrators responsible for the attack had links with Al-Qaida.",1,1,1,0,"","",1,1,1,3,Bombing/Explosion,"","","","",1,Business,2,Restaurant/Bar/Caf�,Civilians,"Indiscriminate civilians at a Jewish-owned Italian restaurant in Casablanca, Morocco",999,Multinational,7,Government (Diplomatic),46,Embassy/Consulate,Belgian Ministry of Foreign Affairs,Belgian Consulate in Casablanca,21,Belgium,"","","","","","","","",Salafia Jihadia,"","","","","",Unknown,1,"","",0,87,87,0,"","","","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","","",6,0,2,20,"",0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","The restaurant was located just in front of the Belgian Consulate. Two guards of the Consulate were killed in the explosion. This was one of the five related incidents (cf. 20030516003-07). The total number of casualties was cumulatively reported as 45 fatalities and 100 injuries and these figures have been distributed evenly across these cases in order to preserve the statistical accuracy of the database. Twelve of the fourteen suicide bombers died in the five attacks. The investigation attributed the attack to the Salafia Jihadia. All the suicide bombers were coming from the same shanty town near Casablanca. Links with Al-Qaida and the suicide attacks in Riyadh four days earlier were also found. On August 19, 2003, a Casablanca criminal court sentenced to death four of the perpetrators in this incident, Hassan Taousi, Mohamed El Omari, Rachid Jalil, Yassine Lahnechearly. Prison sentences ranging from 10 months to life were given to the rest of the accused, including Miloudi Zakaria, who was sentenced to life in prison, and Mohammed Fizazi, Abdelkrim Chadli, and Omar Haddouchi, who were given 30-year sentences.","\"Elaine Sciolino, \"\"Aftereffects: Casablanca",officials suspect global terror tie in Morocco blasts,"\"\" The New York Times",May 18,"2003.\"","\"Gina Dogget, \"\"Morocco grapples with first major terrorist attack","\"\" Agence France Presse",May 18,"2003.\""
197601020001,1976,1,2,"",0,"",136,10,Middle East & North Africa,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,70,Student,NA,"unk, students",69,France,"","","","","","","","","","","","","","","","",Polisario Front,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","","","","","","","",0,"","","","",1,5,0,"","","",Morocco,1,0,"","","","","","","","","","","",PGIS,1,1,1,1,""
200305160006,2003,5,16,"",0,"",136,10,Middle East & North Africa,Greater Casablanca (Region),Casablanca,33.59,-7.61,1,0,"","05/16/2003: In a series of five related incidents, suicide bombers blew themselves up in a Jewish cultural center in Casablanca, Morocco. At least 3 people died in this explosion. The attack was part of five nearly simultaneous suicide attacks in Casablanca which killed 45 people, including 12 of the bombers, and wounded 100. Hundreds of people were later arrested in connection with the string of five suicide attacks. Of those arrested, eighty-seven people later tried in court were suspected to have been members of Salafia Jihadia. It was unclear if the perpetrators responsible for the attack had links with Al-Qaida.",1,1,1,0,"","",1,1,1,3,Bombing/Explosion,"","","","",1,Business,"","",Civilians,"Indiscriminate civilians at a Jewish cultural center in Casablanca, Morocco",999,Multinational,"","","","","","","","","","","","","","","","",Salafia Jihadia,"","","","","",Unknown,1,"","",0,87,87,0,"","","","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","","",6,0,2,20,"",0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","This was one of the five related incidents (cf. 20030516003-07). The total number of casualties was cumulatively reported as 45 fatalities and 100 injuries and these figures have been distributed evenly across these cases in order to preserve the statistical accuracy of the database. Twelve of the fourteen suicide bombers died in the five attacks. The investigation attributed the attack to the Salafia Jihadia. All the suicide bombers were coming from the same shanty town near Casablanca. Links with Al-Qaida and the suicide attacks in Riyadh four days earlier were also found. On August 19, 2003, a Casablanca criminal court sentenced to death four of the perpetrators in this incident, Hassan Taousi, Mohamed El Omari, Rachid Jalil, Yassine Lahnechearly. Prison sentences ranging from 10 months to life were given to the rest of the accused, including Miloudi Zakaria, who was sentenced to life in prison, and Mohammed Fizazi, Abdelkrim Chadli, and Omar Haddouchi, who were given 30-year sentences.","\"Elaine Sciolino, \"\"Aftereffects: Casablanca",officials suspect global terror tie in Morocco blasts,"\"\" The New York Times",May 18,"2003.\"","\"Gina Dogget, \"\"Morocco grapples with first major terrorist attack","\"\" Agence France Presse",May 18,"2003.\""
197812100001,1978,12,10,"",0,"",136,10,Middle East & North Africa,Guelmim-Es Semara,Tifariti,26.15872,-10.559209,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,"","","","",4,Military,"","","",fuel dump,136,Morocco,"","","","","","","","","","","","","","","","",Polisario Front,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",10,"","","","","",1,3,Minor (likely < $1 million),100000,"Damages: estimated at $100,000",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
200305160007,2003,5,16,"",0,"",136,10,Middle East & North Africa,Greater Casablanca (Region),Casablanca,33.59,-7.61,1,0,"","05/16/2003: In a series of five related incidents, suicide bombers blew themselves up in an international hotel in Casablanca, Morocco. At least 8 people died in this explosion. The attack was part of five nearly simultaneous suicide attacks in Casablanca which killed 45 people, including 12 of the bombers, and wounded 100. Hundreds of people were later arrested in connection with the string of five suicide attacks. Of those arrested, eighty-seven people later tried in court were suspected to have been members of Salafia Jihadia. It was unclear if the perpetrators responsible for the attack had links with Al-Qaida.",1,1,1,0,"","",1,1,1,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,Civilians,"Indiscriminate civilians at the Farah Maghreb Hotel in Casablanca, Morocco",999,Multinational,"","","","","","","","","","","","","","","","",Salafia Jihadia,"","","","","",Unknown,1,"","",0,87,87,0,"","","","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","","",8,0,2,20,"",0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","This was one of the five related incidents (cf. 20030516003-07). The total number of casualties was cumulatively reported as 45 fatalities and 100 injuries and these figures have been distributed evenly across these cases in order to preserve the statistical accuracy of the database. Twelve of the fourteen suicide bombers died in the five attacks. The investigation attributed the attack to the Salafia Jihadia. All the suicide bombers were coming from the same shanty town near Casablanca. Links with Al-Qaida and the suicide attacks in Riyadh four days earlier were also found. On August 19, 2003, a Casablanca criminal court sentenced to death four of the perpetrators in this incident, Hassan Taousi, Mohamed El Omari, Rachid Jalil, Yassine Lahnechearly. Prison sentences ranging from 10 months to life were given to the rest of the accused, including Miloudi Zakaria, who was sentenced to life in prison, and Mohammed Fizazi, Abdelkrim Chadli, and Omar Haddouchi, who were given 30-year sentences.","\"Elaine Sciolino, \"\"Aftereffects: Casablanca",officials suspect global terror tie in Morocco blasts,"\"\" The New York Times",May 18,"2003.\"","\"Gina Dogget, \"\"Morocco grapples with first major terrorist attack","\"\" Agence France Presse",May 18,"2003.\""
197901260004,1979,1,26,"",0,"",136,10,Middle East & North Africa,Meknes-Tafilalet,Maghnia,31.139406,-5.059223,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,2,Restaurant/Bar/Caf�,"",Cafe,136,Morocco,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",17,"","",1,3,Minor (likely < $1 million),5000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200703110006,2007,3,11,"",0,"",136,10,Middle East & North Africa,Greater Casablanca (Region),Casablanca,33.533333,-7.583333,1,1,The attack occurred in a caf� in the slums of Casablanca.,"03/11/2007: In a caf� in the slums of Casablanca, Morocco, suicide bomber Abdelfettah Rayid detonated an explosive attached to his person after the owner of the busy internet caf� asked him to stop looking at jihadist websites.  No other people were killed or injured and no group claimed responsibility.",1,1,1,0,"","",0,1,1,3,Bombing/Explosion,"","","","",1,Business,"","",Unknown,Unknown,136,Morocco,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,0,0,"","","","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","","",1,0,1,0,0,0,1,3,Minor (likely < $1 million),"",Damage was sustained to the interent caf� where the attack occurred.,0,"","","","","","","","","","","","","","","","","Edward F. Mickolus, Terrorism, 2005-2007: A Chronology  (Westport, CT: Praeger Security International) 2008.","","",CETIS,-9,-9,0,-9,""
197903040001,1979,3,4,"",0,"",136,10,Middle East & North Africa,Ceuta,Ceuta,35.889356,-5.321305,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,"",Hotel Ulises,136,Morocco,"","","","","","","","","","","","","","","","",Patriotic Moroccan Front,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",17,"","",1,3,Minor (likely < $1 million),25000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200703120002,2007,3,12,"",0,"",136,10,Middle East & North Africa,Greater Casablanca (Region),Casablanca,33.59,-7.61,1,0,"","03/12/2007: Two men got into an argument at a Moroccan internet caf� in the Sidi Moumen slum of Casablanca, who were blocked from viewing radical materials on the internet.  Reports indicate that they were attempting to find instructions on where to detonate themselves when his connection was blocked, prompting an argument between the two that resulted in a negligent/accidental detonation. 3 wounded, the bomber was killed, and his accomplice was injured and fled to be caught an hour later.  No claim of responsibility was reported.",1,1,1,0,"","",0,1,1,3,Bombing/Explosion,"","","","",1,Business,2,Restaurant/Bar/Caf�,Uknown,Casablanca Cyber Caf�,136,Morocco,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,2,1,0,"","","","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","","",1,0,1,4,0,0,1,3,Minor (likely < $1 million),"",The attack involved a bomb in a room full of computers- even a relatively low-power explosive would have caused damage.,0,"","","","","","","","","","","","","","","","","�Suicide attack in Casablanca kills bomber, wounds three�, Agence France  Presse, March 12, 2007","John Thorne, �Police arrest 13, find bomb equipment after apparently bungled  suicide bombing� Associated Press, March 14, 2007","�Moroccan bomber, accomplice identified�, BBC, March 12, 2007",CETIS,-9,-9,0,-9,""
198505290006,1985,5,29,"",0,"",136,10,Middle East & North Africa,Rabat-Sale-Zemmour-Zaer,Rabat,34.021185,-6.841146,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)","",car belonging to Syrian Ambassador to Morocco,200,Syria,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Car bomb,0,"","",0,"","",1,"","","","Damages: explosion/car bomb, destroyed car and damaged residence",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
