200108290011,2001,8,29,"",0,"",603,8,Western Europe,Northern Ireland,Ballycastle,55.201427,-6.252041,1,0,County Antrim,"08/29/2001: The Red Hand Defenders (RHD) placed a pipe bomb in Boyd Arms pub in the sea resort of Ballycastle, Northern Ireland. The device was found and defused.",1,1,1,0,"","",1,0,0,3,Bombing/Explosion,"","","","",18,Tourists,97,Tourist,"Tourists in Ballycastle, Northern Ireland","Boyd Arms pub in Ballycastle, Northern Ireland",233,Northern Ireland,"","","","","","","","","","","","","","","","",Red Hand Defenders (RHD),"","","","","",Unknown,0,"","",0,"",0,1,10,Unknown,"","","","","","",-9,6,Explosives,31,Pipe Bomb,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Steven Morris, �Bombs raise doubts on loyalist ceasefire: Mainly Catholic seaside resort of Ballycastle finds itself under attack,\"\" The Guardian",August 30,"2001.\"","Michael Bradley, �Series of bomb attacks in Antrim, Down,� The Irish Times, August 30, 2001.","�Police find many faces of loyalism in terror picture,� Belfast Telegraph, August 30, 2001.",CETIS,0,0,1
197006260001,1970,6,26,"",0,"",603,8,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,1,0,"","",1,1,1,0,"","",0,0,0,2,Armed Assault,"","","","",17,Terrorists/Non-State Militia,93,Terrorist,"","3 IRA members, 2 civilians",233,Northern Ireland,"","","","","","","","","","","","","","","","",Irish Republican Army (IRA),"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,5,"",3,"","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CAIN,0,0,1,1,""
200108290012,2001,8,29,"",0,"",603,8,Western Europe,Northern Ireland,Ballycastle,55.201427,-6.252041,1,0,County Antrim,"08/29/2001: The Red Hand Defenders (RHD) placed a pipe bomb in the Marine Hotel in the sea resort of Ballycastle, Northern Ireland, the United Kingdom. The bomb was found and defused and no injuries occurred.",1,1,1,0,"","",1,0,0,3,Bombing/Explosion,"","","","",18,Tourists,97,Tourist,"Tourists in Ballycastle, Northern Ireland",Marine Hotel,233,Northern Ireland,"","","","","","","","","","","","","","","","",Red Hand Defenders (RHD),"","","","","",Unknown,0,"","",0,"",0,1,10,Unknown,"","","","","","",-9,6,Explosives,31,Pipe Bomb,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Steven Morris, �Bombs raise doubts on loyalist ceasefire: Mainly Catholic seaside resort of Ballycastle finds itself under attack,\"\" The Guardian",August 30,"2001.\"","Michael Bradley, �Series of bomb attacks in Antrim, Down,� The Irish Times, August 30, 2001.","�Police find many faces of loyalism in terror picture,� Belfast Telegraph, August 30, 2001.",CETIS,0,0,1
197006270001,1970,6,27,"",0,"",603,8,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,69,Religion Identified,"","William Kincaid, 28, Daniel Loughins, 32 and Alexander Gould, 18, Prots",233,Northern Ireland,"","","","","","","","","","","","","","","","",Irish Republican Army (IRA),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,3,"","","","","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CAIN,0,0,1,1,""
200108290013,2001,8,29,"",0,"",603,8,Western Europe,Northern Ireland,Ballynahinch,54.403903,-5.894062,1,0,County Down,"08/29/2001: The Red Hand Defenders (RHD) detonated two pipe bombs in a Catholic home in Ballynahinch, Northern Ireland, the United Kingdom. No injuries occurred.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",18,Tourists,97,Tourist,Civilians,"Catholic home in Ballynahinch, Northern Ireland",233,Northern Ireland,"","","","","","","","","","","","","","","","",Red Hand Defenders (RHD),"","","","","",Unknown,0,"","",0,"",0,1,10,Unknown,"","","","","","",-9,6,Explosives,31,Pipe Bomb,"","","","","","","","","","","","","",0,0,0,0,0,0,0,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","\"Steven Morris, �Bombs raise doubts on loyalist ceasefire: Mainly Catholic seaside resort of Ballycastle finds itself under attack,\"\" The Guardian",August 30,"2001.\"","Michael Bradley, �Series of bomb attacks in Antrim, Down,� The Irish Times, August 30, 2001.","",CETIS,0,0,1
197006270002,1970,6,27,"",0,"",603,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,69,Religion Identified,"","Robert Neill, 38, protestant",233,Northern Ireland,"","","","","","","","","","","","","","","","",Irish Republican Army (IRA),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,1,"","","","","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CAIN,0,0,1,1,""
200108290019,2001,8,29,"",0,"",603,8,Western Europe,Northern Ireland,Ballycastle,55.201427,-6.252041,1,0,County Antrim,"08/29/2001: The autoparts store of Darren McBride, a Protestant, was badly damaged in an arson attack in a Catholic area of Ballycastle, Northern Ireland, the United Kingdom. No injuries occurred and no perpetrators were identified.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,7,Retail/Grocery/Bakery,Protestant-owned businesses,"Autoparts store of Darren McBride in Ballycastle, Northern Ireland",233,Northern Ireland,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The store was likely targeted due to being owned by a Protestant in  a Catholic neighborhood.,0,"","",0,"",0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,"",The store was badly damaged in the fire.,0,"","","","","","","","","","","","","","","","","�Counting cost of terrorist attacks arsonist bring misery for young entrepreneur,� Agence France Presse, August 30, 2001.","","",CETIS,-9,-9,1,1,""
197006270003,1970,6,27,"",0,"",603,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,69,Religion Identified,"","James McCurrie, 34, Protestant",233,Northern Ireland,"","","","","","","","","","","","","","","","",Irish Republican Army (IRA),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,1,"","","","","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CAIN,0,0,1,1,""
200109010012,2001,9,1,"",0,"",603,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,Belfast (Capital City),"09/01/2001: Two Catholic teenagers were attacked by a group of men suspected of belonging to the Ulster Freedom Fighters (UFF) in Westland Gardens, Belfast. The attackers used iron bars, sticks, and hammers during the melee. No group claimed responsibility for the attack.",1,1,1,1,2,Other Crime Type,0,1,0,8,Unarmed Assault,"","","","",14,Private Citizens & Property,69,Religion Identified,Civilians,Two Catholic Belfast teenagers,233,Northern Ireland,"","","","","","","","","","","","","","","","",Ulster Freedom Fighters (UFF),"","","","","",Unknown,1,"","",0,6,0,0,"","","","","","","","","",9,Melee,21,Blunt Object,"","","","","","","","","","","","","",0,0,0,2,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","Minutes after the assault, the victims said that a crowd of men armed with hammers, iron bars and sticks tried to invade their street.","\"\"\"N. Ireland: UFF blamed for street attack on teenagers",� The Irish News,September 3,"2001.\"","","",CETIS,0,0
197006270004,1970,6,27,"",0,"",603,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Catholic enclave,St. Matthew,233,Northern Ireland,14,Private Citizens & Property,68,Named Civilian,"","Henry McIlhone, 33",233,Northern Ireland,"","","","","","","","",Ulster Volunteer Force (UVF),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","",Firearm; Petroleum bomb,3,0,2,1,0,"",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CAIN,0,0,1,1,""
200109050004,2001,9,5,"",0,"",603,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,Belfast (Capital City),09/05/2001: A home-made bomb exploded in Belfast injuring four policemen. Protestant protesters at the Glenbryn Parade through the bomb at police posted nearby. Three men were arrested in connection with the incident and the Red Hand Defenders (RHD) claimed responsibility for the blast in a phone call.,1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,25,Police Security Forces/Officers,Police Forces,Royal Ulster Police at a parade in Belfast,233,Northern Ireland,"","","","","","","","","","","","","","","","",Red Hand Defenders (RHD),"","","","","",Unknown,1,"","",0,"",3,1,2,Call (post-incident),"","","","","","",-9,6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,4,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"School Bombing Terror",� Herald Sun,September 6,"2001.\"","Brian Lavery, �Target of Attack in Belfast: Little Girls Going to School,� The New Times, September 6, 2001.","",CETIS,0,0
197008110001,1970,8,11,"",0,"",603,8,Western Europe,Northern Ireland,Crossmaglen,54.077313,-6.608787,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,25,Police Security Forces/Officers,Royal Ulster Constabulary,"Samuel Donaldson, 23 and Robert Millar, 26, Protestants",233,Northern Ireland,"","","","","","","","","","","","","","","","",Irish Republican Army (IRA),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Booby-trap bomb,2,"","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CAIN,0,0,1,1,""
