200403290004,2004,3,29,"",0,"",219,7,Central Asia,Tashkent (Capital City),Tashkent,41.266667,69.216667,1,0,"","03/29/2004: Four people were killed and around 20 injured by two female suicide bombers at the Chorsu Bazaar in Tashkent, Uzbekistan. Authorities blamed the Islamic militants for the incident.",1,1,1,0,"","",0,1,1,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Indiscriminate civilians at a children's store and bus stop at the Chorsu Bazaar in Tashkent, Uzbekistan.",219,Uzbekistan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,2,0,0,"","","","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","",Female suicide bombers carried out the attack with unspecified explosives.,6,0,2,20,0,0,1,3,Minor (likely < $1 million),"",Damage was reported to the Bazaar and surrounding stores.,0,"","","","","","","","","","","","","","","","","Seth Mydans, �19 Killed in Uzbekistan; Terrorism Blamed,� New York Times, March 30, 2004.","�Clashes kill at least 23 in Uzbekistan,� The York Dispatch, March 30, 2004.","Burt Herman, �Explosions, 19 deaths blamed on,� Ventura County Star, March 30, 2004.",CETIS,-9,-9,0,-9,""
199205100019,1992,5,10,"",0,"",219,7,Central Asia,Tashkent,Tashkent,41.266667,69.216667,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,U.S. State Dept.,U.S. Embassy *,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200403310002,2004,3,31,"",0,"",219,7,Central Asia,Tashkent (Province),Yalangach,41.364635,69.38687,1,0,"","03/31/2004: Islamic militants clashed in a gun battle with police in Yalangach, a suburb of Tashkent, Uzbekistan. The incident left twenty perpetrators and three Uzbek police dead as well as five police wounded. The perpetrators reportedly blew themselves up with suicide belts, which ended the incident.",1,1,1,0,"","",0,1,1,2,Armed Assault,3,Bombing/Explosion,"","",3,Police,25,Police Security Forces/Officers,Uzbek Security Forces,"Uzbek security forces in Tashkent, Uzbekistan.",219,Uzbekistan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,20,0,0,"","","","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),5,Firearms,5,Unknown Gun Type,"","","","","","","","",Unspecified guns and suicide belts were used in this incident.,23,0,20,5,0,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","",The Islamic Movement of Uzbekistan was reported as the dominant threat in the country during this incident.,"�Police, militants killed during Tashkent shootout,� The Globe and Mail, March 31, 2004.","Bert Herman, �Blasts precede gunfight: 23 killed. Islamist movement was reported to have been routed,� The Gazette, March 31, 2004.","Julius Strauss,� Fears of civil war rise in Uzbek capital as suicide bombers renew attacks: Islamist Terrorists Blamed; 42 People Die in Three Days of Violence,� Ottawa Citizen, March 31, 2004.",CETIS,-9,-9,0,-9,""
199206290012,1992,6,29,"",0,"",219,7,Central Asia,"",Tashkent,41.266667,69.216667,1,0,"","",1,1,1,-9,"","",0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,Birlak Movement  Pro-democracy Movement,Movement Head Abdurahim Pulatov,219,Uzbekistan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,4,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",1,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200407300001,2004,7,30,"",0,"",219,7,Central Asia,Tashkent (Capital City),Tashkent,41.266667,69.216667,1,0,"","07/30/2004: Three people, including a suicide bomber, were killed and one person was injured as the perpetrator set-off an explosive device at the Israeli Embassy in Tashkent, Uzbekistan. The Islamic Movement of Uzbekistan (IMU), the Islamic Jihad Group (IJG), and Hizb al-Tahrir al-Islami (HT) each claimed responsibility. Officials suspected that the IJG was responsible for the attacks. The U.S. Embassy and the Uzbekistan Prosecutor General�s Office in Tashkent were also attacked in related incidents.",1,1,1,0,"","",1,1,1,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,Israeli Ministry of Foreign Affairs,Israeli Embassy in Tashkent,97,Israel,"","","","","","","","","","","","","","","","",Islamic Jihad Group (IJG),"",Islamic Movement of Uzbekistan (IMU),"",Hizb al-Tahrir al-Islami (HT),"",Unknown,1,1,1,0,1,0,1,10,Unknown,1,7,"Posted to website, blog, etc.",1,7,"Posted to website, blog, etc.",1,6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","","",3,0,1,1,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","�Who is responsible for Tashkent blasts?� The Nation, July 31, 2004.","Muhammad Ismail, �Uzbekistan on alert as toll from suicide attacks rises,� Agence France Presse, July 31, 2004.","Burt Herman, �Suicide bombers target U.S., Israel Embassies; two Uzbeks killed,� The Associated Press, July 30, 2004.",CETIS,0,1,1,1,"200407300001, 200407300002, 200407300003"
199501210002,1995,1,21,"",0,"",219,7,Central Asia,Tashkent,Tashkent,41.266667,69.216667,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,71,Race/Ethnicity Identified,"",Home of American Businessman,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200407300002,2004,7,30,"",0,"",219,7,Central Asia,Tashkent (Capital City),Tashkent,41.266667,69.216667,1,0,"","07/30/2004: Two people, including a suicide bomber, were killed and one person was injured as a suicide bomber set-off an explosion at the U.S. Embassy in Tashkent, Uzbekistan. The Islamic Movement of Uzbekistan (IMU), the Islamic Jihad Group (IJG), and Hizb al-Tahrir al-Islami (HT) each claimed responsibility. Officials suspected that the IJG was responsible for the attacks. The Israeli Embassy and the Uzbekistan Prosecutor General�s Office in Tashkent were also attacked in related incidents.",1,1,1,0,"","",1,1,1,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,U.S. Department of State,U.S. Embassy in Tashkent,217,United States,"","","","","","","","","","","","","","","","",Islamic Jihad Group (IJG),"",Islamic Movement of Uzbekistan (IMU),"",Hizb al-Tahrir al-Islami (HT),"",Unknown,1,1,1,0,1,0,1,10,Unknown,1,7,"Posted to website, blog, etc.",1,7,"Posted to website, blog, etc.",1,6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","","",2,0,1,1,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","�Who is responsible for Tashkent blasts?� The Nation, July 31, 2004.","Muhammad Ismail, �Uzbekistan on alert as toll from suicide attacks rises,� Agence France Presse, July 31, 2004.","Burt Herman, �Suicide bombers target U.S., Israel Embassies; two Uzbeks killed,� The Associated Press, July 30, 2004.",CETIS,0,1,1,1,"200407300002, 200407300001, 200407300003"
199902160002,1999,2,16,"",0,"",219,7,Central Asia,Tashkent (Capital City),Tashkent,41.266667,69.216667,1,0,"","02/16/1999: At approximately 10:50 am local time, two car bombs exploded 200 meters away from a Government building in Tashkent, Uzbekistan. This attack was the first of six that took place within an hour of each other. At least 128 people were wounded and 13 killed in the combined attacks. There was some official speculation that these incidents were targeting Uzbek President Islam Karimov, whose motorcade was traveling through the city during the attacks. There were no claims of responsibility, but officials searched for 12 people believed to be involved in the bombing.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,Uzbekistan Government,Government building in Tashkent,219,Uzbekistan,2,Government (General),17,Head of State,Uzbekistan Government,Uzbek President Islam Karimov,219,Uzbekistan,"","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","","",3,0,0,22,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","This was one of six related attacks (cf. 199902160002-7). It was not clear which casualties resulted from which attack, so the total figures were divided equally across these cases to preserve the statistical accuracy of the database. Two motives were suggested for the bombings: the assassination of President Karimov; an intimidation tactic by religious extremists to show displeasure with current secular policies.","\"Alexander Koretsky, \"\"Attempt To Blast Uzbekistan President Undertaken",� Russian Press Digest,February 17,"1999.\"","\"\"\"Bomb attacks target Uzbek president",reports of 10 dead,� Agence France Presse,February 16,"1999.\""
200407300003,2004,7,30,"",0,"",219,7,Central Asia,Tashkent (Capital City),Tashkent,41.266667,69.216667,1,0,"","07/30/2004: Two people, including a suicide bomber, were killed and four people were injured as a suicide bomber set-off an explosion at the Prosecutor General's Office in Tashkent, Uzbekistan. The Islamic Movement of Uzbekistan (IMU), the Islamic Jihad Group (IJG), and Hizb al-Tahrir al-Islami (HT) each claimed responsibility. Officials suspected that the IJG was responsible for the attacks. The Israeli Embassy and the U.S. Embassy in Tashkent were also attacked in related incidents.",1,1,1,0,"","",1,1,1,3,Bombing/Explosion,"","","","",2,Government (General),14,Judge/Attorney/Court,Uzbek Prosecutor General,Prosecutor General's Office in Tashkent,219,Uzbekistan,"","","","","","","","","","","","","","","","",Islamic Jihad Group (IJG),"",Islamic Movement of Uzbekistan (IMU),"",Hizb al-Tahrir al-Islami (HT),"",Unknown,0,1,1,0,1,0,1,10,Unknown,1,7,"Posted to website, blog, etc.",1,7,"Posted to website, blog, etc.",1,6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","","",2,0,1,4,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","�Who is responsible for Tashkent blasts?� The Nation, July 31, 2004.","Muhammad Ismail, �Uzbekistan on alert as toll from suicide attacks rises,� Agence France Presse, July 31, 2004.","Burt Herman, �Suicide bombers target U.S., Israel Embassies; two Uzbeks killed,� The Associated Press, July 30, 2004.",CETIS,0,1,0,1,"200407300003, 200407300001, 200407300002"
199902160003,1999,2,16,"",0,"",219,7,Central Asia,Tashkent (Capital City),Tashkent,41.266667,69.216667,1,0,"","02/16/1999: At approximately 11:05 am local time, a car bomb exploded near a Government building in Tashkent, Uzbekistan. This attack was the second of six that took place within an hour of each other. At least 128 people were wounded and 13 killed in the combined attacks. There was some official speculation that these incidents were targeting Uzbek President Islam Karimov, whose motorcade was traveling through the city during the attacks. There were no claims of responsibility, but officials searched for 12 people believed to be involved in the bombing.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,Uzbekistan Government,Government building in Tashkent,219,Uzbekistan,2,Government (General),17,Head of State,Uzbekistan Government,Uzbek President Islam Karimov,219,Uzbekistan,"","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","","",2,0,0,22,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","This was one of six related attacks (cf. 199902160002-7). It was not clear which casualties resulted from which attack, so the total figures were divided equally across these cases to preserve the statistical accuracy of the database. Two motives were suggested for the bombings: the assassination of President Karimov; an intimidation tactic by religious extremists to show displeasure with current secular policies.","\"Alexander Koretsky, \"\"Attempt To Blast Uzbekistan President Undertaken",� Russian Press Digest,February 17,"1999.\"","\"\"\"Bomb attacks target Uzbek president",reports of 10 dead,� Agence France Presse,February 16,"1999.\""
