197004030001,1970,4,3,"",0,"",96,8,Western Europe,Dublin,Dublin,53.361675,-6.245485,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",1,Business,3,Bank/Commerce,Bank of Ireland,"Richard Fallon, 42, Garda Siochana",96,Ireland,"","","","","","","","","","","","","","","","",Saor Eire (Irish Republican Group),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,1,"","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CAIN,1,1,0,1,""
200305060007,2003,5,6,"",0,"",96,8,Western Europe,Dublin,Dublin,53.361675,-6.245485,1,0,"","05/6/2003: A bomb planted in Merrion Square in Dublin, Ireland, was found and disarmed after a phone call warning of the bomb. Police suspected dissident republicans were responsible for the incident.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Indiscriminate civilians in Merrion Square in Dublin, Ireland",96,Ireland,"","","","","","","","","","","","","","","","",Dissident Republicans,"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Carol Coulter, \"\"Dissident group linked to bomb","\"\" The Irish Times",May 07,"2003.\"","","",CETIS,1,1
197110270002,1971,10,27,"",0,"",96,8,Western Europe,Dublin,Dublin,53.361675,-6.245485,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,68,Named Civilian,Saor Eire,"Peter Graham, 26",96,Ireland,"","","","","","","","","","","","","","","","",Saor Eire (Irish Republican Group),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,1,"","","","","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CAIN,1,1,0,1,""
200604040015,2006,4,4,"",0,"",96,8,Western Europe,Donegal,Maas,54.830603,-8.369233,1,0,8 km from Glenties village in townland of Classey on the road to Doochary,"04/04/2006: Denis Donaldson, the former Sinn F�in member at the center of the spy scandal which brought down the Northern Ireland Assembly, was found shot dead and his body was discovered by Garda� at 5 p.m. at his home in County Donegal with a gunshot wound to his chest. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,Political System of Northern Ireland,"Denis Donaldson, former member of Sinn F�in",233,Northern Ireland,"","","","","","","","","","","","","","","","",Irish Republican Army (IRA),"","","","","",Alleged retribution for Donaldson's alleged role in republic spy ring at assembly offices,1,"","",0,"",0,0,"","","","","","","","","",5,Firearms,4,Rifle/Shotgun (non-automatic),"","","","","","","","","","","","","The weapon to Donaldson's chest was by a shotgun. There was suspicions that we may have been tortured before death and his body mutilated. The first two shot were fired at the door, and the second two hit him.",1,0,0,0,0,0,1,3,Minor (likely < $1 million),"",A passerby reported seeing broken window and a smashed in door.,0,"","","","","","","","","","","","","","","","The Irish Justice Minister initially had said the gunshot wound was to the head, but a post mortem indicated it was towards the chest. There had been an open-ended search on the whereabouts of Donaldson's own gun after the attack. --Donaldson told a news conference on Dec. 16, 2005 that he had been working as a British spy and working for the British secret service as an insider in the Irish Republican Army since the 1980's, and that there had never been a spy ring at Stormont. He then moved from his Belfast home to a cottage near the village of Glenties in County Donegal to go into hiding because the IRA's punishment for informing is death. --The IRA and Sinn F�in denied involvement in the murder. On April 8, Donaldson was buried at Belfast City Cemetery instead of Milltown Cemetery, a symbol of Irish republicanism, and was perceived as a final snub by the republican movement. --A year later, senior Garda� stated that the murder may have been an accidental result of a botched kidnapping operation by an IRA gang to extract information about Donaldson's work with the British. In July 2007, Garda� believed that they had a senior figure in the IRA with a history of involvement of the IRA's terrorist campaign as a suspect.","Moriarty, Gerry and Keenan, Dan, �Republican members suspected of killing Donaldson,� The Irish Times, April 06, 2006.","Lavery, Brian, �IRA aide who spied for British is killed; Death called a threat to Ulster equilibrium,� The International Herald Tribune, April 04, 2006.","Sharrock, David, �Gardai identify agent's killer as IRA man,� Sunday Times (London), July 29, 2007.",CETIS,1,0,1,1,""
197202020002,1972,2,2,"",0,"",96,8,Western Europe,Dublin,Dublin,53.361675,-6.245485,1,0,"","",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",UK embassy,216,Great Britain,"","","","","","","","","","","","","","","","",Irish Republican Army (IRA),"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
200705200001,2007,5,20,"",0,"",96,8,Western Europe,Dublin,Dublin,53.361675,-6.245485,1,0,"","05/20/2007: Unknown assailants detonated a pipe bomb underneath a vehicle at a private residence in Dublin, Ireland.  There are no reports of any fatalities or injuries.  No one claimed responsibility.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,"","",Unknown,Unknown,97,Israel,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",-9,"","","","","","","","",-9,6,Explosives,31,Pipe Bomb,"","","","","","","","","","","","",A pipe bomb was either thrown or placed under the victims car in their driveway at their residence.,0,0,"",0,0,"",1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","�Pipe bomb attack at house blamed on feud,� Irish Independent.  May 22, 2007.","Damien Lane.  �Family of 6 escape pipe bomb terror,� The Sun (England).  May 22, 2007.","",CETIS,-9,-9,1,1,""
197206100001,1972,6,10,"",0,"",96,8,Western Europe,Dublin,Dublin,53.361675,-6.245485,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",FRG embassy,75,Germany,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200805240029,2008,5,24,"",0,"",96,8,Western Europe,Dublin,Tallaght,53.284904,-6.36717,1,0,"The attack took place in Tallaght, Dublin, Ireland.","05/24/2008: On Saturday, a petrol bomb was used to attack an empty house in Tallaght, Dublin, Ireland. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,73,Vehicles/Transportation,"",An empty house was the target.,96,Ireland,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,19,Molotov Cocktail/Petrol Bomb,"","","","","","","","","","","","",Molotov cocktails were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",There was extensive damage to the house.,0,"","","","","","","","","","","","","","","","","\"Belfast Telegraph,\"\"Petrol Bomb Destroys House in Tallaght","\"\" Belfast Telegraph",May 24,"2008.\"","\"Triton Reports,\"\"Petrol bomb attack carried out against house in Tallaght","\"\" Triton Reports",May 26,"2008.\"",""
197209210001,1972,9,21,"",0,"",96,8,Western Europe,Cavan,Aghalane,54.123175,-7.478935,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Ulster Defence Regiment,"Thomas and Emily Bullock, 53 and 50, Protestants",233,Northern Ireland,"","","","","","","","","","","","","","","","",Irish Republican Army (IRA),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,2,"","","","","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CAIN,1,0,1,1,""
200808080019,2008,8,8,"",0,"",96,8,Western Europe,Dublin,Finglas,53.361675,-6.245485,1,0,"","08/08/2008: On Friday at 2300, in Finglas, Dublin, Ireland, a pipe bomb was found in Dunsink Lane. Bomb disposal experts came and defused the bomb. No group claimed responsibility.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",20,Unknown,"","","",The specific target is unknown.,96,Ireland,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",An improvised explosive device was used in the attack.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Triton Reports, \"\"A Pipe Bomb Found in Dunsink Lane in Finglas",Dublin,"\"\" Triton Reports",January 2,"2008.\"","\"rte.ie.news: Radio Telefís Éireann (Ireland), \"\"Pipe Bomb Found in Dublin","\"\" LexisNexis Academic",rte.ie.news: Radio Telefís Éireann (Ireland),August 9
197212010001,1972,12,1,"",0,"",96,8,Western Europe,Dublin,Dublin,53.361675,-6.245485,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,69,Religion Identified,"","George Bradshaw, 30 and Thomas Duffy, 23",96,Ireland,"","","","","","","","","","","","","","","","",Ulster Volunteer Force (UVF),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Car bomb,2,"","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CAIN,1,1,0,1,""
200808140047,2008,8,14,"",0,"",96,8,Western Europe,Offaly,Tullamore,53.273908,-7.494548,1,0,"The attack took place in Tullamore, Offaly, Ireland.","08/14/2008: On Thursday in Tullamore, Offaly, Ireland, an improvised explosive device was found at a flats complex. The device was described as a 5L container, filled with petrol and small nails, attached to the wiring components of a torch. No group claimed responsibility.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",20,Unknown,"","","",The specific target is unknown.,96,Ireland,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",An improvised explosive device was used.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Triton Reports, \"\"An IED Found at a Flats Complex in Tullamore",Co Offaly,"\"\" Triton Reports",January 5,"2008.\"","\"The Irish Times, \"\"Petrol Bomb May Have Been Intended for Use in Local Feud","\"\" LexisNexis Academic",The Irish Times,August 16
197212280002,1972,12,28,"",0,"",96,8,Western Europe,Cavan,Belturbet,54.101906,-7.449668,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Post office,"Geraldine O'Reilly, 15 and Patrick Stanley, 17",96,Ireland,"","","","","","","","","","","","","","","","",Protestant extremists,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Car bomb,2,"","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CAIN,-9,-9,0,-9,""
200808220017,2008,8,22,"",0,"",96,8,Western Europe,Westmeath,Mullingar,53.524766,-7.337866,1,0,"The attack took place in Mullingar, Westmeath, Ireland.","08/22/2008: On Friday at 2205, in Mullingar, Westmeath, Ireland, a petrol bomb attack was carried out against a house. The attack was carried out by men wearing balaclavas. No casualties were reported. No group claimed responsibility.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,76,House/Apartment/Residence,"",A house,96,Ireland,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","",A petrol bomb was used in the attack.,0,0,0,0,0,0,-9,4,Unknown,"",It is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","","","\"Triton Reports, \"\"A Petrol Bomb Attack in Mullingar","\"\" Triton Reports",January 5,"2009.\"","\"News of the World (London, England), \"\"House is Bombed","\"\" LexisNexis Academic",News of the World (London,England),August 24
197301010001,1973,1,1,"",0,"",96,8,Western Europe,Donegal,Birdstown,55.068445,-7.355583,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,"","Oliver Boyce, Breige Porter civilians",96,Ireland,"","","","","","","","","","","","","","","","",Ulster Freedom Fighters (UFF),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,2,"","","","","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CAIN,1,1,0,1,""
200808260031,2008,8,26,"",0,"",96,8,Western Europe,Dublin,Dublin,53.361675,-6.245485,1,0,"The attack took place in Dublin City, Dublin, Ireland.","08/26/2008: On Tuesday at 0115, in Dublin City, Dublin, Ireland, an improvised explosive device was found on the doorstep of a house. The house belonged to a Wheatfield prison officer. No group claimed responsibility.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",3,Police,25,Police Security Forces/Officers,"",A Wheatfield prison officer,96,Ireland,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",An improvised explosive device was used.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Triton Reports, \"\"An IED Found on the Doorstep of a House in Dublin","\"\" Triton Reports",January 5,"2009.\"","\"Daily Mail (London, UK), \"\"Bomb Planted Outside Prison Officer's Home","\"\" LexisNexis Academic",Daily Mail (London,UK),August 27
197301200001,1973,1,20,"",0,"",96,8,Western Europe,Dublin,Dublin,53.361675,-6.245485,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,68,Named Civilian,"",Thomas Douglas,96,Ireland,"","","","","","","","","","","","","","","","",Ulster Volunteer Force (UVF),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Car bomb,1,"","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CAIN,1,1,0,1,""
197310280002,1973,10,28,"",0,"",96,8,Western Europe,Donegal,Lifford,54.83279,-7.481274,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,1,Assassination,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Royal Ulster Constabulary,John Doherty,96,Ireland,"","","","","","","","","","","","","","","","",Irish Republican Army (IRA),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,1,"","","","","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CAIN,1,1,0,1,""
