200111110010,2001,11,11,"",0,"",228,10,Middle East & North Africa,Hadramawt,Masila,15.965333,49.000313,1,0,The incident occurred at an oil facility in the area.,"11/11/2001: A bomb exploded at Nexen Inc. oil production facilities in Masila, Yemen. There were no injuries however a vehicle was damaged. There was no information on the source of the bomb or who committed the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,108,Oil,Nexen Inc.,Nexen Inc Oil Production Facilities,38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The explosion damaged vehicle that was parked outside.,0,"","","","","","","","","","","","","","","","The disturbance corresponded with a visit to the site by company officials, who were on a routine inspection of the Masila oilfield, which pumps 230,000 barrels of oil per day. Nexen was a Canadian global energy and chemicals company.","Grant Robertson, �Parking lot explosion in Yemen Damaged Nexen vehicles,� Calgary Herald, November 13, 2001.","","",CETIS,-9,-9,1,1,""
199101310005,1991,1,31,"",0,"",228,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Japan State Dept.,"Residence, Japanese Ambassador Masaaki Noguchi",101,Japan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200112230004,2001,12,23,"",0,"",228,10,Middle East & North Africa,Unknown,Al-Siyani,"","",5,0,"","12/23/2001: Several armed men attacked a security post during an attempt to rescue a detained prisoner in al-Siyani, Yemen. One security personnel member and one assailant were killed in the attack.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Yemeni Interior Ministry,"Yemeni Soldiers in al-Siyani, Yemen",228,Yemen,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The armed men attacked the security post in an attempt to free a prisoner.,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","","",2,0,1,"",0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","","\"�Report on Armed Attack on Yemeni Security Post,\"\" Aden Al-Ayyam",December 26,"2001.\"","","",CETIS,-9,-9,0
199105100006,1991,5,10,"",0,"",228,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,1,"","",1,1,1,-9,"","",0,1,0,4,Hijacking,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",U.S. Stage Dept,2 car motorcade *,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",0,"","","","",1,-99,0,"","",Yemen,Yemen,0,"","","","","",2,Hostage(s) released by perpetrators,7,"","","","",PGIS,-9,-9,1,1,""
200204120006,2002,4,12,"",0,"",228,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,"The incident occurred in the Sheraton district of Sanaa, near the U.S. Embassy.","04/12/2002: An explosion occurred in the Sheraton district of Sanaa, near the US Embassy. Though police believed the blast targeted a Yemeni intelligence officer and not the embassy, a group identifying as Sympathizers of Al-Qaida distributed pamphlets throughout Sanaa claiming responsibility for attempting to hit the embassy. No one was arrested.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,United States Department of State,US Embassy in Sanaa,217,United States,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Civilians in Sheraton, Sanaa, Yemen",228,Yemen,"","","","","","","","",Sympathizers of Al-Qaida Organization,"","","","","",Unknown,1,"","",0,"",0,1,1,Letter,"","","","","","",-9,6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Al-Qaeda sympathizers claim bomb responsibility in Yemen","\"\" Middle East News Online","04/15/2002.\"","\"\"\"yemen: Al-Qaidah 'sympathizers' take credit for US embassy blast","\"\" BBC Monitoring Middle East","04/16/2002.\"","\"\"\"Security stepped up after blast near US embassy in Sanaa","\"\" Agence France Presse","04/12/2002.\""
199107220030,1991,7,22,"",1,7/24/1991,228,10,Middle East & North Africa,Marib,Marib,15.45639,45.324871,1,0,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,"","","U.S. Firm, name not given","U.S. National Employee, name not given",217,United States,"","","","","","","","","","","","","","","","",Bedouin tribesmen,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,1,1,0,2,"",Yemen,0,"","","","","",2,Hostage(s) released by perpetrators,1,"","","","",PGIS,-9,-9,1,1,""
200204160006,2002,4,16,"",0,"",228,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,"",04/16/2002: An explosion occurred near the Yemeni Civil Aviation Authority building in Sanaa. There was no structural damage and no casualties. A group claiming to support Al-Qaida claimed responsibility. The group is believed to be the same that set off an explosion near the US embassy earlier in the month.,1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,Government offices,Civil Aviation Authority,228,Yemen,"","","","","","","","","","","","","","","","",Sympathizers of Al-Qaida Organization,"","","","","",Unknown,0,"","",0,"",0,1,10,Unknown,"","","","","","",-9,6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"Ahmed Al-Haj, \"\"Repair work begins a day after bombing in Yemeni capital","\"\" Associated Press","04/17/2002.\"","\"Sarah Meyers, \"\"Another blast rocks Sana'a","\"\" World Markets Analysis","04/16/2002.\"","\"\"\"Blast hits Yemeni government buildings","\"\" The Miami Herald","04/17/2002.\""
199109000001,1991,9,0,"",0,"",228,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Yemeni National Grouping Party,Party leader Omar al-Jawi*,228,Yemen,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",5,Firearms,3,Handgun,5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","",Pistol; Automatic firearm,1,"","",2,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200204280003,2002,4,28,"",0,"",228,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,The incident occurred in the Habra neighborhood of Sanaa.,"04/28/2002: An explosion and heavy artillery fire occurred in the Habra district of Sana'a, Yemen. The number of dead or injured was not reported. No group claimed responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,2,Armed Assault,"","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in Sana'a,228,Yemen,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","","","",-9,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Explosion",shooting in northeastern district of Sanaa,"\"\" Agence France Presse","04/29/2002.\"","\"\"\"1st lead: Strong explosion",gunfire reported near U.S. embassy in Sanaa,"\"\" Deutsche Presse Agentur","04/29/2002.\"",""
199111180012,1991,11,18,"",0,"",228,10,Middle East & North Africa,Marib,Marib,15.45639,45.324871,1,1,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",1,Business,4,Multinational Corporation,"US Firm, name not stated",Truck carrying employees,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200205090003,2002,5,9,"",0,"",228,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,The incident occurred at the entrance to the street where the Yemeni Prime Minister Abdul Qader Bajammal.,"05/09/2002: A bomb exploded at the entrance of a street leading to the house of Yemeni Prime Minister Abdul Qader Bajammal in Sana�a, Yemen. The explosion did not result in any casualties. The Sympathizers of Al-Qaida Organization claimed responsibility for the bombing and threatened future attacks if the government of Yemen did not release 173 prisoners who had been imprisoned in an anti-terrorist crackdown.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),17,Head of State,Yemen Government,Yemen Prime Minister Abdul Qader Bajammal's personal residence,228,Yemen,"","","","","","","","","","","","","","","","",Sympathizers of Al-Qaida Organization,"","","","","",The attack was to obtain the release of 173 militants arrested by the Yemeni government during an anti-terrorism crackdown.,0,"","",0,"",0,1,10,Unknown,"","","","","","",-9,6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",The bomb reportedly yielded a small explosion.,0,0,0,0,0,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","Dr. Sarah Meyers, �Another Bomb Blast Hits Sana'a,� World Market Analysis, May 10, 2002.","","",CETIS,0,0,0,0,""
199202060003,1992,2,6,"",0,"",228,10,Middle East & North Africa,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Yemeni Socialist Party,Official,228,Yemen,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200209060002,2002,9,6,"",0,"",228,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,"","9/6/2002: A bomb exploded in the Al-Safia neighborhood of Sana'a, Amanat Al Asimah, Yemen.  One person was killed and three more were injured.  The explosion occurred near the finance ministry building.  Authorities did not rule out the possibility that the person killed in the explosion, Ahmad Saleh, was carrying the bomb when it exploded.  No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the Al-Safia neighborhood of Sana'a,228,Yemen,"","","","","","","","","","","","","","","","",Unknown,"","","","","","Specific motive is unknown; however, sources note that there has been a number of bomb attacks in support of Al-Qa ida.",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",1,0,0,3,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","It is possible that the explosion occurred prematurely, while the bomb was being transported.","\"\"\"Yemeni killed",three people wounded in Sanaa blast [Corrected 09/06/02],"\"\" Agence France-Presse",September 6,"2002.\"","\"\"\"Yemen blast kills one man",US interests said targeted,"\"\" Kuna News Agency",September 6
199202070004,1992,2,7,"",0,"",228,10,Middle East & North Africa,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Yemeni General Peoples Congress Party,Said Muhammed Al-Samawi and Ahmad Ali al-Bahri,228,Yemen,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",2,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200211030008,2002,11,3,"",0,"",228,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.441952,44.243157,1,0,The incident occurred right after the helicopter took off from Sanaa Airport.,"11/03/2002: A helicopter carrying two Hunt Corp., U.S. oil company, employees were shot at with small-arms fire right after takeoff at Sanaa airport in Sanaa, Marib Governorate, Yemen. The helicopter had an emergency landing at the airport and the two employees were injured. Al-Qaida was suspected responsible for the attack.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,2,Armed Assault,"","",1,Business,4,Multinational Corporation,Hunt Corporation,Hunt Corp. employees in Sanaa,217,United States,"","","","","","","","","","","","","","","","",Sympathizers of Al-Qaida Organization,"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unspecified weapons were used in the incident.,0,0,0,2,2,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"Ahmed al-Haj, \"\"Helicopter Carrying U.S. Oil Company Employees Fired on in Yemen",Two Slightly Injured,� The Associated Press State & Local Wire,November 3,"2002.\"","\"Ahmed al-Haj, \"\"Six Al-Qaida Suspects",Including Bin Laden Operative,Killed in Car Explosion in Yemen,� BC cycle
