197305010002,1973,5,1,"",0,"",4,6,South Asia,Kabul,Kabul,34.516895,69.147011,1,0,"","",1,1,1,0,"","",0,0,0,9,Unknown,"","","","",6,Airports & Aircraft,43,Airline Officer/Personnel,Indian Airlines,"unk, asst. mgr., Indian Airlines, Kabul",92,India,"","","","","","","","","","","","","","","","",Black December,"","","","","","",0,"","",0,1,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",1,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200109020002,2001,9,2,"",0,"",4,6,South Asia,Takhar,Taloqan,36.733459,69.537758,1,0,"","09/02/2001: Rebels fired two rockets onto Taloqan, Takhar Province, hitting the home of Haji Gul Aqa. The two rockets killed four people and injured 13 others. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,76,House/Apartment/Residence,Civilians,"Two houses within the town of Taloqan, Afghanistan",4,Afghanistan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","","",4,0,0,14,0,0,1,2,Major (likely >= $1 million but < $1 billion),"",Reports on the attack indicated that the rockets caused enormous material damage to the citizens of Taloqan.,0,"","","","","","","","","","","","","","","","","\"\"\"Four Killed",14 Injured in Rocket Explosions in Northern Afghanistan,� Bakhtar News Agency,September 3,"2001.\"","","",CETIS,-9
197902140010,1979,2,14,"",0,"",4,6,South Asia,Kabul,Kabul,34.516895,69.147011,1,0,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",U.S. Government,"U.S. Amassador Adolph Dubs, 58",217,United States,"","","","","","","","","","","","","","","","",Shia Muslim extremists,"","","","","","",0,"","",0,2,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",1,1,"",0,0,"",0,"","","","",1,1,1,"","","",Afghanistan,1,0,"","","","",4,Hostage(s) killed (not during rescue attempt),1,"","","","",PGIS,-9,-9,1,1,""
200109100001,2001,9,10,"",0,"",4,6,South Asia,Takhar,Khodja Baha ud din,37.340225,69.536949,1,0,"","09/10/2001: Ahmed Shah Masood, the leader of Afghanistan's anti-Taliban opposition, was seriously injured when two Algerians posing as television journalists appeared to detonate a bomb concealed in their camera. His aide, Azim Suhail, was killed in the attack. The attack occurred in Khodja Bahauddin, in northern Afghanistan's Takhar province. One of the bombers died in the explosion and Mr. Masood's guards shot dead the second Algerian attacker as he tried to escape. Although suspect of being behind the attack, the Taliban denied responsibility.",1,1,1,0,"","",0,1,1,3,Bombing/Explosion,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Afghanistan Opposition,"Ahmed Shah Masood, Afghanistan opposition leader",4,Afghanistan,"","","","","","","","","","","","","","","","",Taliban,"","","","","",Unknown,1,"","",0,2,1,0,"","","","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","","",3,0,2,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","Luke Harding, �Afghan Rebel Leader Blown Up in Assassination Attempt,� The Guardian, September 11, 2001.","\"\"\"Camera Bomb Injures Leader",� The Herald Sun,September 10,"2001.\"","",CETIS,0,0
197908270005,1979,8,27,"",0,"",4,6,South Asia,Ghazni,Ghazni,33.542622,68.415329,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,99,Bus (excluding tourists),"",Bus,4,Afghanistan,"","","","","","","","","","","","","","","","",Muslim Guerrillas,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,50,"","",0,"","",1,3,Minor (likely < $1 million),30000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200109260002,2001,9,26,"",0,"",4,6,South Asia,Kabul,Kabul,34.516895,69.147011,1,0,"","09/26/2001: A mob of thousands set fire to the abandoned United States Embassy in Kabul, Afghanistan. Although most of the perpetrators were pro-Taliban government workers and students, no group claimed responsibility for the attack.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,United States Department of State,US Embassy in Kabul,217,United States,"","","","","","","","","","","","","","","","",Taliban,"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The abandoned US Embassy in Kabul was set on fire.  Several of the outer buildings in the compound burned down.  Numerous abandoned vehicles in the compound were torched as well.,0,"","","","","","","","","","","","","","","","\"The protesters were heard shouting \"\"death to Bush\"\" and \"\"we will support Islam and bin Laden.\"\"\"","\"\"\"Kabul Embassy Building Torched; NATO Meets on Terror",� Agence France Presse,September 26,"2001.\"","\"\"\"Kabul Embassy Attacked",Taliban Say US Strike Threat Recedes,� Agence France Presse,September 26,"2001.\""
197909090001,1979,9,9,"",0,"",4,6,South Asia,Herat,Herat,34.346722,62.197315,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",18,Tourists,97,Tourist,"",Tourists,"","","","","","","","","","","","","","","","","","",Muslim Guerrillas,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,4,Rifle/Shotgun (non-automatic),"","","","","","","","","","","","",Rifles,2,0,0,1,0,0,1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,-9,-9,""
200112260003,2001,12,26,"",0,"",4,6,South Asia,Herat,Unknown,34.142307,62.28126,4,0,"","12/26/2001: The head of the of Shindand airport, Sarvar Yakdast, and a colleague were killed, and two others injured, by unidentified assailants in Herat, Afghanistan.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Civilians in Heart, Iran",4,Afghanistan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","","",2,0,0,2,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",Sarvar Yakdast and his deputy Nessar Ahmad Gholami were killed in the attack.  Two of their colleagues sustained injuries and were taken to hospital.  No group or individual took responsibility for the attack.  Yakdast and the group under his command had led a guerrilla fight from mountains near Herat when Afghanistan was under the Taliban.,"\"�Afghanistan�Unidentified assailants kill head of Shindand airport,\"\" Tehran IRNA",December 27,"2001.\"","","",CETIS,-9,-9,0
198705310003,1987,5,31,"",0,"",4,6,South Asia,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,8,Unarmed Assault,"","","","",14,Private Citizens & Property,70,Student,"",Students,4,Afghanistan,"","","","","","","","","","","","","","","","",Afghan Mujahideen,"","","","","","",0,"","",0,"","","","","","","","","","","","",2,Chemical,"","","","","","","","","","","","","","",Acid,0,0,0,2,0,0,0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",CBRN Global Chronology,0,0,0,0,""
200201010010,2002,1,1,"",0,"",4,6,South Asia,Kabul,Kabul,34.516895,69.147011,1,1,The incident occurred along the highway between Kabul and Jalalabad.,01/01/2002: A vehicle carrying US special operations forces came under fire while traveling along the highway between Kabul and the eastern city of Jalalabad. A US military spokesman said a soldier was shot in the leg but his condition was not serious. The unidentified assailants fled the scene.,1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Special Forces soldiers' vehicle,422,International,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,1,1,0,1,4,Unknown,"",A military vehicle was damaged in this attack.,0,"","","","","","","","","","","","","","","","","Bryan Pearson, �Afghan peacekeeping advance party arrives in Kabul,� Agence France Presse, January 2, 2002.","Andrei Antonov, �US convoy comes under attack, one soldier wounded,� ITAR-TASS News Agency, January 2, 2002.","",CETIS,-9,-9,1,1,""
198803270001,1988,3,27,"",0,"",4,6,South Asia,Kabul,Kabul,34.516895,69.147011,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Soviet Armed Forces,Advisers,359,Soviet Union,"","","","","","","","","","","","","","","","",Afghan Rebels,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,4,"","",0,"","",1,3,Minor (likely < $1 million),5000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200201210002,2002,1,17,"",0,"",4,6,South Asia,Kabul,Kabul,34.516895,69.147011,1,0,The American embassy,"1/17/2002: An anti-personnel mine exploded outside of the United States embassy in Kabul, Kabul province, Afghanistan.  No one was hurt in the explosion.  When security investigated the explosion site, they discovered several other bombs that had been rigged to explode in the vicinity of the embassy and the neighboring British International Security Assistance Force headquarters.  The remaining explosive devices were safely defused.  No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,US embassy,The U.S. embassy in Kabul,217,United States,4,Military,37,NATO,NATO security,International Security Assistance Force headquarters in Kabul,216,Great Britain,"","","","","","","","",Unknown,"","","","","","Specific motive is unknown; however, the incident added to a growing sense of insecurity and fear in the area.",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","","\"An anti-personnel mine and several other bombs that had been \"\"booby-trapped\"\"\"",0,0,0,0,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Bomb goes off at American embassy: Helicopter crash and warnings of attack on a major installation add to the air of menace in Kabul","\"\" The Guardian",January 21,"2002.\"","","",UMD Schmid 2012,-9,-9
198804100009,1988,4,10,"",0,"",4,6,South Asia,Faryab,Maymana,35.921051,64.774544,1,1,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Afghan Airlines,An 26 Aircraft,4,Afghanistan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",Rocket,29,"","",0,"","",1,2,Major (likely >= $1 million but < $1 billion),2000000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200204080001,2002,4,8,"",0,"",4,6,South Asia,Nangarhar,Jalalabad,34.417122,70.449593,1,0,"","04/08/2002: A bomb exploded 10 meters from the car carrying Afghan Defense Minister General Mohammad Qasim Fahim. Fahim survived, but 10 civilians were killed and approximately 80 civillians injured. Al Qaida later claimed responsibility.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Afghani Defense Minister,Mohammad Qasim Fahim,4,Afghanistan,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in Jalabad,4,Afghanistan,"","","","","","","","",Al-Qaida,"","","","","",Unknown,0,"","",0,"",0,1,2,Call (post-incident),"","","","","","",-9,6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",10,0,0,80,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Afghanistan: Al-Qaeda claim they attempted to kill Afghan Minister","\"\" InfoProd","04/14/2002.\"","\"\"\"Iran: Kharrazi phones Afghan minister following assassination attempt","\"\" BBC Monitoring International Reports","04/09/2002.\"","\"\"\"2nd Roundup: Bomb spares Afghan defence minister",kills at least four,"\"\" Deutsche Presse-Agentur"
198804270001,1988,4,27,"",0,"",4,6,South Asia,Kabul,Kabul,34.516895,69.147011,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Govt,Street,4,Afghanistan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,4,"","",7,"","",1,3,Minor (likely < $1 million),20000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200204120001,2002,4,12,"",0,"",4,6,South Asia,Kabul,Kabul,34.516895,69.147011,1,0,"",04/12/2002: Approximately 30 armed rebels wearing police uniforms attacked a British contingent of the International Security Assistance Force. Seven attackers were captured. There were no casualties.,1,1,1,1,1,Insurgency/Guerilla Action,0,0,0,2,Armed Assault,"","","","",4,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),British soldiers,422,International,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,30,7,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Rezaq Mamun, \"\"Afghanistan: Authorities investigate attack on British troops in Kabul","\"\" London BBC World Service","04/13/2002.\"","\"\"\"AFP: Seven held as security patrol attacked in Kabul","\"\" Agence France Presse","04/13/2002.\"","",CETIS,-9
198805140001,1988,5,14,"",0,"",4,6,South Asia,Kabul,Kabul,34.516895,69.147011,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Govt,Street near reviewing stand,4,Afghanistan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Explosive,16,"","",13,"","",1,3,Minor (likely < $1 million),30000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200204130003,2002,4,13,"",0,"",4,6,South Asia,Unknown,Unknown,"","",5,0,"","04/13/2002: United States and Afghan coalition forces were attacked by approximately 20 militants. No Coalition forces were killed. Air support was called in, and 5 militants were killed.",1,1,1,0,"","",0,0,0,2,Armed Assault,"","","","",4,Military,37,NATO,US-led Coalition Forces,Coalition forces in Afghanistan,217,United States,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",US-led Coalition forces,Afghan troops,4,Afghanistan,"","","","","","","","",Taliban,"","","","","",Unknown,1,"","",0,20,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",5,0,5,"",0,"",0,"","","","",0,"","","","","","","","","","","","","","","","","\"Alexandre Peyrille, \"\"US troops attacked in Afghanistan",expect more clashes,"\"\" Agence France Press","04/15/2002.\"","\"Michelle Boorstein, \"\"US-led forces kill 'terrorists' as new battles erupt in Afghanistan","\"\" The Scotsman","04/15/2002.\"","\"Michelle Boorstein, \"\"US troops shot at","\"\" The Gazette"
198807060001,1988,7,6,"",0,"",4,6,South Asia,Kabul,Kabul,34.516895,69.147011,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Govt,Street,4,Afghanistan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Car bomb,6,"","",0,"","",1,3,Minor (likely < $1 million),50000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
