197008000001,1970,8,0,"",0,"",142,8,Western Europe,North Holland,Amsterdam,52.370216,4.895168,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Indonesian Embassy,93,Indonesia,"","","","","","","","","","","","","","","","",South Moluccans,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200205060004,2002,5,6,"",0,"",142,8,Western Europe,North Holland,Hilversum,52.233333,5.166667,1,0,"","05/06/2002: The founder and leader of Netherland�s Pim Fortuyn List political party, Pim Fortuyn, was shot and killed by animal rights activist, Volkert van der Graaf, while he was getting into a limousine in Hilversum, Netherlands. Fortuyn was expected to lead his rightwing party to decent gains in the upcoming Dutch general elections, which were set to happen on May 15, 2002. Fortuyn planned to lift a ban that went into effect in January 2002 that outlawed the farming of animals for fur if his party came to power. Van der Graaf was reportedly a member of an unnamed environmental organization.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Pim Fortuyn List Political Party,Pim Fortuyn,142,Netherlands,"","","","","","","","","","","","","","","","",Animal Rights extremists,"","","","","",Unknown,0,"","",0,1,1,0,"","","","","","","","",-9,5,Firearms,3,Handgun,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","Fortuyn was a controversial political figure, but was gaining in popularity before the assassination. When this incident first happened there was thought that it was an Islamic extremist that killed Fortuyn, but this was not the case.","�Netherlands: Pim Fortuyn List� Official Identifies Fortuyn�s Suspected Killer,� Agence France Presse, May 7, 2002.","�Netherlands, European Politicians Express 'Outrage' at Murder of Pim Fortuyn,� Agence France Presse, May 6, 2002.","�SECTION: WORLD THIS WEEK,� The Economist, May 11, 2002.",CETIS,-9,-9,0,-9,""
197009060003,1970,9,6,"",1,9/7/1970,142,8,Western Europe,North Holland,Amsterdam,52.370216,4.895168,1,0,"","",1,1,1,0,"","",1,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Pan American Airlines,Flight 93 747,217,United States,"","","","","","","","","","","","","","","","",Popular Front for the Liberation of Palestine (PFLP),"","","","","","",0,"","",0,9,"","","","","","","","","","","",5,Firearms,3,Handgun,6,Explosives,7,Grenade,"","","","","","","","",Pistols; Grenade,0,0,0,0,0,0,1,"","","","",1,175,0,"","",Egypt,Egypt,0,"","","","","",2,Hostage(s) released by perpetrators,175,"","","","",Hijacking DB,0,1,1,1,"197009060001, 197009060002, 197009060003, 197009060004"
200205100005,2002,5,10,"",0,"",142,8,Western Europe,Limburg,Brunssum,50.941017,5.976399,1,0,"","05/10/2002: A hand grenade exploded in front of J. Steiner�s house, a local Alderman, in Brunssum, Netherlands. No one was injured in the attack. However, Steiner's wife's car was destroyed in the explosion. Steiner was the Alderman who represented the Brunssum Christian Democrats in the municipal council and local authorities believed that the bombing may have been a politically motivated attack. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Brunssum Government,Alderman J Steiner,142,Netherlands,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","","A hand grenade was thrown at Steiner's house, detonating near his wife's car.",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",One car was destroyed and several others were damaged in the bombing.,0,"","","","","","","","","","","","","","","",Alderman J.Steiner was under some political scrutiny for opposing the sale of cannibus in local coffee shops.,"�Netherlands: Grenade Explodes in Front of Alderman's Home in Brunssum,� NRC Handelsblad, May 12, 2002.","","",CETIS,-9,-9,0,-9,""
197009060004,1970,9,6,"",0,"",142,8,Western Europe,North Holland,Amsterdam,52.370216,4.895168,1,0,"","",1,1,1,0,"","",1,0,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),El Al,Flight 219,97,Israel,"","","","","","","","","","","","","","","","",Popular Front for the Liberation of Palestine (PFLP),"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,3,Handgun,6,Explosives,7,Grenade,"","","","","","","","",Pistols; Grenades,1,0,1,0,0,0,0,"","","","",1,-99,0,"","",England,England,0,"","","","","",3,Hostage(s) escaped (not during rescue attempt),"","","","","",Hijacking DB,0,0,1,1,"197009060001, 197009060002, 197009060003, 197009060004"
200301030011,2003,1,3,"",0,"",142,8,Western Europe,North Holland,Osdorp,52.366667,4.783333,1,0,"",01/03/2003: The Dyanet Haci Bayram mosque in Baden Powellweg in the Osdorp area of Amsterdam was the target of a hand grenade attack by unknown assailants. The mosque was empty at the time and there were no casualties.,1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Islamic Mosque,Dyanet Haci Bayram mosque in Baden Powellweg,142,Netherlands,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","\"\"\"Hand Grenade Thrown Into Amsterdam Mosque","\"\" NRC Handelsblad",January 6,"2003.\"","","",CETIS,-9,-9
197103150001,1971,3,15,"",0,"",142,8,Western Europe,South Holland,Rotterdam,51.924216,4.481776,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,108,Oil,"",Gulf Oil Refinery,217,United States,"","","","","","","","","","","","","","","","",Popular Front for the Liberation of Palestine (PFLP),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200312280001,2003,12,28,"",0,"",142,8,Western Europe,South Holland,The Hague,52.069858,4.291111,1,0,"","12/28/2003: The anarchist group called Informal Anarchic Federation (FAI) sent a letter bomb addressed to the headquarters of the European police organization (Europol), office of the director Jurgen Storbeck. The bomb, was the size and shape of a book, and was defused by Dutch military experts, injuring no one.",1,1,1,0,"","",1,0,0,3,Bombing/Explosion,"","","","",2,Government (General),20,Intelligence,European police organization (Europol),European police organisation (Europol) chief Juergen Storbeck,75,Germany,"","","","","","","","","","","","","","","","",Informal Anarchist Federation,"","","","","",Unknown,0,"","",0,"",0,1,1,Letter,"","","","","","",-9,6,Explosives,9,Letter Bomb,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","Patrick Lannin, �Europe on Alert as Bomb Found in Letters,� The Globe and Mail (Canada),  December 31, 2003","�Parcel Bomb at Europol Headquarters Came from Bologna: Prosecutor,� Agence France Presse, December 30, 2003.","Toby Sterling, �Bomb Sent by Mail Defused at Europol Headquarters in the Hague,� Associated Press Worldstream, December 29, 2003.",CETIS,1,1,1,1,"200312280001, 200312270001, 200312290002, 200312300001"
197202060001,1972,2,6,"",0,"",142,8,Western Europe,North Brabant,Ravenstein,51.794294,5.64916,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,106,Gas,"","dutch pumping station, dutch gas union",142,Netherlands,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
200312300001,2003,12,30,"",0,"",142,8,Western Europe,South Holland,The Hague,52.069858,4.291111,1,0,"",12/30/2003: The anarchist group called Informal Anarchic Federation sent a letter bomb addressed to the headquarters of the Eurojust. The bomb did not explode and did not cause any injuries.,1,1,1,0,"","",1,0,0,3,Bombing/Explosion,"","","","",12,NGO,61,Domestic NGO,Eurojust,Headquarters office of Eurojust in the Hague,999,Multinational,"","","","","","","","","","","","","","","","",Informal Anarchist Federation,"","","","","",Unknown,0,"","",0,"",0,1,1,Letter,"","","","","","",-9,6,Explosives,9,Letter Bomb,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","Patrick Lannin, �Europe on Alert as Bomb Found in Letters,� The Globe and Mail (Canada),  December 31, 2003","�Letter Bomb Sent to EU Crime Group,� CNN.com, December 30, 2003","�New Letterbomb to EU Fails to Explode,� United Press International, December 30, 2003",CETIS,1,1,1,1,"200312300001, 200312270001, 200312280001, 200312290002"
197307200003,1973,7,20,"",1,7/23/1973,142,8,Western Europe,North Holland,Amsterdam,52.370216,4.895168,1,0,"","",1,1,1,0,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Japan Airlines,B-747,101,Japan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,5,"","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,1,"",1,1,"",0,0,"","","","",1,-99,0,"","",Libya,Libya,0,"","","","","",2,Hostage(s) released by perpetrators,"","","","","",Hijacking DB,-9,-9,1,1,""
200411020008,2004,11,2,"",0,"",142,8,Western Europe,North Holland,Amsterdam,52.370216,4.895168,1,0,"","\"11/02/2004: Filmmaker Theo van Gogh was shot and stabbed to death while cycling on an Amsterdam street.  Around 8:30 a.m. Mohammed Bouyeri fired several shots at van Gogh, approached him and stabbed him several times, cut his throat with a knife, and stuck a note on his chest with a second knife.  Bouyeri was shot in the leg and a policeman was wounded in a shootout following the attack.  Bouyeri was taken into custody.  The note attached to the victim was an open letter to Ayaan Hirsi Ali, a Dutch politician who had worked with van Gogh on a film critical of Islam.  The letter included death threats to Hirsi Ali and others, calls for holy war, and was signed \"\"Saifu Deen alMuwahhied","\"\" or \"\"the unifying sword of religion.\"\"  A second note found on Bouyeri indicated that he considered himself a martyr and was prepared to die for his faith.  Authorities report that Bouyeri is part of a radical Islamic group they call the Hofstad Network that is responsible for the assassination.\"",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,"","Theo van Gogh, filmmaker",142,Netherlands,"","","","","","","","","","","","","","","","",Hofstad Network,"","","","","",Van Gogh was targeted because of his outspoken criticism of Islam.,0,"","",0,1,1,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","",1,0,0,2,0,1,0,"","","","",0,"","","","","","","","","","","","","","","",In July 2005 Mohammed Bouyeri was sentenced to life in prison without parole after he confessed in court to the murder and expressed that he would do it again given the opportunity.,"\"Sterling, Toby, \"\"Dutch police arrest eight suspected Islamic radicals in filmmaker's killing","\"\" The Associated Press",November 3,"2004.\"","\"Deutsch, Anthony, \"\"Letter at murder threatens Dutch official","\"\" Associated Press Online",November 4,"2004.\""
197407000001,1974,7,0,"",0,"",142,8,Western Europe,Unknown,Unknown,"","",5,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",2,Government (General),21,Government Building/Facility/Office,"",Employment office,142,Netherlands,"","","","","","","","","","","","","","","","",South Moluccans,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistols,1,"","","","","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197409130003,1974,9,13,"",1,9/18/1974,142,8,Western Europe,South Holland,The Hague,52.069858,4.291111,1,0,"","",1,1,1,0,"","",0,1,0,5,Hostage Taking (Barricade Incident),"","","","",7,Government (Diplomatic),46,Embassy/Consulate,France,French Embassy,69,France,"","","","","","","","","","","","","","","","",Japanese Red Army (JRA),"","","","","","",0,"","",0,3,"","","","","","","","","","","",5,Firearms,3,Handgun,6,Explosives,16,Unknown Explosive Type,"","","","","","","","",Pistols; Explosives,0,"","",0,"","",1,3,Minor (likely < $1 million),2500,"",1,11,0,0,5,"","",0,"","","","","",2,Hostage(s) released by perpetrators,"","","","","",PGIS,1,1,1,1,""
197501000006,1975,1,0,"",0,"",142,8,Western Europe,Unknown,Unknown,"","",5,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",1,Business,3,Bank/Commerce,"",Armored bank car,142,Netherlands,"","","","","","","","","","","","","","","","",South Moluccans,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,1,"","","","","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197509250003,1975,9,25,"",0,"",142,8,Western Europe,South Holland,The Hague,52.069858,4.291111,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Spanish Embassy,185,Spain,"","","","","","","","","","","","","","","","",International Revolutionary Action Group (GARI),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
197512020001,1975,12,2,"",1,12/14/1975,142,8,Western Europe,Drenthe,Beilin,52.85949,6.517689,1,1,75 miles north of Amsterdam,"12/2/1975 - 12/14/1975: Five South Moluccan gunmen hijacked a train outside of Beilen, province Drenthe,  in the north of the Netherlands. They killed two people during the initial hijacking, and killed another hostage later in the 12 day standoff with authorities.  The South Moluccans demanded support in the United Nations from the Dutch regarding their efforts to obtain independence from Indonesia.  At least 26 hostages were taken.  The standoff ended with all five gunmen surrendering.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",20,Unknown,"","",Train,Country Train,142,Netherlands,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians,142,Netherlands,"","","","","","","","",South Moluccans,"","","","","",The South Moluccans wanted the Netherlands to support their efforts to gain independence for their islands (Moluccan or Spice Islands) from Indonesia.  Both sets of islands were former Dutch colonies.,0,"","",0,5,5,1,8,Personal claim,"","","","","","",0,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",No additional information available.,3,0,0,0,0,0,0,"","","","",1,26,0,"",12,"","",1,0,"","","",Perpetrators demanded support by the Dutch in the UN for independence for the Moluccan Islands.,6,Combination,23,Number of hostages ranges from 26 to 150.,"\"Jacques Clafin, \"\"Moluccans Give Up; 25 Hostages Freed","\"\" United Press International",December 19,"1975.\"","\"\"\"Hostage Appeals For Concessions To Hijack Group","\"\" Associated Press",December 14,"1975.\"","\"\"\"Gunmen free teen hostage"
