199104050019,1991,4,5,"",0,"",177,11,Sub-Saharan Africa,Southern,Potoru,7.50506,-11.477931,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,22,"Police Building (headquarters, station, school)",Police,station,177,Sierra Leone,"","","","","","","","","","","","","","","","",National Patriotic Front of Liberia (NPFL),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm; Helicoptor,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
199104050020,1991,4,5,"",0,"",177,11,Sub-Saharan Africa,Southern,Bandasuma,8.19127,-12.698088,1,1,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",11,Maritime,57,Civilian Maritime,"",ferry boat,177,Sierra Leone,"","","","","","","","","","","","","","","","",National Patriotic Front of Liberia (NPFL),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm; Helicoptor,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
199104080006,1991,4,8,"",0,"",177,11,Sub-Saharan Africa,Unknown,unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),17,Head of State,Supreme Jsn Sierra Leone *,President Alhaji Jallo-Timbo,177,Sierra Leone,"","","","","","","","","","","","","","","","",National Patriotic Front of Liberia (NPFL),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,5,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
199104090015,1991,4,9,"",0,"",177,11,Sub-Saharan Africa,Eastern,Koindu,8.461801,-10.338047,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,"",60 civilians in town,177,Sierra Leone,"","","","","","","","","","","","","","","","",National Patriotic Front of Liberia (NPFL),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
199104090016,1991,4,9,"",0,"",177,11,Sub-Saharan Africa,Southern,Zimri,7.313933,-11.306238,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,Govt,town of Zimri,177,Sierra Leone,"","","","","","","","","","","","","","","","",National Patriotic Front of Liberia (NPFL),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
199104160006,1991,4,16,"",0,"",177,11,Sub-Saharan Africa,Southern,Potoru,7.50506,-11.47793,1,1,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Military,Unit,177,Sierra Leone,"","","","","","","","","","","","","","","","",National Patriotic Front of Liberia (NPFL),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,100,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
199104270006,1991,4,27,"",1,4/29/1991,177,11,Sub-Saharan Africa,Southern,Potoru,7.50506,-11.47793,1,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,"",Mechanic Samuel Johnny,177,Sierra Leone,"","","","","","","","","","","","","","","","",National Patriotic Front of Liberia (NPFL),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",0,"","","","",1,2,0,0,3,"",Sierra Leone,0,"","","","","",2,Hostage(s) released by perpetrators,2,"","","","",PGIS,1,1,0,1,""
199105050001,1991,5,5,"",0,"",177,11,Sub-Saharan Africa,Southern,Sumbuya,7.653868,-11.967619,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",1,Business,"","",Lebanese Businessmen,3 Lebanese Businessmen*,110,Lebanon,"","","","","","","","","","","","","","","","",National Patriotic Front of Liberia (NPFL),"","","","","","",1,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,3,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
199105290034,1991,5,29,"",0,"",177,11,Sub-Saharan Africa,Eastern,Kenema,7.863215,-11.195717,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Military,Unit,177,Sierra Leone,"","","","","","","","","","","","","","","","",National Patriotic Front of Liberia (NPFL),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,20,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
199202070021,1992,2,7,"",0,"",177,11,Sub-Saharan Africa,Eastern,Koidu,8.644813,-10.969397,1,1,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,Govt,Villages of Bongema and Deyor,177,Sierra Leone,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,8,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
