200111010003,2001,11,1,"",0,"",36,5,Southeast Asia,Pursat,Pursat,12.533333,103.916667,1,0,"Near the governor's office in Pursat, 200 kilometers northwest of Phnom Penh","11/1/2001: Four improvised explosive devices detonated near the governor's office in Pursat, Pursat province, Cambodia.  No one was injured and there was only minor damage as a result of the explosion.  Authorities suspect the involvement of Cambodian Freedom Fighters (CFF).  Two more devices exploded at two different locations in Pursat and are believed to be linked to this incident.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Governor,The office of the governor in Pursat,36,Cambodia,"","","","","","","","","","","","","","","","",Cambodian Freedom Fighters (CFF),"","","","","","Specific motive is unknown; however, several suspected members of Cambodian Freedom Fighters (CFF) who were charged with terrorism were receiving their verdict several days after the explosion.  Authorities speculate that the incident was designed to cause panic.",1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,28,Dynamite/TNT,"","","","","","","","","","","","",A small amount of TNT,0,0,0,0,0,0,1,4,Unknown,"",The area suffered minor damage,0,"","","","","","","","","","","","","","","","","\"\"\"Six bombs explode near official sites in Cambodian province","\"\" Agence France-Presse",November 2,"2001.\"","\"\"\"Cambodian town hit by blasts",rebels blamed,"\"\" Reuters",November 2,"2001.\""
197109000001,1971,9,0,"",0,"",36,5,Southeast Asia,Phnom Penh,Phnom Penh,11.558831,104.917445,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",U.S. Govt,Ambassador,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200111010004,2001,11,1,"",0,"",36,5,Southeast Asia,Pursat,Pursat,12.533333,103.916667,1,0,"Near the deputy governor's house in Pursat, 200 kilometers northwest of Phnom Penh","11/1/2001: One improvised explosive device detonated near the deputy governor's home in Pursat, Pursat province, Cambodia.  No one was injured and there was only minor damage as a result of the explosion.  Authorities suspect the involvement of Cambodian Freedom Fighters (CFF).  Five more devices exploded at two different locations at the same time in Pursat and are believed to be linked to this incident.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Deputy Governor,The home of the deputy governor in Pursat,36,Cambodia,"","","","","","","","","","","","","","","","",Cambodian Freedom Fighters (CFF),"","","","","","Specific motive is unknown; however, several suspected members of Cambodian Freedom Fighters (CFF) who were charged with terrorism were receiving their verdict several days after the explosion.  Authorities speculate that the incident was designed to cause panic.",1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,28,Dynamite/TNT,"","","","","","","","","","","","",A small amount of TNT,0,0,0,0,0,0,1,4,Unknown,"",The area suffered minor damage,0,"","","","","","","","","","","","","","","","","\"\"\"Six bombs explode near official sites in Cambodian province","\"\" Agence France-Presse",November 2,"2001.\"","\"\"\"Cambodian town hit by blasts",rebels blamed,"\"\" Reuters",November 2,"2001.\""
197109000002,1971,9,0,"",0,"",36,5,Southeast Asia,Phnom Penh,Phnom Penh,11.558831,104.917445,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",U.S. Govt,Embassy personnel,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,2,"","",10,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200111010005,2001,11,1,"",0,"",36,5,Southeast Asia,Pursat,Pursat,12.533333,103.916667,1,0,"The provincial prison in Pursat, 200 kilometers northwest of Phnom Penh","11/1/2001: One improvised explosive device detonated at the provincial prison in Pursat, Pursat province, Cambodia.  No one was injured and there was only minor damage as a result of the explosion.  Authorities suspect the involvement of Cambodian Freedom Fighters (CFF).   Five more devices exploded at two different locations at the same time in Pursat and are believed to be linked to this incident.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",3,Police,26,Prison/Jail,Provincial prison,The provincial prison in Pursat,36,Cambodia,"","","","","","","","","","","","","","","","",Cambodian Freedom Fighters (CFF),"","","","","","Specific motive is unknown; however, several suspected members of Cambodian Freedom Fighters (CFF) who were charged with terrorism were receiving their verdict several days after the explosion.  Authorities speculate that the incident was designed to cause panic.",1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,28,Dynamite/TNT,"","","","","","","","","","","","",A small amount of TNT,0,0,0,0,0,0,1,4,Unknown,"",The area suffered minor damage,0,"","","","","","","","","","","","","","","","","\"\"\"Six bombs explode near official sites in Cambodian province","\"\" Agence France-Presse",November 2,"2001.\"","\"\"\"Cambodian town hit by blasts",rebels blamed,"\"\" Reuters",November 2,"2001.\""
197209000001,1972,9,27,"",0,"",36,5,Southeast Asia,Phnom Penh,Phnom Penh,11.558831,104.917445,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",U.S. Govt,"Charge, US Embassy, Thomas Enders",217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",Plastic explosive,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200111140007,2001,11,14,"",0,"",36,5,Southeast Asia,Kampong Cham,Unknown,11.99141,105.465401,4,-9,"At the victim's home in Kampong Cham province, 75 kilometers east of Phnom Penh","11/14/2001: Three unidentified gunmen shot and killed Thon Phally while he slept in his home in Kampong Cham province, Cambodia.  Phally was a royalist Funcinpec party candidate.  No group claimed responsibility and motive is unknown.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Funcinpec party,"Thon Phally, a royalist Funcinpec party candidate",36,Cambodia,"","","","","","","","","","","","","","","","",Gunmen,"","","","","","Specific motive is unknown; however, authorities speculate that it was either politically motivated or a revenge killing, possibly linked to a land dispute.",0,"","",0,3,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",The victim was shot twice at close range in the abdomen and heart as he slept,1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",The victim's spouse stated that he was involved in a land dispute.,"\"\"\"Royalist election candidate killed in Cambodia","\"\" Associated Press",November 16,"2001.\"","\"\"\"Fifth Cambodian election candidate killed ahead of UN envoy's arrival","\"\" Agence France-Presse",November 17,"2001.\"",""
197209230006,1972,9,23,"",0,"",36,5,Southeast Asia,Phnom Penh,Phnom Penh,11.556374,104.92821,1,0,"","09/23/1972: A letter bomb addressed to a former Israeli Embassy Ambassador detonated at the Central Post Office in Phnom Penh, Cambodia. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,1,1,0,"","",1,1,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Israeli Ministry of Foreign Affairs,Former Ambassador,97,Israel,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,-99,-99,1,5,Note left at scene,"","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",An explosives-laden letter was used.,0,0,0,0,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Two more found in Jerusalem: 4 letter bombs sent to Amman","\"\" The Jerusalem Post",September 24,"1972.\"","","",UMD Miscellaneous,1,1
200201040003,2002,1,4,"",0,"",36,5,Southeast Asia,Kampot,Kro Haung village,13.116667,104.766667,1,0,Kro Haung village,"1/4/2002: Unidentified gunmen shot and killed Long Phon, a Funcinpec commune election candidate, in Kro Haung village, Kampot province, Cambodia.  The assailants also killed Phon's husband, Soun Kroeun, who was a Funcinpec investigator for the elections.  No group claimed responsibility for the attack.  Political officials stated that they believed that the attack was politically motivated.  Commune elections were scheduled to start approximately a month after the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,Funcinpec party,"Long Phon, a Funcinpec commune election candidate, and her husband, Soun Kroeun",36,Cambodia,"","","","","","","","","","","","","","","","",Gunmen,"","","","","","Specific motive is unknown; however, police state that the attacks were robberies, while political officials state that the attacks were politically motivated.",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",Police suspect that the incident was a robbery.  Note that two other female candidates were killed the day before and the day after this incident.,"\"\"\"Three Candidates for Local Elections Killed in Cambodia","\"\" Xinhua General News Service",January 7,"2002.\"","\"\"\"Three women election candidates shot dead","\"\" Townsville Bulletin/Townsville Sun",January 8,"2002.\"","\"\"\"Women candidates killed in pre-election violence"
197812230003,1978,12,23,"",0,"",36,5,Southeast Asia,Phnom Penh,Phnom Penh,11.558831,104.917445,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,"","Malcolm Caldwell, 47, scholar and journalist",216,Great Britain,"","","","","","","","","","","","","","","","",Cambodian National Front for National Salvation,"","","","","","",1,"","",0,3,"","","","","","","","","","","",5,Firearms,4,Rifle/Shotgun (non-automatic),5,Firearms,3,Handgun,"","","","","","","","",Rifle; Pistol,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200201050005,2002,1,5,"",0,"",36,5,Southeast Asia,Svay Rieng,Doun Leb village,11.148761,105.829697,2,0,Doun Leb village,"1/5/2002: Two unidentified gunmen shot and killed Touch Sean, a Sam Rainsy party commune election candidate, in Doun Leb village, Svay Rieng province, Cambodia.  No group claimed responsibility for the attack.  Political officials stated that they believed that the attack was politically motivated.  Commune elections were scheduled to start approximately a month after the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,Sam Rainsy party,"Touch Sean, a Sam Rainsy party commune election candidate",36,Cambodia,"","","","","","","","","","","","","","","","",Gunmen,"","","","","","Specific motive is unknown; however, police state that the attacks were robberies, while political officials state that the attacks were politically motivated.",0,"","",0,2,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",Police suspect that the incident was a robbery.  Note that two other female candidates were killed the two days prior to this incident.,"\"\"\"Three Candidates for Local Elections Killed in Cambodia","\"\" Xinhua General News Service",January 7,"2002.\"","\"\"\"Three women election candidates shot dead","\"\" Townsville Bulletin/Townsville Sun",January 8,"2002.\"","\"\"\"Women candidates killed in pre-election violence"
198903250006,1989,3,25,"",0,"",36,5,Southeast Asia,Battambang,Unknown,13.1,103.2,4,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),Cambodian Military,"vehicle, Maj. Gen. Hul Savoan",36,Cambodia,"","","","","","","","","","","","","","","","",Kampuchean Peoples National Liberation Army,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","",Mine,3,"","",0,"","",1,3,Minor (likely < $1 million),20000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200203010001,2002,1,3,"",0,"",36,5,Southeast Asia,Kampot,Unknown,10.601242,104.236682,4,-9,Prey Tonle commune,"1/3/2002:  Unidentified gunmen shot and killed Ngoun Choun, the Funcinpec village chief, in Prey Tonle commune, Kampot province, Cambodia.  Her husband was injured in the incident.  No group claimed responsibility for the attack.  Political officials stated that they believed that the attack was politically motivated.  Commune elections were scheduled to start approximately a month after the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Funcinpec party,"Ngoun Choun, the Funcinpec village chief",36,Cambodia,"","","","","","","","","","","","","","","","",Gunmen,"","","","","","Specific motive is unknown; however, police state that the attacks were robberies, while political officials state that the attacks were politically motivated.",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",Police suspect that the incident was a robbery.  It is worth noting that two other female candidates were killed the two days following this incident.,"\"\"\"Three Candidates for Local Elections Killed in Cambodia","\"\" Xinhua General News Service",January 7,"2002.\"","\"\"\"Three women election candidates shot dead","\"\" Townsville Bulletin/Townsville Sun",January 8,"2002.\"","\"\"\"Women candidates killed in pre-election violence"
198910030012,1989,10,3,"",0,"",36,5,Southeast Asia,Battambang,Battambang,13.1,103.2,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,military (Vietnamese),unit,223,Vietnam,"","","","","","","","","","","","","","","","",Khmer Rouge,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,8,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200302180009,2003,2,18,"",0,"",36,5,Southeast Asia,Phnom Penh (Municipality),Phnom Penh,11.558831,104.917445,1,0,"","02/18/2003: During the afternoon, Om Radsady, a former MP who was an adviser to Cambodian King Sihanouk's son, and leading royalist party member, was shot twice and killed by an unidentified gunman in a restaurant in Phnom Penh.  Two men on a motorcycle, one with a handgun, confronted a group of royalist party officials outside the restaurant.  When they found Om Radsady, the gunman grabbed him by the collar and shot him.  The police had no suspects.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",22,Violent Political Party,109,Party Official/Candidate/Other Personnel,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia (FUNCINPEC)",Royal Adviser: Om Radsady,36,Cambodia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,2,0,0,"","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",A handgun was used to shoot Om Radsady.,1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Gunman Kills Cambodian Royalist Politician Ahead of July General Elections","\"\" AFP",February 18,"2003.\"","\"\"\"Senior Adviser to Ranariddh Gunned Down","\"\" Kaoh Santepheap (Internet Version-WWW)",February 19,"2003.\"",""
199002240002,1990,2,24,"",0,"",36,5,Southeast Asia,Phnom Penh,Phnom Penh,11.558831,104.917445,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Military,Military Building,36,Cambodia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200807110001,2008,7,11,"",0,"",36,5,Southeast Asia,Phnom Penh,Phnom Penh,11.558831,104.917445,1,0,"The attack took place outside a sports stadium in Phnom Penh, Phnom Penh province, Cambodia.","07/11/2008: On Friday, Khim Sam Bo, a journalist working for an opposition newspaper, was shot dead and his son was wounded when unknown gunmen opened fire on them as they left a sports stadium in Phnom Penh, Phnom Penh province, Cambodia. No claim of responsibility was made for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,"","Khim Sam Bo, a journalist working for an opposition newspaper,",36,Cambodia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown..,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the firearm attack.,1,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Reuters, \"\"Cambodia Journalist Shot Dead","\"\" Reuters",July 11,"2008.\"","","",ISVG,-9,-9
199002250001,1990,2,25,"",0,"",36,5,Southeast Asia,Phnom Penh,Phnom Penh,11.558831,104.917445,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,Bus. Dom.,Monoram Hotel,36,Cambodia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200807130004,2008,7,13,"",0,"",36,5,Southeast Asia,Phnom Penh,Phnom Penh,11.558831,104.917445,1,0,"The acid attack took place at a garage where Ngor Srun had taken his car for repairs in Phnom Penh, Phnom Penh province, Cambodia.","07/13/2008: On Sunday, Ngor Srun, Secretary of State for the Cambodian Cabinet Office, was attacked by an unknown attacker who had dumped acid over Srun�s head at a garage where he had taken his car for repairs in Phnom Penh, Phnom Penh province, Cambodia. Following the attack, the assailant fled on his motorcycle. No claim of responsibility was made for the incident.",1,1,1,0,"","",0,1,0,8,Unarmed Assault,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Cambodian Secretary of State,"Ngor Srun, Secretary of State for the Cambodian Cabinet office,",36,Cambodia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown..,0,"","",0,1,0,0,"","","","","","","","","",2,Chemical,"","","","","","","","","","","","","","",Acid was used in the chemical attack.,0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Radio Australia, \"\"Cambodian Government Official in Acid Attack","\"\" July 14",2008,"http://www.radioaustralia.net.au/news/stories/200807/s2303443.htm?tab=asia.\"","\"Agence France Presse, \"\"Cambodian Official Attacked with Acid","\"\" Lexis Nexis",Agence France Presse,July 14,"2008.\""
199102100007,1991,2,10,"",0,"",36,5,Southeast Asia,Battambang,Battambang,13.1,103.2,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,govt,city of Battambang,36,Cambodia,"","","","","","","","","","","","","","","","",Khmer Rouge,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",Artillery,16,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
199112240001,1991,12,24,"",0,"",36,5,Southeast Asia,Unknown,Prek Khadam,13.0,105.0,2,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,Govt,Prek Khadam Village,36,Cambodia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","",Mortar; Automatic firearm,0,"","",3,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199112240002,1991,12,24,"",0,"",36,5,Southeast Asia,Kampong Cham,Unknown,11.99141,105.465401,4,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Military,Convoy of Four Army Trucks,36,Cambodia,"","","","","","","","","","","","","","","","",Khmer Rouge,"","","","","","",0,"","",0,50,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",15,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
