200301040003,2003,1,4,"",0,"",347,5,Southeast Asia,Atsabe (District),Tiarelelo,-8.925,125.375833,1,0,"",01/04/2003: An unknown number of suspected pro-Indonesian militiamen stormed Tiarelelo in East Timor and attacked a group of civilians with SKS and G3 rifles killing three people including a village chief. A fourth victim died the next night.,1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Civilians in Tiarelelo, Timor-Leste",347,East Timor,"","","","","","","","","","","","","","","","",Pro-Indonesia extremists,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",SKS and G3 rifles were suspected in the attack.,4,0,0,"",0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�East Timor To Dispatch Troops After Suspected Pro-Indonesian Attacks Kill 4,� Agence France Presse, January 6, 2003.","","",CETIS,-9,-9,0,-9,""
200003070001,2000,3,7,"",0,"",347,5,Southeast Asia,Ermera (District),Atsabe,-8.930556,125.396667,1,0,"","03/07/2000: 17 men armed with automatic guns and grenades attacked civilians in Atsabe, East Timor, Indonesia. Ten houses were set ablaze in the attack. Casualties were not reported, and no group claimed responsibility.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,2,Armed Assault,"","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in Atsabe,93,Indonesia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,17,0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,7,Grenade,"","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",Many houses were damaged from the fire.,0,"","","","","","","","","","","","","","","","","�Timor Militants Set Fire to 10 Houses,� Lisbon RDP Antenna 1 Radio, March 8, 2000.","�Militia activities in E. Timor increasing, U.N. on alert,� Japan Economic Newswire, March 8, 2000.","",CETIS,-9,-9,1,1,""
200302240002,2003,2,24,"",0,"",347,5,Southeast Asia,Maliana (District),Atabae,-8.80954,125.1585,1,0,"","02/24/2003: A group of armed man stopped a bus on its way from Maliana to Dili, and on the main road between Dili and the border town of Batugade. The bus was sprayed with automatic rifle gunfire from SKS rifles, killing one man and injuring five more. UN peacekeepers quickly swooped onto the area and secured it from further incursions. The Indonesian Government denied any connection to the incident, and also denied that any pro-Indonesian militias were behind the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",19,Transportation,99,Bus (excluding tourists),Timor-Leste citizens,Timor-Leste citizens on a bus in Atabae,347,East Timor,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",SKS automatic rifles were used.,1,0,"",5,0,"",1,3,Minor (likely < $1 million),"",The bus was likely destroyed by the gunfire.,0,"","","","","","","","","","","","","","","","","\"\"\"AFP: Hundreds of UN Troops Deployed After East Timor Attack","\"\" AFP",February 25,"2003.\"","\"\"\"Troops rush to border",Attack prompts E Timor action,"\"\" Townsville Bulletin/Townsville Sun (Australia)",February 26,"2003.\""
200005280006,2000,5,28,"",0,"",347,5,Southeast Asia,Bobonaro (District),Balibo,-8.971451,125.042999,1,1,The incident occurred at the Nunura Bridge midway between Maliana and Balibo.,"05/28/2000: An Australian UN peacekeeper was injured when 4 suspected pro-Jarkarta militiamen threw a hand grenade at a guard post at the Nunura Bridge midway between Maliana and Balibo, East Timor, Indonesia.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",UN Peacekeeping Force in East Timor,UN Guard Post at the Nunara Bridge,14,Australia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,4,0,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",The perpetrators threw a hand grenade at the guard post in this incident.,0,0,0,1,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Australian peacekeeper injured in East Timor grenade attack",� Deutsche Presse-Agentur,May 29,"2000.\"","\"\"\"Australian soldier in East Timor injured in grenade attack",� AAP Newsfeed,May 29,"2000.\"",""
200505110002,2005,5,11,"",0,"",347,5,Southeast Asia,Dili ( District ),Dili,-8.558458,125.578151,1,0,"","05/11/2005: A man was arrested for planning a bombing in Dili, East Timor. The attacker was arrested before the bomb could be detonated in a government building. He was not associated with any known terrorist organization.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,Timor - Leste Government,Dili Government,347,East Timor,"","","","","","","","","","","","","","","","",Unknown,"","","","","",This attack occurred in response to religious differences between Catholics and Muslims in the country.,0,"","",0,1,1,-9,"","","","","","","","",-9,6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Man Was Planning Dili Bomb,� Daily Telegraph, May 12, 2005.","�NT: Security Measures in Dili Amid Attack Threat,� Australian The Associated Press, May 11, 2005.","�Dili on Alert,� Northern Territory News, May 12, 2005.",CETIS,-9,-9,0,-9,""
200006200003,2000,6,20,"",0,"",347,5,Southeast Asia,East Timor (Region),Aidabasalala,-8.872778,125.18,1,0,"","06/20/2000: An armed group threw six grenades at an United Nations border post manned by Australian soldiers near Maliana in the settlement of Aidabasalala, Timor-Leste. None of the soldiers were injured in the attack. It was suspected that pro-Indonesian militias were responsible for the attack.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",United Nations,Australian soldiers deployed as United Nations Peacekeepers,14,Australia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",The peacekeepers were shot at and had six grenades hurled at them.,0,0,0,0,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","","�Troops Attacked in East Timor,� Nationwide News Pty Limited, June 22, 2000.","�Six Grenades Thrown at UN Border Post Near Maliana,� Lisbon RDP Antena 1 Radio, June 21, 2000.","�Aussie Troops Under Fire,� Herald Sun, June 22, 2000.",CETIS,-9,-9,1,1,""
200706030015,2007,6,3,"",0,"",347,5,Southeast Asia,Viqueque (District),Viqueque,-8.8575,126.364722,1,0,Outside a police station.,"06/03/2007: East Timorese politician Alfonso Guterres was shot and killed by an off-duty police officer carrying small arms during a political rally for CNRT Party head Xanana Gusmao outside a police station in Viqueque, Viquedue District, Timor Leste.   No claim of responsibility was reported.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,East Timorese politician,Alfonso Guterres,347,East Timor,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,1,1,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","The officer, believed to be a supporter of the Fretilin Party, fired five shots and fled the scene. Gusmao, who was in an adjacent building at the time, was not injured. This attack was the first of two against CNRT supporters in Viqueque on June 3 and the U.N. peacekeeping mission in Timor Leste subsequently increased its electoral security duties. One male perpetrator surrender to police on June 7 in Watulari, Dili (District), Timor Leste.","�Gunmen kill activist at Timor campaign rally,� Agence France Presse, June 3, 2007.","�1 dead after gunman opens fire during E. Timor election campaign,� Japan Economic Newswire, June 3, 2007.","�Mob attack former president's motorcade in East Timor, 1 killed elsewhere,� Associated Press Worldstream, June 3, 2007.",CETIS,-9,-9,0,-9,""
200007240005,2000,7,24,"",0,"",347,5,Southeast Asia,East Timor,Unknown,"","",5,0,"","07/24/2000: Anti-Independence rebels attacked United Nations troops in East Timor, Indonesia. Leonard Manning, a soldier from New Zealand was killed during the attack.",1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",United Nations,United Nations troops,999,Multinational,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","Edward F. Mickolus, Terrorism, 1996-2001 : A Chronology, Imprint Westport, CT: Greenwood Press, 2002.","","",CETIS,-9,-9,1,1,""
200711020018,2007,11,2,"",0,"",347,5,Southeast Asia,Dili ( District ),Farol,"","",5,0,"","11/02/2007: An unidentified group of gunmen fired shots in the direction of the former speaker of Parliament's house in Farol, East Timor. There were no casualties and no damage was reported.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Unknown,Former member of Parliament,347,East Timor,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,0,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"East Timor: Unknown Group Fires at Lu'olo's Residence","\"\" Jornal Nacional Semanario",November 10,"2007.\"","","",CETIS,-9,-9
200802110001,2008,2,11,"",0,"",347,5,Southeast Asia,Dili (District),Dili,-8.558458,125.578151,1,1,Outside of Dili,"02/11/2008:  The President of East Timor, Jose Ramos Horta, was shot 3 times and severely wounded as he was walking outside his home at Areia Branca near Dili, East Timor at around 6:30am. The attack appeared to be a kidnapping attempt gone wrong, and was perpetrated by East Timor Rebels led by renegade Major Alfredo Reinado. Two of Horta's bodyguards, one of which was injured, exchanged fire with the kidnappers/gunmen who were in two vehicles when they attempted to abduct the president. It was also declared that Alfredo Reinado and one of his soldiers were killed in the exchange. This attack as well as a later assassination attempt agains the Prime Minister of East Timor the same day was considered an attempt to overthrow the government.",1,1,1,0,"","",0,0,0,6,Hostage Taking (Kidnapping),"","","","",2,Government (General),17,Head of State,East Timor Government,President Jose Ramos Horta,347,East Timor,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Attempted coup against President Jose Ramos Horta,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,1,1,0,"",0,"","","","",0,"","","","","","","","","","","","","","","","A rebel group led by Reinado approached President Horta in two cars, and as they tried to make the abduction, Horta reached for a cell phone. The rebels shot him three times, and a shootout ensued with Horta's bodyguards.","Brendan Nicholson, �President fights for life; East Timor leader shot on morning walk in coup attempt,� The Age, Feb 12, 2008.","Lindsay Murdoch, �Man of peace gunned down,� The Age, Feb 12, 2008.","Stephen Fitzpatrick, �President Ramos Horta critical after rebel's assassination attempt - Diggers sent to crisis in Timor,� The Australian, Feb 12, 2008.",CETIS,-9,-9,0,-9,""
