197811180002,1978,11,18,"",0,"",86,3,South America,Barima-Waini,Port Kaitmu,7.726018,-59.884352,1,0,"The shooting took place at an airstrip at Port Kaituma, eight miles south of the settlement, and 150 miles northwest of Georgetown. It was located near the Venezuelan border.","11/18/1978: Leo Ryan, a California Democrat, was shot while trying to leave Jonestown with a group of unhappy sect members. Ryan had initially gone to Guyana to investigate abuses of members of the �Peoples� Temple,� founded by Reverend Jim Jones. After being threatened with a knife by one of the members, Ryan decided to cut his visit short. As he was boarding an aircraft to leave, reports claim that between 8 and 12 members of the cult were responsible for firing approximately 50 shots. The shots killed three American investigators traveling with Jones, as well as an 18-year-old American woman who was trying to leave. Larry John Leyton, a man posing as a defector, was the only person charged in America for involvement in the murder. Jones organized the murder of Ryan and members of his party in order to keep them from revealing the true conditions at Jonestown.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Representative of California,Leo Ryan,217,United States,"","","","","","","","","","","","","","","","",People's Temple,"","","","","",Jones� murder conspiracy was carried out in order to keep Ryan and those traveling with him from reporting the truth about conditions at Jonestown.,0,"","",0,8,9,0,"","","","","","","","","",5,Firearms,4,Rifle/Shotgun (non-automatic),"","","","","","","","","","","","","",5,5,0,0,9,0,1,4,Unknown,"",This aircraft Ryan was planning to board was so badly damaged by shots that it could not take off.,0,"","","","","","","","","","","","","","","","Larry John Leyton , the only person charged in America for the murder of Ryan, was told to pose as a fleeing Peoples Temple member, and to kill other defectors so an ambush squad could murder Ryan and his associates. Founder of Jonestown and the Peoples' Temple, and organizer of the conspiracy, Jim Jones, was said to have shot himself and thus could not be held accountable for the death of the congressmen, his associates, or the 912 sect members he poisoned.","The Associated Press and Reuter News Agency. �400 Bodies Are Found After Guyana Killings,� The Globe and Mail, November 20, 1978","Egelko, Bob. � Lawyer: Layton a Scapegoat, Not Conspirator,� The Associated Press, November 19, 1986","MacLean, Pamela A. United Press International, November 20, 1986",UMD Assassinations Project,0,1,1,1,""
200209260002,2002,9,25,"",0,"",86,3,South America,Demerara-Mahaica,Georgetown,6.821806,-58.159218,1,1,The incident occurred on Pike Street in the Kitty area of the city.,"9/25/2002: Four unidentified gunmen opened fire at a popular bar in Georgetown, Demerara-Mahaica, Guyana.  The assailants pulled up to the bar in a vehicle and opened fire with automatic weapons.  Four people were killed and six were injured.  One of the injured victims was Denis Hanoman-Singh, Guyana's chief prosecutor.  Authorities believe that he might have been the target of the attack.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,"","","","",2,Government (General),14,Judge/Attorney/Court,Guyana's chief prosecutor,"Denis Hanoman-Singh, Guyana's chief prosecutor",86,Guyana,1,Business,2,Restaurant/Bar/Caf�,A Georgetown bar,Natoo's Bar on the outskirts of Georgetown,86,Guyana,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians at a bar in Georgetown,86,Guyana,Gunmen,"","","","","",Unknown,0,"","",0,4,0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",The assailants opened fire with automatic weapons,4,0,0,6,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","",The prosecutor was also involved in high-profile cases that could have perpetrated an assassination attempt.,"\"\"\"Unidentified gunmen shoot chief prosecutor",nine others,"\"\" Agence France-Presse",September 26,"2002.\"","\"Bert Wilkinson, \"\"Gunmen open fire in a bar popular with Guyana's ruling party",four killed,several injured,"\"\" Associated Press Newswires"
197907110002,1979,7,11,"",0,"",86,3,South America,Demerara-Mahaica,Georgetown,6.821806,-58.159218,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",2,Government (General),21,Government Building/Facility/Office,"",National Development Ministry bldg,86,Guyana,"","","","","","","","","","","","","","","","",Unk (men in army uniforms with arms and gas masks),"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","",5,Firearms,5,Unknown Gun Type,"","","","","","","","",Incendiary; Firearms,0,"","",0,"","",1,3,Minor (likely < $1 million),200000,"",1,-99,0,"","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200304120003,2003,4,12,"",0,"",86,3,South America,Demerara-Mahaica,Lusignan,6.792893,-58.044561,1,0,"","04/12/2003: Steve Lesniak, a security officer from the U.S. Embassy in Guyana, was abducted by at least five unknown assailants from the Lusignan Golf Club near Georgetown, Guyana. Mr. Lesniak was released unhurt later in the day after a friend paid $10,000 of the kidnappers' $300,000 ransom demand. At least five perpetrators were reported involved in the incident, but only two people performed the actual kidnapping.",0,1,1,1,2,Other Crime Type,0,1,0,6,Hostage Taking (Kidnapping),"","","","",7,Government (Diplomatic),46,Embassy/Consulate,U.S. Department of State,"U.S. Embassy in Guyana security officer, Steve Lesniak, while at the 18th tee box at Lusignan Golf Club in Guyana",217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,5,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",The type of gun used in this incident was not reported.,0,0,0,0,0,0,0,"","","","",1,1,1,12,"","","",1,300000,300000,10000,10000,"",2,Hostage(s) released by perpetrators,1,"","�US Diplomat Released Following Abduction From Golf Club,� Georgetown Guyana Chronicle, April 13, 2003.","�Gunmen Briefly Abduct US Embassy Official In Guyana,� The Bulletin's Frontrunner, April 14, 2003.","Randall Richard, �An AP Investigation: 500,000 criminal deportees from America wreak havoc in many nations,� The Associated Press, October 13, 2003.",CETIS,-9,-9,1,1,""
197910250009,1979,10,25,"",0,"",86,3,South America,Demerara-Mahaica,Georgetown,6.821806,-58.159218,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Guyana Govt,"Vincent Teekah (38), Minister of Education",86,Guyana,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200601300010,2006,1,30,"",0,"",86,3,South America,Demerara-Mahaica,Georgetown,6.821806,-58.159218,1,0,"","01/30/2006: Unidentified perpetrators shot dead Ronald Waddell outside his home near Georgetown, Guyana. Waddell was a political activist and television host. There were no claims of responsibility for the attack.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",10,Journalists & Media,55,Television Journalist/Staff/Facility,Unknown,Political activist and television host Ronald Waddell,86,Guyana,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�VOA News: Opposition Activist Shot Dead in Guyana,� US Fed News, January 31, 2006.","�Guyana Opposition Activist Shot to Death Outside his Home,� Associated Press Worldstream, January 31, 2006.","",CETIS,-9,-9,0,-9,""
198006130009,1980,6,13,"",0,"",86,3,South America,Demerara-Mahaica,Georgetown,6.821806,-58.159218,1,0,"","",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",3,Police,26,Prison/Jail,"","Prison/ Dr. Walter Rodney, Donald Rodney 29",86,Guyana,"","","","","","","","","","","","","","","","",Working People's Alliance (WPA),"","","","","","",0,"","",0,3,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,16,Unknown Explosive Type,"","","","","","","","",Automatic firearm; Bomb,1,"","",1,"","",0,"","","","Damages: explosion/bomb, no damage to target, device detonated prior to arriving to target, damaged vehicle (prison)",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200608080005,2006,8,8,"",0,"",86,3,South America,Demerara-Mahaica,Georgetown,6.821806,-58.159218,1,0,"","08/08/2006: Gunmen killed employees of Kaieteur News in Georgetown, Guyana. No claim of responsibility was reported.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,News Agency,employees of Kaieteur News,86,Guyana,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",-9,"","","","","","","","",-9,5,Firearms,3,Handgun,"","","","","","","","","","","","",AK-47 and M-70 rifles,5,0,"","",0,"",-9,"","","","",0,"","","","","","","","","","","","","","","","","�Gunmen kill five employees at Guyana newspaper,� BBC Worldwide Monitoring, August 9, 2006.","Bert Wilkinson, �Gunmen attack Guyana newspaper, killing at least 6 and wounding 3,� Associated Press Worldstream, August 9, 2006.","",CETIS,-9,-9,0,-9,""
198106160002,1981,6,16,"",0,"",86,3,South America,Demerara-Mahaica,Georgetown,6.821806,-58.159218,1,0,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Suriname News Agency *,"Humphrey Keervelt, director",86,Guyana,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,3,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",1,"","",0,"","",0,"","","","",1,1,0,"","","",Guyana,1,0,"","","","",4,Hostage(s) killed (not during rescue attempt),1,"","","","",PGIS,-9,-9,0,-9,""
200801260001,2008,1,26,"",0,"",86,3,South America,Demerara-Mahaica,Lusignan,6.792893,-58.044561,1,0,"",01/26/2008:  Unknown perpetrators attacked Lusignan Village in Guyana with assault rifles killing eleven people and injuring three others.,1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,Lusignan village,Civilians,86,Guyana,"","","","","","","","","","","","","","","","",Unknown,"","","","","","Leader of criminal gang had threatened widespread violence after the disappearance of his pregnant wife, which he blamed on police",0,"","",0,"","",-9,"","","","","","","","",-9,5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","","",11,0,0,3,0,"",-9,"","","","",0,"","","","","","","","","","","","","","","","Authorities blamed attack on a gang headed by Rondell Rawlins, who is the country's most wanted fugitive.","Denis Scott Chabrol, �Gunmen slaughter 11 villagers in Guyana,� Agence France Presse � English, January 26, 2008.","Bert Wilkinson, �Gunmen in Guyana kill 11 in coastal village in worst mass-killing in 30 years,� The Associated Press, January 26, 2008.","Bert Wilkinson, �Guyana security forces deployed after gunmen kill 11,� The Associated Press, January 27, 2008.",CETIS,-9,-9,0,-9,""
