200201180002,2002,1,18,"",0,"",235,9,Eastern Europe,Republika Srpska,Muhovac,42.566658,21.753268,1,0,"","01/18/2002: A mortar bomb targeted a Serbian police checkpoint in Muhovac, Kosovo. No one was injured in the attack. It was not certain who was responsible.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,24,Police Checkpoint,Muhovac Police,Muhovac Police Checkpoint,175,Serbia-Montenegro,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","��Albanian Extremists� Attack Serbian Police Checkpoint in S Serbia,� BETA, January 18, 2002.","","",CETIS,-9,-9,1,1,""
197308040001,1973,8,4,"",0,"",235,9,Eastern Europe,Serbia,Belgrade,44.818611,20.468056,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,100,Train/Train Tracks/Trolley,"",Belgrade Railroad Station,235,Yugoslavia,"","","","","","","","","","","","","","","","",Croatian Nationalists,"","","","","","",0,"","",0,3,"","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,1,"","",7,"","",1,3,Minor (likely < $1 million),15000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
200202060002,2002,2,6,"",0,"",235,9,Eastern Europe,Jablanica (District),Medvedja,42.839097,21.588565,1,0,"","02/06/2002: In Morovac, Federal Republic of Yugoslavia (FRY), unidentified Albanian extremists attacked a local police position with light automatic weapons. No injuries or damages were reported.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Federal Republic of Yugoslavia (FRY) Police,Local police positions in the village of Morovac,175,Serbia-Montenegro,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","","",0,0,0,0,0,0,-9,"","","",It is unknown if any property was damaged in this attack.,0,"","","","","","","","","","","","","","","",The local police believed that this was the beginning of a new offensive by Albanian extremists.,"\"\"\"Serbian Police Report 'Armed Provocations' by Albanian 'Extremists'","\"\" Belgrade BETA",February 7,"2002.\"","\"\"\"Program Summary: Belgrade B92 Radio Serbo-Croatian","\"\" Belgrade Radio B92","\"\" February 7","2002.\"",""
197406240004,1974,6,24,"",0,"",235,9,Eastern Europe,Macedonia,Skopje,42.0,21.433333,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",French Cultural Center,69,France,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200206130002,2002,6,13,"",0,"",235,9,Eastern Europe,Republika Srpska,Velki Trnovac,42.479623,21.740599,1,0,"Incident occurred in the village of Veliki Trnovac three kilometers west of Bujanoc,",06/13/2002: A hand grenade was thrown into the yard of an Albanian administrator in the village of Veliki Trnovac. No one was harmed in the attack.,1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Albanian Government,Official in the Town of Bujanoc,5,Albania,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,-9,"","","","","","","","",-9,6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","�Hand Grenade Thrown at Trnovac Administrator's House,� Kosova Live, June 14, 2002.","�Hand Grenade Thrown at Albanian Home in South Serbia,� BBC, June 15, 2002.","",CETIS,-9,-9,1,1,""
197706200005,1977,6,20,"",0,"",235,9,Eastern Europe,Slovenia,Ljubljana,46.054644,14.50433,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,100,Train/Train Tracks/Trolley,"","Train, Yugoslavia to FR6",235,Yugoslavia,"","","","","","","","","","","","","","","","",Croatian Nationalists,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,1,"","",7,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
198004220008,1980,4,22,"",0,"",235,9,Eastern Europe,"",Belgrade,44.818611,20.468056,1,0,"","",1,0,1,1,3,Intra/Inter-group Conflict,0,1,0,3,Bombing/Explosion,"","","","",17,Terrorists/Non-State Militia,93,Terrorist,"",Car belonging to PLO Mission,155,West Bank and Gaza Strip,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",Grenade,0,"","",2,"","",1,"","","","Damages: explosion/grenade, destroyed vehicle",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198106100004,1981,6,10,"",0,"",235,9,Eastern Europe,Serbia,Belgrade,44.818611,20.468056,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),"",car belonging to Iraqi Military Mission,95,Iraq,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","Damages: explosion, destroyed car, damaged unknown number of other vehicles, broke windows in adjacent buildings",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198109260001,1981,9,26,"",0,"",235,9,Eastern Europe,"",Dubrovnik,42.653918,18.09597,1,0,"","",1,1,1,-9,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),"Yugoslav-Airlines Boeing 707, domestic flight JAT","",235,Yugoslavia,"","","","","","","","","","","","","","","","",Croatians,"","","","","","",0,"","",0,3,"","","","","","","","","","","",5,Firearms,3,Handgun,9,Melee,23,Knife or Other Sharp Object,"","","","","","","","",Pistols; Knife,0,"","",4,"","",0,"","","","",0,"","","","",Tel Aviv,Tel Aviv,0,"","","","","",7,Unknown,"","","","","",PGIS,1,1,0,1,""
198303090004,1983,3,9,"",0,"",235,9,Eastern Europe,Serbia,Belgrade,44.818611,20.468056,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Yugoslavia,"Galip Balkar;47, Turkish Ambassador",209,Turkey,"","","","","","","","","","","","","","","","",Justice Commandos for the Armenian Genocide,"","","","","","",1,"","",0,2,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearms,2,"",0,4,"",1,0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
198406090002,1984,6,9,"",0,"",235,9,Eastern Europe,Kosovo,Pristina,42.672479,21.163748,1,0,"","",1,1,1,-9,"","",0,0,0,1,Assassination,"","","","",3,Police,25,Police Security Forces/Officers,Local,2 Police inspectors (wounded in back)/ restaurant patron,235,Yugoslavia,"","","","","","","","","","","","","","","","",Albanian extremists,"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,2,"","",1,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
198904020001,1989,4,2,"",0,"",235,9,Eastern Europe,Kosovo,Suva Reka,42.358611,20.825,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),military,vehicle,235,Yugoslavia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
