200204010002,2002,4,1,"",0,"",230,11,Sub-Saharan Africa,Western,Sikongo,-15.225173,22.183554,1,0,"","04/01/2002: Suspected members of the Angolan rebel group National Union for the Total Independence of Angola (UNITA) abducted three Zambians from the town of Sikongo in Zambia. Approximately 15 rebels attacked the villagers, and raped one of the abducted women before kidnapping them. They are believed to have been held in Angola. They have not been released, and the reasons for the abduction are unknown.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in Sikongo,230,Zambia,"","","","","","","","","","","","","","","","",National Union for the Total Independence of Angola (UNITA),"","","","","",Unknown,0,"","",0,15,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",1,3,0,"",-99,"","",0,"","","","","",7,Unknown,-99,"","\"\"\"Zambia:Angolan Rebels Accused of Abducting Three Zambians in West","\"\" BBC Monitoring International Reports","04/02/2002.\"","\"Bivan Saluseki, \"\"AAGM: UNITA Rebels Abduct Three Foreigners","\"\" The Post","04/02/2002.\"","",CETIS,1
197101150001,1971,1,15,"",0,"",230,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",2,Government (General),18,"Government Personnel (excluding police, military)","land survey team, Zambezi valley development plan",members,162,Portugal,"","","","","","","","","","","","","","","","",Revolutionary Committee of Mozambique (COREMO),"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",1,"","",0,"","",0,"","","","",1,5,0,"","","",Zambia,0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
197309110001,1973,9,11,"",0,"",230,11,Sub-Saharan Africa,Lusaka,Lusaka,-15.415393,28.284354,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Zambian Govt,"unk, employee of Zambian Min. of Education",216,Great Britain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",Package bomb,2,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
197503180001,1975,3,18,"",0,"",230,11,Sub-Saharan Africa,Lusaka,Lusaka,-15.415393,28.284354,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Zimbabwe African National Union (ZANU),Leader: Herbert Chitepo,403,Rhodesia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
197702220001,1977,2,22,"",0,"",230,11,Sub-Saharan Africa,Lusaka,Lusaka,-15.415393,28.284354,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,None,"Jason Moyo, Nationalist Official",403,Rhodesia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",Package bomb,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
197810270008,1978,10,27,"",0,"",230,11,Sub-Saharan Africa,Unknown,Kamuzya,"","",5,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,100,Train/Train Tracks/Trolley,"","railroad train, zambia railways",230,Zambia,"","","","","","","","","","","","","","","","",Zimbabwe Guerrillas,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","",Land mine,"","","","","","",1,3,Minor (likely < $1 million),20000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
197810280002,1978,10,28,"",0,"",230,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,100,Train/Train Tracks/Trolley,"",freight train,230,Zambia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,3,Minor (likely < $1 million),10000,Damages: derailed train,0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
197812010006,1978,12,1,"",0,"",230,11,Sub-Saharan Africa,Unknown,Rutenga,"","",5,1,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,100,Train/Train Tracks/Trolley,"",railroad,230,Zambia,"","","","","","","","","","","","","","","","",Zimbabwe African People's Union,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),25000,"Damages: explosion, damaged railroad infrastructure, estimated at $25,000",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
197905150013,1979,5,15,"",0,"",230,11,Sub-Saharan Africa,Lusaka,Lusaka,-15.415393,28.284354,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)","",House of Saudi Arabian Diplomat,173,Saudi Arabia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unk,0,"","",0,"","",1,3,Minor (likely < $1 million),500,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198109280006,1981,9,28,"",0,"",230,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",1,Business,10,Mining,"",Konkola copper mine,230,Zambia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198507010004,1985,7,1,"",0,"",230,11,Sub-Saharan Africa,Lusaka,Lusaka,-15.415393,28.284354,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,"",ANC office,183,South Africa,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
