200108290015,2001,8,29,"",0,"",92,6,South Asia,Jammu and Kashmir,Hangalpawa,33.778175,76.576171,2,0,"","08/29/2001: A landmine placed by Hizb-ul-Mujahideen destroyed a bus. Six soldiers and two civilians were killed and 13 wounded in the incident at Hangalpawa in Jammu and Kashmir, India.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,99,Bus (excluding tourists),Indian Busing System,"Bus in Hangalpawa, Jammu and Kashmir, India",92,India,"","","","","","","","","","","","","","","","",Hizbul Mujahideen (HM),"","","","","",Unknown,0,"","",0,"",0,1,8,Personal claim,"","","","","","",-9,6,Explosives,8,Landmine,"","","","","","","","","","","","","",8,0,0,13,0,0,1,3,Minor (likely < $1 million),"",The bus was destroyed by the explosion.,0,"","","","","","","","","","","","","","","","","�Five soldiers, two civilians, die in Kashmir bus bomb,� Agence France Presse, August 29, 2001.","�Six soldiers, two civilians, die in Kashmir bus bomb,� Agence France Presse, August 29, 2001.","�Kashmir militants Hizb-ul-Mojahedin behind bus blast; 4 killed in clashes,� BBC Monitoring South Asia - Political, August 30, 2001.",CETIS,1,1,0,1,""
197202220004,1972,2,22,"",0,"",92,6,South Asia,Delhi,New Delhi,28.585836,77.153336,1,0,"","",1,1,1,0,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Lufthansa,B-747,75,Germany,"","","","","","","","","","","","","","","","",Palestinians,"","","","","","",0,"","",0,5,"","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosives,0,0,0,0,0,0,0,"","","","",1,187,0,"","",Yemen,Yemen,1,5000000,"","","","",2,Hostage(s) released by perpetrators,187,"","","","",Hijacking DB,1,1,1,1,""
200108290024,2001,8,29,"",0,"",92,6,South Asia,Jammu and Kashmir,Kupwara District,34.526179,74.254614,3,0,"","08/29/2001: Unidentified Islamic militants shot dead two civilians in Kupwara District, Jammu and Kashmir, India. One of the victims was a village headman who belonged to the ruling National Conference party in Kashmir. No further information was available.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,National Conference Party,"Village Chief in Kupwara District, Jammu and Kashmir",92,India,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Civilian in Kupwara District, Jammu and Kashmir, India",92,India,"","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","Izhar Wani, �Nineteen die in violence in Kashmir,� Agence France Presse, August 29, 2001.","","",CETIS,-9,-9,0,-9,""
197501190004,1975,1,2,"",0,"",92,6,South Asia,Bihar,Samastipur,25.863042,85.781004,1,0,The attack occurred in the town,"1/2/1975: The Indian Railway Minister, Lalit Narayan Mishra, was assassinated in Samastipur, Bihar, India.  A bomb exploded at a rally that he was holding in the region, wounding LN Mishra, a legislator and two guards.  All four died of their injuries.  While the group Ananda Marga has been suspected of being involved in the attack, there have been no claims of responsibility and no convictions of individuals.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Railway Minister of India and legislator,Lalit Narayan Mishra and a legislator,92,India,3,Police,25,Police Security Forces/Officers,Guards,2 Guards,92,India,"","","","","","","","",Ananda Marga,"","","","","",Unknown,1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",No additional information available.,4,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","The case is very unclear and there are many rumors about who may have been involved.  Despite some people being brought to trial, no convictions have resulted.","\"\"\"Leaders of India Irate at Killing: Death of Accused Minister Laid to 'Fascist Forces'","\"\" New York Times",January 5,"1975.\"","\"Dhananjay Mahapatra, \"\"SC: Why has LN Mishra murder trial dragged for 37 years?\"\"",The Times of India,December 16,"2011.\"",""
200108300001,2001,8,30,"",0,"",92,6,South Asia,Jammu and Kashmir,Kalaroos,34.572536,74.320816,1,0,"","08/30/2001: Islamic militants shot dead a civilian in Kalaroos, Jammu and Kashmir, India. No further information was available.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Civilian in Kalaroos, Jammu and Kashmir, India",92,India,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Kashmir militants Hizb-ul-Mojahedin behind bus blast; 4 killed in clashes,� BBC Monitoring South Asia - Political, August 30, 2001.","","",CETIS,-9,-9,0,-9,""
197605260001,1976,5,26,"",0,"",92,6,South Asia,Delhi,New Delhi,28.585836,77.153336,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,44,Airport,"",New Delhi airport,92,India,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200108300015,2001,8,30,"",0,"",92,6,South Asia,Jammu and Kashmir,Garoora,34.367604,74.674441,1,0,"","08/30/2001: Lashkar-e Taiba members entered the home of Mohammad Abdullah and shot and killed three members of his family in Garoora, Jammu and Kashmir, India. Abdullah, his son and daughter-in-law were killed, while his wife was wounded.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,68,Named Civilian,Civilians,"Mohammad Abdullah and his family in Garoora, Jammu and Kashmir, India",92,India,"","","","","","","","","","","","","","","","",Lashkar-e-Taiba (LeT),"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",3,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",The family was suspected of being informers to the security services.,"�12 suspected Muslim militants gunned down in Indian Kashmir,� Agence France Press, August 31, 2001.","�Twenty-five people killed in Indian Kashmir,� Agence France Presse, August 31, 2001.","�Kashmir: Indian forces say 14 militant infiltrators killed,� BBC Monitoring South Asia � Political, August 31, 2001.",CETIS,1,1,0,1,""
197709280004,1977,9,28,"",0,"",92,6,South Asia,Maharashtra,Bombay,19.075984,72.877656,1,0,"","",1,1,1,0,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Japan Airlines,DC-8,101,Japan,"","","","","","","","","","","","","","","","",Japanese Red Army (JRA),"","","","","","",0,"","",0,5,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,6,Explosives,7,Grenade,"","","","","","","","",Firearm; Grenades,0,0,0,0,0,0,0,"","","","",1,146,9,"","",Algeria,Algeria,1,6000000,"","","","",2,Hostage(s) released by perpetrators,"","","","","",Hijacking DB,1,1,1,1,""
200108310002,2001,8,31,"",0,"",92,6,South Asia,Jammu and Kashmir,Budgam District,34.021244,74.722282,3,0,"","08/31/2001: A teacher was shot dead by suspected Islamic militants in Budgam District, Jammu and Kashmir, India. No further information was available.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",8,Educational Institution,48,Teacher/Professor/Instructor,Indian Teachers,"Teacher in Budgam District, Jammu and Kashmir, India",92,India,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Twenty-five people killed in Indian Kashmir,� Agence France Presse, August 31, 2001.","","",CETIS,-9,-9,0,-9,""
197901130004,1979,1,13,"",0,"",92,6,South Asia,Assam,Unknown,26.200605,92.937574,4,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",3,Police,23,Police Patrol (including vehicles and convoys),Police,patrol,92,India,"","","","","","","","","","","","","","","","",Naga People,Rebels,"","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,"","","","","","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200108310007,2001,8,31,"",0,"",92,6,South Asia,Jammu and Kashmir,Nowshehra,33.090721,74.23554,1,0,"","08/31/2001: Six Hindu villagers were kidnapped by suspected Islamic militants in Nowshera, Jammu and Kashmir, India. Four were shot and killed by Islamic militants and no further information was available on the other two.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,"","",14,Private Citizens & Property,69,Religion Identified,Civilians,"Hindu Civilians in Nowshera, Jammu and Kashmir, India",92,India,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",4,0,0,0,0,0,0,"","","","",1,6,0,-99,"","","","","","","","","",6,Combination,"","","�AFP World News Summary for Friday, August 31 (since 1300 GMT),� Agence France Presse, August 31, 2001.","�14 suspected Muslim militants gunned down in Indian Kashmir,� Agence France Presse, August 31, 2001.","Twenty-five people killed in Indian Kashmir,� Agence France Presse, August 31, 2001.",CETIS,-9,-9,0,-9,""
