200109230005,2001,9,23,"",0,"",14,12,Australasia & Oceania,Queensland (State),Brisbane,-27.470933,153.023502,1,0,"","09/23/2001: A Brisbane, Australia mosque was ruined in a suspected arson attack. No group claimed responsibility.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Islamic Mosque,Islamic mosque in Brisbane,14,Australia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",Reports indicated that the attack devastated the building.,0,"","","","","","","","","","","","","","","","","\"\"\"Mosque Attack Calm Plea",� Herald Sun,September 24,"2001.\"","\"\"\"Mosque Attack 'Terrorism on Smaller Scale'",� Townsville Sun,September 24,"2001.\"",""
197010210001,1970,10,21,"",0,"",14,12,Australasia & Oceania,Victoria,Melbourne,-37.813187,144.96298,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Yugoslav Consulate,235,Yugoslavia,"","","","","","","","","","","","","","","","",Croatian Nationalists,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
200110150003,2001,10,15,"",0,"",14,12,Australasia & Oceania,Victoria (State),Melbourne,-37.813187,144.96298,1,0,"","10/15/2001:  A letter delivered by mail to the U.S. Consulate in Melbourne, Australia contained an unknown chemical agent.  No injuries were reported in the attack.",1,1,1,0,"","",0,0,0,8,Unarmed Assault,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,U.S. State Department,"U.S. Consulate in Melbourne, Australia.",217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown.,0,"","",0,"",0,0,"","","","","","","","","",2,Chemical,"","","","","","","","","","","","","","",Unknown chemical agent.,0,0,0,0,0,0,0,"","","","",0,"","","","","","",0,"","","","","","","","","","�US Consulate Evacuated in Chemical Scare,� Yahoo News, October 15, 2001.","","",CETIS,-9,-9,1,1,""
197111230001,1971,11,23,"",0,"",14,12,Australasia & Oceania,New South Wales,Sydney,-33.873651,151.20689,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,11,Entertainment/Cultural/Stadium/Casino,"",yugoslav travel agency,235,Yugoslavia,"","","","","","","","","","","","","","","","",Croatian Nationalists,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
200604080012,2006,4,8,"",0,"",14,12,Australasia & Oceania,Queensland (State),Broadbeach,-28.0291,153.431388,1,0,"","04/08/2006: The mobile phone shop of former Shapelle Corby backer Ron Bakir was firebombed at 6:00 a.m. when a man bashed the glass doors of the shop with a rock before dropping a cigarette into a canister of fuel on the footpath outside in Broadbeach, Australia. No group claimed responsibility for the attack.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,"","","","",1,Business,7,Retail/Grocery/Bakery,Business of Broadbeach,Mobile phone shop of Ron Bakir in Broadbeach,14,Australia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,1,0,0,"","","","","","","","","",8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","",The fire was caused by a plastic container of fuel and lit with a cigarette.,0,0,0,0,0,0,1,4,Unknown,"",The fire damaged the door but was put out before the container exploded.,0,"","","","","","","","","","","","","","","",No one was in the store at the time. Ron Bakir could not suggest a potential reason for this attack. He had previously praised people of the Gold Coast for ignoring calls to join race riots.,"Weston, Paul, �Firebomb raid on Corby's ex-backer,� The Sunday Mail (Australia), April 09, 2006.","�Quick News,� Sunday Tasmanian (Australia), April 09, 2006.","�Attack mystifies Bakir,� Northern Territory News (Australia), April 09, 2006.",CETIS,-9,-9,0,-9,""
197209170001,1972,9,17,"",0,"",14,12,Australasia & Oceania,Queensland,Brisbane,-27.470933,153.023502,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",18,Tourists,95,Tourism Travel Agency,"",yugoslav Tourist Office,235,Yugoslavia,"","","","","","","","","","","","","","","","",Croatian Nationalists,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
200608010001,2006,8,1,"",0,"",14,12,Australasia & Oceania,New South Wales (State),Paramatta,-33.815128,151.003155,1,0,"","08/01/2006: A group of Middle Eastern men stoned Sydney, Australia�s Parramatta Synagogue�s roof and windows and damaged cars nearby. No group has claimed responsiblity for this attack.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Synagogue,Parramatta Synagogue,14,Australia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,10,"",0,"","","","","","","","","",12,Other,21,Blunt Object,"","","","","","","","","","","","","",0,0,0,"",0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","","Russell Skelton and Sarah Smiles, �Sydney synagogue rocked by attack,� The Age, August 1, 2006.","�Synagogue is war victim,� The Daily Telegraph, August 1, 2006.","",CETIS,-9,-9,0,-9,""
197209250001,1972,9,25,"",0,"",14,12,Australasia & Oceania,Unknown,Unknown,"","",5,0,"","09/25/1972: A letter bomb addressed to a Sydney Consulate diplomat was discovered and defused in Australia. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,1,1,0,"","",1,0,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Israeli Ministry of Foreign Affairs,Sydney Consulate Diplomat,97,Israel,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,-99,-99,1,5,Note left at scene,"","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",An explosives-laden letter was used.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Six letter bombs in Australia","\"\" The Jerusalem Post",September 26,"1972.\"","","",UMD Miscellaneous,1,1
200804210001,2008,4,21,"",0,"",14,12,Australasia & Oceania,Queensland,Vale View,-27.661735,151.897583,1,0,"The attempted bombing took place in Federation Park on the Drayton Connection Road, near Vale View south of Toowoomba, Queensland, Australia.","04/21/2008: On Monday, a 30 mm pipe bomb rigged with external batteries and a mobile phone was detonated by the police bomb squad unit after it was found by council workers in Federation Park on the Drayton Connection Road, near Vale View south of Toowoomba, Queensland, Australia. No claim of responsibility was made for the attempted bombing, however on 04/22/2008 on Tuesday, executed a search warrant at a home in Kent Street at Oakey and allegedly found evidence of a home-made explosive device. A 21-year-old man was arrested and charged with one count of attempting to damage property by explosives.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)","",Federation Park,14,Australia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown or was not reported.,0,"","",0,1,1,0,"","","","","","","","","",6,Explosives,12,Remote Trigger,"","","","","","","","","","","","","A mobile phone-triggered, battery-powered, 30 mm pipe was used in the attack.",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"News.com.au, \"\"Police Destroy Pipe Bomb Found at Toowoomba Park","\"\" http://news.com.au (accessed April 22","2008).\"","\"AAP Newsfeed, \"\"Qld: Man Charged Over Pipe Bomb Found in Park","\"\" Lexis Nexis",AAP Newsfeed,April 23,"2008.\"",""
197209250002,1972,9,25,"",0,"",14,12,Australasia & Oceania,Unknown,Unknown,"","",5,0,"","09/25/1972: A letter bomb addressed to a Sydney Consulate diplomat was discovered and defused in Australia. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,1,1,0,"","",1,0,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Israeli Ministry of Foreign Affairs,Sydney Consulate Diplomat,97,Israel,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,-99,-99,1,5,Note left at scene,"","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",An explosives-laden letter was used.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Six letter bombs in Australia","\"\" The Jerusalem Post",September 26,"1972.\"","","",UMD Miscellaneous,1,1
197209250003,1972,9,25,"",0,"",14,12,Australasia & Oceania,Unknown,Unknown,"","",5,0,"","09/25/1972: A letter bomb addressed to a Canberra Embassy diplomat was discovered and defused in Australia. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,1,1,0,"","",1,0,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Israeli Ministry of Foreign Affairs,Canberra Embassy Diplomat,97,Israel,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,-99,-99,1,5,Note left at scene,"","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",An explosives-laden letter was used.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Six letter bombs in Australia","\"\" The Jerusalem Post",September 26,"1972.\"","","",UMD Miscellaneous,1,1
