200112300003,2001,12,30,"",0,"",138,5,Southeast Asia,Kayar,Lawpita,19.545602,97.348967,1,1,"A gems mine near Lawpita, in Loikaw Township","12/30/2001: Fifteen suspected members of the Karenni National Progressive Party attacked a group of seven villagers at a mine near Lawpita, Kayar state, Myanmar.  The rebels demanded that the villagers join the rebels; when the villagers refused, the assailants shot and killed six of them.  A seventh villager managed to escape.  The Karenni National Progressive Party denied involvement in the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Villagers near Lawpita village,138,Myanmar,"","","","","","","","","","","","","","","","",Karenni National Progressive Party,"","","","","","Sources report that the assailants demanded that the villagers join their group and, when the villagers refused, the assailants killed them.",1,"","",0,15,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",6,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Ethnic minority rebels killed seven villagers in Myanmar","\"\" Agence France Presse",January 9,"2002.\"","\"\"\"Burma alleges armed group killed seven villagers","\"\" Myanmar Information Committee",January 10,"2002.\"","\"\"\"Burma: Opposition party denies killing villagers"
197304160001,1973,4,16,"",0,"",138,5,Southeast Asia,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Working in Burma,medical doctors,359,Soviet Union,"","","","","","","","","","","","","","","","",Shan Insurgents,Rebels,"","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,2,0,"","","",Myanmar,1,0,"","","","",2,Hostage(s) released by perpetrators,2,"","","","",PGIS,0,1,1,1,""
200204150004,2002,4,15,"",0,"",138,5,Southeast Asia,Kayin State,Myawaddy,16.687778,98.508333,1,0,"Myawaddy town, near the Thai-Burma Friendship Bridge, 230 miles northwest of Bangkok","4/15/2002: A bomb exploded in Myawaddy, near the Thai-Burma Friendship Bridge, Kayin State, Myanmar.  The device was attached to a rickshaw that was transporting people.  At least four people were killed in the explosion and at least another 29 people were injured.  Authorities suspect that Karen National Union is responsible for the incident; however, they deny involvement.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the Myawaddy,138,Myanmar,"","","","","","","","","","","","","","","","",Karen National Union,"","","","","","Specific motive is unknown; however, authorities believe that the attack was perpetrated by Karen National Union against the pro-Rangoon Democratic Karen Buddhist Army.",1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",The explosive device was attached to a rickshaw,4,0,0,29,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","Two sources state that five people were killed while one source states that only four were killed.  It is also unclear whether the rickshaw was transporting people at the time of the explosion, or if it was not in use.","\"\"\"Karen National Union denies role in explosion near Thai-Burmese bridge","\"\" Bangkok Post",April 17,"2002.\"","\"\"\"Revenge suspected in fatal Burma blast","\"\" The Nation (Thailand)",April 16,"2002.\"","\"\"\"Thailand blast kills five"
197611290001,1976,11,29,"",0,"",138,5,Southeast Asia,Rangoon,Rangoon,16.887781,96.149559,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,"",Botataung Newspaper,138,Myanmar,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200205010005,2002,5,1,"",0,"",138,5,Southeast Asia,Chin (State),Haimwal Ywathit,"","",5,1,Between Tio-Chaung Village and the Haimwal Ywathit Village in Falam Township,"05/01/2002: A 13 year old girl, Ma Larl Lyan Ngu-ei, had both of her legs blown off after she tripped a land mine near Haimwal Ywathit Village, Burma. The source believed that the mine was planted by the Chin National Army/Front. The Chin National Army/Front was an insurgent group which had a history of planting land mines in the region to of intimidating the local people�s commercial activities. The army found five more land mines in the vicinity after the incident. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,68,Named Civilian,Civilian,"A 13-year-old girl named Ma Larl Lyan Ngu-ei of Haimwal Ywathit Village, Myanmar",138,Myanmar,"","","","","","","","","","","","","","","","",Chin National Army,"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","","\"The perpetrators were accused of laying down land mines on the \"\"S curve\"\" road.\"",0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","The source, TV Myanmar, was a government controlled television station.","\"\"\"Burma: Girl Injured in Mine Explosion by Chin Insurgents","\"\" TV Myanmar",May 2,"2002.\"","","",CETIS,0,0
197611290002,1976,11,29,"",0,"",138,5,Southeast Asia,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,"",Mirror Newspaper,138,Myanmar,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200205060002,2002,5,6,"",0,"",138,5,Southeast Asia,Karen (State),Bilin,17.220569,97.239983,1,1,Between the towns of Bilin and Thaton near the Kazine Bridge which is west of the Yangon-Mottama roadway.,"05/06/2002: A group of Karen National Union (KNU) insurgents exploded a mine on a pipeline linking Yangon and Myainggale, which is between Bilin and Thaton, Burma. The pipeline was slightly damaged, but there were no casualties. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,1,Gas/Oil/Electric,Energy Industry,Gas pipeline connecting Yangon and Myainggale,138,Myanmar,"","","","","","","","","","","","","","","","",Karen National Union,"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","",Source states that the gas pipeline was mined.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The pipeline was slightly damaged.,0,"","","","","","","","","","","","","","","","","�Burma: KNU insurgents damage gas pipeline in Karen State,� Radio Myanmar, May 6, 2002.","�Burma: Press Conference Explains Illegal Labor, KNU attacks, Drug Control,� TV Myanmar, May 9, 2002.","",CETIS,0,0,0,0,""
197901020004,1979,1,2,"",0,"",138,5,Southeast Asia,Shan,Monqnawng,21.64706,98.12529,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Govt,Unit,138,Myanmar,"","","","","","","","","","","","","","","","",People's Army (Myanmar),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,3,"","",2,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200205090004,2002,5,9,"",0,"",138,5,Southeast Asia,Shan (State),Tachilek,20.448495,99.884194,1,0,"","05/09/2002: A bomb blast at the Riverside Hotel in Tachilek, Myanmar, located on the border with Thailand, killed one Myanmar national and injured three others. There was no claim of responsibility, but in mid-April, 2002 there was another bomb explosion near the Thai border, which killed five people, and the Myanmar ruling military junta blamed the Karen National Union (KNU) for that attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,Civilians,Civilians staying at the Riverside Hotel in Tachilek,138,Myanmar,1,Business,8,Hotel/Resort,Local Hotel,The Riverside Hotel in Tachilek,138,Myanmar,"","","","","","","","",Karen National Union,"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",1,0,0,3,0,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","�AFP: Hotel blast kills one, injures three Myanmar nationals,� Agence France Presse, May 9, 2002.","","",CETIS,0,0,0,0,""
197901030012,1979,1,3,"",0,"",138,5,Southeast Asia,Shan,Monqnawng,21.64706,98.12529,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Govt,Unit,138,Myanmar,"","","","","","","","","","","","","","","","",Shan State Progressive Party,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,2,"","",1,"","",1,3,Minor (likely < $1 million),500,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200301220003,2003,1,22,"",0,"",138,5,Southeast Asia,Shan (State),Kengtaung-Kenghkam,21.291422,99.606854,1,0,"","01/22/2003: Members of the Shan United Revolutionary Army (SURA) invaded a timber site belonging to Tun Myat Aung Co Ltd in Kengtaung-Kenghkam, Myanmar and opened fire on workers resulting in twelve deaths and one wounded survivor. It was suspected that the timber company was operating without providing extortion money to the SURA.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",1,Business,5,Industrial/Textiles/Factory,Tun Myat Aung Co Ltd (Timber Company),Tun Myat Aung Co Ltd Employees,138,Myanmar,"","","","","","","","","","","","","","","","",Shan United Revolutionary Army,"","","","","",The assault was suspected of being the result of a failed extortion.,1,"","",0,10,0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","","",12,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","The original assault left 9 dead and 4 wounded. Of the wounded, three died at the hospital.","�Shan Rebels Kill 12 Workers at Timber Extraction Site in Mong Nai,� The New Light of Myanmar, January 23, 2003.","","",CETIS,0,0,0,0,""
197901030013,1979,1,3,"",0,"",138,5,Southeast Asia,Shan,Monqnawng,21.64706,98.12529,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Govt,Unit,138,Myanmar,"","","","","","","","","","","","","","","","",Shan State Progressive Party,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,2,"","",3,"","",1,3,Minor (likely < $1 million),1000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200303270001,2003,3,27,"",0,"",138,5,Southeast Asia,Yangon (Division),Yangon,16.887781,96.149559,1,0,"","03/27/2003: A bomb exploded outside of a state telecommunications office in Yangon, Myanmar, killing a municipal worker, injuring three others, and shattering windows of nearby shops. The blast occurred on the 58th anniversary of the country's Armed Forces Day, but it was unknown if the blast was linked to the celebrations; no one claimed responsibility. Police had found and defused another bomb in a nearby park a few hours earlier.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",16,Telecommunication,"","",Myanmar Telecommunications System,"Telecommunications office in Yangon, Myanmar",138,Myanmar,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,14,Time Fuse,"","","","","","","","","","","","","",1,0,0,3,0,0,1,3,Minor (likely < $1 million),"",Windows of nearby shops were shattered by the explosion.,0,"","","","","","","","","","","","","","","","","�1 Killed, 3 Injured as Bomb Blasts in Myanmar Capital,� Xinhua News Agency, March 27, 2003.","�Explosion in Downtown Yangon Kills 1, Injures 3,� Kyodo News Service, March 27, 2003.","Aye Aye Win, �Explosion in Myanmar Capital Kills One,� Associated Press, March 27, 2003.",CETIS,-9,-9,0,-9,""
