200110110003,2001,10,11,"",0,"",104,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.28518,36.821107,1,0,"","10/11/2001: A doctor and his family received a letter containing white powder and cloth in Nairobi, Nairobi county, Kenya, that tested positive for anthrax.  The letter had been sent from Atlanta, where family members lived, but the anthrax was thought to have been inserted into the envelope when it was sent to Miami on its route to Kenya.  The family members all tested positive for anthrax exposure.  No group claimed responsibility for the attack.",1,1,1,0,"","",1,1,0,8,Unarmed Assault,"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,A family in Nairobi,A doctor and his four family members,104,Kenya,"","","","","","","","","","","","","","","","",Unknown,"","","","","","Although the specific motive was unknown, sources noted that the letter might be related to the September 11, 2001 World Trade Center attacks and subsequent anthrax attacks on the United States.",0,"","",0,-99,0,0,"","","","","","","","","",1,Biological,"","","","","","","","","","","","","","","The letter contained cloth and white powder.  It was postmarked on September 9, 2001 from Atlanta, but had to go through Miami before being sent on to Nairobi.",0,0,0,5,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Andrew England, \"\"In first anthrax case overseas",spores found in package mailed to Kenya,"\"\" Associated Press",October 18,"2001.\"","\"\"\"Kenya family is the first victim of bioterrorism outside U.S.","\"\" EFE News Service",October 18,"2001.\""
197502000002,1975,2,0,"",0,"",104,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.28518,36.821107,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,11,Entertainment/Cultural/Stadium/Casino,"",Starlight Night Club,104,Kenya,"","","","","","","","","","","","","","","","",Maskini Liberation Front,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,0,0,0,0,0,1,3,Minor (likely < $1 million),5000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200110110008,2001,10,11,"",0,"",104,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.28518,36.821107,1,0,The offices of the Environmental Program of the United Nations,"10/11/2001: A letter sent to the offices of the Environmental Program for the United Nations in Nairobi, Nairobi county, Kenya, contained a white powdery substance suspected to be anthrax.  The letter was addressed to an employee at the office and had a postage stamp originating from Pakistan.  No group claimed responsibility for the attack.",1,1,1,0,"","",1,0,0,8,Unarmed Assault,"","","","",7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",The United Nations Environment Program,The Environment Program and its employees,104,Kenya,"","","","","","","","","","","","","","","","",Unknown,"","","","","","Although the specific motive was unknown, sources note that at least two other suspected anthrax attacks had occurred in Kenya at the same time, and they were possibly related to the September 11, 2001 attacks on the United States.",0,"","",0,-99,0,0,"","","","","","","","","",1,Biological,"","","","","","","","","","","","","","","\"The letter was brown and tattered, with the word \"\"immaculate\"\" written where the stamp would be.  It had postage from Pakistan","and the writing was in blue ink.  It contained a white powder substance.\"",0,0,0,"",0,0,0,"","","","",0,"","","","","","","","","","","","","","","","The success of this event was listed as unknown as it was not clear whether there was any anthrax in the letter, or if anyone was exposed to it.","\"Andrew England, \"\"In first anthrax case overseas",spores found in package mailed to Kenya,"\"\" Associated Press",October 18,"2001.\"","\"\"\"Kenya family is the first victim of bioterrorism outside U.S.","\"\" EFE News Service",October 18
197503010001,1975,3,1,"",0,"",104,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.28518,36.821107,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,101,Bus Station/Stop,"",Bus Station,104,Kenya,"","","","","","","","","","","","","","","","",Maskini Liberation Front,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,27,"","",100,"","",1,3,Minor (likely < $1 million),5000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200110110009,2001,10,11,"",0,"",104,11,Sub-Saharan Africa,Central,Nyeri,-0.418893,36.950536,1,0,On Mount Kenya,"10/11/2001: A letter sent to a businessman in Nyeri, Central province, Kenya from Nairobi was suspected to contain anthrax.  No group claimed responsibility for the attack and the authorities were running tests on the white power inside the letter to determine whether the substance was indeed anthrax.",1,1,1,0,"","",1,0,0,8,Unarmed Assault,"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,A man in Nyeri,A businessman,104,Kenya,"","","","","","","","","","","","","","","","",Unknown,"","","","","","Although the specific motive was unknown, sources suggested that this incident could have been related to two other anthrax letters sent in Nairobi, as well as the World Trade Center attacks in September, 2001 in the United States.",0,"","",0,-99,0,0,"","","","","","","","","",1,Biological,"","","","","","","","","","","","","","","The letter was thought to have originated from Nairobi, and contained a white powder.",0,0,0,"",0,0,0,"","","","",0,"","","","","","","","","","","","","","","","The success of this event was listed as unknown as it was not clear whether there was any anthrax in the letter, or if anyone was exposed to it.","\"Andrew England, \"\"In first anthrax case overseas",spores found in package mailed to Kenya,"\"\" Associated Press",October 18,"2001.\"","\"\"\"Kenya family is the first victim of bioterrorism outside U.S.","\"\" EFE News Service",October 18,"2001.\""
197504110001,1975,4,11,"",0,"",104,11,Sub-Saharan Africa,Coast,Mombasa,-4.041179,39.677612,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),17,Head of State,"","Summer Home, President Kenyatta",104,Kenya,"","","","","","","","","","","","","","","","",Maskini Liberation Front,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200112090005,2001,12,9,"",0,"",104,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.28518,36.821107,1,0,"","12/09/2001: Arsonists attacked the Masai Slum in Nairobi, Kenya. Two people were killed in the attack, and over 300 families were displaced. It was not known who was responsible for the attack.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Masai Slum,"Civilians in the Masai Slum in Nairobi, Kenya",104,Kenya,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,5,0,0,"","","","","","","","","",8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","","",2,0,0,"",0,0,1,2,Major (likely >= $1 million but < $1 billion),"",Extensive damage occurred throughout the Masai Slum.,0,"","","","","","","","","","","","","","","","","\"�Kenya: Two people killed, 300 families displaced in arson attack on slum,\"\" Nairobi KTN Television",December 10,"2001.\"","","",CETIS,-9,-9,0
197506130001,1975,6,13,"",0,"",104,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.28518,36.821107,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,"",Panafric Hotel,104,Kenya,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,0,0,0,0,0,1,3,Minor (likely < $1 million),6000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200211280003,2002,11,28,"",0,"",104,11,Sub-Saharan Africa,Coast,Mombasa,-4.090508,39.647758,1,0,"","11/28/2002: Perpetrators attacked Paradise Hotel in Mombasa, Kenya, with a suicide car bomb. The hotel was popular among Israelis. Ten Kenyans, three Israelis, and the three perpetrators were killed in the incident suspected to have been carried out by al-Qaida.",1,1,1,0,"","",0,1,1,3,Bombing/Explosion,"","","","",1,Business,9,Farm/Ranch,Israeli hotel,The Paradise Hotel in Mombasa,97,Israel,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Indiscriminate civilians at the Paradise Hotel in Mombasa,104,Kenya,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Indiscriminate civilians at the Paradise Hotel in Mombasa,97,Israel,Al-Qaida,Army of Palestine,"","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",A car bomb was used in the incident.,16,0,3,0,0,0,1,4,Unknown,"",A hotel was destroyed in the incident.,0,"","","","","","","","","","","","","","","","","\"\"\"Kenya: Police Sources Say Death Toll in Kenyan Hotel Blast Rises to 16",� Paris AFP,November 29,"2002.\"","\"Yossi Melman, \"\"'Army of Palestine' Behind Mombassa Attacks Said Linked to Al-Qa'ida",� Tel Aviv Ha'aretz (Internet Version-WWW),November 29,"2002.\"","\"\"\"Bush Says Al-Qaeda Involved in Kenya Attacks"
197601280004,1976,1,28,"",0,"",104,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.28518,36.821107,1,0,"","",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),"",El Al Aircraft,97,Israel,"","","","","","","","","","","","","","","","",Popular Front for the Liberation of Palestine (PFLP),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",Surface to air missile - SAM-7,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,1,1,""
200211280004,2002,11,28,"",0,"",104,11,Sub-Saharan Africa,Coast,Mombasa,-4.041179,39.677612,1,0,"","11/28/2002: Two missiles missed a jet belonging to Arkia, an Israeli charter airline, as the plane had taken off from Mombasa airport, Mombasa, Kenya. There was no damage to the plane, and none was injured aboard the plane. The plane continued to fly toward Tel Aviv. Government officials suspected al-Qaida was responsible for the attack. An Islamist website published a message purportedly from the al-Qaeda terror network claiming responsibility for the attacks in Kenya.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Civilians,An Arkia airplane taking off from the Mombasa airport,97,Israel,"","","","","","","","","","","","","","","","",Al-Qaida,Army of Palestine,"","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",Two missiles were used in the incident.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Thanksgiving Terror; Terrorism",� Economist.Com,November 28,"2002.\"","\"Sammy Ketz, \"\"Terrorism Expert Says Kenya Attacks 'Certainly Al-Qa'ida'",� Paris AFP (North European Service),November 28,"2002.\"","\"\"\"Al-Qaida Involved in Kenya Blast"
197609000001,1976,9,0,"",0,"",104,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.28518,36.821107,1,0,"","",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),"",El Al Aircraft,97,Israel,"","","","","","","","","","","","","","","","",Popular Front for the Liberation of Palestine (PFLP),"","","","","","",0,"","",0,5,"","","","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",Surface to air missile - SAM-7,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,1,1,""
200301110002,2003,1,11,"",0,"",104,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.28518,36.821107,1,0,"","01/11/2003: Two suspected policemen were hacked to death in Nairobi, Kenya by members of the outlawed Mungiki sect. The killings were suspected of being motivated by the recent crackdown on the Mungiki sect.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Nairobi Police,Suspected Nairobi Police Officers,104,Kenya,"","","","","","","","","","","","","","","","",Mungiki Sect,"","","","","",The assault was retribution for police crackdown on the Mungiki Sect.,0,"","",0,"",0,0,"","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","","",2,0,0,0,0,"",0,"","","","",0,"","","","","","","","","","","","","","","","","�Terror sect kills two in Nairobi.� East African Standard. January 13, 2003.","","",CETIS,0,0,0,0,""
197805200002,1978,5,20,"",0,"",104,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.28518,36.821107,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),"","Aircraft, Entebbe to Nairobi",183,South Africa,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,4,"","",0,"","",1,3,Minor (likely < $1 million),300000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
