200110010004,2001,10,1,"",0,"",101,4,East Asia,Chiba (Prefecture),Mutsuzawa,35.361088,140.319273,1,0,"","10/01/2001: A bomb targeted the car of a prefectural government official, Masaji Ikuta, in Mutsuzawa, Chiba Prefecture, Japan. The car received minor damage from what appeared to be made of wiring and vinyl chloride pipes. Police suspected that the device was planted by extremists opposed to the plan expansion of Narita airport in Tokyo, with which Ikuta is associated.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Chiba Prefectural Government Official,Masaji  Ikuta,101,Japan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Officials believed that the bomb was planted by extremists opposed to the expansion of Narita airport.,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,31,Pipe Bomb,"","","","","","","","","","","","",The bomb consisted of some wiring and vinyl chloride pipes.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The car received minor damage.,0,"","","","","","","","","","","","","","","","","�Bomb blast damages car of Chiba Pref. gov�t official,� Kyodo, October 1, 2001.","","",CETIS,-9,-9,0,-9,""
197001000003,1970,1,0,"",0,"",101,4,East Asia,Fukouka,Fukouka,33.580412,130.396361,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",U.S. Consulate,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200202110005,2002,2,11,"",0,"",101,4,East Asia,Kanagawa (Prefecture),Yokohama,35.443708,139.638026,1,0,"","02/11/2002: Revolutionary Force claimed responsibility for an explosion on the baseball fields of Yokohama Senior High School in Yokohama, Japan. The target of the botched rocket attack was the U.S. Navy fuel depot a few hundred meters away. In its letter to newspaper Mainichi Shimbun, the group said the attack was to be a preemptive strike against the United States.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,U.S. Navy,"U.S. Navy fuel depot in Yokohama, Japan",217,United States,"","","","","","","","","","","","","","","","",Revolutionary Force,"","","","","",The group said that the attack was a preemptive strike against the United States.,0,"","",0,"",0,1,1,Letter,"","","","","","",-9,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�More on None Hurt in Blast near Yokohama US Navy Fuel Depot, Leftist Radicals� Suspected,� Kyodo, February 12, 2002.","�Japanese Radical Leftist Group Admits to Rocket Attack on US Naval Facility,� Mainichi Daily News, February 15, 2002.","�Police Find Rocket Launcher,� Asahi Shimbun, February 13, 2002.",CETIS,0,1,1,1,""
197003310002,1970,3,31,"",1,4/3/1970,101,4,East Asia,"",Fukouka,33.580412,130.396361,1,0,"","",1,1,1,0,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Japan Airlines,Boeing 727,101,Japan,"","","","","","","","","","","","","","","","",Japanese Red Army (JRA),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,9,Melee,23,Knife or Other Sharp Object,"","",23,Knife or Other Sharp Object,"","","","",Swords; Bomb; Knives,0,0,0,0,0,0,0,"","","","",1,129,0,"","",South Korea,South Korea,0,"","","","","",2,Hostage(s) released by perpetrators,"","","","","",Hijacking DB,0,1,0,1,""
200208060005,2002,8,6,"",0,"",101,4,East Asia,Chiba (Prefecture),Chiba,35.607221,140.10627,1,0,"","08/06/2002: A bomb blast damaged the car and roof of the house of an official of a railway company that is building a new express line for Narita airport, in Chiba Prefecture, Japan. The police suspects a group opposing the extension of the airport to be responsible for this attempt.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,12,Construction,Narita Rapid Rail Access,"Iwao Sato's house, an auditor at Narita Rapid Rail Access",101,Japan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The perpetrators carried out the attack to deter the extension of Narita airport.,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,14,Time Fuse,"","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","�Bomb blast damages car, home of Narita railway official,� Tokyo Kyodo, August 6, 2002.","�Blast damages home of Narita airport railway link co official,� AFX European Focus, August 6, 2002.","",CETIS,-9,-9,0,-9,""
197304250001,1973,4,25,"",0,"",101,4,East Asia,Kanagawa,Yokosuka,35.281341,139.6722,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,7,Facility/Infrastructure Attack,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,"",US Ikego Ammo Storage Area,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200301130007,2003,1,13,"",0,"",101,4,East Asia,Aichi (Prefecture),Nagoya,35.181446,136.906398,1,0,"",01/13/2003: A gunshot was fired at the Nagoya branch of Chogin Chubu Credit Union in Japan�s Aichi Prefecture. No one was in the building at the time. The credit union primarily caters to Japan�s North Korean population.,1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,3,Bank/Commerce,Chogin Chubu Credit Union,Chogin Chubu Credit Union,101,Japan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,1,0,1,2,Call (post-incident),"","","","","","",-9,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","�Bullet fired at Korean credit union office in Nagoya,� Kyodo, January 15, 2003.","","",CETIS,-9,-9,0,-9,""
197308290001,1973,8,29,"",0,"",101,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",U.S. Embassy Annex,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","",8,Incendiary,19,Molotov Cocktail/Petrol Bomb,"","","","","","","","",Incendiary; Molotov cocktail,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200303120001,2003,3,12,"",0,"",101,4,East Asia,Tokyo (Prefecture),Fussa,35.73845,139.326932,1,0,"","\"03/12/2003: Two projectiles were fired at the United States' Air Force Yokota base in Tokyo, Japan, causing no injuries or damage. Four days later, Kyodo News received a letter from the \"\"Revolutionary Army","\"\" claiming responsibility and that it would block Japan's dispatch of the Self-Defense Forces abroad and a U.S.-led war against Iraq. The police believe that the letter was written by the Anti-Main Stream Group of the Revolutionary Workers Association.\"",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,United States Air Force,Yokota Air Base,217,United States,"","","","","","","","","","","","","","","","",Revolutionary Workers' Council (Kakurokyo),"","","","","","\"A letter claiming responsibility said that the group would \"\"block Japan's dispatch of the Self-Defense Forces abroad and a U.S.-led war against Iraq.\"\"\"",1,"","",0,"",0,1,1,Letter,"","","","","","",-9,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",Two explosive  projectiles were used in the attack.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"2 Projectiles Fired at Yokota Base",No Injuries,� Kyodo News,March 12,"2003.\"","�Revolutionary Army Claims Responsibility for U.S. Base Attack,� Kyodo News, March 16, 2003.","�Japan: Radical Group Base Searched Over 12 March Projectile Attack on U.S. Base,� Mainichi Shimbun, March 18, 2003.",CETIS
197407150001,1974,7,15,"",0,"",101,4,East Asia,Hyogo,Itami,34.784306,135.400947,1,0,"","",1,1,1,-9,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Japan Airlines,DC-8,101,Japan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,6,Explosives,16,Unknown Explosive Type,"","","","","","","","",Knife; Bomb,0,0,0,0,0,0,0,"","","","",1,-99,0,"","","",Japan,0,"","","","","","","","","","","","",Hijacking DB,-9,-9,0,-9,""
