200108290025,2001,8,29,"",0,"",139,11,Sub-Saharan Africa,Kavango,Fumbe,-17.964748,20.166736,1,0,"","08/29/2001: Irma Ndjira was shot and wounded in an attack by four members of the National Union for the Total Liberation of Angola (UNITA) on Fumbe, Namibia. The assailants also stole a number of household goods.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,Namibian Villages,"Fumbe, Namibia",139,Namibia,"","","","","","","","","","","","","","","","",National Union for the Total Independence of Angola (UNITA),"","","","","","The four men allegedly asked the children at the village the whereabouts of their parents; when the children asked them who they were, they allegedly started firing shots in the air.",0,"","",0,4,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,1,0,0,1,3,Minor (likely < $1 million),"","The suspected bandits reportedly stole the villagers'  belongings ranging from food items, clothes and blankets.",0,"","","","","","","","","","","","","","","","","�UNITA attacks village 55 kilometers east of Rundu,� NAMPA, August 29, 2001.","","",CETIS,1,1,0,1,""
197508160001,1975,8,16,"",0,"",139,11,Sub-Saharan Africa,Oshana,Ondangwa,-17.906983,15.97565,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Bantustau,"Filemon Elifas, Chief Minister",183,South Africa,"","","","","","","","","","","","","","","","",South-West Africa People's Organization (SWAPO),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","",Pistol; Automatic firearm,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200109150002,2001,9,15,"",0,"",139,11,Sub-Saharan Africa,Kavango,Unknown,-18.197385,18.793923,4,0,"","09/15/2001: National Union for the Total Independence of Angola (UNITA) members were suspected of kidnapping an unknown number of Kavango villagers in the Lighuyu area of Namibia, one hundred thirty-five kilometers east of Rundu. UNITA did not claim responsibility for the kidnappings.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Villagers from Kavango,139,Namibia,"","","","","","","","","","","","","","","","",National Union for the Total Independence of Angola (UNITA),"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",1,-99,0,"",-99,"","",0,"","","","","",7,Unknown,-99,The incident occurred in the same area where Namibia's Basic Education Ministry's Department of Culture and Lifelong Learning was conducting literacy day celebrations.,"\"\"\"Namibia: UNITA �Bandits� Reportedly Abduct Kavango Villagers",� NAMP,September 15,"2001.\"","","",CETIS,1,1
197602150001,1976,2,15,"",0,"",139,11,Sub-Saharan Africa,Otjozondjupa,Okahandja,-21.975651,16.912449,1,0,"","",0,1,1,1,2,Other Crime Type,0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,68,Named Civilian,unk,Kurt Walter,139,Namibia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistols,2,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200112120003,2001,12,12,"",0,"",139,11,Sub-Saharan Africa,Kavango,Katonodo,-17.908338,20.13758,1,0,"","12/12/2001: Three people were injured, two of them children, when a landmine exploded in Katonodo, Namibia. Following this attack another landmine was detonated nearby. It was not known who was responsible for the attack.",1,1,1,1,2,Other Crime Type,1,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Civilians in Katondo, Namibia",139,Namibia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,4,0,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","","",0,0,0,3,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",This was one of two related attacks (cf. 200112120003-04). It was suspected that rebels who planted the landmines were the same individuals who perpetrated previous attacks in the village.  These same individuals stated that acts of violence against civilians would continue.,"\"�Nambia:  One killed, four injured in shooting, landmine incidents in Kavango,\"\" Windhoek NAMPA",December 12,"2001.\"","","",CETIS,-9,-9,0
197604200001,1976,4,20,"",0,"",139,11,Sub-Saharan Africa,Khomas,Windhoek,-22.567335,17.083271,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Windhoek Police,"unk, policeman",139,Namibia,"","","","","","","","","","","","","","","","",South-West Africa People's Organization (SWAPO),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistols,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200112120004,2001,12,12,"",0,"",139,11,Sub-Saharan Africa,Kavango,Katonodo,-17.908338,20.13758,1,0,"","12/12/2001: One woman was injured when a landmine exploded in Katonodo, Namibia. Following this attack another landmine was detonated nearby. It was not known who was responsible for the attack.",1,1,1,1,2,Other Crime Type,1,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,"","",Unknown,Unknown,139,Namibia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,4,0,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","","",0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",This was one of two related attacks (cf. 200112120003-04). It was suspected that rebels who planted the landmines were the same individuals who perpetrated previous attacks in the village.  These same individuals stated that acts of violence against civilians would continue.,"\"�Namibia:  One killed, four injured in shooting, landmine incidents in Kavango,\"\" Windhoek NAMPA",December 12,"2001.\"","","",CETIS,-9,-9,0
197803270001,1978,3,27,"",0,"",139,11,Sub-Saharan Africa,Khomas,Katatura,-22.517714,17.059734,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,HERERO Tribe,"Clemens Kapuuo, chief, Pres. Democratic Turnhalle Alliance",139,Namibia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
197809020001,1978,9,2,"",0,"",139,11,Sub-Saharan Africa,Khomas,Orambolaud district,-22.305197,17.827417,3,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Democratic Turnhalle Alliance,"Filemon Mika, organizer",139,Namibia,"","","","","","","","","","","","","","","","",South-West Africa People's Organization (SWAPO),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197810180003,1978,10,18,"",0,"",139,11,Sub-Saharan Africa,Omusati,Ruacana,-17.436154,14.391604,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,107,Electricity,"",Hydroelectric complex,139,Namibia,"","","","","","","","","","","","","","","","",South-West Africa People's Organization (SWAPO),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","",Rockets; Automatic firearms,0,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197811060006,1978,11,6,"",0,"",139,11,Sub-Saharan Africa,Unknown,Inpohana,"","",5,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,107,Electricity,"",Water Pipelines,139,Namibia,"","","","","","","","","","","","","","","","",South-West Africa People's Organization (SWAPO),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197812020002,1978,12,2,"",0,"",139,11,Sub-Saharan Africa,Khomas,Windhoek,-22.567335,17.083271,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,82,Labor Union Related,"","\"\"\"Building Society\"\"\"",139,Namibia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
197812020003,1978,12,2,"",0,"",139,11,Sub-Saharan Africa,Khomas,Windhoek,-22.567335,17.083271,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,"",a central hotel,139,Namibia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"",0,5,"",0,1,3,Minor (likely < $1 million),20000,"Damages: explosion, damaged building, estiamted at $20,000 (hotel)",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
197812020004,1978,12,2,"",0,"",139,11,Sub-Saharan Africa,Khomas,Windhoek,-22.567335,17.083271,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,73,Vehicles/Transportation,"",Car,139,Namibia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),10000,"Damages: explosion, destroyed 2 vehicles, estimated at $10,000",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
