199209040008,1992,9,4,"",0,"",223,5,Southeast Asia,Ho Chi Minh,Ho Chi Minh City,10.82926,106.633072,1,0,"","",1,1,1,-9,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Vietnamese Airlines,Flight VN850 *,223,Vietnam,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","",Knife,0,0,"",0,0,"",0,"","","","",1,115,0,"","",Ho Chi Minh City,Ho Chi Minh City,0,"","","","","",2,Hostage(s) released by perpetrators,115,"","","","",PGIS,-9,-9,0,-9,""
199410130009,1994,10,13,"",0,"",223,5,Southeast Asia,"",Ho Chi Minh City,10.82926,106.633072,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,Chinese Trade Delegation,"7 Chinamen, 1 Tiawanese, 13 Viets injured",44,China,20,Unknown,"","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",Grenade- military grade,0,"","",21,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199511020006,1995,11,2,"",0,"",223,5,Southeast Asia,Lam Dong,Dalat,11.941593,108.458004,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",9,Food or Water Supply,52,Water Supply,Lam Dong Province Water Resources Management Co.,Office,223,Vietnam,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",Package bomb,0,"","",5,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199607280002,1996,7,28,"",0,"",223,5,Southeast Asia,Hanoi,Hanoi,21.033077,105.849981,1,0,"","",1,1,1,-9,"","",0,1,0,9,Unknown,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Govt,US Embassy dependent spouse,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",1,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199703280005,1997,3,28,"",0,"",223,5,Southeast Asia,Unknown,Unknown,"","",5,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",11,Maritime,58,Commercial Maritime,"",container ship,55,Denmark,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199706040009,1997,6,4,"",0,"",223,5,Southeast Asia,Ho Chi Minh,Ho Chi Minh City,10.82926,106.633072,1,0,"","",1,1,1,-9,"","",0,1,0,1,Assassination,"","","","",1,Business,"","",Ben Thanh Market,Businesswoman Judith Lootan Wegman,142,Netherlands,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","",Knife,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200102100002,2001,2,10,"",0,"",223,5,Southeast Asia,Dak Lak (Province),Unknown,12.666194,108.038248,4,0,"",02/10/2001:  Unknown assailants attacked the Cung Kiem Elementary-Junior Secondary School with cyanide in Dak Lak Province in Vietnam to protest the political and social situation in Vietnam.  No injuries were reported in the incident.,1,1,1,0,"","",0,0,0,8,Unarmed Assault,"","","","",8,Educational Institution,49,School/University/Educational Building,Cung Kiem Elementary-Junior Secondary School,Students and staff at Cung Kiem Elementary-Junior Secondary School in Dak Lak Province in Vietnam.,223,Vietnam,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Reportedly to protest against the political and social situation in Vietnam.,0,"","",0,"",0,0,"","","","","","","","","",2,Chemical,"","","","","","","","","","","","","","",Cyanide,0,0,0,0,0,0,0,"","","","",0,"","","","","","",0,"","","","","","","","","","Steve Weizman, �Palestinian Militants Applaud use of Poison in Bombs,� Associated Press, December 12, 2001.","�Device a Crude Chemical Weapon: Jerusalem Suicide Bomb Soaked in �Pesticide� Compound,� The Vancouver Sun, December 10, 2001.","Matthew Kalman, �Suicide Attack Thwarted in Haifa: U.S. Envoy Threatens to Abandon Peace Mission,� The Ottawa Citizen, December 10, 2001.",CETIS,-9,-9,0,-9,""
200102140005,2001,2,14,"",0,"",223,5,Southeast Asia,Dak Lak (Province),Unknown,12.666194,108.038248,4,0,"",02/14/2001:  Unknown assailants attacked the Cung Kiem Elementary-Junior Secondary School with cyanide in Dak Lak Province in Vietnam to protest the political and social situation in Vietnam.  No injuries were reported in the incident.,1,1,1,0,"","",0,0,0,8,Unarmed Assault,"","","","",8,Educational Institution,49,School/University/Educational Building,Cung Kiem Elementary-Junior Secondary School,Students and staff at Cung Kiem Elementary-Junior Secondary School in Dak Lak Province in Vietnam.,223,Vietnam,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Reportedly to protest against the political and social situation in Vietnam.,0,"","",0,"",0,0,"","","","","","","","","",2,Chemical,"","","","","","","","","","","","","","",Cyanide,0,0,0,0,0,0,0,"","","","",0,"","","","","","",0,"","","","","","","","","","Kieu Binh Dinh, �Be Vigilant against Evil People�s Plot to Spread Poisons in Dac Lac Schools,� Hanoi Quan Doi Nhan Dan in Vietnamese, April 10, 2001.","�Saboteurs are Poisoning Highland Schools, says Vietnam,� Deutsche Presse-Agentur, April 10, 2001.","]�Teenagers Arrested for Chemical Attacks on Vietnam Schools,� Yahoo News Singapore, April 10, 2001.",CETIS,-9,-9,0,-9,""
200102230005,2001,2,23,"",0,"",223,5,Southeast Asia,Dak Lak (Province),Unknown,12.666194,108.038248,4,0,"",02/23/2001:  Unknown assailants attacked the Cung Kiem Elementary-Junior Secondary School with cyanide in Dak Lak Province in Vietnam to protest the political and social situation in Vietnam.  No injuries were reported in the incident.,1,1,1,0,"","",0,0,0,8,Unarmed Assault,"","","","",8,Educational Institution,49,School/University/Educational Building,Cung Kiem Elementary-Junior Secondary School,Students and staff at Cung Kiem Elementary-Junior Secondary School in Dak Lak Province in Vietnam.,223,Vietnam,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Reportedly to protest against the political and social situation in Vietnam.,0,"","",0,"",0,0,"","","","","","","","","",2,Chemical,"","","","","","","","","","","","","","",Cyanide,0,0,0,0,0,0,0,"","","","",0,"","","","","","",0,"","","","","","","","","","Kieu Binh Dinh, �Be Vigilant against Evil People�s Plot to Spread Poisons in Dac Lac Schools,� Hanoi Quan Doi Nhan Dan in Vietnamese, April 10, 2001.","�Saboteurs are Poisoning Highland Schools, says Vietnam,� Deutsche Presse-Agentur, April 10, 2001.","�Vietnam:  Scores More Face Chemical Attacks; One Suspect Arrested,� Hong Kong AFP in English, April 7, 2001.",CETIS,-9,-9,0,-9,""
200103100003,2001,3,10,"",0,"",223,5,Southeast Asia,Dak Lak (Province),Unknown,12.666194,108.038248,4,0,"",03/10/2001:  Unknown assailants attacked the Cung Kiem Elementary-Junior Secondary School with cyanide in Dak Lak Province in Vietnam to protest the political and social situation in Vietnam.  No injuries were reported in the incident.,1,1,1,0,"","",0,0,0,8,Unarmed Assault,"","","","",8,Educational Institution,49,School/University/Educational Building,Cung Kiem Elementary-Junior Secondary School,Students and staff at Cung Kiem Elementary-Junior Secondary School in Dak Lak Province in Vietnam.,223,Vietnam,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Reportedly to protest against the political and social situation in Vietnam.,0,"","",0,"",0,0,"","","","","","","","","",2,Chemical,"","","","","","","","","","","","","","",Cyanide,0,0,0,0,0,0,0,"","","","",0,"","","","","","",0,"","","","","","","","","","�Saboteurs are Poisoning Highland Schools, says Vietnam,� Deutsche Presse-Agentur, April 10, 2001.","�Vietnam:  Scores More Face Chemical Attacks; One Suspect Arrested,� Hong Kong AFP in English, April 7, 2001.","�Teenagers Arrested for Chemical Attacks on Vietnam Schools,� Yahoo News Singapore, April 10, 2001.",CETIS,-9,-9,0,-9,""
