200108290017,2001,8,29,"",0,"",160,5,Southeast Asia,Occidental Mindoro,San Jose,12.35275,121.06761,1,0,"","08/29/2001: The deputy police chief of Mindoro Occidental Province, Winston Ebersole, was shot and killed by two members of the New People�s Army (NPA) in San Jose, Philippines.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",3,Police,25,Police Security Forces/Officers,"Deputy police chief of Mindoro Occidental Province, Philippines",Winston Ebersole,160,Philippines,"","","","","","","","","","","","","","","","",New People's Army (NPA),"","","","","","\"Ebersole was \"\"punished for his long list of crimes against the revolutionary movement and the people of Occidental Mindoro.\"\"\"",0,"","",0,2,0,1,1,Letter,"","","","","","",-9,5,Firearms,3,Handgun,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Communist guerrillas kill deputy police chief of Philippine province,� The Associated Press State & Local Wire, August 29, 2001.","�Across the nation NPAs claim slaying of Mindoro cop,� Philippine Daily Inquirer, August 31, 2001.","",CETIS,0,0,0,0,""
197001000001,1970,1,0,"",0,"",160,5,Southeast Asia,Tarlac,Unknown,15.478598,120.599741,4,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",10,Journalists & Media,54,Radio Journalist/Staff/Facility,Voice of America,Employee,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200109020003,2001,9,2,"",0,"",160,5,Southeast Asia,Maguindanao,Shariff Aguak,6.862806,124.443649,1,0,"","09/02/2001: Andal Ampatuan, governor of the southern province of Maguindanao, was unharmed when armed men believed to be Moro Islamic Liberation Front (MILF) members fired at his convoy in Shariff Aguak, Maguindanao, injuring four of his bodyguards. MILF did not claim responsibility for the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Philippine Provincial Government,Provincial Governor Andal Ampatuan,160,Philippines,"","","","","","","","","","","","","","","","",Moro Islamic Liberation Front (MILF),"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,4,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","",The Moro Islamic Liberation Front (MILF) signed a ceasefire agreement with the Philippine government in Malaysia in August 2001.,"Raffy Jimenez, �Maguindanao Governor Survives Ambush,� Global News Wire, September 3, 2001.","\"\"\"Philippine Provincial Governor Survives Ambush",� Xinhua News Agency News Agency,September 2,"2001.\"\"\"","",CETIS,0,0
197001210001,1970,1,21,"",0,"",160,5,Southeast Asia,Metropolitan Manila,Quezon City,14.67428,121.057495,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",JUSMAG HQ,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),5000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200109030006,2001,9,3,"",0,"",160,5,Southeast Asia,Zamboanga del Sur,Pagadian,7.825203,123.437378,1,0,"","09/03/2001: A bomb on a timer left inside a bus terminal in Pagadian, Zamboanga del Sur province, Philippines, detonated when authorities tried to move it, killing three people and wounding thirteen more.  Those killed included a police officer, and the wounded included police officers and a child.  Although no mention of damage was made, sources mention that shrapnel flew in different directions during the explosion.  No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,101,Bus Station/Stop,Pagadian bus terminal,Bus terminal and passengers,160,Philippines,3,Police,25,Police Security Forces/Officers,Pagadian police,Police attempting to defuse the bomb,160,Philippines,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Pagadian citizens and property,Citizens and property in the vicinity of the explosion,160,Philippines,Unknown,"","","","","","Although the specific motive was unknown, sources note that the bus terminal had been targeted previously.  Sources speculated that the bombing might have been related to extortionists in the area who attack businesses that do not pay them money.",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,14,Time Fuse,"","","","","","","","","","","","","The bomb was described as homemade, connected to a timer, and left in a box.",3,0,0,13,0,0,1,4,Unknown,"","No mention was made of any property damage, but the sources describe how shrapnel flew in different directions after the incident.",0,"","","","","","","","","","","","","","","","","\"\"\"Bomb kills three",injures 13 in southern Philippines,"\"\" Associated Press",September 3,"2001.\"","\"\"\"Philippines bomb kills three","\"\" BBC",September 4,"2001.\""
197001310001,1970,1,31,"",0,"",160,5,Southeast Asia,Tarlac,Bamban,15.675051,120.331618,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,9,Unknown,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",U.S. Navy,Seaman,217,United States,"","","","","","","","","","","","","","","","",New People's Army (NPA),"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",1,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200109130001,2001,9,13,"",0,"",160,5,Southeast Asia,Maguindanao,Barira,7.48722,124.29917,1,0,"","09/13/2001: Alleged Moro Islamic Liberation Front (MILF) rebels killed three soldiers and injured six others with automatic rifles. The attackers attacked when Philippine soldiers were in their vehicles on their way back to camp in Barira, Maguindanao Province, Philippines.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),Philippine Military,Philippine soldiers in vehicles on their way back to the town of Barira,160,Philippines,"","","","","","","","","","","","","","","","",Moro Islamic Liberation Front (MILF),"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","","",3,0,0,6,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","Moro Islamic Liberation Front (MILF) spokesman, Eid Cabalu, denied that the rebels were behind the attack, saying the gunmen could have been local residents harassed recently by soldiers.","\"\"\"Three Soldiers Killed in Attack in Southern Philippines","\"\" Deutsche Presse-Agentur",September 12,"2001.\"","","",CETIS,0,0
197003000001,1970,3,0,"",0,"",160,5,Southeast Asia,Metropolitian Manila,Manila,14.596051,120.978666,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",U.S. Embassy,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),500,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200109260003,2001,9,26,"",0,"",160,5,Southeast Asia,Lupon,Unknown,7.080833,126.202946,4,0,"",09/26/2001: Five suspected communist guerrillas of the New People�s Army (NPA) raided a village dance in Lupon on Mindanao Island in the southern Philippines. The perpetrators killed a policeman and a government militiaman. No group claimed responsibility for the attack.,1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Civilians,Civilians at a village dance in Lupon,160,Philippines,3,Police,25,Police Security Forces/Officers,Local Police and Philippine Army,A local policeman from Lupon and a Philippine government militiaman.,160,Philippines,"","","","","","","","",New People's Army (NPA),"","","","","",Unknown,1,"","",0,5,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Philippines Communist Rebels Kill Two in Village Disco Attack",� Agence France Presse,September 27,"2001.\"","","",CETIS,0,0
197003240001,1970,3,24,"",0,"",160,5,Southeast Asia,Pampanga,Angeles,15.153002,120.591942,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",U.S. Air Force,officer,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",1,1,"",0,0,"",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200110080001,2001,10,8,"",0,"",160,5,Southeast Asia,Zamboanga Sibugay,Zamboanga City,6.929089,122.07885,1,0,"","10/08/2001: The Paradise Hotel in Zamboanga, Basilan province, the Philippines, was the target of a bombing. No casualties were reported. The second and third floors of the hotel were damaged. Abu Sayyaf Group (ASG) was suspected of involvement in the attack.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",18,Tourists,98,Other Facility,Philippine Tourism Industry,Paradise Hotel,160,Philippines,"","","","","","","","","","","","","","","","",Abu Sayyaf Group (ASG),"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",Damage was done to the second and third floors of the hotel.,0,"","","","","","","","","","","","","","","","","\"\"\"Suspected Terrorist Explode Bombs in Mindanao",� Malaysia General News,October 8,"2001.\"","�Bombs Rock Two Hotels in Zamboanga,� Gulf News, October 9, 2001.","",CETIS,0,0
197004020001,1970,4,2,"",0,"",160,5,Southeast Asia,Pampanga,Mabalacat City,15.185916,120.54187,1,1,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",U.S. Air Force,Airmen,217,United States,"","","","","","","","","","","","","","","","",New People's Army (NPA),"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",2,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200110080002,2001,10,8,"",0,"",160,5,Southeast Asia,Zamboanga Sibugay,Zamboanga City,6.929089,122.07885,1,0,"","10/08/2001: The Imperial Hotel in Zamboanga, Basilan province, the Philippines, was the target of a bombing. No casualties were reported. The third floor of the hotel was badly damaged, and windows on a nearby building were shattered. Abu Sayyaf Group (ASG) was suspected of involvement in the attack.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",18,Tourists,98,Other Facility,Philippine Tourism Industry,Imperial Hotel,160,Philippines,"","","","","","","","","","","","","","","","",Abu Sayyaf Group (ASG),"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The third floor of the hotel was damaged extensively and windows in a nearby building were shattered.,0,"","","","","","","","","","","","","","","","","\"\"\"Suspected Terrorist Explode Bombs in Mindanao",� Malaysia General News,October 8,"2001.\"","�Bombs Rock Two Hotels in Zamboanga,� Gulf News, October 9, 2001.","",CETIS,0,0
197004210001,1970,4,21,"",0,"",160,5,Southeast Asia,Unknown,Cauayan,"","",5,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),"",Philippines Airlines Aircraft,160,Philippines,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,36,"","",0,"","",1,2,Major (likely >= $1 million but < $1 billion),2000000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
