200108290018,2001,8,29,"",0,"",155,10,Middle East & North Africa,West Bank,Kyriat Sefer,31.932476,35.042265,1,0,"","08/29/2001: An Israeli man was killed in a drive-by shooting by unidentified assailants while patrolling the Jewish settlement of Kyriat Sefer in the West Bank, Palestine.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Unidentified man patrolling the Jewish settlement of Kyriat Sefer in the West Bank,97,Israel,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,1,3,Minor (likely < $1 million),"",Some property damage was caused to the vehicle the victim was driving in.,0,"","","","","","","","","","","","","","","","","\"\"\"Israelis continue Beit Jalla siege","\"\" Courier Mail (Queensland",Australia),August 30,"2001.\"","James Hider, �Occupation as Israel digs in - Troops to stay �indefinitely�,� The Daily Telegraph (Sydney, Australia), August 30, 2001.","�Three Palestinians shot dead: reports,� Agence France Presse, August 29, 2001.",CETIS,-9
197201160001,1972,1,16,"",0,"",155,10,Middle East & North Africa,Gaza Strip,Gaza,31.502407,34.459743,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,US Medical Staff,Nurse,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearms,1,1,0,3,0,0,1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",State Department 1997 Document,-9,-9,1,1,""
200108290022,2001,8,29,"",0,"",155,10,Middle East & North Africa,West Bank,Anatot,31.832068,35.296764,1,1,The incident occurred on a road near Anatot in the West Bank.,"08/29/2001: A Jewish group, believed to be from the settlement of El�azar, was suspected in the shooting attack of a Palestinian vehicle near the Jewish settlement of Anatot, in the West Bank. One person was killed and two wounded.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,71,Race/Ethnicity Identified,Civilians,Palestinian Civilians in the West Bank,155,West Bank and Gaza Strip,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The shooting was claimed as retaliation for the murder of settler Hillel Lieberman in Nablus 10 months prior to this incident.,0,"","",0,"",0,0,2,Call (post-incident),"","","","","","",-9,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,2,0,0,1,"","","","",0,"","","","","","","","","","","","","","","",Police sources doubted the authenticity of the claim of responsibility. Khadir Jaddua Kan'an was identified as the deceased victim.,"�Unknown Jewish Group Claims Responsibility for Hizma Palestinian Killing,� Ha�aretz, August 30, 2001.","Avi Machlis, �Israelis and Palestinians in tentative Beit Jala deal,� Financial Times (London, England), August 30, 2001.","Phil Reeves, �Israelis make new thrust into Arab land; Middle East tanks destroy police posts and seal off a town in the Gaza Strip with the Palestinians still reeling from the seizure of Beit Jalla,� The Independent (London), August 30, 2001.",CETIS,-9,-9,0,-9,""
197604290004,1976,4,29,"",0,"",155,10,Middle East & North Africa,West Bank,Jerusalem,31.784838,35.224613,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",20,Unknown,"","","",Unk.,97,Israel,"","","","","","","","","","","","","","","","",Popular Front for the Liberation of Palestine (PFLP),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,2,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200108290023,2001,8,29,"",0,"",155,10,Middle East & North Africa,West Bank,Jerusalem,31.784838,35.224613,1,0,"","08/29/2001: Unidentified Palestinian assailants fired mortars at Gilo, Israel. One mortar round hit a house and the second landed harmlessly in a ravine. No injuries occurred.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Civilians in Gilo, Israel",97,Israel,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",A mortar round struck a house.,0,"","","","","","","","","","","","","","","",The incident occurred during the Israeli military operation in the adjacent Palestinian town of Beit Jala.,"�Mortar bombs hit school and home in Gilo settlement,� Agence France Presse, August 29, 2001.","Alan Philps, �Ceasefire in town seized by Israelis crumbles,� The Daily Telegraph (London), August 30, 2001.","James Hider, �Occupation as Israel digs in - Troops to stay �indefinitely�,� The Daily Telegraph (Sydney, Australia), August 30, 2001.",CETIS,-9,-9,0,-9,""
197804200004,1978,4,20,"",0,"",155,10,Middle East & North Africa,West Bank,Nablus,32.222271,35.253506,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",18,Tourists,96,Tour Bus/Van,"",Tourist bus,97,Israel,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,2,"","","","","",1,3,Minor (likely < $1 million),2000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200108300005,2001,8,30,"",0,"",155,10,Middle East & North Africa,West Bank,Nahalin,31.685863,35.121067,1,0,"","08/30/2001: An Israeli man, Amos Tadjuri, was shot and killed in an attack by two members of the Popular Army Vanguards-Battalions of Return at a restaurant in Nahalin, the West Bank, Palestine.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,71,Race/Ethnicity Identified,Israeli Civilians in the West Bank,Amos Tadjuri,97,Israel,"","","","","","","","","","","","","","","","",Popular Army Vanguards- Battalions of Return,"","","","","","The operation was carried out to avenge Abu-Ali Mustafa, secretary general of the Popular Front for the Liberation of Palestine (PFLP) who had recently been killed by Israeli forces.",0,"","",0,2,0,1,1,Letter,"","","","","","",-9,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",The Popular Army Vanguards-Battalions of Return are linked with Al-Fatah.,"��Battalions of Return� Claims Killing Israeli Settler Near Ramallah 30 Aug,� Quds Press, August 31, 2001.","�Fresh killing in the West Bank as Israel on edge,� Agence France Presse, August 30, 2001.","�Israeli troops withdraw from Beit Jala,� Deutsche Presse-Agentur, August 30, 2001.",CETIS,0,0,0,0,""
197808290001,1978,8,29,"",0,"",155,10,Middle East & North Africa,West Bank,Nablus,32.222271,35.253506,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,"",education department building,97,Israel,"","","","","","","","","","","","","","","","",Palestinians,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),3000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200108300006,2001,8,30,"",0,"",155,10,Middle East & North Africa,Gaza Strip,Gush Qatif,31.355579,34.274364,1,0,"","08/30/2001: An Israeli was slightly injured in a shooting attack on his vehicle in the Qatif Bloc junction, the Gaza Strip, Palestine. No perpetrators were identified.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,71,Race/Ethnicity Identified,Civilians,Israeli Civilian in the Gaza Strip,97,Israel,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,1,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","Would-Be Nabulus Bomber Captured by Israel; Palestinian Press Photographer Held,� Voice of Israel Network B, August 30, 2001.","","",CETIS,-9,-9,0,-9,""
197809120002,1978,9,12,"",0,"",155,10,Middle East & North Africa,West Bank,Nablus,32.222271,35.253506,1,0,"","",1,1,1,-9,"","",0,0,0,7,Facility/Infrastructure Attack,"","","","",2,Government (General),21,Government Building/Facility/Office,"",government employment office,97,Israel,"","","","","","","","","","","","","","","","",Palestinians,"","","","","","",0,"","",0,3,"","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200108310006,2001,8,31,"",0,"",155,10,Middle East & North Africa,West Bank,Tulkarem,32.311945,35.026548,1,0,"","08/31/2001: An Israeli Druze man staying with a friend was kidnapped by members of Tanzim in Tulkarem, the West Bank. The kidnappers transferred him to the Palestinian security services.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,71,Race/Ethnicity Identified,Civilians,"Israeli Druze man in Tulkarem, the West Bank",97,Israel,"","","","","","","","","","","","","","","","",Tanzim,"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",1,1,0,-99,"","","","","","","","","",2,Hostage(s) released by perpetrators,1,"","��Hot� Warning of �Terrorist� Attack �Tonight;� Druze Kidnapped in PA,� Voice of Israel Network B, August 31, 2001.","","",CETIS,0,0,0,0,""
