200109070001,2001,9,7,"",0,"",102,10,Middle East & North Africa,Amman,Amman,31.950001,35.933331,1,0,"",09/07/2001: Unidentified men attacked the Jordinian opposition figure Layth Shubaylat�s home in Amman. Shubaylat blamed some government parties for this attack. No group claimed responsibility.,1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Political Party,"Jordinian opposition leader, Layth Shubaylat",102,Jordan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","\"\"\"Jordan: �Unidentified Men� Attack Layth Shubaylat�s Home",� Al-Jazirah Satellite Channel Television,September 7,"2001.\"","","",CETIS,-9,-9
197002280001,1970,2,28,"",0,"",102,10,Middle East & North Africa,Khalil,Hebron,31.530243,35.094162,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",18,Tourists,96,Tour Bus/Van,"",Tourist Bus,102,Jordan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,"","","","","","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200202280004,2002,2,28,"",0,"",102,10,Middle East & North Africa,Amman,Amman,31.950001,35.933331,1,0,The incident occurred near the Jebel Amman commerical district.,"2/28/2002: A bomb stored in a parked car exploded in the Jebel Amman district of Amman, Capital Governorate, Jordan.  Two civilians that were walking by at the time of the explosion were killed in the blast.  The bomb had been hidden in a car belonging to Yasmin Burjak, the wife of Ali Burjak, the head of the Anti-Terrorism Unit in Jordan.  The car was destroyed, as was several other cars in the area.  Authorities believe that the bombing was a message to Jordanian security in light of their support of the campaign against international terrorism.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),20,Intelligence,Anti-Terrorism Unit,"Ali Burjak, the head of the Anti-Terrorism Unit in Jordan",102,Jordan,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians and civilian property,Civilians and cars in the vicinity of the bomb,102,Jordan,"","","","","","","","",Unknown,"","","","","","Specific motive is unknown; however, authorities believe that the bombing was a message to Jordanian security in light of their support of the campaign against international terrorism",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",A bomb set off with a timing device hidden in a car,2,0,0,0,0,0,1,4,Unknown,"","The car carrying the bomb was destroyed, as was several other vehicles in the vicinity",0,"","","","","","","","","","","","","","","",Burjak had played a key role in investigating 28 men charged with conspiracy to commit terror acts on US and Israeli targets.,"\"\"\"Two killed by car bomb in Jordan's capital Amman","\"\" Dow Jones International News",February 28,"2002.\"","\"\"\"Jordan bomb appears aimed at security apparatus -official","\"\" Dow Jones International News",February 28,"2002.\"","\"\"\"Car bomb targets Jordanian anti-terror unit head"
197004150001,1970,4,15,"",0,"",102,10,Middle East & North Africa,Amman,Amman,31.950001,35.933331,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",US Embassy,217,United States,"","","","","","","","","","","","","","","","",Popular Front for the Liberation of Palestine (PFLP),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","",Automatic firearms; Explosives,0,"","",0,"","",1,3,Minor (likely < $1 million),100000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200210280001,2002,10,28,"",0,"",102,10,Middle East & North Africa,Amman,Amman,31.950001,35.933331,1,0,The incident occurred near the Jabr commercial neighborhood.,"10/28/2002: A gunman shot and killed Lawrence Foley outside of his home in Amman, Capital Governorate, Jordan.  Foley was a United States diplomat working for United States Agency for International Development (USAID).  The assailant sprayed Foley with bullets, then fled the scene.  No group claimed responsibility for the incident, but Joranian authorities and the US Department of State attribute responsibility to Abu Musab Zarqawi's network, Tawhid and Jihad. Zarqawi was convicted and sentenced to death in absentia in 2004 for masterminding the attack. Also sentenced to death were two people accused of carrying out the shooting, Libyan Salem Saad bin Suweid and Jordanian Yasser Freihat, who were arrested in December 2002.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",United States Agency for International Development,"Lawrence Foley, a diplomat from USAID",217,United States,"","","","","","","","","","","","","","","","",Tawhid and Jihad,"","","","","","Specific motive is unknown; however, anti-US sentiment has been building over perceived US bias against Israel",0,"","",0,2,2,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","\"The victim was \"\"sprayed by bullets\"\"\"",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"US diplomat shot dead in Jordan: minister","\"\" Agence France-Presse",October 28,"2002\"","\"\"\"US embassy employee shot dead in Jordan's capital","\"\" Associated Press",October 28,"2002\"","\"\"\"Jordan Militants Sentenced to Die"
197006070001,1970,6,7,"",0,"",102,10,Middle East & North Africa,Amman,Amman,31.950001,35.933331,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,9,Unknown,"","","","",4,Military,29,Military Unit/Patrol/Convoy,U.S.,Military Attache,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",1,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200508190002,2005,8,19,"",0,"",102,10,Middle East & North Africa,Aqaba,Aqaba,29.531969,35.007061,1,0,"",08/19/2005: Six members of the Abdullah Azzam Brigades fired three Katyusha rockets at two US Navy ships anchored at Al Aqaba port in Jordan. The rockets missed their intended targets killing a Jordanian soldier. Two of the rockets landed across the Israeli border in the town of Eilat injuring an Israeli taxi driver.,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,32,Military Maritime,US Navy Fifth Fleet,"The US Navy ships, Kearsarge and Ashland",217,United States,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Al Aqaba Civilians,102,Jordan,"","","","","","","","",Abdullah Azzam Brigades,"","","","","",To oppose US corruption and the Jordan's jailing of Muslim scholars,0,"","",0,6,0,1,7,"Posted to website, blog, etc.","","","","","","",-9,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",Three Katyusha rockets were used in the attack.,1,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,One of the rockets struck a warehouse.,0,"","","","","","","","","","","","","","","","Jordanian authorities were tracking six men, believed to be Egyptian, Syrian and Iraqi, who recently rented a workshop from which the rockets were fired.","Hassam Fattah and Edward Wong, �US ships target of rocket attack in Jordan�s port,� The New York Times, August 20, 2005.","�Camp Lejeune Marines safe after rocket attack in Jordanian harbour,� The Associated Press, August 18, 2005.","Javier Blas, Sharmila Devi and Peter Spiegel, �Group with al-Qaeda links fires on US warships,� Financial Times, August 18, 2005.",CETIS,0,1,1,1,""
197006070002,1970,6,7,"",1,6/8/1970,102,10,Middle East & North Africa,Amman,Amman,31.950001,35.933331,1,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",State dept,"Morris Draper, chief of political section, U.S. Embassy, Amman",217,United States,"","","","","","","","","","","","","","","","",Popular Front for the Liberation of Palestine (PFLP),"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","","","","",0,"","",0,"","","","",1,1,1,22,0,"",Jordan,1,0,"","","","",2,Hostage(s) released by perpetrators,1,"","","","",PGIS,0,1,1,1,""
200511090002,2005,11,9,"",0,"",102,10,Middle East & North Africa,Amman,Amman,31.950001,35.933331,1,0,The incident occurred at the Radisson Hotel in Amman.,"11/09/2005: A suicide bomber belonging to Abu Musab al-Zarqawi�s Al-Qaida in Iraq organization detonated explosives at a wedding being held at the Radisson Hotel in Amman, Jordan. The bombing was one of three attacks on hotels in Amman on November 9, 2005. 57 people were reported killed, excluding the bombers, and approximately 100 others were wounded in these three attacks. Al-Qaida in Iraq claimed responsibility for the three attacks via a statement posted on the internet.",1,1,1,0,"","",1,1,1,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,Civilan(s),Visitors at the Radisson Hotel in Amman,999,Multinational,1,Business,8,Hotel/Resort,Radisson Hotel,The Radisson Hotel in Amman,102,Jordan,"","","","","","","","",Al-Qaida in Iraq,"","","","","",The internet claim indicated that the attackers targeted sites in Jordan in retaliation for Amman's cooperation with western powers.,0,"","",0,1,40,1,7,"Posted to website, blog, etc.","","","","","","",-9,6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","","",20,1,1,34,"",0,1,4,Unknown,-99,"",0,"","","","","","","","","","","","","","","","This was one of three related attacks against hotels in Amman, Jordan on November 9, 2005 (cf. 200511090003, 200511090004). Jordanian police detained more than 120 people whom they suspected could have helped in orchestrating the bombings. Reports on the three attacks combined the casualty figures. Therefore, all casualty information has been divided evenly among the three cases in the database to maintain statistical accuracy.","Jamal Halaby, �Suicide attackers strike hotels in Jordanian capital, killing 57 and wounding 115,� The Associated Press, November 9, 2005.","�World condemns Jordan blasts as crime against innocents,� Agence France Presse, November 9, 2005.","�At least 18 dead in 3 hotel blasts in Amman: report,� Japan Economic Newswire, November 9, 2005.",CETIS,1,1,1,1,"200511090002, 200511090003, 200511090004"
197006090004,1970,6,9,"",1,6/12/1970,102,10,Middle East & North Africa,Amman,Amman,31.950001,35.933331,1,0,"","",1,1,1,0,"","",1,1,0,5,Hostage Taking (Barricade Incident),"","","","",1,Business,8,Hotel/Resort,"",Hotels,999,Multinational,"","","","","","","","","","","","","","","","",Popular Front for the Liberation of Palestine (PFLP),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearms,0,"","",0,"","",1,4,Unknown,"","",1,60,0,0,3,"","",0,"","","","","",2,Hostage(s) released by perpetrators,60,"","","","",PGIS,0,1,1,1,"197006090004, 197006090005"
200511090003,2005,11,9,"",0,"",102,10,Middle East & North Africa,Amman,Amman,31.950001,35.933331,1,0,The incident occurred at the Grand Hyatt Hotel in Amman.,"11/09/2005: A suicide bomber belonging to Abu Musab al-Zarqawi�s Al-Qaida in Iraq organization targeted the Grand Hyatt Hotel in Amman, Jordan. The attack was one of three hotel bombings in Amman on November 11, 2005 killing a total of 57 people, excluding the bombers, and injuring approximately 100 others. Al-Qaida in Iraq claimed responsibility for the attacks via a statement posted on the internet.",1,1,1,0,"","",1,1,1,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,Civilan(s),Visitors at the Grand Hyatt Hotel in Amman,102,Jordan,1,Business,8,Hotel/Resort,Hyatt Hotel,The Grand Hyatt Hotel in Amman,217,United States,"","","","","","","","",Al-Qaida in Iraq,"","","","","",The internet claim indicated that the attackers targeted sites in Jordan in retaliation for Amman's cooperation with western powers.,0,"","",0,1,40,1,7,"Posted to website, blog, etc.","","","","","","",-9,6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","","",20,1,1,33,"",0,1,4,Unknown,-99,"",0,"","","","","","","","","","","","","","","","This was one of three related attacks against hotels in Amman, Jordan on November 9, 2005 (cf. 200511090002, 200511090004). Jordanian police detained more than 120 people whom they suspected could have helped in orchestrating the bombings. Reports on the three attacks combined the casualty figures. Therefore, all casualty information has been divided evenly among the three cases in the database to maintain statistical accuracy.","�World condemns Jordan blasts as crime against innocents,� Agence France Presse, November 9, 2005.","Hassan Fattah, �Al Qaeda linked to hotel blasts in Jordan; As death toll rises, Iraq-based group claims responsibility,� The International Herald Tribune, November 11, 2005.","�At least 18 dead in 3 hotel blasts in Amman: report,� Japan Economic Newswire, November 9, 2005.",CETIS,1,1,1,1,"200511090003, 200511090002, 200511090004"
