200108300009,2001,8,30,"",0,"",93,5,Southeast Asia,Moluku (Province),Waai,-3.566108,128.321111,1,0,"","08/30/2001: A shooting attack was launched by two unidentified assailants on a bus in Waai, Maluku Province, Indonesia. The incident wounded five passengers.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",19,Transportation,99,Bus (excluding tourists),Indonesia Busing System,"Public Bus in Waai, Moluku Province, Indonesia",93,Indonesia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,2,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",The weapons used were suspected to be standard Indonesian Army weapons.,0,0,0,5,0,0,1,3,Minor (likely < $1 million),"",The bus sustained minor damage.,0,"","","","","","","","","","","","","","","","","�Gunfire attack on Ambon bus, media prohibited from reporting on FKM,� FBIS, August 31, 2001.","","",CETIS,-9,-9,0,-9,""
197711290004,1977,11,29,"",0,"",93,5,Southeast Asia,North Sumatra,Unknown,3.585242,98.675598,4,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",1,Business,5,Industrial/Textiles/Factory,Bechtel,workers,217,United States,"","","","","","","","","","","","","","","","",Free Aceh Movement (GAM),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,4,Rifle/Shotgun (non-automatic),9,Melee,23,Knife or Other Sharp Object,"","","","","","","","",Rifles; Machetes,1,1,0,1,1,0,1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",State Department 1997 Document,0,1,1,1,""
200109200004,2001,9,20,"",0,"",93,5,Southeast Asia,Aceh (Special Territory),Lhokseumawe,5.183798,97.141575,1,1,The victims were found at a place called Blang Payang near the town of Lhokseumawe.,"09/20/2001: A Sergeant Major in the Indonesian Army and his wife were found dead with gunshot wounds to the head at Blang Payang near the town of Lhokseumawe, Indonesia. Police suspected the Free Aceh Movement in this incident but no group claimed responsibility.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Indonesia Military,Indonesian Sergeant Major,93,Indonesia,14,Private Citizens & Property,71,Race/Ethnicity Identified,Civilians,An Indonesian woman married to a Army enlisted man.,93,Indonesia,"","","","","","","","",Free Aceh Movement (GAM),"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Indonesian Soldier and Wife Found Shot Dead in Aceh",� Agence France Presse,September 20,"2001.\"","","",CETIS,0,0
197805160001,1978,5,16,"",0,"",93,5,Southeast Asia,Papua,Unknown,-2.533,140.717,4,0,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",indonesian govt,senior government officials,93,Indonesia,"","","","","","","","","","","","","","","","",Irian Jaya Rebels,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","","","","","","","",0,"","","","",1,3,0,"","","",Indonesia,1,400000,"","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200109230006,2001,9,23,"",0,"",93,5,Southeast Asia,Jakarta (Capital City District),Jakarta,-6.208821,106.846046,1,0,"","09/23/2001: Two bombs planted in a car exploded in a parking garage of the Atrium Plaza shopping mall in central Jakarta, Indonesia. No one was harmed in the attack. Although some local authorities suspected that the Free Aceh Movement (GAM) was behind the attack, no group claimed responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,74,Marketplace/Plaza/Square,Civilians,Civilians at the Atrium Plaza Shopping Mall in Jakarta,93,Indonesia,1,Business,7,Retail/Grocery/Bakery,Atrium Plaza Shopping Mall,Businesses located in the Atrium Plaza,93,Indonesia,"","","","","","","","",Free Aceh Movement (GAM),"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",One car was destroyed and a parking structure was damaged.,0,"","","","","","","","","","","","","","","","","\"\"\"Indonesian Police Claim Aceh Rebels Behind Latest Bombing",� Deutsche Presse-Agentur,September 24,"2001.\"","","",CETIS,0,0
197810200003,1978,10,20,"",0,"",93,5,Southeast Asia,"",Jakarta,-6.208821,106.846046,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)","",official residence of Foreign Minister,93,Indonesia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,10,"","","","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,5,Firearms,5,Unknown Gun Type,"","","","","","","","",Knives; Firearms,"","","",1,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200110120002,2001,10,12,"",0,"",93,5,Southeast Asia,South Sulawesi (Province),Makassar,-5.133333,119.416667,1,0,"","10/12/2001: A bomb targeted a KFC outlet in Makassar, South Sulawesi Province, Indonesia. The back door and windows were destroyed, and damaged was done to a nearby Indonesian restaurant and kindergarten. No group claimed responsibility, but the attack appeared to be a response to the US-led bombing campaign in Afghanistan. No one was injured in the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,4,Multinational Corporation,KFC,"KFC outlet in Makassar, Indonesia",217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","",It was suspected that the bombing was in response to the U.S.-led bombing campaign in Afghanistan.,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The back door and windows of the restaurant were destroyed and minor damage was done to surrounding businesses.,0,"","","","","","","","","","","","","","","","","\"\"\"Anti-U.S. protesters rally in Jakarta",KFC outlet bombed,�  Kyodo,October 12,"2001.\"","","",CETIS,-9
198103280001,1981,3,28,"",1,3/31/1981,93,5,Southeast Asia,Jakarta,Jakarta,-6.208821,106.846046,1,0,"","",1,1,1,0,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Airliner- Indonesia Gamda Airlines,"",93,Indonesia,"","","","","","","","","","","","","","","","",Komando Jihad (Indonesian),"","","","","","",0,"","",0,5,"","","","","","","","","","","",6,Explosives,7,Grenade,5,Firearms,5,Unknown Gun Type,"","","","","","","","",Grenades; Small caliber,4,"",4,0,"","",0,"","","","",1,50,0,"","","Bangkok, Thailand","Bangkok, Thailand",1,1500000,"",0,"","",5,Successful Rescue,50,"","","","",PGIS,0,0,0,0,""
200110180002,2001,10,18,"",0,"",93,5,Southeast Asia,North Aceh (Province),Cunda,5.123772,97.154388,1,0,"","10/18/2001: Muchlis Ali, regency secretary for North Aceh was assassinated by four gunmen on motorcycles in Cunda, North Aceh province, Indonesia. The Free Aceh Movement (GAM) was suspected, but a senior leader denied responsibility.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",North Aceh provincial government,Regency Secretary Muchlis Ali,93,Indonesia,"","","","","","","","","","","","","","","","",Free Aceh Movement (GAM),"","","","","",Unknown,1,"","",0,4,0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Another Official Killed In Aceh,� The Jakarta Post, October 19, 2001.","","",CETIS,0,0,0,0,""
198403260021,1984,3,26,"",0,"",93,5,Southeast Asia,"",Yuroot,-4.346411,138.094482,2,1,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,82,Labor Union Related,"Associated Mission Aviation, a Roman Catholic *","Vanmere Vider, pilot",199,Switzerland,"","","","","","","","","","","","","","","","",Irian Jaya Rebels,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",2,"","",0,"","",0,"","","","",1,1,0,"","","",Indonesia,0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200111020004,2001,11,1,"",0,"",93,5,Southeast Asia,Maluku province,Waimulang,-3.560226,126.546719,2,0,Waimulang village in South Buru subdistrict on Buru island,"11/1/2001: Hundreds of armed assailants attacked Waimulang village on Buru island, Maluku province, Indonesia.  The assailants were from the western part of the region and were armed with grenades, improvised explosive devices, and standard weapons.  Three villagers were killed and ten houses were burned down; thousands of villagers fled the attack.  Specific motive is unknown; however, Waimulang village is predominantly Christian and Maluku province has been the site of violent conflict between Christians and Muslims for two years.",1,1,1,0,"","",0,1,0,2,Armed Assault,3,Bombing/Explosion,"","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Villagers in Waimulang,93,Indonesia,"","","","","","","","","","","","","","","","",Villagers,"","","","","","Specific motive is unknown; however, Waimulang village is predominantly Christian and Maluku province has been the site of violent conflict between Christians and Muslims for two years.",1,"","",0,-99,-99,0,"","","","","","","","","",6,Explosives,7,Grenade,5,Firearms,5,Unknown Gun Type,8,Incendiary,18,Arson/Fire,"","","","","Improvised explosive devices, grenades, and standard weapons, along with fire",3,0,0,"",0,0,1,4,Unknown,"",At least ten houses burned down,0,"","","","","","","","","","","","","","","",It is unclear whether the attackers were Muslim.,"\"\"\"New violence kills three in riot-torn Indonesian spice islands: report","\"\" Agence France-Presse",November 2,"2001.\"","\"\"\"Fresh clash breaks out in Maluku",Indonesia,"\"\" Xinhua News Agency",November 2,"2001.\""
198412240004,1984,12,24,"",0,"",93,5,Southeast Asia,"",Malang,-7.981894,112.626503,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,86,Place of Worship,"",Catholic Church and Seminary,93,Indonesia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Bomb,0,0,0,0,0,0,1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",UMD Miscellaneous,-9,-9,0,-9,""
200111060002,2001,11,6,"",0,"",93,5,Southeast Asia,Jakarta (Special Capital Region),Jakarta,-6.208821,106.846046,1,0,"","11/06/2001: A grenade exploded on the grounds of the Australian International School in Jakarta, Indonesia. No injuries were reported. No one claimed credit for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",8,Educational Institution,49,School/University/Educational Building,Australian International School,"Australian International School in Jakarta, Indonesia",14,Australia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","�Blast rocks Australian school in Indonesia,� United Press International, November 7, 2001.","","",CETIS,-9,-9,1,1,""
198501210001,1985,1,21,"",0,"",93,5,Southeast Asia,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,86,Place of Worship,"",Buddhist temple of Borobudus,93,Indonesia,"","","","","","","","","","","","","","","","",Muslim extremists,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200111090002,2001,11,9,"",0,"",93,5,Southeast Asia,Jakarta (Special Capital Region),Jakarta,-6.208821,106.846046,1,0,"","11/9/2001: Members of Mujahedin Kompak threw homemade bombs through the windows of the Petra Protestant Church in Jakarta, Indonesia during an evening service.  One of the bombs detonated causing a strong blast and broken windows, but no casualties. Three unexploded bombs were found inside the church.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Petra Protestant Church,Priests and Congregation,93,Indonesia,"","","","","","","","","","","","","","","","",Mujahedin Kompak,"","","","","",The attack was intended to incite a sectarian conflict.  It was aimed at two priests whom the perpetrators accused of engaging in propaganda to stigmatize Muslims.,0,"","",0,3,2,1,8,Personal claim,"","","","","","",-9,6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Homemade bombs; six detonaters recovered.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The explosion shattered one window and nails contained in the bomb damaged part of the church's roof.,0,"","","","","","","","","","","","","","","","","\"\"\"Blast at Jakarta Church","\"\" Agence France Presse",November 9,"2001.\"","\"Annastashya Emmanuelle, \"\"Police Pursue 3rd Suspect in Church Attack","\"\" The Jakarta Post",November 11,"2001.\"","\"\"\"Muslim Groups Say Jakarta Church Bomb Linked to Maluku Conflict"
