200109040002,2001,9,4,"",0,"",34,11,Sub-Saharan Africa,Makamba,Nyanza-Lac,-4.34371,29.598805,1,1,This incident occurred near Nyanza-Lac in southwest Burundi on Lake Tanganyika.,"09/04/2001: Armed men attacked a Tanzanian ship from Bujumbura near Nyanza-Lac in southwest Burundi, on Lake Tanganyika. Four people died in the attack. No group claimed responsibility for the attack.�",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,"","","","",11,Maritime,57,Civilian Maritime,A Ship,Tanzanian ship from Bujumbura on lake Lake Tanganyika,203,Tanzania,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",4,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","\"\"\"Burundi: Rebels attack Tanzanian ship",kill four,� Bonesha FM,September 5,"2001.\"","","",CETIS,-9
199111230006,1991,11,23,"",0,"",34,11,Sub-Saharan Africa,Bujumbura Mairie,Bujumbura,-3.375828,29.364107,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,25,Police Security Forces/Officers,Police,Post,34,Burundi,"","","","","","","","","","","","","","","","",Anti-Government Guerrillas,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,7,Grenade,"","","","","","","","",Automatic firearm; Grenade,1,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200109050003,2001,9,5,"",0,"",34,11,Sub-Saharan Africa,Bujumbura Mairie,Kamenge,-3.342568,29.392704,1,0,"","09/05/2001: Three people were injured by a grenade thrown into an Army officer's house in Mutanga District, Bujumbura, Burundi. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",National Army,"National Army officer's house in Mutanga District, Bujumbura, Burundi",34,Burundi,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",1,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","","",0,0,0,3,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","",Police believed that the attacker was one of the victim's neighbors.,"\"\"\"Burundi: Three injured in grenade attack in Bujumbura",� Net Press News Agency,September 6,"2001.\"","","",CETIS,-9,-9
199111260005,1991,11,26,"",0,"",34,11,Sub-Saharan Africa,Cibitoke,Unknown,-2.888895,29.120025,4,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,Govt,Murwi Commune,34,Burundi,"","","","","","","","","","","","","","","","",Tutsi extremists,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,29,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200109090003,2001,9,9,"",0,"",34,11,Sub-Saharan Africa,Cibitoke,Unknown,-2.889815,29.121514,4,0,"","09/09/2001: Two families were attacked in Cibitoke Province, Burundi, killing two and injuring four. No group claimed responsibility for the attack.",1,1,1,1,2,Other Crime Type,0,1,0,9,Unknown,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"2 families in Cibitoke Province, Burundi",34,Burundi,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",2,0,0,4,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",Local sources indicated that the genocidal attackers came from the Kinama Zone.,"\"\"\"Burundi: Two killed",four injured in �genocidal terrorist� attack,� Net Press News Agency,September 9,"2001.\"","","",CETIS,-9
199111260006,1991,11,26,"",0,"",34,11,Sub-Saharan Africa,Cibitoke,Unknown,-2.888895,29.120025,4,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,Govt,Rugombo Commune,34,Burundi,"","","","","","","","","","","","","","","","",Tutsi extremists,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,3,"","",2,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200109100002,2001,9,10,"",0,"",34,11,Sub-Saharan Africa,Mwaro,Kivoga,-3.599444,29.71,1,0,"","09/10/2001: At least ten army soldiers were killed by Front for the Defense of Democracy (FDD) of the National Council for the Defense of Democracy (NCDD or KAZE) rebels in an ambush in Kivoga, Burundi. No group claimed responsibility for the attack.",1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Military/Army forces,Burundi Military in Kivoga,34,Burundi,"","","","","","","","","","","","","","","","",National Council for Defense of Democracy (NCDD),Forces for the Defense of Democracy (FDD),"","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",10,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Burundi: At Least Ten Army Soldiers Said Killed By Rebels Near Capital",� Radio Publique Africaine,September 10,"2001.\"","","",CETIS,0,0
199111260007,1991,11,26,"",0,"",34,11,Sub-Saharan Africa,Cibitoke,Unknown,-2.888895,29.120025,4,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,Govt,Mabayl Commune,34,Burundi,"","","","","","","","","","","","","","","","",Tutsi extremists,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,10,"","",37,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200109110001,2001,9,11,"",0,"",34,11,Sub-Saharan Africa,Mwaro,Gihange,-3.633892,29.709872,1,1,This incident occurred on a road near Gihange and Kivoga.,09/11/2001: One woman was killed and an unknown number of other people injured by rebels who opened fire on a minibus and a group of soldiers traveling near the towns of Gihange and Kivoga in western Burundi. No group claimed responsibility for the attack.,1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",19,Transportation,99,Bus (excluding tourists),Civilians,Civilians on a minibus in western Burundi,34,Burundi,4,Military,29,Military Unit/Patrol/Convoy,Burundi Military,A Military Patrol near the town of Kivoga,34,Burundi,"","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,"",0,0,0,"","","","",0,"","","","","","","","","","","","","","","","At least 10 army soldiers were killed by Front for the Defense of Democracy (FDD) rebels in an ambush in Kivoga, Burundi a day before this attack.","\"\"\"Burundi: Rebels Ambush Minibus North of Bujumbura",Killing One,� MISNA News,September 11,"2001.\"","","",CETIS,-9
199111260008,1991,11,26,"",0,"",34,11,Sub-Saharan Africa,Cibitoke,Unknown,-2.888895,29.120025,4,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,Govt,Buganda Commune,34,Burundi,"","","","","","","","","","","","","","","","",Tutsi extremists,"","","","","","",0,"","",0,"","","","","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","",Knife,3,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200109220001,2001,9,22,"",0,"",34,11,Sub-Saharan Africa,Rutana,Munyegeri,-3.923349,29.990378,2,0,"","09/22/2001: Two people were killed and two were injured by rebels with guns during an attack in Munyegeri, Burundi. The attack occurred when the victims were attending a dowry payment ceremony. No group claimed responsibility for the attack.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Civilians,Civilians attending a dowry payment ceremony in Munyegeri,34,Burundi,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,2,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Burundi: Rebels Reportedly Kill Two People in Southeast",�  Burundi Press Agency,September 22,"2001.\"","","",CETIS,-9,-9
199111260009,1991,11,26,"",0,"",34,11,Sub-Saharan Africa,Bujumbura Mairie,Unknown,-3.382942,29.367103,4,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Military,Unit,34,Burundi,"","","","","","","","","","","","","","","","",Tutsi extremists,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,65,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200111050001,2001,11,5,"",0,"",34,11,Sub-Saharan Africa,Bururi,Munini,-4.009167,29.740556,1,0,"","11/05/2001: Unknown perpetrated attacked Munini, Burundi. Munini's head, a veterinary officer, a health official and five soldiers were killed in the attack. During the attack a health center was looted and burned. No one claimed the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,"","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Civilians in Munini, Burundi",34,Burundi,1,Business,6,Medical/Pharmaceutical,Health Center,"Health Center in Munini, Burundi",34,Burundi,"","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,8,Incendiary,18,Arson/Fire,"","","","","","","","","",24,0,0,0,0,0,1,3,Minor (likely < $1 million),"",A health center was burned down.,0,"","","","","","","","","","","","","","","","","�Twenty-four killed in rebel attack in south,� Bujumbura Radio Burundi, November 6, 2001.","","",CETIS,-9,-9,0,-9,""
199111260010,1991,11,26,"",0,"",34,11,Sub-Saharan Africa,Bubanza,Unknown,-3.080156,29.397914,4,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Millitary,Gihanga Brigade and Muzinda Military camp,34,Burundi,"","","","","","","","","","","","","","","","",Tutsi extremists,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,6,"","",2,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200111060007,2001,11,5,"",0,"",34,11,Sub-Saharan Africa,Bururi,Munini,-4.009167,29.740556,1,0,"The town of Munini, 140 kilometers from Bujumbura","11/05/2001: Approximately 300 Hutu rebels attacked the town of Munini in Bururi province, Burundi.  The assailants targeted the military post first, killing six soldiers.  They proceeded to attack the villagers, killing at least 18 civilians.  The attackers looted shops and homes before burning them down, along with the health center.",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Military post,The military post located in Munini,34,Burundi,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians living in Munini,34,Burundi,"","","","","","","","",Hutu extremists,"","","","","","Specific motive is unknown; however, the incident occurred during escalated violence following the inauguration of the new government.",0,"","",0,300,-99,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",No specific mention of weapons was made.,24,0,"","",0,0,1,4,Unknown,"","Shops, the health center, and the administrator's office were burnt down",0,"","","","","","","","","","","","","","","",A Hutu spokesperson claims that no civilians were killed.,"\"Jocelyne Sambira, \"\"Government official claims rebels kill 24 people in southern Burundi","\"\" Associated Press",November 6,"2001.\"","\"\"\"Rebel attack claims 25 lives in southern Burundi","\"\" Agence France-Presse",November 6,"2001.\"","\"\"\"Burundi rebels kill 35 civilians - local officials"
199203040008,1992,3,4,"",0,"",34,11,Sub-Saharan Africa,Bujumbura Mairie,Bujumbura,-3.375828,29.364107,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,2,Armed Assault,"","","","",4,Military,39,Paramilitary,military,paratroop battalion camp,34,Burundi,"","","","","","","","","","","","","","","","",Tutsi extremists,Extremists,"","","","","",0,"","",0,30,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200111060008,2001,11,0,11/07/2001,0,11/7/2001,34,11,Sub-Saharan Africa,Ruyigi,Unknown,-3.472336,30.247885,4,0,"A primary school in eastern Ruyigi province, approximately 105 kilometers from Bujumbura","11/07/2001: Hutu rebels kidnapped 58 children and four teachers from a primary school in Ruyigi province, Burundi.  Security forces surrounded the assailants and freed the children and teachers.  Specific motive is unknown; however, Hutu rebels have kidnapped children in the past to use as fighters.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",8,Educational Institution,48,Teacher/Professor/Instructor,Civilians,Teachers and students at a primary school,34,Burundi,"","","","","","","","","","","","","","","","",Hutu extremists,"","","","","","Specific motive is unknown; however, sources note that Hutu rebels kidnap children and force them to become fighters.",0,"","",0,-99,-99,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",No specific mention of weapons was made.,0,0,0,0,0,0,0,"","","","",1,62,0,-99,-99,"","",0,"","","","","",5,Successful Rescue,62,It is unclear when the children were actually kidnapped and how long they were held captive.,"\"Maria Eismont, \"\"Burundi Hutu rebels 'kidnap children'","\"\" The Guardian",November 8,"2001.\"","\"\"\"Burundi army says frees kidnapped schoolchildren","\"\" Reuters",November 7,"2001.\"",""
199204080009,1992,4,8,"",0,"",34,11,Sub-Saharan Africa,Cibitoke,Unknown,-2.888895,29.120025,4,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,military,unit,34,Burundi,"","","","","","","","","","","","","","","","",Party for the Liberation of the Hutu People (PALIPEHUTU),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,61,"","",19,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,0,1,""
200112020001,2001,12,2,"",0,"",34,11,Sub-Saharan Africa,Bujumbura Rural,Buhonga,-3.417239,29.409839,1,1,This incident occurred outside of Buhonga.,"12/02/2001: An ambush attack occurred near Buhonga, Burundi by National Liberation Forces (FNL) assailants. Three people died and several were seriously injured in a Hiace minibus carrying around 20 people.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",19,Transportation,99,Bus (excluding tourists),Civilians,"Passengers on a  Hiace minibus near Buhonga, Burundi",34,Burundi,"","","","","","","","","","","","","","","","",Party for the Liberation of the Hutu People (PALIPEHUTU),Forces for National Liberation (FNL),"","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","","",3,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"�Burundi:  Three killed in rebel ambush in west,\"\" Bujumbura Burundi Press Agency",December 3,"2001.\"","\"�10 Tigers killed,\"\" The Statesman India",December 2,"2001.\"","\"\"\"Parcel bomb goes off",EPDP candidate hurt,"\"\" The Hindu"
199401310008,1994,1,31,"",0,"",34,11,Sub-Saharan Africa,Bujumbura Mairie,Bujumbura,-3.375828,29.364107,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,74,Marketplace/Plaza/Square,unknown,crowd of persons,34,Burundi,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",Grenade,10,"",0,20,"",0,1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200112090003,2001,12,9,"",0,"",34,11,Sub-Saharan Africa,Bujumbura Rural,Nyamutenderi,-3.40945,29.390343,1,0,"","12/09/2001: One person was killed and two others injured when rebels launched an attack on a highway in Nyamutenderi, Burundi.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",19,Transportation,104,Highway/Road/Toll/Traffic Signal,Civilians,"Civilians on a highway in Nyamutenderi, Burundi",34,Burundi,19,Transportation,104,Highway/Road/Toll/Traffic Signal,Highway,"Highway in Nyamutenderi, Burundi",34,Burundi,"","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","","",1,0,0,2,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"�Three vehicles ambushed by rebels in west,\"\" Bujumbura Net Press News Agency",December 9,"2001.\"","\"�Burundi: One killed, two wounded in attack in southeast,\"\" ABP News Agency",December 10,"2001.\"","",CETIS,-9
199401310009,1994,1,31,"",0,"",34,11,Sub-Saharan Africa,Bujumbura Mairie,Bujumbura,-3.375828,29.364107,1,0,"","",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",20,Unknown,"","",Unknown,Group of Persons,34,Burundi,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",20,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200112170003,2001,12,17,"",0,"",34,11,Sub-Saharan Africa,Bujumbura Mairie,Bujumbura,-3.375828,29.364107,1,0,"","12/17/2001: Hutu rebels attacked several homes in Bujumbura, Burundi. Four people were killed in the attacks, and four others injured.",1,1,1,0,"","",1,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Civilians in Bujumbura, Burundi",34,Burundi,"","","","","","","","","","","","","","","","",Hutu extremists,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","","",4,0,0,4,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"�Four people killed, four others injured by armed men in capital,\"\" Burundi Press Agency",December 18,"2001.\"","\"�Rebels kill six in attack in Burundi capital,\"\" Agence France Presse",December 18,"2001.\"","",CETIS,0
199402260013,1994,2,26,"",0,"",34,11,Sub-Saharan Africa,Bujumbura Mairie,Bujumbura,-3.375828,29.364107,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",3,Police,24,Police Checkpoint,Police,Police checkpoint,34,Burundi,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,7,"","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200112170004,2001,12,17,"",0,"",34,11,Sub-Saharan Africa,Bujumbura Mairie,Bujumbura,-3.375828,29.364107,1,0,The incident occurred at a medical center office.,"12/17/2001: Hutu rebels raided a medical center office in Bujumbura, Burundi. 40 rebels raided the office and looted medication, computers, and a motorcycle. No one was injured in the raid.",1,1,1,1,2,Other Crime Type,1,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,81,Museum/Cultural Center/Cultural House,Kamenge Neuropyschiatric Center,"Kamenge Neuropyschiatric Center in Bujumbura, Burundi",34,Burundi,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,40,0,0,"","","","","","","","","",5,Firearms,4,Rifle/Shotgun (non-automatic),"","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"�Four people killed, four others injured by armed men in capital,\"\" Burundi Press Agency",December 18,"2001.\"","\"�Rebels kill six in attack in Burundi capital,\"\" Agence France Presse",December 18,"2001.\"","",CETIS,-9
199403060005,1994,3,6,"",0,"",34,11,Sub-Saharan Africa,Bujumbura Mairie,Bujumbura,-3.375828,29.364107,1,0,"","",1,0,1,1,3,Intra/Inter-group Conflict,0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Hutu Tribe,Hutu Tribal Members,34,Burundi,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,9,Melee,23,Knife or Other Sharp Object,"","","","","","","","",Automatic firearm; Knife,40,"","","","","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200201230003,2002,1,23,"",0,"",34,11,Sub-Saharan Africa,Bubanza,Gihanga,-3.193543,29.306158,1,1,"Near Gihanga, approximately 20 kilometers north of Bujumbura","1/23/2002: Rebels ambushed two vehicles near Gihanga, Bubanza province, Burundi.  The assailants lit one vehicle on fire and opened fire on another; killing one person and injuring another two.  The specific motive behind the attack is unknown.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,73,Vehicles/Transportation,Civilians,Civilians traveling on a road near Gihanga,34,Burundi,"","","","","","","","","","","","","","","","",Rebels,"","","","","",Unknown,0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,5,Firearms,5,Unknown Gun Type,"","","","","","","","",One car was lit on fire and the second car was shot at,1,0,0,2,0,0,1,4,Unknown,"",One car was lit on fire and the second car was shot at,0,"","","","","","","","","","","","","","","","","\"\"\"Civilian killed in Burundi ambush","\"\" CNN",January 24,"2002.\"","","",UMD Schmid 2012,-9,-9
199405090006,1994,5,9,"",0,"",34,11,Sub-Saharan Africa,Ngozi,Unknown,-2.895349,29.833722,4,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),Military,Military Truck,34,Burundi,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,3,"","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200202510005,2002,1,25,"",0,"",34,11,Sub-Saharan Africa,Cankuzo,Cankuzo,-3.218863,30.545827,1,0,"","01/25/2002: A group of armed men killed the chief administrator of Minyare zone in Cankuzo, Burundi. It was not certain who was responsible for the attack.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Minyare Zone,Chief of Minyare zone,34,Burundi,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Administration official, others killed in attacks,� Bujumbura Azania, January 25, 2002.","","",CETIS,-9,-9,0,-9,""
199408110005,1994,8,11,"",0,"",34,11,Sub-Saharan Africa,Bujumbura Mairie,Bujumbura,-3.375828,29.364107,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,74,Marketplace/Plaza/Square,Unk,main Market,34,Burundi,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",Grenade,0,"","",7,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200203230002,2002,3,23,"",0,"",34,11,Sub-Saharan Africa,Bujumbura Mairie,Bujumbura,-3.375828,29.364107,1,0,"","03/23/2002: Hutu rebels killed an eight year old girl and a forty-five year old man during a raid in Bujumbura, Burundi. Local authorities blamed the attack on the National Liberation Forces (FNL). No one officially claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Indiscriminate civilians in in Bujumbura, Burundi",34,Burundi,"","","","","","","","","","","","","","","","",Party for the Liberation of the Hutu People (PALIPEHUTU),Forces for National Liberation (FNL),"","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unspecified weapons were used in the incident.,2,0,0,0,0,"",0,"","","","",0,"","","","","","","","","","","","","","","","","�Kurdish Burundi's Hutu Rebels Kill Two Civilians near Bujumbura,� Agence France Presse, March 23, 2002.","","",CETIS,0,1,0,1,""
