200809230003,2008,9,23,"",0,"",45,3,South America,Arauca,La Ceiba,6.94997,-71.56666,2,0,"The attempted bombing took place at the Ca�o Limon Cove�as pipeline in the rural area of La Ceiba, Arauquita, Arauca department, Colombia.","9/23/2008: On Tuesday night at 0220, 20 National Liberation Army (ELN) insurgents from the ELN�s Jose Domingo Lain Saenz Front attempted to detonate explosives at the Ca�o Limon Cove�as pipeline in the rural area of La Ceiba, Arauquita, Arauca department, Colombia. However, the insurgents were intercepted by Army troops and the explosives did not detonate, preventing any casualties or damages from taking place. No claim of responsibility was made for the incident.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",21,Utilities,108,Oil,Ca�o Limon Cove�as Pipeline,The Ca�o Limon Cove�as pipeline,45,Colombia,"","","","","","","","","","","","","","","","",National Liberation Army of Colombia (ELN),Jose Domingo Lain Saenz Front,"","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Unknown explosives were used in the bombing attack.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",The summary of this incident was based on an articles originally written in Spanish.,"\"Colombian Ministry of Defence, \"\"Five Army Soldiers Die in a Mined Field Installed by the ELN in Arauquita","\"\" September 23",2008,"http://www.fac.mil.co/?idcategoria=30333.\"","\"Colombian Ministry of Defence, \"\"Five Army Soldiers Die in a Mined Field Installed by the ELN in Arauquita","\"\" September 23",2008,"http://www.fac.mil.co/?idcategoria=30333.\"","\"Espectador, \"\"Five Soldiers Die in Fighting with the ELN in Arauquita"
200810020009,2008,10,2,"",0,"",45,3,South America,Caqueta,El Paujil,1.57036,-75.32731,1,0,"The bombing attack took place at a shopping center near a police station in El Paujil, Caqueta department, Colombia.","10/02/2008: On Thursday afternoon at 1430, suspected Revolutionary Armed Forces of Colombia (FARC) rebels set off a bomb next to a vehicle at a shopping center located near a police station in El Paujil, Caquet� department, Colombia. The bombing attack wounded four civilians and caused an unknown amount of damage to the vehicle. Authorities believe the attack was carried out to coerce the payments of extortion demands, although no claim of responsibility was made for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,74,Marketplace/Plaza/Square,"",A shopping center,45,Colombia,"","","","","","","","","","","","","","","","",Revolutionary Armed Forces of Colombia (FARC),"","","","","",Authorities believe the attack was carried out to coerce the payments of extortion demands.,1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Unknown explosives were used in the bombing attack.,0,0,0,4,0,0,1,3,Minor (likely < $1 million),"",The bombing attack caused an unknown amount of damage to a vehicle.,0,"","","","","","","","","","","","","","","",The summary of this incident was partially based on articles originally written in Spanish.,"\"El Universo, \"\"Four Injured after Explosion in Colombian Town","\"\" October 3",2008,"http://www.eluniverso.com/2008/10/03/0001/14/5A9D9685FD6C4A0E970C679C056B694F.html.\"","\"Human Rights in Colombia \"\"Acts of Terrorism","\"\" October 23",2009,"http://www.derechoshumanos.gov.co/bitacoras/bitac_353.asp.\"","\"Worldwide Incidents Tracking System, \"\"Four Civilians Injured in Bombing in El Paujil"
200810030009,2008,10,3,"",0,"",45,3,South America,Bogota,Bogota,4.667128,-74.106056,1,0,"The boming attack took place in the bathroom of a financial firm in northern Bogota, Capital District, Colombia.","10/03/2008: On Friday afternoon at 1720, suspected Revolutionary Armed Forces of Colombia (FARC) rebels detonated an improvised explosive device in the bathroom of a financial firm in northern Bogota, Capital District, Colombia. The bombing attack killed one female employee, injured five others and caused an unknown amount of damage to several offices in the building. No claim of responsibility was made for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,"",An unspecified financial firm,45,Colombia,"","","","","","","","","","","","","","","","",Revolutionary Armed Forces of Colombia (FARC),"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",An improvised explosive device containin unknown explosives were used in the bombing attack.,1,0,0,5,0,0,1,4,Unknown,"",The bombing attack caused an unknown amount of damage to several offices in the building.,0,"","","","","","","","","","","","","","","",The summary of this incident was partially based on articles originally written in Spanish.,"\"Radio Trece, \"\"Building Bomb Explodes in Bogota","\"\" October 4",2008,"http://www.radiotrece.com.mx/2008/10/03/explota-bomba-en-edificio-en-bogota/.\"","\"Human Rights in Colombia, \"\"Acts of Terrorism","\"\" October 23",2009,"http://www.derechoshumanos.gov.co/bitacoras/bitac_353.asp.\"","\"Worldwide Incidents Tracking System, \"\"One Civilian Killed"
200810040007,2008,10,4,"",0,"",45,3,South America,Narino,Tumaco,1.807411,-78.763753,1,1,"The vandalism attack took place in the village of La Espriella, Tumaco, Nari�o department, Colombia.","10/04/2008: On Saturday, suspected Revolutionary Armed Forces of Colombia (FARC) rebels knocked down an electricity pylon in the village of La Espriella, Tumaco, Nari�o department, Colombia. The vandalism attack caused minor damage to the electricity pylon and cut off electric power for 160,000 inhabitants in various locations on the Pacific coast but resulted in no casualties. No claim of responsibility was made for the incident.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",21,Utilities,107,Electricity,"",An electric pylon,45,Colombia,"","","","","","","","","","","","","","","","",Revolutionary Armed Forces of Colombia (FARC),"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,"","The vandalism attack caused minor damage to the electricity pylon and cut off electric power for 160,000 inhabitants in various locations on the Pacific coast.",0,"","","","","","","","","","","","","","","",The summary of this incident was based on articles originally written in Spanish.,"\"Hoy, \"\"Attack Left Border Area Between Colombian and Ecuador without Power","\"\" October 6",2008,"http://www.hoy.com.ec/noticias-ecuador/atentado-deja-sin-electricidad-zona-fronteriza-de-colombia-con-ecuador-310195.html.\"","\"Human Rights in Colombia, \"\"Attacks on Energy Infrastructure","\"\" October 23",2009,"http://www.derechoshumanos.gov.co/bitacoras/bitac_353.asp.\"",""
200810060006,2008,10,6,"",0,"",45,3,South America,Caldas,Rio Sucio,5.420595,-75.702686,1,1,"The attack took place near the town of R�osucio, Caldas department, Colombia.","10/06/2008: On Monday night, assailants wearing armbands who identified themselves as members of the United Self-Defense Forces Of Colombia's (AUC) Black Eagles paramilitary group fired upon several members of the indigenous Embera Cham� community near the town of Riosucio, Caldas department, Colombia. The attack killed three of the indigenous members and wounded another. The indigenous community reported that prior to the attack, flyers containing a list of more than 60 people, including indigenous and other civilians who were being threatened by the AUC's Black Eagles, had been circulated in the municipality.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Embera Cham� Community,Members of the indigenous Embera Cham� community,45,Colombia,"","","","","","","","","","","","","","","","",United Self Defense Units of Colombia (AUC),Black Eagles,"","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,1,8,Personal claim,"","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the firearm attack.,3,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Worldwide Incidents Tracking System, \"\"One Civilian Killed",One Other Wounded in Armed Attack in Riosucio,Caldas,Colombia,"\"\" National Counterterrorism Center",October 23,"2009.\"","\"Amnesty International, \"\"Public Statement Colombia: Killings of Indigenous and Afro-Descendant Land right Activists Must Stop","\"\" October 21"
200810080009,2008,10,8,"",0,"",45,3,South America,Caldas,Villamaria,5.045763,-75.512498,1,0,"The bombing attack took place at a plaza near the town square in Villamaria, Caldas department, Colombia.","10/08/2008: On Wednesday morning, unknown assailants detonated a bomb at a plaza near the town square in Villamaria, Caldas department, Colombia. The bombing attack killed one civilian bystander and caused an unknown amount of structural damage to a nearby building. No claim of responsibility was made for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,74,Marketplace/Plaza/Square,"",A plaza near the town square,45,Colombia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Unknown explosives were used in the bombing attack.,1,0,0,0,0,0,1,4,Unknown,"",The bombing attack caused an unknown amount of structural damage to a nearby building.,0,"","","","","","","","","","","","","","","",The summary of this incident was partially based on an article originally written in Spanish.,"\"Human Rights in Colombia, \"\"Acts of Terrorism","\"\" October 23",2009,"http://www.derechoshumanos.gov.co/bitacoras/bitac_354.asp.\"","\"Worldwide Incidents Tracking System, \"\"One Civilian Killed in Bombing in Villamaria",Caldas,Colombia,"\"\" National Counterterrorism Center",October 23
200810110008,2008,10,11,"",0,"",45,3,South America,Cauca,Jambalo,2.85,-76.316667,2,0,"The attack took place near a road in Jambalo, Cauca department, Colombia.","10/11/2008: On Saturday night, suspected members of the United Self-Defense Forces Of Colombia (AUC) paramilitary group shot and killed Celestino Rivera, an indigenous leader, near a road in Jambalo, Cauca department, Colombia. No claim of responsibility was made for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,68,Named Civilian,"","Celestino Rivera, an indigenous leader,",45,Colombia,"","","","","","","","","","","","","","","","",United Self Defense Units of Colombia (AUC),"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the firearm attack.,1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",The summary of this incident was partially based on an article originally written in Spanish.,"\"Colombian Ministry of Defense, \"\"The Native Indigenous Denounce Assassinations and Threats","\"\" October 14",2008,"http://www.fac.mil.co/?idcategoria=30683.\"","\"Amnesty International, \"\"Public Statement Colombia: Killings of Indigenous and Afro-Descendant Land Right Activists Must Stop","\"\" October 21",2008,"http://www.amnesty.ca/resource_centre/news/view.php?load=arcview&article=4478&c=Resource+Centre+News.\"","\"Colombian Ministry of Defense, \"\"The Native Indigenous Denounce Assassinations and Threats"
200810110009,2008,10,11,"",0,"",45,3,South America,Cauca,Toribio,2.95485,-76.26825,1,1,"The attack took place on a road near Toribio in the department of Cauca, Colombia.","10/11/2008: On Saturday, Nicolas Valencia Lemus, an indigenous community leader, was shot and killed by members of the United Self-Defense Forces Of Colombia's (AUC) Black Eagles paramilitary group as Lemus was travelling on a motorcycle with his wife and his son on a road near Toribio in the department of Cauca, Colombia. Before fleeing the scene, the assailants claimed responsibility by writing 'Aguilas Negras' (Spanish for Black Eagles) on the windows of Lemus' car.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,68,Named Civilian,"","Nicolas Valencia Lemus, an indigenous community leader,",45,Colombia,"","","","","","","","","","","","","","","","",United Self Defense Units of Colombia (AUC),Black Eagles,"","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,1,5,Note left at scene,"","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the firearm attack.,1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",The summary of this incident was partially based on an article originally written in Spanish.,"\"Colombian Ministry of Defense, \"\"The Native Indigenous Denounce Assassinations and Threats","\"\" October 14",2008,"http://www.fac.mil.co/?idcategoria=30683.\"","\"Amnesty International, \"\"Public Statement Colombia: Killings of Indigenous and Afro-Descendant Land Right Activists Must Stop","\"\" October 21",2008,"http://www.amnesty.ca/resource_centre/news/view.php?load=arcview&article=4478&c=Resource+Centre+News.\"",""
200810120005,2008,10,12,"",0,"",45,3,South America,Huila,Neiva,2.998638,-75.30562,1,0,"The bombing attack took place on the first floor of the Hotel Plaza in downtown Neiva, Huila department, Colombia.","10/12/2008: On Sunday night at 2250, suspected Revolutionary Armed Forces of Colombia's (FARC) rebels detonated a bomb on the first floor of the Plaza Hotel in downtown Neiva, Huila department, Colombia. The bombing attack wounded two civilians and caused an unknown amount of damage to the structure of the hotel. A second bomb detonated at the Sulicam Hotel one block away shortly after the first bomb blast. No claim of responsibility was made for the incident.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,Hotel Plaza,The Hotel Plaza,45,Colombia,"","","","","","","","","","","","","","","","",Revolutionary Armed Forces of Colombia (FARC),"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Unknown explosives were used in the bombing attack.,0,0,0,2,0,0,1,4,Unknown,"",The bombing attack caused an unknown amount of damage to the structure of the hotel.,0,"","","","","","","","","","","","","","","",This was one of two related attacks (cf. 200810120006). The summary of this incident was partially based on an article originally written in Spanish.,"\"El Pais, \"\"One Dead and Five Injured Left in Attack","\"\" El Pais",October 13,"2008.\"","\"Worldwide Incidents Tracking System, \"\"One Civilian Killed",Four Civilians,Three Children Wounded in Bombings by Suspected FARC in Neiva,Huila,Colombia
200810120006,2008,10,12,"",0,"",45,3,South America,Huila,Neiva,2.998638,-75.30562,1,0,"The bombing attack took place on the second floor of the Sulicam Hotel in downtown Neiva, Huila department, Colombia.","10/12/2008: On Sunday night at 2305, suspected Revolutionary Armed Forces of Colombia's (FARC) rebels detonated a bomb on the second floor of the Sulicam Hotel in downtown Neiva, Huila department, Colombia. The bombing attack killed one civilian, wounded five civilians and caused an unknown amount of damage to the structure of the hotel including several nearby shopping centers. Another bomb detonated at the Hotel Plaza one block away shortly before the blast at the Sulicam Hotel. No claim of responsibility was made for the incident.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,Sulicam Hotel,The Sulicam Hotel,45,Colombia,"","","","","","","","","","","","","","","","",Revolutionary Armed Forces of Colombia (FARC),"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Unknown explosives were used in the bombing attack.,1,0,0,5,0,0,1,4,Unknown,"",The bombing attack caused an unknown amount of damage to the structure of the hotel including several nearby shopping centers.,0,"","","","","","","","","","","","","","","",This was one of two related attacks (cf. 200810120005). The summary of this incident was partially based on an article originally written in Spanish.,"\"El Pais, \"\"One Dead and Five Injured Left in Attack","\"\" El Pais",October 13,"2008.\"","\"Worldwide Incidents Tracking System, \"\"One Civilian Killed",Four Civilians,Three Children Wounded in Bombings by Suspected FARC in Neiva,Huila,Colombia
200810170010,2008,10,17,"",0,"",45,3,South America,Bogota,Bogota,4.667128,-74.106056,1,0,"The bombing attack took place in the middle of a public road at 90D Carrera and 83 B Street in the community of Quirigua, northwest Bogota, Capital District, Colombia.","10/17/2008: On Friday morning at 0530, an unknown male assailant detonated an improvised explosive device containing a live grenade in the middle of a public road at 90D Carrera and 83 B Street in the community of Quirigua, northwest Bogota, Capital District, Colombia. The bombing attack caused considerable damage to the windows of 20 neighboring buildings but resulted in no casualties. No claim of responsibility was made for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,104,Highway/Road/Toll/Traffic Signal,"",The intersection at 90D Carrera and 83 B Street in the community of Quirigua,45,Colombia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,1,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",An improvised explosive device containing a live grenade was used in the bombing attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The bombing attack caused considerable damage to the windows of 20 neighboring buildings.,0,"","","","","","","","","","","","","","","",The summary of this incident was partially based on an article originally written in Spanish.,"\"Radio Santa Fe, \"\"Explosive in the Quirigua Neighborhood Caused No Major Damage","\"\" October 17",2008,"http://www.radiosantafe.com/2008/10/17/explosivo-en-el-barrio-quirigua-no-causo-mayores-danos/.\"","\"Worldwide Incidents Tracking System, \"\"20 Houses",Several Shops Damaged in IED Attack in Bogota,Cundinamarca,Colombia,"\"\" National Counterterrorism Center"
200810220016,2008,10,22,"",0,"",45,3,South America,Huila,Neiva,2.998638,-75.30562,1,0,"The grenade attack took place at the Inverbaez liquor warehouse in Neiva, Huila department, Colombia.","10/22/2008: On Wednesday morning, unknown assailants on a motorcycle threw a fragmentation grenade at the Inverbaez liquor warehouse in Neiva, Huila department, Colombia. The grenade attack caused an unknown amount of structural damage to the warehouse but resulted in no casualties. No claim of responsibility was made for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,7,Retail/Grocery/Bakery,Inverbaez Liquor Warehouse,The Inverbaez liquor warehouse,45,Colombia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",A fragmentation grenade was used in the bombing attack.,0,0,0,0,0,0,1,4,Unknown,"",The grenade attack caused an unknown amount of structural damage to the warehouse.,0,"","","","","","","","","","","","","","","",The summary of this incident was partially based on an article originally written in Spanish.,"\"Human Rights in Colombia, \"\"Attacks on Civilian Property","\"\" October 23",2009,"http://www.derechoshumanos.gov.co/bitacoras/bitac_356.asp.\"","\"Worldwide Incidents Tracking System, \"\"One Business Damaged in Grenade Attack in Neiva",Huila,Colombia,"\"\" National Counterterrorism Center",October 23
